sample_id,group,batch,measure_1,resolution_ang,r_free,chain_length_aa,molecular_weight_kda,fraction_helix,fraction_sheet,mean_b_factor,radius_gyration_ang,ligand_count,isoelectric_point,target_a,target_b
STR-500576,Control,B01,73.35,1.65,0.1909,203,18.44,0.3509,0.3453,47.78,33.01,6,5.42,1,0
STR-500550,Control,B02,96.29,2.24,0.2584,394,73.79,0.7198,0.2059,30.36,24.6,4,8.76,1,0
STR-500286,Control,B02,102.3,3.36,0.2244,564,52.25,0.3053,0.5301,63.16,21.64,0,6.05,0,0
STR-500924,TreatmentB,B01,114.03,0.42,0.2225,334,23.25,0.3014,0.2815,23.43,27.9,2,6.99,1,1
STR-500762,Control,B03,86.25,2.32,0.2135,120,13.35,0.5345,0.2095,50.53,26.1,2,8.0,0,0
STR-500197,Control,B01,101.69,1.31,0.2614,402,49.7,0.2986,0.4599,23.94,18.96,4,5.9,1,0
STR-500492,TreatmentB,B01,96.98,1.75,0.2866,147,18.8,0.442,0.2856,66.05,16.3,0,5.99,0,0
STR-500301,TreatmentB,B03,98.82,0.56,0.1827,363,37.65,0.2623,0.2716,11.5,20.81,4,5.08,1,0
STR-500004,Control,B03,107.68,1.32,0.3075,240,16.64,0.416,0.3405,45.41,17.34,5,5.47,1,0
STR-500709,TreatmentA,B01,85.96,1.9,0.2682,136,19.06,0.2817,0.0788,28.16,19.76,1,7.97,0,1
STR-500055,TreatmentA,B01,103.58,3.05,0.2317,293,91.52,0.2587,0.2033,45.04,22.32,1,6.19,0,1
STR-500962,Control,B01,103.26,2.42,0.2343,281,68.58,0.305,0.3725,35.12,23.87,2,5.66,0,1
STR-500031,TreatmentB,B03,102.27,0.54,0.245,188,15.39,0.5847,0.4395,21.98,21.35,2,7.76,1,1
STR-500624,TreatmentB,B01,109.33,1.42,0.2617,508,21.02,0.4161,0.299,26.11,19.26,3,5.5,0,0
STR-500248,Control,B01,105.01,1.69,0.2186,137,4.67,0.3667,0.4067,24.19,24.3,1,7.55,1,1
STR-500461,TreatmentA,B02,107.57,1.89,0.242,668,39.03,0.4994,0.2974,40.63,34.25,4,5.8,0,0
STR-500899,TreatmentB,B02,119.38,0.78,0.28,87,19.06,0.4565,0.4742,11.71,28.5,2,5.82,1,1
STR-500533,Control,B02,81.53,1.9,0.1787,318,13.32,0.5314,0.3296,22.99,34.26,1,6.67,1,1
STR-500386,TreatmentB,B03,93.96,1.12,0.2012,293,27.21,0.6578,0.4121,22.33,30.71,4,7.15,1,1
STR-500963,Control,B03,90.48,2.77,0.2359,335,17.06,0.3478,0.2454,18.8,20.02,4,5.26,0,0
STR-500494,TreatmentB,B02,94.13,1.33,0.2405,588,20.54,0.4291,0.1809,16.83,36.96,1,7.96,1,1
STR-500873,Control,B03,114.69,2.59,0.2511,202,21.41,0.2554,0.0895,53.14,39.33,2,3.3,0,0
STR-500632,Control,B01,87.22,2.66,0.279,247,38.15,0.4794,0.3025,53.07,23.49,4,7.81,0,0
STR-500440,TreatmentA,B02,106.03,1.54,0.2181,391,89.58,0.4758,0.3646,44.72,35.44,6,4.77,1,1
STR-500682,TreatmentB,B03,84.94,0.61,0.2384,250,40.54,0.4766,0.3499,20.73,24.55,4,7.86,1,0
STR-500256,TreatmentA,B01,101.75,2.34,0.2748,312,83.38,0.4711,0.1946,50.47,29.84,1,6.6,0,1
STR-500091,TreatmentB,B03,100.75,1.36,0.2276,268,27.46,0.5584,0.5662,28.95,31.99,1,6.2,1,1
STR-500447,TreatmentA,B01,132.04,2.07,0.2243,343,65.72,0.2668,0.397,39.59,18.78,2,5.69,0,0
STR-500460,TreatmentA,B02,96.23,1.54,0.2516,175,17.53,0.1611,0.1364,18.33,25.46,2,7.11,1,1
STR-500416,TreatmentA,B03,79.93,1.53,0.2461,345,65.68,0.3596,0.2706,27.77,26.19,2,7.83,1,0
STR-500228,TreatmentB,B01,93.33,3.72,0.2494,576,70.1,0.3539,0.2866,42.59,16.91,2,7.68,0,1
STR-500678,Control,B03,100.03,2.28,0.2154,91,80.56,0.3436,0.2857,32.74,19.38,3,6.93,1,0
STR-500910,Control,B02,122.39,1.79,0.2968,200,64.53,0.2238,0.1394,55.15,13.42,1,6.67,0,1
STR-500200,TreatmentB,B03,114.88,1.22,0.2204,579,121.36,0.4756,0.2588,9.2,23.58,3,7.68,1,0
STR-500048,TreatmentA,B01,99.64,1.67,0.2818,384,90.36,0.4826,0.3487,36.32,25.35,0,8.93,0,0
STR-500749,TreatmentA,B01,86.31,1.37,0.1658,398,31.44,0.3407,0.1764,19.67,14.92,2,6.76,1,1
STR-500185,TreatmentA,B02,115.87,3.43,0.271,291,18.33,0.2946,0.2068,66.99,29.82,3,7.22,0,1
STR-500453,Control,B01,125.26,2.25,0.2623,175,23.04,0.3959,0.3174,38.79,25.62,2,7.06,0,1
STR-500513,Control,B01,119.93,2.34,0.2347,545,21.04,0.5893,0.2913,82.08,24.21,1,5.86,0,1
STR-500813,Control,B02,103.01,2.48,0.2421,614,14.37,0.4962,0.2825,43.13,21.11,6,6.97,0,0
STR-500164,Control,B02,103.65,1.86,0.2646,178,26.11,0.2203,0.1757,30.0,23.82,1,6.84,0,1
STR-500283,TreatmentA,B03,128.53,2.91,0.1843,179,27.52,0.3857,0.5823,23.57,28.99,4,7.79,0,0
STR-500811,TreatmentB,B01,86.83,1.05,0.2524,223,50.6,0.2245,0.1811,26.85,15.24,1,6.17,0,1
STR-500951,TreatmentA,B03,109.51,1.38,0.1834,277,32.18,0.5237,0.0782,45.59,12.4,3,6.72,1,0
STR-500418,Control,B03,99.58,1.67,0.1945,130,122.19,0.2406,0.2728,51.76,21.35,2,5.86,0,1
STR-500344,TreatmentB,B02,95.41,1.99,0.235,360,36.2,0.4045,0.22,13.16,21.42,7,7.87,1,1
STR-500278,TreatmentA,B03,97.36,1.69,0.2358,198,42.98,0.3219,0.3582,21.24,27.37,4,7.43,1,1
STR-500168,TreatmentB,B01,78.39,1.26,0.2063,721,44.18,0.3211,0.1406,32.12,25.17,3,5.71,1,0
STR-500837,TreatmentB,B01,113.66,2.83,0.2602,246,16.53,0.2809,0.4709,33.49,22.97,1,7.29,0,0
STR-500907,Control,B03,92.84,2.87,0.1966,143,134.48,0.3121,0.4981,32.61,27.39,1,6.07,0,0
STR-500008,Control,B02,131.35,2.95,0.2211,640,34.62,0.7069,0.3775,30.62,17.82,4,6.96,0,1
STR-500803,TreatmentB,B02,118.48,0.78,0.2037,224,31.27,0.4768,0.3715,26.4,24.08,3,6.08,1,1
STR-500062,TreatmentB,B03,125.01,1.95,0.2027,178,26.16,0.4481,0.3069,30.0,35.77,5,7.78,0,1
STR-500321,TreatmentA,B01,56.47,2.31,0.2132,421,38.49,0.4745,0.5427,37.18,20.83,4,8.13,1,1
STR-500489,Control,B01,105.04,2.3,0.2878,619,28.16,0.428,0.3131,26.6,23.3,1,8.36,0,0
STR-500455,Control,B02,91.01,3.43,0.1714,87,40.23,0.4382,0.5033,27.42,25.1,5,6.0,0,0
STR-500067,Control,B02,113.62,2.04,0.2769,219,41.81,0.1688,0.5588,30.61,34.09,2,4.04,0,0
STR-500565,Control,B03,118.67,3.52,0.1916,128,27.96,0.4396,0.2644,55.49,26.71,6,5.46,0,1
STR-500414,TreatmentA,B02,81.56,1.21,0.2679,228,28.75,0.4955,0.2528,27.49,14.1,3,4.6,0,0
STR-500337,TreatmentB,B03,86.89,1.94,0.2363,929,24.83,0.4979,0.3876,33.45,22.47,3,6.25,1,1
STR-500614,TreatmentB,B01,111.03,1.61,0.2354,193,47.32,0.6607,0.4667,7.98,15.33,3,9.66,1,1
STR-500071,TreatmentA,B03,122.72,2.77,0.2552,283,77.9,0.4831,0.3745,35.95,24.62,2,10.31,0,0
STR-500216,Control,B01,108.91,2.83,0.2955,590,22.74,0.1582,0.2271,31.91,21.85,2,9.25,0,1
STR-500389,Control,B02,85.96,2.98,0.2514,459,48.82,0.2923,0.2957,20.29,26.29,2,8.09,0,0
STR-500856,Control,B02,104.81,2.46,0.284,142,29.99,0.4223,0.2579,36.59,29.83,2,6.12,0,0
STR-500065,Control,B01,84.02,2.03,0.24,481,31.13,0.382,0.2705,32.33,27.81,2,6.23,1,1
STR-500330,TreatmentA,B01,92.79,1.67,0.3025,298,10.1,0.2988,0.5788,38.55,28.94,3,7.54,0,0
STR-500128,TreatmentB,B01,108.11,1.67,0.3198,298,90.54,0.2553,0.3132,29.48,27.81,2,8.4,0,1
STR-500663,Control,B03,90.02,2.47,0.229,97,28.27,0.3008,0.4103,49.78,18.8,2,4.76,0,0
STR-500044,TreatmentA,B02,116.97,2.48,0.2251,208,231.68,0.3049,0.3299,11.58,24.04,1,5.78,0,1
STR-500895,TreatmentA,B03,117.64,2.78,0.283,195,27.66,0.2983,0.1389,20.91,28.71,0,7.79,0,1
STR-500724,Control,B03,117.62,1.06,0.2447,227,61.02,0.2843,0.1917,32.72,17.2,4,7.15,1,1
STR-500306,TreatmentA,B02,88.73,2.0,0.2336,314,27.79,0.2782,0.1882,20.76,28.44,4,9.22,0,0
STR-500136,TreatmentA,B02,102.67,1.06,0.1631,304,12.9,0.3588,0.1219,88.74,26.18,2,5.6,0,1
STR-500599,TreatmentA,B03,99.83,1.58,0.2539,120,21.52,0.5018,0.3966,23.18,19.09,5,6.59,1,1
STR-500363,TreatmentA,B03,93.67,1.35,0.2527,254,37.26,0.421,0.435,32.28,25.17,3,9.87,1,0
STR-500072,TreatmentB,B03,74.29,0.89,0.2329,335,113.09,0.3043,0.2509,13.32,21.66,0,8.51,1,0
STR-500061,TreatmentA,B02,85.38,1.52,0.276,219,13.03,0.2749,0.3486,29.72,10.81,1,7.72,1,1
STR-500721,TreatmentA,B03,111.88,3.28,0.2097,96,47.54,0.3659,0.2774,23.44,27.9,2,6.18,1,1
STR-500700,TreatmentB,B01,104.84,2.29,0.2467,251,19.92,0.2798,0.329,4.5,41.47,2,6.74,1,1
STR-500534,TreatmentA,B02,112.26,2.74,0.2148,852,21.74,0.2568,0.3607,36.33,27.87,3,7.16,0,0
STR-500680,TreatmentB,B03,133.98,0.94,0.2676,1086,40.67,0.3599,0.1852,18.13,23.18,1,8.05,1,1
STR-500124,TreatmentA,B02,112.12,1.69,0.2152,120,52.26,0.5209,0.1858,38.04,17.86,3,6.74,1,0
STR-500410,Control,B02,106.32,1.93,0.2641,292,68.79,0.3021,0.3148,26.27,23.84,3,8.07,0,1
STR-500902,Control,B02,143.78,1.7,0.2857,301,24.25,0.3348,0.3574,27.03,26.33,4,4.78,0,0
STR-500263,TreatmentA,B02,103.03,1.5,0.2353,136,43.52,0.086,0.3779,71.84,29.56,1,9.74,0,0
STR-500167,TreatmentB,B03,109.44,2.06,0.2034,146,28.59,0.4128,0.2889,22.66,28.29,3,5.24,1,1
STR-500255,Control,B03,75.65,3.9,0.2661,243,18.42,0.4409,0.28,36.95,36.5,2,7.34,0,1
STR-500792,Control,B03,101.9,1.41,0.2411,97,24.56,0.2109,0.1767,68.92,24.52,0,5.71,0,1
STR-500559,TreatmentB,B02,108.42,0.9,0.1887,127,14.92,0.4949,0.4523,25.29,16.93,2,8.87,1,0
STR-500126,TreatmentB,B01,77.31,1.81,0.235,280,30.84,0.4425,0.126,40.3,22.4,6,6.84,0,1
STR-500986,Control,B03,109.02,2.47,0.2516,1290,10.78,0.374,0.2772,32.75,26.97,2,7.49,0,1
STR-500483,Control,B03,104.92,1.97,0.2109,289,69.09,0.593,0.4554,66.63,29.24,2,7.93,0,1
STR-500589,TreatmentA,B03,102.96,1.08,0.2251,120,26.74,0.4095,0.3227,47.84,26.96,2,5.44,0,0
STR-500594,TreatmentA,B03,93.08,2.34,0.2091,243,32.09,0.3098,0.3497,15.17,24.71,1,5.22,0,0
STR-500830,TreatmentB,B02,111.52,1.44,0.2977,2276,16.16,0.4669,0.1519,14.77,18.9,0,5.56,0,0
STR-500423,TreatmentA,B03,101.04,2.83,0.2291,105,25.09,0.3914,0.447,21.13,30.08,2,8.03,0,1
STR-500348,Control,B03,111.72,2.34,0.1861,175,17.03,0.3507,0.4278,38.2,21.93,3,6.99,0,1
STR-500253,TreatmentA,B03,90.5,1.24,0.2877,290,80.01,0.4819,0.1548,31.88,25.33,2,8.4,0,0
STR-500182,Control,B01,90.57,2.0,0.2357,155,39.05,0.4072,0.3169,42.58,20.22,1,10.68,0,0
STR-500444,TreatmentA,B02,128.48,0.95,0.2099,297,19.53,0.5401,0.5854,37.11,34.69,4,8.12,1,1
STR-500714,TreatmentA,B01,105.96,1.33,0.2262,324,59.48,0.7759,0.1905,40.26,23.44,5,6.02,0,0
STR-500224,TreatmentB,B02,108.19,0.65,0.2463,383,55.7,0.3723,0.353,16.31,16.65,3,5.29,1,0
STR-500218,TreatmentB,B03,88.81,1.12,0.2425,277,10.61,0.4876,0.3162,12.35,18.28,1,6.47,1,1
STR-500001,Control,B01,97.78,2.74,0.2286,242,34.06,0.5159,0.1448,33.97,26.55,0,8.67,1,0
STR-500983,TreatmentB,B03,115.88,0.77,0.236,303,27.94,0.5445,0.2119,18.94,19.94,4,5.76,1,0
STR-500864,TreatmentA,B03,141.74,1.82,0.2111,219,90.02,0.3844,0.3726,28.0,11.81,2,4.77,1,0
STR-500056,TreatmentA,B03,95.72,1.9,0.1827,175,16.89,0.2205,0.2464,58.7,28.67,3,8.27,0,1
STR-500987,TreatmentB,B03,73.35,0.95,0.2023,60,25.21,0.2409,0.1474,15.03,15.78,5,7.36,1,1
STR-500988,TreatmentB,B03,90.16,1.22,0.2371,302,20.81,0.3391,0.2733,13.38,22.22,0,5.21,1,0
STR-500258,TreatmentB,B03,121.69,1.88,0.2582,192,53.8,0.4865,0.2867,3.65,26.1,3,6.44,1,1
STR-500498,Control,B02,93.75,1.78,0.2618,262,42.99,0.1724,0.361,19.66,23.57,5,6.81,0,0
STR-500346,Control,B01,100.88,1.73,0.2377,292,34.94,0.5895,0.3022,31.44,26.29,1,5.02,1,0
STR-500196,TreatmentA,B03,79.61,1.85,0.1673,594,20.33,0.4101,0.0894,26.69,21.0,2,5.01,0,0
STR-500676,TreatmentA,B01,81.28,1.77,0.2216,253,40.64,0.3298,0.524,15.41,24.67,2,5.15,1,0
STR-500213,Control,B02,96.67,2.2,0.2514,264,15.04,0.7065,0.1754,27.23,23.99,2,5.76,1,0
STR-500292,TreatmentA,B03,96.2,0.91,0.2844,311,76.92,0.391,0.27,9.35,28.97,3,8.84,1,0
STR-500840,TreatmentA,B02,94.3,1.5,0.2375,93,29.54,0.3154,0.382,96.99,19.25,3,7.48,0,0
STR-500863,Control,B02,90.94,2.1,0.2457,224,15.33,0.2652,0.3504,47.32,39.66,0,7.15,0,0
STR-500858,TreatmentA,B01,101.0,1.82,0.2385,344,145.0,0.4265,0.0966,23.93,31.05,1,7.29,1,0
STR-500627,TreatmentB,B01,110.6,0.76,0.3027,269,73.84,0.1664,0.2722,41.54,23.38,5,6.9,1,1
STR-500855,Control,B03,122.4,1.55,0.2104,603,23.88,0.3679,0.4156,71.13,26.41,1,5.84,1,0
STR-500598,TreatmentA,B02,102.35,1.02,0.216,295,12.74,0.5095,0.1644,51.07,17.15,2,8.28,1,0
STR-500052,TreatmentA,B01,131.71,1.26,0.2198,329,47.26,0.3052,0.478,54.79,26.76,3,6.91,1,1
STR-500162,TreatmentB,B03,130.23,1.9,0.2815,594,42.38,0.3875,0.1351,17.86,26.78,2,5.27,1,0
STR-500718,TreatmentA,B03,92.84,2.15,0.2108,255,25.18,0.4149,0.3467,37.68,28.77,3,8.05,0,0
STR-500475,Control,B01,87.88,2.15,0.2039,237,49.43,0.4396,0.2889,55.22,29.17,2,6.36,0,1
STR-500702,TreatmentB,B02,107.01,1.66,0.2102,243,32.26,0.2769,0.3615,9.24,8.28,1,5.93,1,0
STR-500644,Control,B03,105.59,1.94,0.2588,210,50.24,0.3708,0.3231,39.68,31.99,3,7.26,0,1
STR-500277,TreatmentB,B02,61.01,0.77,0.2199,157,70.22,0.1527,0.4449,22.25,25.0,4,7.41,1,0
STR-500332,Control,B02,113.84,2.23,0.2535,470,19.67,0.2829,0.3285,39.95,18.16,6,8.52,0,0
STR-500315,Control,B03,85.57,2.4,0.2313,229,53.06,0.2978,0.2054,40.06,19.4,1,5.66,0,1
STR-500888,TreatmentB,B01,80.73,1.6,0.2249,132,115.33,0.4767,0.3579,29.54,15.16,2,5.66,0,1
STR-500708,Control,B03,110.03,3.76,0.2626,139,61.59,0.388,0.1181,42.62,33.23,3,7.58,0,0
STR-500392,TreatmentA,B01,107.27,2.24,0.243,1289,57.91,0.1402,0.1178,61.83,30.2,1,6.93,0,1
STR-500912,TreatmentB,B03,86.95,0.72,0.2718,1417,29.04,0.5327,0.2357,14.15,16.56,2,1.68,1,0
STR-500974,Control,B01,88.46,3.68,0.2589,108,13.15,0.4725,0.3071,32.12,20.73,2,6.51,0,1
STR-500037,TreatmentB,B01,111.0,0.62,0.1836,243,31.91,0.519,0.1614,11.54,23.08,4,7.84,1,0
STR-500914,TreatmentA,B02,92.72,1.24,0.2985,366,30.17,0.4432,0.2445,24.22,24.4,4,6.04,1,1
STR-500394,TreatmentB,B01,90.81,1.04,0.2561,492,47.87,0.6339,0.2603,18.38,21.35,1,5.56,1,0
STR-500368,TreatmentA,B01,92.28,2.94,0.2435,140,66.89,0.3804,0.2809,17.42,30.18,2,6.98,0,0
STR-500731,Control,B02,106.12,1.64,0.2519,1023,21.96,0.6384,0.3195,51.58,16.02,3,8.05,0,1
STR-500648,TreatmentB,B03,91.76,1.98,0.2256,119,18.35,0.4682,0.2873,11.62,24.31,2,10.37,1,0
STR-500163,TreatmentB,B03,93.01,2.28,0.184,288,49.26,0.2413,0.2157,21.62,24.48,4,5.9,1,1
STR-500180,TreatmentB,B03,122.59,1.29,0.2284,479,23.13,0.3296,0.3849,2.47,19.17,2,6.82,1,0
STR-500722,TreatmentB,B03,120.89,1.63,0.2808,128,10.73,0.6518,0.4135,51.69,25.96,0,6.97,0,1
STR-500154,TreatmentB,B02,103.23,1.59,0.2608,208,55.17,0.3656,0.3527,50.07,19.86,5,9.84,0,0
STR-500112,TreatmentA,B03,89.37,1.34,0.2359,323,18.68,0.4288,0.2167,35.61,20.67,3,9.35,1,0
STR-500781,TreatmentB,B01,89.0,1.42,0.2449,51,50.83,0.199,0.3604,10.77,23.26,0,7.26,0,0
STR-500422,TreatmentB,B01,113.92,2.23,0.1815,96,28.75,0.5834,0.1289,47.62,19.73,2,8.21,0,0
STR-500939,Control,B02,89.84,1.87,0.2241,182,14.25,0.2546,0.2445,39.03,25.71,1,5.83,1,0
STR-500586,TreatmentA,B01,127.16,1.78,0.2446,229,16.93,0.2648,0.4278,12.93,23.85,1,7.85,1,0
STR-500375,TreatmentA,B03,120.68,2.43,0.2023,650,38.6,0.5225,0.4088,13.85,33.43,4,8.21,1,1
STR-500580,Control,B03,86.49,1.64,0.1704,200,25.98,0.5842,0.4952,76.44,24.59,4,7.19,1,1
STR-500336,TreatmentA,B03,110.89,1.42,0.2184,297,36.71,0.529,0.1449,32.9,27.65,1,9.32,1,0
STR-500105,Control,B01,112.81,2.77,0.2154,107,31.06,0.3724,0.2008,34.72,20.4,2,6.94,0,1
STR-500308,TreatmentB,B03,105.57,0.85,0.1946,286,24.5,0.6381,0.1454,20.24,29.18,4,7.14,1,0
STR-500727,Control,B01,87.42,1.76,0.2012,275,44.51,0.419,0.17,32.49,27.76,2,7.47,0,1
STR-500890,TreatmentA,B02,79.95,1.29,0.3056,190,29.3,0.1985,0.2313,31.25,23.14,1,4.91,0,0
STR-500374,Control,B02,115.41,1.61,0.2622,361,18.63,0.2585,0.4649,33.31,26.19,4,6.63,0,0
STR-500514,TreatmentB,B02,106.86,0.74,0.2557,204,45.99,0.3007,0.3081,13.3,23.55,5,5.18,1,1
STR-500788,TreatmentA,B01,104.64,2.19,0.2385,365,65.33,0.6831,0.2337,45.39,28.9,5,8.62,0,0
STR-500611,TreatmentA,B01,116.15,1.1,0.2157,391,40.42,0.4124,0.1757,46.46,24.43,2,7.01,1,1
STR-500937,Control,B03,126.22,1.48,0.2103,275,29.51,0.3914,0.2028,35.57,26.91,4,4.5,1,0
STR-500796,TreatmentB,B03,95.77,1.51,0.2269,171,19.71,0.2295,0.2717,44.92,24.8,6,8.16,1,1
STR-500574,Control,B02,111.52,2.12,0.3218,251,110.05,0.3181,0.4044,24.93,18.58,1,6.48,0,1
STR-500981,Control,B01,112.33,2.14,0.247,687,84.92,0.3601,0.5418,20.38,16.03,2,4.14,1,0
STR-500032,TreatmentA,B01,104.33,1.47,0.3058,364,131.09,0.5281,0.1755,26.25,29.63,3,6.41,0,0
STR-500287,TreatmentB,B01,105.38,1.19,0.1963,178,29.24,0.4308,0.1278,33.95,25.41,2,7.31,0,1
STR-500834,TreatmentB,B02,97.59,1.62,0.2115,321,18.81,0.4129,0.3337,5.04,32.25,0,6.29,1,1
STR-500322,Control,B03,76.17,2.65,0.2492,132,29.88,0.1232,0.448,42.05,33.94,2,6.33,0,0
STR-500784,TreatmentB,B01,87.1,1.75,0.2782,319,71.27,0.3261,0.2261,33.55,17.93,3,8.03,0,0
STR-500478,TreatmentA,B01,103.17,1.79,0.2078,181,21.86,0.4006,0.3554,37.27,28.71,5,4.54,0,0
STR-500759,TreatmentB,B01,76.45,2.7,0.224,171,20.97,0.3108,0.3861,12.2,22.18,2,8.99,0,0
STR-500787,TreatmentA,B02,84.96,1.07,0.2112,338,23.83,0.2638,0.2527,35.07,24.54,2,7.6,1,1
STR-500385,TreatmentB,B01,110.02,1.59,0.2316,370,22.32,0.3812,0.1468,25.02,31.95,2,7.04,1,1
STR-500616,TreatmentA,B03,84.29,2.43,0.219,211,20.54,0.2514,0.25,34.73,19.33,3,5.29,0,1
STR-500473,TreatmentB,B03,104.17,1.46,0.2471,689,50.14,0.6237,0.4862,9.24,26.77,2,6.63,1,1
STR-500826,TreatmentA,B02,91.56,1.91,0.2405,278,113.42,0.4456,0.5752,32.88,28.73,1,8.06,1,1
STR-500608,TreatmentB,B03,115.57,2.02,0.2212,226,25.82,0.3245,0.368,49.15,30.41,0,6.05,1,1
STR-500984,TreatmentA,B01,88.1,3.0,0.2223,168,14.56,0.5264,0.2218,68.32,19.46,6,7.06,0,1
STR-500825,TreatmentB,B01,83.79,1.59,0.3021,117,36.57,0.4008,0.1051,3.12,20.42,3,7.03,0,1
STR-500948,TreatmentA,B02,80.42,1.99,0.2454,347,74.3,0.3319,0.1136,46.7,20.68,2,6.31,0,1
STR-500398,TreatmentA,B03,71.69,1.75,0.2008,593,54.66,0.226,0.2831,6.61,36.67,1,7.8,1,1
STR-500779,TreatmentA,B01,95.64,2.24,0.252,85,9.5,0.6506,0.2748,41.63,17.44,2,6.35,0,1
STR-500452,Control,B02,82.15,2.47,0.2583,272,19.41,0.456,0.2735,51.41,20.62,3,5.24,1,0
STR-500511,TreatmentA,B03,83.42,2.91,0.2457,279,42.3,0.4774,0.2306,18.08,25.72,3,7.01,0,1
STR-500868,TreatmentB,B03,118.65,1.25,0.2675,163,40.57,0.3448,0.308,35.87,21.91,0,5.66,0,1
STR-500413,TreatmentA,B02,123.96,1.45,0.2305,639,81.18,0.3533,0.4254,62.61,27.69,5,5.63,1,0
STR-500045,TreatmentA,B03,82.63,1.81,0.2752,485,33.27,0.476,0.2364,48.49,21.68,1,9.41,0,0
STR-500438,TreatmentB,B03,84.39,1.65,0.2944,356,57.73,0.5246,0.2797,20.34,27.08,2,7.51,0,0
STR-500851,Control,B03,102.14,2.45,0.2178,160,70.47,0.5251,0.3589,42.74,23.02,2,6.69,0,1
STR-500485,TreatmentA,B02,104.71,1.91,0.1648,198,16.48,0.3808,0.2015,19.18,29.34,1,5.99,1,1
STR-500692,TreatmentB,B02,100.93,1.18,0.2187,119,26.14,0.3607,0.1481,25.36,16.32,2,4.46,1,1
STR-500944,TreatmentA,B03,122.7,1.68,0.2353,536,48.9,0.3733,0.3073,46.22,22.24,3,7.03,1,1
STR-500849,TreatmentA,B02,88.41,1.83,0.182,169,32.9,0.381,0.1285,54.6,28.66,4,5.23,1,0
STR-500666,TreatmentB,B01,85.34,1.33,0.2521,148,39.72,0.3291,0.4078,46.51,33.84,3,9.19,1,0
STR-500166,TreatmentB,B03,99.65,1.16,0.2636,491,42.17,0.5726,0.4205,9.58,15.73,1,4.73,1,1
STR-500824,Control,B01,94.46,2.04,0.1819,188,60.42,0.4919,0.4364,31.45,22.66,2,7.65,1,1
STR-500472,TreatmentA,B03,103.31,2.24,0.2568,531,72.35,0.3326,0.1803,57.73,34.14,2,6.58,0,1
STR-500362,TreatmentB,B02,96.68,3.04,0.2108,432,20.64,0.3361,0.2421,15.31,34.65,5,5.9,0,1
STR-500361,Control,B02,129.1,2.09,0.2322,158,20.91,0.562,0.4193,22.32,17.61,4,8.82,0,0
STR-500697,Control,B03,117.41,2.12,0.2662,850,95.04,0.4025,0.3346,51.3,38.81,2,7.86,0,0
STR-500312,TreatmentA,B01,80.64,1.18,0.2837,362,53.49,0.4601,0.3184,37.77,22.63,5,7.7,0,1
STR-500925,TreatmentB,B01,89.26,0.91,0.2288,643,18.1,0.4313,0.1251,9.19,18.34,5,6.6,1,1
STR-500923,Control,B02,92.69,2.35,0.1967,165,30.01,0.2722,0.3371,64.59,16.88,4,9.79,0,0
STR-500812,TreatmentA,B01,127.81,1.26,0.1558,133,18.51,0.2233,0.0967,34.26,34.22,1,6.7,1,1
STR-500921,TreatmentB,B02,93.0,0.54,0.2641,595,29.64,0.2076,0.2384,48.39,23.67,2,8.34,0,1
STR-500020,TreatmentA,B02,102.91,1.88,0.3,250,30.59,0.213,0.1851,15.82,17.02,2,6.44,0,1
STR-500503,TreatmentA,B03,104.57,1.54,0.1905,120,56.66,0.3378,0.4518,25.21,26.55,6,7.47,0,1
STR-500355,TreatmentB,B02,130.71,1.35,0.2607,764,42.14,0.4446,0.2685,25.02,23.45,4,9.14,1,0
STR-500480,TreatmentA,B02,103.82,0.75,0.252,151,55.75,0.4338,0.3134,51.56,31.26,3,4.83,1,0
STR-500753,TreatmentA,B01,95.8,1.66,0.3414,221,33.43,0.2909,0.103,11.33,30.67,6,7.57,0,1
STR-500859,Control,B03,114.56,1.81,0.2071,153,47.0,0.4677,0.4428,48.4,21.31,3,7.74,0,1
STR-500140,TreatmentA,B02,104.5,2.78,0.2404,66,28.85,0.7553,0.3418,24.9,23.99,4,6.07,0,1
STR-500970,Control,B02,98.1,1.83,0.2098,162,27.95,0.2759,0.2925,117.66,18.33,4,6.49,0,1
STR-500609,TreatmentB,B01,107.85,1.09,0.1862,453,23.14,0.4679,0.1345,17.19,22.04,2,7.15,1,1
STR-500261,TreatmentB,B03,92.57,1.76,0.2155,261,30.59,0.4266,0.2633,2.79,19.18,3,6.92,1,1
STR-500471,Control,B03,91.49,1.92,0.2556,259,34.46,0.4998,0.2124,41.75,20.99,3,6.33,1,0
STR-500515,Control,B02,124.92,2.13,0.2527,142,12.83,0.4704,0.6282,25.09,32.72,1,6.86,0,1
STR-500549,TreatmentB,B02,76.97,0.46,0.2862,202,54.46,0.5176,0.2898,52.26,19.1,0,6.6,0,1
STR-500393,Control,B02,112.16,2.8,0.2739,790,20.31,0.4949,0.3241,37.75,22.39,3,8.29,0,0
STR-500320,TreatmentB,B03,80.4,1.29,0.2632,178,35.26,0.5139,0.2385,26.63,29.82,2,5.1,1,0
STR-500013,TreatmentB,B01,73.23,1.99,0.239,190,27.84,0.0617,0.1691,21.6,31.47,1,8.31,1,1
STR-500885,Control,B01,97.82,2.99,0.2095,443,52.72,0.2099,0.527,34.39,22.87,1,7.52,0,0
STR-500448,Control,B03,110.97,1.83,0.2434,404,22.82,0.348,0.3829,43.09,33.59,1,6.01,1,0
