sample_id,group,batch,measure_1,resting_potential_mv,input_resistance_mohm,membrane_tau_ms,rheobase_pa,ap_threshold_mv,ap_half_width_ms,max_firing_rate_hz,spike_count,adaptation_index,target_a,target_b
NEU-500479,TreatmentA,B02,73.92,-71.88,368.1,13.56,104.0,-41.41,1.092,54.9,100,0.7529,0,0
NEU-500540,Control,B03,91.79,-53.32,132.9,10.41,97.1,-46.62,0.933,47.1,94,0.2438,0,0
NEU-500064,TreatmentA,B03,116.67,-70.05,155.2,9.76,107.6,-41.11,0.758,39.4,84,0.2843,0,1
NEU-500242,TreatmentB,B02,87.42,-57.81,209.6,9.82,101.5,-48.75,0.8,41.2,87,0.3093,0,0
NEU-500598,TreatmentA,B01,111.32,-55.85,159.8,15.33,105.9,-46.7,0.844,59.8,82,0.5301,0,0
NEU-500603,TreatmentA,B02,118.6,-71.17,211.2,9.2,136.0,-38.71,0.838,44.4,93,0.3499,0,0
NEU-500082,TreatmentA,B02,99.52,-68.3,107.3,23.06,74.0,-44.95,1.426,50.2,80,0.5302,1,1
NEU-500058,TreatmentA,B01,121.98,-70.06,218.4,10.8,157.0,-42.83,1.474,61.8,86,0.3464,0,0
NEU-500638,Control,B03,109.41,-67.77,128.5,10.03,171.9,-40.99,0.991,46.4,104,0.5346,0,0
NEU-500519,Control,B01,104.77,-51.78,119.9,9.75,91.7,-39.91,1.907,22.1,97,0.2999,1,0
NEU-500518,TreatmentB,B01,92.92,-67.65,193.0,14.9,111.9,-43.19,1.013,63.2,89,0.3767,0,1
NEU-500527,TreatmentA,B01,135.16,-66.56,119.1,13.36,96.2,-38.55,1.651,62.4,105,0.4766,0,1
NEU-500010,Control,B02,65.09,-65.38,374.9,13.84,132.0,-38.51,1.109,47.7,101,0.4262,0,0
NEU-500170,TreatmentB,B02,108.95,-63.41,196.5,8.83,128.4,-35.24,1.381,77.2,106,0.5164,1,0
NEU-500790,TreatmentB,B01,130.71,-56.64,182.5,6.73,72.6,-42.92,1.171,75.8,103,0.229,1,1
NEU-500027,Control,B02,94.43,-54.48,409.3,8.55,81.9,-37.93,1.164,35.9,88,0.3031,0,0
NEU-500022,TreatmentB,B01,110.66,-66.53,107.0,14.23,98.9,-46.27,1.058,68.0,83,0.4705,0,1
NEU-500941,TreatmentB,B01,87.01,-70.82,94.5,9.68,100.2,-39.9,1.276,61.9,104,0.3898,1,0
NEU-500979,TreatmentB,B02,101.16,-64.02,241.6,16.79,75.9,-44.63,2.292,63.5,89,0.2328,1,1
NEU-500829,TreatmentA,B02,99.2,-53.38,93.3,13.96,114.7,-38.68,1.521,48.7,109,0.1788,1,0
NEU-500754,TreatmentA,B02,103.22,-65.59,123.4,12.8,97.5,-41.1,0.792,51.4,103,0.5092,1,1
NEU-500828,TreatmentB,B03,108.83,-57.81,141.6,21.2,56.4,-41.54,1.308,76.5,87,0.2394,1,0
NEU-500234,Control,B02,86.34,-64.48,188.9,21.83,191.7,-38.25,1.093,43.3,87,0.5107,1,1
NEU-500729,TreatmentA,B01,109.35,-61.38,361.4,26.45,65.1,-50.92,1.198,36.3,98,0.2304,0,0
NEU-500870,Control,B03,121.73,-66.49,269.8,10.1,127.5,-39.78,0.621,68.9,84,0.3059,0,1
NEU-500484,TreatmentB,B02,78.53,-66.09,161.5,16.46,106.3,-42.29,0.842,69.9,82,0.4427,1,1
NEU-500094,TreatmentB,B03,97.74,-57.93,91.7,16.74,75.1,-44.87,0.861,77.1,90,0.477,1,0
NEU-500486,TreatmentA,B03,112.43,-61.3,120.0,18.17,107.9,-46.63,1.346,54.9,77,0.2427,1,0
NEU-500171,TreatmentB,B01,96.27,-65.48,184.4,8.83,124.1,-39.76,1.199,74.6,82,0.5153,1,0
NEU-500334,Control,B03,117.26,-70.25,113.4,11.54,87.4,-41.48,1.119,40.6,85,0.3805,0,1
NEU-500157,TreatmentA,B02,89.75,-72.66,133.8,10.33,42.4,-42.1,1.074,70.6,92,0.2912,1,1
NEU-500771,Control,B02,132.08,-68.65,161.0,25.17,106.8,-43.37,0.731,32.0,74,0.5139,0,1
NEU-500884,TreatmentA,B02,94.73,-56.76,153.2,16.31,84.8,-40.12,1.032,38.7,84,0.5889,0,1
NEU-500327,Control,B03,98.55,-65.9,265.8,18.74,97.6,-43.77,1.174,51.0,93,0.6465,1,1
NEU-500733,TreatmentB,B02,102.95,-58.97,161.1,6.0,115.4,-36.66,0.675,53.2,81,0.3136,1,1
NEU-500933,TreatmentA,B03,90.37,-65.78,235.5,16.43,89.8,-40.3,1.447,40.5,81,0.1822,0,1
NEU-500014,TreatmentB,B01,92.69,-72.38,594.5,11.04,65.9,-51.8,1.465,73.6,85,0.8004,0,0
NEU-500769,TreatmentA,B03,117.73,-60.28,386.9,18.27,152.3,-38.28,0.948,31.5,88,0.2327,0,0
NEU-500619,TreatmentA,B02,103.54,-64.62,281.5,13.76,15.0,-50.33,0.76,56.0,92,0.5199,0,1
NEU-500408,Control,B03,77.38,-68.11,205.9,18.06,71.7,-41.93,0.932,38.3,93,0.2294,1,1
NEU-500601,TreatmentA,B01,102.43,-68.11,189.0,11.31,45.0,-43.16,1.256,52.3,91,0.3526,1,1
NEU-500524,TreatmentA,B02,109.91,-71.02,209.9,12.51,112.0,-42.94,0.741,59.3,98,0.433,1,0
NEU-500307,TreatmentA,B03,116.21,-61.34,128.8,11.31,93.7,-42.89,0.75,30.8,80,0.4287,0,1
NEU-500379,TreatmentA,B01,113.56,-57.77,330.4,15.18,76.3,-43.99,1.067,78.1,99,0.3168,0,0
NEU-500055,TreatmentB,B02,81.74,-67.45,255.8,6.77,110.5,-39.25,0.978,56.5,85,0.6011,0,0
NEU-500547,TreatmentB,B03,94.55,-68.3,217.7,13.47,28.7,-40.63,0.851,60.2,85,0.3578,1,1
NEU-500965,TreatmentA,B01,100.02,-66.96,187.5,9.87,39.2,-32.81,2.491,69.5,72,0.2386,1,1
NEU-500018,TreatmentA,B02,120.21,-64.27,242.1,24.5,126.0,-42.56,1.337,38.7,72,0.3312,0,0
NEU-500032,TreatmentB,B02,68.88,-65.37,265.0,12.3,30.5,-46.94,0.986,64.8,85,0.716,1,1
NEU-500220,Control,B01,71.14,-66.26,304.6,4.89,118.5,-37.57,0.848,69.4,65,0.2786,0,1
NEU-500588,TreatmentB,B03,128.75,-68.62,96.8,16.37,34.6,-44.2,0.603,57.3,82,0.3349,0,0
NEU-500237,TreatmentA,B03,107.07,-61.88,112.3,8.25,101.1,-37.82,1.027,60.3,101,0.2727,1,1
NEU-500338,TreatmentB,B03,115.96,-70.3,479.7,13.12,71.8,-40.06,1.337,45.4,84,0.5936,0,1
NEU-500548,Control,B01,128.85,-60.39,199.6,12.2,170.6,-40.63,0.899,97.7,78,0.49,1,0
NEU-500332,TreatmentB,B03,119.66,-63.31,368.2,8.81,87.0,-42.01,1.038,48.6,84,0.2912,0,1
NEU-500971,TreatmentB,B01,76.59,-61.98,258.9,10.5,103.5,-39.3,1.032,76.8,75,0.5743,0,1
NEU-500476,Control,B02,114.54,-75.97,238.2,22.61,147.0,-35.14,1.17,50.5,89,0.394,1,0
NEU-500088,TreatmentB,B01,108.49,-64.32,218.0,10.42,103.7,-44.99,1.163,71.7,94,0.3237,1,1
NEU-500932,Control,B01,109.15,-54.66,239.5,33.92,132.1,-39.87,1.113,31.0,87,0.4705,0,1
NEU-500182,TreatmentA,B03,93.91,-69.15,131.8,8.82,45.2,-35.12,0.949,32.4,69,0.5184,0,0
NEU-500258,Control,B01,92.17,-58.53,353.7,11.69,65.7,-41.9,0.387,40.4,84,0.2496,0,1
NEU-500525,TreatmentA,B03,102.02,-69.8,141.3,24.23,64.5,-35.24,0.937,69.2,67,0.2541,1,0
NEU-500238,TreatmentA,B01,107.81,-66.78,244.6,10.18,63.6,-42.05,1.136,39.5,73,0.4484,0,1
NEU-500967,TreatmentA,B01,82.0,-58.51,136.7,9.69,105.3,-39.94,0.765,25.0,84,0.2848,1,0
NEU-500614,TreatmentA,B02,96.2,-66.5,156.8,11.33,103.5,-45.24,1.047,50.4,92,0.5679,1,0
NEU-500741,Control,B01,99.0,-59.01,294.6,13.96,108.5,-38.11,1.715,67.5,78,0.3408,1,0
NEU-500657,TreatmentA,B01,105.64,-64.2,288.8,13.12,165.0,-41.94,1.584,61.6,83,0.3602,1,1
NEU-500381,TreatmentB,B03,93.38,-68.4,96.4,11.83,43.1,-43.07,0.821,47.1,71,0.3742,0,0
NEU-500161,TreatmentB,B02,104.75,-68.18,159.5,13.06,38.7,-39.71,1.698,56.4,92,0.266,1,1
NEU-500684,TreatmentA,B01,82.46,-67.17,279.5,9.69,111.3,-46.88,1.477,51.6,80,0.2107,1,1
NEU-500564,TreatmentB,B01,90.79,-58.55,214.2,18.78,104.0,-37.72,1.226,59.0,91,0.4934,0,1
NEU-500421,TreatmentA,B03,103.96,-64.56,110.5,8.38,144.7,-45.49,0.687,58.4,84,0.323,1,1
NEU-500287,TreatmentA,B01,85.23,-65.92,208.3,9.21,153.8,-42.11,0.957,56.8,83,0.3116,0,1
NEU-500155,Control,B03,103.02,-53.01,209.5,12.41,146.2,-42.99,1.621,76.2,87,0.6977,1,0
NEU-500687,Control,B02,105.27,-73.21,152.4,14.54,153.0,-45.93,0.703,56.1,74,0.4482,1,0
NEU-500583,TreatmentA,B03,84.21,-62.73,210.9,11.75,60.5,-39.83,1.337,55.5,94,0.3705,1,1
NEU-500298,TreatmentB,B03,98.22,-71.79,367.9,15.4,106.8,-39.04,1.762,60.2,76,0.4322,1,0
NEU-500568,Control,B03,115.84,-68.18,134.0,12.92,143.3,-43.05,1.207,37.3,86,0.3375,1,1
NEU-500100,TreatmentB,B03,107.95,-64.72,194.9,8.04,99.3,-45.27,1.512,53.5,75,0.1907,1,1
NEU-500995,TreatmentB,B02,93.67,-70.46,124.5,15.12,28.8,-44.24,1.614,64.5,90,0.5766,1,1
NEU-500174,TreatmentA,B02,84.66,-70.47,206.9,13.51,111.9,-41.67,0.837,62.4,92,0.5444,1,1
NEU-500229,Control,B02,100.92,-63.08,204.3,17.6,149.8,-53.95,1.092,46.3,85,0.4767,0,1
NEU-500417,TreatmentA,B02,118.96,-69.69,326.7,10.89,26.1,-37.96,1.251,38.7,77,0.4267,1,0
NEU-500427,TreatmentB,B01,103.96,-72.42,196.7,6.87,51.7,-40.07,0.784,68.5,84,0.6305,1,0
NEU-500966,TreatmentB,B01,104.58,-57.67,103.9,14.42,159.8,-45.06,1.037,46.1,79,0.6281,1,1
NEU-500106,TreatmentA,B01,105.99,-61.77,294.4,16.74,120.9,-49.07,1.5,54.2,81,0.2683,1,0
NEU-500897,TreatmentB,B01,105.63,-74.29,277.8,15.55,22.7,-40.44,1.475,51.3,85,0.625,1,0
NEU-500824,Control,B03,94.69,-62.53,184.0,9.97,72.1,-35.02,0.952,38.1,86,0.3663,0,1
NEU-500964,TreatmentA,B03,97.21,-57.0,137.9,11.91,101.9,-35.67,0.662,71.1,79,0.6741,0,0
NEU-500353,Control,B02,92.67,-64.58,294.1,15.1,86.1,-46.1,1.31,37.4,79,0.3405,0,1
NEU-500606,TreatmentB,B03,106.15,-64.07,179.0,8.41,157.0,-48.63,1.292,70.5,87,0.3638,1,1
NEU-500515,TreatmentB,B01,110.03,-60.18,94.7,17.16,124.3,-55.57,0.739,64.9,72,0.3946,1,1
NEU-500101,TreatmentB,B01,100.59,-73.08,238.0,13.54,50.6,-39.54,0.903,37.3,82,0.5293,1,1
NEU-501000,TreatmentA,B03,95.83,-63.56,168.1,6.46,26.6,-42.44,0.823,69.0,94,0.5294,1,0
NEU-500997,TreatmentB,B01,103.8,-67.09,127.4,12.53,31.8,-37.99,1.374,55.1,90,0.2588,1,1
NEU-500122,TreatmentA,B03,95.13,-54.32,78.0,18.38,75.8,-41.48,1.089,58.9,100,0.6237,1,0
NEU-500365,Control,B03,120.13,-60.68,127.5,17.91,142.5,-47.36,1.113,61.5,80,0.7481,1,1
NEU-500516,TreatmentB,B01,90.66,-65.53,185.0,17.97,112.2,-42.8,0.739,75.5,81,0.5049,1,1
NEU-500454,Control,B02,104.17,-72.23,79.2,15.25,93.9,-41.47,0.586,27.1,78,0.5037,0,0
NEU-500960,Control,B01,111.72,-75.59,167.5,9.39,98.1,-44.92,1.057,60.3,86,0.4602,0,0
NEU-500367,TreatmentA,B03,120.58,-64.54,146.1,10.39,178.5,-41.87,1.046,62.2,76,0.4298,0,1
NEU-500125,Control,B03,92.25,-70.72,244.9,19.17,111.5,-36.88,1.509,33.3,73,0.3362,0,0
NEU-500034,TreatmentB,B01,86.67,-63.45,214.9,11.46,86.8,-41.49,1.065,62.0,82,0.1348,0,0
NEU-500665,TreatmentA,B03,84.37,-74.87,87.9,7.19,100.0,-42.69,1.064,80.2,81,0.2183,1,1
NEU-500282,TreatmentB,B03,101.68,-66.14,563.1,7.85,98.4,-45.1,0.794,44.5,94,0.6186,0,0
NEU-500655,TreatmentB,B01,146.56,-57.26,135.2,18.5,66.9,-46.2,1.049,59.0,80,0.5484,1,1
NEU-500880,TreatmentB,B03,103.17,-69.47,201.6,30.8,89.5,-40.8,1.054,69.3,83,0.1763,1,0
NEU-500579,TreatmentA,B02,98.38,-71.77,396.5,8.2,152.8,-39.71,0.832,32.2,77,0.1776,0,1
NEU-500520,TreatmentA,B01,113.38,-56.16,147.5,23.98,111.8,-41.42,1.344,39.9,92,0.5302,1,0
NEU-500916,Control,B01,94.69,-66.29,234.0,20.56,119.8,-44.98,1.209,46.6,83,0.5036,0,1
NEU-500811,TreatmentB,B01,77.43,-64.91,296.9,12.04,8.1,-49.25,1.319,51.7,89,0.3115,1,1
NEU-500048,TreatmentA,B03,75.92,-62.11,195.0,9.6,81.9,-40.04,1.117,51.6,83,0.5683,0,0
NEU-500805,Control,B01,94.75,-62.68,196.9,20.45,114.3,-49.5,0.744,30.9,92,0.2371,0,0
NEU-500187,TreatmentB,B02,103.52,-63.56,88.0,14.19,37.9,-40.92,1.12,68.2,115,0.4902,1,1
NEU-500070,TreatmentA,B03,84.04,-76.77,209.2,13.22,70.5,-40.95,1.393,89.6,71,0.3181,1,0
NEU-500910,TreatmentB,B01,88.72,-69.87,242.3,10.21,16.3,-38.76,0.818,63.6,93,0.5401,1,0
NEU-500057,Control,B03,86.36,-56.42,182.6,11.46,177.9,-47.62,1.12,57.6,77,0.6198,1,0
NEU-500461,TreatmentA,B01,123.85,-54.65,136.6,24.16,149.8,-44.99,0.486,58.1,85,0.4657,0,0
NEU-500072,Control,B02,115.88,-65.7,150.2,40.66,98.1,-49.05,1.004,58.6,93,0.3994,0,1
NEU-500140,TreatmentB,B03,114.58,-63.66,141.8,10.45,95.2,-37.69,1.117,60.9,88,0.4209,1,1
NEU-500320,TreatmentB,B03,97.35,-64.89,123.9,24.35,121.9,-38.26,0.91,74.1,88,0.3104,1,0
NEU-500292,Control,B02,95.39,-67.67,114.9,17.5,161.2,-45.63,0.691,46.7,71,0.3283,0,0
NEU-500879,TreatmentA,B03,120.6,-66.67,131.8,14.38,93.0,-49.98,0.898,31.9,87,0.5703,1,1
NEU-500772,TreatmentA,B01,115.26,-66.33,151.9,16.62,79.1,-37.13,1.113,32.0,97,0.3082,1,0
NEU-500163,TreatmentA,B02,103.15,-70.22,256.2,8.92,29.8,-43.14,0.942,48.0,99,0.4881,0,0
NEU-500322,TreatmentB,B02,129.99,-70.28,120.6,14.01,59.9,-42.27,1.006,48.3,91,0.405,1,0
NEU-500172,TreatmentA,B01,74.63,-63.07,199.9,10.5,58.9,-45.46,1.035,37.5,70,0.3279,1,1
NEU-500488,TreatmentA,B02,90.43,-51.17,188.6,14.66,72.8,-47.1,1.382,87.1,87,0.5625,1,0
NEU-500624,TreatmentB,B03,116.23,-72.25,72.1,10.78,86.4,-43.2,0.974,42.5,106,0.377,1,0
NEU-500387,TreatmentB,B02,81.74,-60.15,192.7,6.17,78.3,-38.32,0.758,73.2,86,0.4063,1,0
NEU-500173,Control,B03,111.73,-73.31,211.4,11.34,152.7,-45.56,1.49,58.3,82,0.1957,1,0
NEU-500533,Control,B01,109.32,-58.39,150.2,9.08,124.1,-47.03,0.716,47.5,97,0.6212,0,0
NEU-500615,TreatmentA,B03,97.71,-77.34,220.8,13.8,10.9,-39.82,0.802,51.0,86,0.6591,0,0
NEU-500942,Control,B01,113.29,-62.91,286.6,10.28,146.9,-39.97,1.134,43.3,63,0.4092,0,1
NEU-500653,TreatmentA,B03,88.47,-65.22,330.1,12.42,50.4,-37.52,0.565,39.7,76,0.3894,0,1
NEU-500340,TreatmentA,B03,93.39,-63.19,231.7,8.69,68.8,-40.36,1.087,46.4,89,0.2698,0,1
NEU-500465,Control,B01,91.72,-63.07,99.5,12.59,164.9,-44.42,1.494,64.4,82,0.5953,1,1
NEU-500092,TreatmentB,B02,120.06,-66.4,182.1,11.42,60.2,-40.09,1.046,62.0,101,0.4639,1,1
NEU-500075,Control,B03,85.64,-73.88,177.7,13.28,186.8,-39.21,0.875,73.7,84,0.2398,1,0
NEU-500709,TreatmentB,B03,88.5,-63.4,112.3,11.57,118.1,-39.36,1.042,69.0,94,0.4449,0,1
NEU-500255,TreatmentB,B02,88.69,-66.68,155.8,18.15,77.8,-38.91,0.571,79.1,85,0.5307,0,1
NEU-500323,Control,B02,118.98,-57.56,374.9,8.55,118.7,-44.67,0.993,17.6,81,0.585,0,0
NEU-500490,TreatmentA,B01,122.84,-68.63,97.5,19.59,148.4,-41.25,1.205,44.1,79,0.5063,1,1
NEU-500639,TreatmentA,B03,88.9,-71.34,228.7,14.68,139.1,-45.21,0.768,60.3,85,0.5376,1,0
NEU-500783,TreatmentA,B01,115.48,-68.68,281.6,18.4,93.4,-41.62,0.983,59.0,84,0.4672,0,1
NEU-500822,TreatmentA,B02,80.21,-61.36,220.6,9.59,81.5,-42.59,1.79,75.9,91,0.2502,1,1
NEU-500433,Control,B03,91.18,-60.56,162.9,16.53,167.8,-42.06,1.175,33.4,80,0.3333,1,0
NEU-500306,TreatmentB,B02,117.47,-60.82,179.7,15.33,39.8,-45.91,1.128,80.3,77,0.3176,1,1
NEU-500289,Control,B03,102.91,-53.23,284.9,26.57,112.0,-39.84,0.892,55.8,72,0.2223,0,0
NEU-500227,TreatmentA,B02,115.47,-76.08,85.1,15.94,149.2,-43.47,0.679,42.7,82,0.4019,0,0
NEU-500693,Control,B02,117.03,-61.02,173.2,21.43,127.2,-42.48,0.714,58.4,93,0.3511,0,1
NEU-500335,Control,B03,130.96,-59.27,126.5,5.07,140.2,-44.05,0.868,46.3,85,0.3783,0,1
NEU-500608,TreatmentA,B02,132.44,-77.56,99.7,25.21,161.3,-35.09,1.326,43.3,72,0.2437,0,0
NEU-500330,TreatmentA,B02,103.0,-68.76,74.2,12.6,142.6,-43.08,1.194,53.6,79,0.7433,0,1
NEU-500496,TreatmentA,B03,91.86,-64.9,256.5,12.53,97.5,-43.54,0.958,42.9,81,0.4012,0,1
NEU-500416,TreatmentA,B01,76.05,-71.31,192.0,24.33,65.5,-42.93,0.552,36.2,78,0.3694,0,0
NEU-500755,TreatmentB,B02,98.0,-71.76,247.9,9.77,10.1,-41.47,1.173,49.7,91,0.1872,0,1
NEU-500159,TreatmentA,B02,94.45,-56.43,158.3,14.52,84.7,-47.3,1.67,41.2,80,0.2963,1,0
NEU-500648,TreatmentA,B03,123.31,-71.29,62.2,20.29,136.8,-43.16,1.066,17.1,79,0.3836,0,1
NEU-500086,TreatmentA,B01,94.7,-62.84,115.8,7.57,125.5,-43.23,1.566,43.5,80,0.2472,0,1
NEU-500993,TreatmentA,B03,136.25,-56.77,394.1,11.81,71.1,-48.5,0.831,64.2,78,0.5434,0,0
NEU-500261,TreatmentA,B02,113.56,-72.12,94.3,19.69,60.4,-39.1,1.194,40.5,76,0.4077,0,1
NEU-500691,Control,B03,115.97,-72.41,125.1,10.94,153.3,-39.55,0.49,42.3,84,0.2878,0,0
NEU-500903,TreatmentA,B03,98.28,-69.32,86.6,16.71,116.3,-42.26,1.125,42.9,94,0.5712,0,1
NEU-500052,Control,B01,116.21,-68.33,176.4,9.65,72.5,-36.84,0.872,42.9,73,0.3736,1,1
NEU-500121,TreatmentB,B03,116.83,-60.04,262.5,19.35,102.2,-35.11,0.784,52.8,73,0.2031,0,0
NEU-500445,TreatmentB,B03,105.59,-73.45,166.9,11.85,74.8,-45.3,0.821,63.0,77,0.2858,1,0
NEU-500410,TreatmentB,B03,97.26,-66.76,182.1,9.29,46.0,-44.26,1.721,63.8,99,0.509,1,1
NEU-500065,TreatmentA,B02,80.01,-76.54,180.7,12.26,102.4,-43.39,1.354,60.3,87,0.2106,0,0
NEU-500283,Control,B03,102.86,-67.69,66.9,18.31,96.0,-46.22,1.253,32.6,80,0.5621,0,1
NEU-500300,TreatmentA,B03,53.8,-61.63,73.6,17.24,69.5,-42.98,0.715,49.1,78,0.3416,0,1
NEU-500105,Control,B01,100.27,-62.83,140.6,10.58,98.7,-43.29,1.339,52.1,72,0.327,1,1
NEU-500248,TreatmentB,B02,86.79,-61.02,84.0,11.12,72.4,-37.93,1.265,76.9,79,0.7675,1,1
NEU-500856,TreatmentA,B03,90.95,-69.97,190.2,8.41,88.5,-33.09,1.114,34.9,84,0.714,1,0
NEU-500358,TreatmentB,B03,91.11,-59.98,147.2,29.57,69.8,-42.08,1.012,96.8,78,0.4063,1,1
NEU-500678,TreatmentA,B02,108.05,-60.48,147.0,21.82,84.7,-40.92,1.089,52.0,86,0.4369,1,1
NEU-500735,Control,B02,97.94,-62.4,108.8,20.03,139.3,-40.07,1.641,50.3,89,0.4142,0,1
NEU-500431,TreatmentA,B01,118.37,-65.52,116.0,14.05,82.1,-38.51,1.393,57.2,87,0.3163,0,1
NEU-500443,TreatmentB,B03,112.88,-73.4,148.4,7.47,92.0,-39.34,1.141,76.6,96,0.2663,1,1
NEU-500031,Control,B02,103.1,-53.15,238.9,10.72,81.5,-41.18,1.178,47.0,83,0.2963,1,0
NEU-500986,TreatmentB,B03,74.83,-55.57,127.3,32.96,116.3,-41.91,0.708,60.7,89,0.4154,1,0
NEU-500685,TreatmentA,B02,104.3,-60.84,251.9,13.88,56.1,-45.37,1.287,41.9,89,0.6142,0,1
NEU-500553,Control,B03,93.46,-65.21,168.5,27.74,132.4,-43.32,0.773,49.7,81,0.471,0,1
NEU-500003,TreatmentA,B02,109.88,-66.34,148.7,11.13,85.8,-41.77,1.04,50.7,85,0.581,0,0
NEU-500514,TreatmentA,B01,92.18,-52.93,195.2,11.73,22.6,-47.47,0.577,67.3,86,0.3666,1,0
NEU-500252,TreatmentB,B01,112.86,-72.03,121.6,4.71,66.0,-40.95,1.128,35.8,86,0.6332,1,0
NEU-500590,TreatmentA,B02,117.68,-68.83,73.5,11.43,41.1,-42.53,0.893,30.8,97,0.7487,0,0
NEU-500612,Control,B03,113.05,-60.62,78.9,16.35,135.6,-37.1,0.958,29.5,93,0.4026,1,0
NEU-500359,TreatmentB,B02,88.93,-62.0,182.2,16.15,23.7,-37.88,1.455,89.9,72,0.337,1,1
NEU-500846,Control,B01,90.67,-68.35,138.5,11.04,213.7,-37.92,0.836,44.7,82,0.5208,1,0
NEU-500763,Control,B01,107.14,-64.46,306.7,6.86,123.2,-34.62,0.771,32.8,101,0.2413,0,1
NEU-500089,TreatmentA,B01,104.87,-64.95,115.1,9.57,92.8,-50.89,1.538,57.4,90,0.5216,1,0
NEU-500546,TreatmentA,B03,124.18,-59.4,472.3,42.19,59.4,-47.29,1.045,58.5,97,0.2103,0,0
NEU-500463,TreatmentA,B03,110.44,-71.4,404.5,12.98,131.0,-46.6,1.148,55.4,94,0.5615,0,0
NEU-500620,TreatmentA,B01,103.47,-65.08,244.0,6.73,133.9,-45.87,1.263,55.1,95,0.397,0,1
NEU-500835,TreatmentB,B03,94.16,-57.72,223.1,15.65,106.5,-43.53,1.18,63.2,94,0.2871,0,0
NEU-500823,Control,B03,92.36,-57.1,221.6,11.41,90.1,-44.15,0.803,42.8,99,0.1577,0,0
NEU-500253,TreatmentB,B02,121.79,-67.7,153.1,18.76,88.1,-49.85,1.082,47.9,74,0.289,0,0
NEU-500775,TreatmentB,B03,106.93,-63.88,232.6,26.34,78.3,-40.05,0.817,71.4,79,0.619,0,1
NEU-500869,Control,B01,84.17,-65.17,90.1,12.5,53.5,-35.81,1.292,23.5,80,0.448,1,1
NEU-500659,Control,B03,67.33,-66.78,166.3,13.77,194.9,-54.31,0.881,45.3,86,0.5586,0,1
NEU-500019,Control,B02,88.43,-79.5,346.6,12.96,106.7,-36.46,0.973,50.7,107,0.5951,0,0
NEU-500197,TreatmentB,B02,85.8,-59.69,154.4,10.74,85.6,-35.79,1.162,76.1,93,0.3104,1,0
NEU-500402,TreatmentA,B03,64.99,-64.05,145.1,13.57,118.4,-45.06,0.864,39.6,98,0.6079,0,1
NEU-500305,TreatmentA,B02,82.94,-60.18,181.0,13.99,84.2,-45.24,1.061,77.9,71,0.6221,1,1
NEU-500249,TreatmentB,B02,102.12,-75.79,189.2,14.78,132.2,-34.51,0.721,30.4,76,0.3642,0,0
NEU-500053,Control,B01,91.39,-66.49,156.0,19.97,93.0,-47.08,1.094,41.9,66,0.3604,1,1
NEU-500529,TreatmentB,B02,107.59,-81.71,113.7,17.79,45.5,-40.3,1.071,45.3,84,0.1672,1,0
NEU-500350,Control,B03,127.56,-61.91,91.8,14.28,82.3,-45.55,1.047,40.6,70,0.6284,0,1
NEU-500115,Control,B02,113.07,-61.96,219.9,10.09,150.9,-46.14,0.61,44.0,75,0.251,0,1
NEU-500146,TreatmentB,B02,88.35,-69.54,200.2,9.17,133.8,-39.97,0.626,44.6,92,0.2955,0,1
NEU-500228,TreatmentA,B01,116.31,-54.0,343.3,15.94,96.5,-44.04,0.812,53.8,92,0.6206,0,0
NEU-500349,Control,B01,115.48,-57.43,224.8,20.22,152.2,-34.28,1.125,51.6,80,0.6209,0,0
NEU-500050,Control,B01,105.65,-72.13,115.4,14.47,208.0,-35.91,0.958,50.4,97,0.1957,1,0
NEU-500491,Control,B01,109.61,-66.95,345.4,21.02,189.6,-47.16,0.915,38.1,105,0.4157,0,1
NEU-500536,TreatmentA,B03,104.03,-62.83,163.4,7.42,115.6,-45.32,0.995,41.2,94,0.5839,1,0
NEU-500901,Control,B02,89.38,-66.46,129.8,7.59,187.9,-38.98,0.68,32.0,91,0.5216,0,1
NEU-500841,TreatmentB,B02,53.24,-58.4,97.7,5.55,91.1,-45.06,1.111,73.3,101,0.3529,1,1
NEU-500273,TreatmentA,B03,87.36,-59.17,131.0,10.13,117.8,-43.53,0.699,58.5,75,0.3637,1,0
NEU-500561,TreatmentB,B01,90.83,-64.47,294.4,29.66,67.7,-39.56,1.15,66.9,94,0.7376,1,1
NEU-500198,Control,B01,91.57,-64.33,371.9,15.38,183.5,-45.55,1.271,62.8,76,0.2567,1,1
NEU-500133,TreatmentB,B01,95.62,-60.17,83.4,12.1,102.9,-41.33,1.063,53.2,78,0.3939,1,1
NEU-500778,TreatmentA,B03,128.24,-56.54,377.4,17.13,140.1,-44.06,0.751,46.9,100,0.0665,1,0
NEU-500186,TreatmentB,B03,78.59,-66.68,68.9,12.5,90.8,-42.41,0.797,69.0,84,0.6072,1,0
NEU-500317,TreatmentB,B03,78.02,-60.65,190.7,13.2,85.8,-44.77,0.837,76.5,89,0.3955,1,0
NEU-500131,Control,B03,121.86,-68.08,88.0,20.82,73.2,-38.77,0.968,40.9,92,0.3829,1,1
NEU-500963,Control,B02,69.21,-64.29,193.3,6.88,133.8,-42.26,1.228,65.3,62,0.5617,0,0
NEU-500400,Control,B02,91.35,-63.01,130.5,24.87,110.8,-34.52,0.725,53.4,81,0.6829,1,1
