sample_id,role,colony,body_mass_g,age_months,resting_metabolic_rate,body_temp_c,hypoxia_survival_min,hyaluronan_mda,cortisol_ng_ml,incisor_wear_score,chirps_per_hour,grooming_events_day,telomere_length_kb,target_a,target_b
NMR-001284,Breeder,Colony-E,29.9,102,0.245,32.5,11.7,6.94,10.72,0.198,31,15,24.21,0,0
NMR-001285,Worker,Colony-A,30.8,49,0.305,32.4,39.6,6.78,21.59,0.187,19,14,19.02,1,0
NMR-001286,Soldier,Colony-A,31.9,57,0.213,31.8,29.1,7.5,13.36,0.151,27,14,21.29,0,0
NMR-001287,Breeder,Colony-D,39.6,95,0.181,31.9,21.1,5.72,3.8,0.156,25,8,21.66,1,0
NMR-001288,Worker,Colony-A,24.9,55,0.422,33.1,12.8,5.19,10.23,0.31,22,12,17.22,0,0
NMR-001289,Soldier,Colony-A,26.1,63,0.289,32.8,17.2,6.51,5.14,0.234,21,7,21.86,1,0
NMR-001290,Soldier,Colony-A,35.1,62,0.196,32.7,5.8,8.41,15.97,0.416,16,23,25.1,1,1
NMR-001291,Worker,Colony-D,20.9,53,0.174,31.9,26.0,8.59,14.1,0.338,15,7,23.18,1,1
NMR-001292,Soldier,Colony-A,32.2,134,0.228,31.9,18.1,4.87,12.08,0.242,24,14,21.06,1,0
NMR-001293,Breeder,Colony-E,40.8,27,0.298,33.5,17.4,6.74,2.34,0.317,17,13,10.41,0,0
NMR-001294,Worker,Colony-D,27.1,45,0.192,32.9,11.7,5.45,18.34,0.112,25,6,17.32,0,1
NMR-001295,Worker,Colony-A,34.7,42,0.216,33.1,10.8,6.14,15.91,0.405,22,10,18.42,0,1
NMR-001296,Worker,Colony-B,24.7,70,0.239,32.2,35.4,4.99,27.1,0.442,25,10,17.86,1,1
NMR-001297,Queen,Colony-C,47.1,50,0.27,32.0,21.5,5.48,7.78,0.169,32,10,16.15,1,1
NMR-001298,Worker,Colony-A,25.3,64,0.256,31.3,33.0,6.79,14.83,0.27,21,11,23.06,1,1
NMR-001299,Breeder,Colony-A,36.9,79,0.31,33.9,21.0,7.53,12.16,0.258,23,14,21.09,1,1
NMR-001300,Worker,Colony-B,32.2,31,0.188,33.8,7.7,8.31,24.47,0.136,23,9,21.72,0,0
NMR-001301,Worker,Colony-D,32.7,195,0.289,32.3,14.0,8.71,10.7,0.344,27,13,20.96,0,1
NMR-001302,Worker,Colony-D,29.2,154,0.23,33.4,26.6,6.31,28.87,0.581,17,7,18.75,0,0
NMR-001303,Worker,Colony-A,31.3,35,0.184,30.5,21.0,6.96,10.6,0.229,21,12,18.51,1,0
NMR-001304,Breeder,Colony-A,37.5,65,0.255,33.5,23.8,7.66,3.93,0.101,22,10,20.58,0,0
NMR-001305,Soldier,Colony-E,31.9,38,0.205,31.5,20.4,6.26,11.66,0.43,16,13,16.72,1,0
NMR-001306,Worker,Colony-E,35.9,75,0.231,33.4,11.5,8.19,15.5,0.303,24,16,21.63,0,1
NMR-001307,Soldier,Colony-D,39.3,151,0.321,30.8,6.1,5.29,16.09,0.62,17,15,20.26,0,0
NMR-001308,Worker,Colony-C,33.0,81,0.194,32.5,21.3,7.76,20.86,0.069,21,15,18.29,0,1
NMR-001309,Breeder,Colony-C,26.0,35,0.286,32.8,24.0,8.64,12.33,0.363,34,12,19.55,0,0
NMR-001310,Breeder,Colony-D,38.6,151,0.217,33.8,17.5,6.4,6.82,0.441,34,7,21.1,1,0
NMR-001311,Worker,Colony-A,32.6,45,0.238,30.3,29.0,6.91,16.11,0.297,23,14,20.24,1,0
NMR-001312,Soldier,Colony-D,33.1,40,0.121,34.0,30.6,6.49,9.4,0.407,22,16,21.43,1,0
NMR-001313,Soldier,Colony-A,30.2,52,0.228,30.2,12.6,6.8,31.33,0.285,18,10,20.53,0,0
NMR-001314,Worker,Colony-B,28.4,60,0.181,31.7,20.7,5.27,20.51,0.115,33,7,21.03,0,0
NMR-001315,Worker,Colony-B,24.7,129,0.129,29.8,14.2,6.18,13.75,0.409,28,13,25.55,1,0
NMR-001316,Soldier,Colony-C,32.2,77,0.342,31.9,17.4,6.74,6.72,0.498,22,7,22.54,0,0
NMR-001317,Breeder,Colony-E,26.3,58,0.299,32.6,12.5,7.52,14.06,0.182,32,10,19.02,1,1
NMR-001318,Worker,Colony-E,31.5,39,0.318,31.2,19.8,7.55,10.2,0.31,21,13,17.72,0,1
NMR-001319,Worker,Colony-B,29.4,23,0.223,32.9,19.4,7.54,9.35,0.056,23,10,19.34,0,0
NMR-001320,Worker,Colony-D,23.0,40,0.27,33.2,26.2,7.09,19.97,0.426,24,16,17.99,0,0
NMR-001321,Worker,Colony-E,19.3,70,0.291,31.2,10.0,7.3,13.28,0.29,22,16,22.61,0,1
NMR-001322,Worker,Colony-B,32.8,75,0.295,32.6,13.9,7.1,8.56,0.465,20,8,10.88,0,1
NMR-001323,Worker,Colony-A,33.7,120,0.223,31.2,13.3,8.32,17.59,0.183,16,10,16.22,0,1
NMR-001324,Worker,Colony-D,22.6,42,0.12,34.3,10.4,6.24,19.72,0.554,25,10,19.91,0,0
NMR-001325,Worker,Colony-E,37.9,43,0.24,32.7,24.6,6.91,27.45,0.185,28,10,23.3,1,1
NMR-001326,Breeder,Colony-B,39.3,47,0.173,32.1,26.9,8.58,4.95,0.114,24,5,19.91,1,1
NMR-001327,Worker,Colony-B,33.6,42,0.187,30.9,25.9,7.78,12.77,0.373,26,9,19.82,1,0
NMR-001328,Breeder,Colony-E,40.8,114,0.239,34.7,13.1,6.16,6.05,0.426,22,10,13.47,0,0
NMR-001329,Worker,Colony-D,32.6,82,0.348,31.6,23.4,9.22,12.92,0.206,22,6,25.3,0,1
NMR-001330,Worker,Colony-D,31.4,34,0.301,32.0,13.0,7.08,14.07,0.524,25,10,18.37,1,0
NMR-001331,Worker,Colony-C,29.1,47,0.251,33.0,33.9,4.53,18.67,0.457,30,4,24.06,1,0
NMR-001332,Breeder,Colony-B,40.9,30,0.216,33.4,11.9,5.71,10.97,0.177,25,17,18.51,0,1
NMR-001333,Worker,Colony-D,20.2,113,0.26,31.3,22.7,4.53,8.43,0.209,21,14,18.65,1,0
NMR-001334,Worker,Colony-A,25.9,67,0.22,31.7,9.9,5.25,14.91,0.374,21,9,24.37,1,0
NMR-001335,Worker,Colony-C,24.1,57,0.303,32.5,6.4,7.15,10.18,0.396,24,5,17.59,0,1
NMR-001336,Soldier,Colony-A,37.3,97,0.358,30.6,12.6,8.36,11.09,0.16,18,8,26.35,0,1
NMR-001337,Soldier,Colony-B,35.1,32,0.297,32.1,10.2,7.86,10.81,0.555,27,8,24.2,1,0
NMR-001338,Breeder,Colony-A,41.9,34,0.288,30.8,14.3,6.22,9.13,0.392,19,7,21.67,0,0
NMR-001339,Worker,Colony-E,37.5,34,0.662,32.1,36.3,5.45,30.66,0.265,35,16,18.34,0,1
NMR-001340,Breeder,Colony-A,31.9,36,0.165,31.4,16.0,7.77,4.6,0.09,27,10,18.02,1,0
NMR-001341,Soldier,Colony-A,27.9,120,0.408,30.8,18.9,8.19,8.88,0.117,31,13,14.85,0,0
NMR-001342,Breeder,Colony-D,43.4,27,0.258,31.6,23.0,7.03,11.62,0.22,13,14,21.71,1,0
NMR-001343,Worker,Colony-E,30.3,42,0.195,30.9,25.3,5.15,12.41,0.294,28,13,16.91,1,1
NMR-001344,Worker,Colony-B,28.0,78,0.135,32.2,24.1,6.87,17.41,0.135,18,12,20.87,1,0
NMR-001345,Worker,Colony-A,30.1,90,0.213,31.8,17.3,7.8,34.03,0.245,20,7,14.14,1,1
NMR-001346,Soldier,Colony-B,36.2,38,0.181,31.9,23.3,7.25,7.33,0.136,23,8,22.26,1,1
NMR-001347,Worker,Colony-C,16.6,93,0.269,31.7,28.4,6.01,15.33,0.439,25,12,18.1,0,0
NMR-001348,Worker,Colony-A,24.2,96,0.291,32.0,16.0,6.48,16.61,0.428,26,10,20.21,0,1
NMR-001349,Worker,Colony-E,29.8,116,0.178,33.3,12.7,8.54,16.72,0.132,22,9,15.39,1,1
NMR-001350,Worker,Colony-D,27.1,42,0.251,33.3,16.3,4.52,13.61,0.257,33,13,20.49,0,1
NMR-001351,Soldier,Colony-A,36.8,43,0.549,32.0,17.9,6.58,9.86,0.334,25,10,19.22,0,1
NMR-001352,Breeder,Colony-E,43.7,104,0.191,33.9,16.5,7.82,8.11,0.33,25,13,19.05,0,1
NMR-001353,Worker,Colony-C,29.3,42,0.166,31.7,15.2,6.7,21.26,0.256,21,10,19.84,1,1
NMR-001354,Worker,Colony-E,27.4,42,0.22,33.2,13.1,7.77,12.69,0.344,21,15,23.98,1,0
NMR-001355,Soldier,Colony-D,32.4,46,0.323,34.0,24.0,8.39,4.5,0.099,23,6,23.4,1,0
NMR-001356,Worker,Colony-E,30.7,65,0.394,31.3,20.7,6.61,13.24,0.35,22,14,21.31,1,1
NMR-001357,Soldier,Colony-A,42.3,69,0.332,30.7,30.2,8.75,6.83,0.161,17,9,14.27,1,0
NMR-001358,Worker,Colony-C,42.5,48,0.203,32.8,34.7,5.39,19.93,0.211,22,17,14.35,1,1
NMR-001359,Worker,Colony-A,23.7,56,0.266,32.6,15.2,7.42,8.38,0.353,24,12,19.28,0,1
NMR-001360,Soldier,Colony-E,26.4,43,0.308,32.4,34.4,7.18,11.3,0.058,13,14,24.54,1,1
NMR-001361,Soldier,Colony-E,26.5,178,0.193,32.7,16.7,6.99,28.33,0.226,23,10,16.13,0,1
NMR-001362,Worker,Colony-E,22.2,86,0.173,32.6,14.0,6.15,15.49,0.107,23,16,22.49,1,0
NMR-001363,Worker,Colony-D,28.6,42,0.21,32.1,15.6,6.57,26.25,0.135,36,13,19.27,0,1
NMR-001364,Worker,Colony-E,26.3,22,0.347,31.0,33.4,6.34,9.84,0.07,24,6,20.48,0,1
NMR-001365,Worker,Colony-C,22.9,117,0.388,32.3,9.5,5.7,22.69,0.092,18,14,22.15,0,0
NMR-001366,Worker,Colony-D,14.8,74,0.296,31.9,31.9,7.73,9.17,0.344,23,9,19.82,0,1
NMR-001367,Worker,Colony-D,25.8,144,0.249,32.7,15.7,6.8,18.35,0.177,28,7,11.9,0,0
NMR-001368,Worker,Colony-B,21.5,51,0.174,32.5,21.8,7.44,14.8,0.275,29,15,14.77,1,0
NMR-001369,Breeder,Colony-D,33.3,97,0.14,32.8,13.8,7.49,3.6,0.191,23,14,19.25,1,1
NMR-001370,Worker,Colony-A,19.9,53,0.229,33.3,21.1,6.75,20.73,0.072,17,9,20.03,1,0
NMR-001371,Queen,Colony-A,49.4,66,0.252,32.4,18.6,6.26,3.33,0.123,20,11,22.22,0,1
NMR-001372,Worker,Colony-D,20.6,23,0.391,34.6,16.6,5.9,16.91,0.186,24,4,19.3,0,1
NMR-001373,Worker,Colony-D,29.9,51,0.251,32.0,36.0,8.04,16.0,0.427,15,11,17.42,0,1
NMR-001374,Worker,Colony-D,26.9,44,0.25,31.6,17.3,7.11,9.77,0.193,24,15,14.8,0,1
NMR-001375,Queen,Colony-E,40.1,137,0.214,32.6,19.7,4.88,5.08,0.521,27,13,19.02,1,0
NMR-001376,Breeder,Colony-D,25.6,54,0.177,32.4,15.7,7.25,11.66,0.406,23,9,20.61,0,0
NMR-001377,Worker,Colony-E,21.2,19,0.223,32.2,21.5,6.49,17.35,0.095,23,15,16.83,0,1
NMR-001378,Worker,Colony-D,22.2,92,0.259,32.7,17.4,6.2,10.99,0.294,19,11,19.96,1,0
NMR-001379,Worker,Colony-C,26.6,57,0.185,30.5,55.7,7.38,16.69,0.174,22,6,22.77,1,0
NMR-001380,Worker,Colony-E,25.8,104,0.228,31.2,29.9,6.2,13.88,0.3,24,15,19.19,1,0
NMR-001381,Worker,Colony-A,25.6,51,0.324,31.4,10.1,7.82,9.29,0.381,28,10,26.1,0,0
NMR-001382,Worker,Colony-B,29.4,49,0.393,30.2,23.9,9.32,12.46,0.394,26,15,15.15,0,0
NMR-001383,Soldier,Colony-A,28.8,53,0.277,31.4,15.9,8.25,9.69,0.395,27,14,14.63,0,0
NMR-001384,Worker,Colony-E,26.7,38,0.273,32.6,25.1,7.11,18.48,0.244,16,11,22.22,0,0
NMR-001385,Soldier,Colony-B,35.7,45,0.307,32.4,8.0,7.96,21.25,0.303,26,11,19.17,0,1
NMR-001386,Worker,Colony-C,27.5,40,0.238,32.7,20.8,5.88,16.11,0.437,21,9,22.18,1,1
NMR-001387,Soldier,Colony-E,37.4,26,0.302,32.0,24.3,9.04,25.42,0.237,27,8,17.98,1,0
NMR-001388,Breeder,Colony-C,38.1,49,0.331,31.7,37.3,7.51,3.19,0.435,24,15,21.66,1,1
NMR-001389,Worker,Colony-C,31.3,53,0.169,30.1,18.1,4.55,11.54,0.195,25,21,21.55,1,0
NMR-001390,Worker,Colony-E,27.8,44,0.275,31.8,16.0,5.25,16.39,0.243,26,11,21.27,0,1
NMR-001391,Worker,Colony-B,23.4,18,0.3,32.5,32.0,6.67,16.69,0.101,23,5,16.23,0,1
NMR-001392,Worker,Colony-D,40.5,29,0.196,31.9,21.9,7.49,13.14,0.21,29,4,22.55,0,0
NMR-001393,Worker,Colony-A,28.5,34,0.401,34.0,13.4,7.06,10.25,0.137,29,10,24.5,1,0
NMR-001394,Queen,Colony-E,47.8,87,0.296,32.5,9.8,6.11,-0.14,0.4,29,10,17.95,0,1
NMR-001395,Queen,Colony-C,33.9,96,0.348,31.5,17.2,7.97,7.05,0.807,27,15,22.43,0,1
NMR-001396,Worker,Colony-B,28.9,52,0.391,31.4,45.4,7.23,14.33,0.34,28,11,18.88,1,0
NMR-001397,Worker,Colony-B,29.7,56,0.321,32.8,15.0,4.87,13.45,0.363,23,11,18.98,0,1
NMR-001398,Breeder,Colony-B,44.8,31,0.511,32.3,19.6,6.56,9.5,0.455,29,8,18.88,0,1
NMR-001399,Soldier,Colony-E,23.0,37,0.286,31.7,19.6,6.34,8.29,0.248,18,8,18.47,1,1
NMR-001400,Soldier,Colony-D,24.9,69,0.212,32.1,11.1,7.46,13.57,0.424,21,10,21.46,1,0
NMR-001401,Worker,Colony-E,20.7,103,0.245,31.8,10.1,7.0,11.0,0.354,25,11,17.32,0,1
NMR-001402,Breeder,Colony-B,40.1,55,0.369,33.5,18.4,4.33,3.05,0.175,24,9,19.46,0,0
NMR-001403,Queen,Colony-B,50.0,98,0.258,31.5,17.4,5.52,-1.06,0.365,28,3,19.06,1,0
NMR-001404,Worker,Colony-C,29.1,101,0.337,30.7,12.9,7.34,12.8,0.241,23,8,16.89,1,0
NMR-001405,Soldier,Colony-C,27.1,57,0.217,32.6,32.1,5.05,12.24,0.128,22,13,20.68,1,1
NMR-001406,Soldier,Colony-E,44.2,32,0.227,32.0,9.0,6.56,4.22,0.323,9,10,13.14,0,1
NMR-001407,Worker,Colony-C,18.8,44,0.252,32.7,18.3,5.8,13.52,0.297,21,8,16.98,1,1
NMR-001408,Worker,Colony-E,24.4,79,0.3,31.4,29.8,5.63,18.15,0.434,27,19,18.15,0,0
NMR-001409,Breeder,Colony-A,41.9,50,0.221,31.6,20.9,7.08,10.75,0.298,23,15,23.7,1,1
NMR-001410,Worker,Colony-C,34.4,101,0.294,32.1,7.6,6.99,12.24,0.096,21,8,13.26,0,1
NMR-001411,Soldier,Colony-E,28.1,20,0.336,31.5,29.2,5.87,6.9,0.312,25,13,20.04,0,1
NMR-001412,Soldier,Colony-B,30.3,47,0.326,33.4,29.8,7.1,14.03,0.355,22,12,18.97,1,0
NMR-001413,Soldier,Colony-E,29.8,49,0.242,31.4,9.2,6.38,23.08,0.254,33,11,18.2,0,0
NMR-001414,Worker,Colony-A,38.4,115,0.112,33.1,23.9,5.91,20.1,0.275,19,8,15.03,1,0
NMR-001415,Worker,Colony-C,21.4,51,0.288,32.7,25.1,6.98,18.78,0.432,24,13,19.02,1,1
NMR-001416,Worker,Colony-C,21.1,28,0.37,31.6,18.2,5.76,11.21,0.441,33,8,16.17,0,1
NMR-001417,Worker,Colony-D,21.9,26,0.295,32.5,22.1,6.06,12.41,0.247,30,6,19.5,0,1
NMR-001418,Soldier,Colony-E,31.3,26,0.196,31.9,22.6,5.53,9.86,0.165,29,12,15.73,0,1
NMR-001419,Soldier,Colony-A,34.0,102,0.233,33.8,49.6,5.86,5.58,0.231,33,13,27.9,1,0
NMR-001420,Worker,Colony-B,27.8,55,0.32,32.0,24.5,7.89,15.76,0.449,21,11,15.22,0,1
NMR-001421,Worker,Colony-D,24.8,80,0.219,32.6,19.6,5.65,20.45,0.134,33,7,19.0,1,0
NMR-001422,Worker,Colony-C,27.4,42,0.221,33.5,35.6,7.1,24.98,0.404,19,14,17.67,1,0
NMR-001423,Worker,Colony-E,29.9,59,0.209,31.5,11.7,6.54,12.11,0.127,27,15,17.46,1,1
NMR-001424,Breeder,Colony-A,40.4,68,0.198,33.6,11.2,6.82,5.02,0.282,27,5,22.37,0,0
NMR-001425,Soldier,Colony-B,38.1,101,0.278,30.5,19.0,5.46,28.97,0.457,17,5,16.77,1,0
NMR-001426,Worker,Colony-B,30.2,29,0.244,31.7,25.8,6.89,15.03,0.37,30,12,18.52,0,1
NMR-001427,Soldier,Colony-E,36.7,81,0.307,31.9,38.7,7.36,17.11,0.157,29,7,18.36,0,1
NMR-001428,Worker,Colony-A,23.8,46,0.314,31.0,20.2,4.64,24.24,0.478,22,15,20.41,1,1
NMR-001429,Worker,Colony-D,17.2,49,0.265,32.3,12.4,8.67,13.53,0.71,30,12,26.32,0,0
NMR-001430,Soldier,Colony-A,40.9,17,0.259,32.7,36.6,9.36,11.97,0.408,24,13,19.35,1,0
NMR-001431,Worker,Colony-B,28.0,49,0.28,32.5,29.3,5.93,9.8,0.133,33,17,21.65,1,1
NMR-001432,Worker,Colony-A,36.2,65,0.185,32.8,7.3,6.23,11.47,0.523,26,9,25.39,1,0
NMR-001433,Soldier,Colony-A,26.5,54,0.252,31.6,21.2,6.34,8.56,0.593,28,11,21.58,0,1
NMR-001434,Worker,Colony-E,37.5,35,0.252,32.1,13.5,5.97,8.91,0.225,33,11,24.27,0,0
NMR-001435,Soldier,Colony-A,35.9,100,0.194,31.3,11.9,7.92,6.57,0.498,26,18,17.3,0,1
NMR-001436,Worker,Colony-B,29.9,103,0.152,30.6,19.0,8.16,11.33,0.411,35,9,24.94,1,0
NMR-001437,Worker,Colony-C,28.3,49,0.364,33.7,27.9,6.42,10.4,0.237,26,13,20.57,0,0
NMR-001438,Worker,Colony-E,32.3,65,0.313,31.5,39.0,6.02,13.3,0.167,22,8,22.75,1,1
NMR-001439,Worker,Colony-D,26.4,46,0.359,32.5,22.9,5.28,17.46,0.317,26,9,18.91,1,1
NMR-001440,Soldier,Colony-B,36.1,75,0.291,34.6,16.1,8.03,12.04,0.37,29,9,17.06,0,0
NMR-001441,Soldier,Colony-B,31.8,70,0.137,31.6,30.0,7.21,12.11,0.184,24,14,14.87,1,1
NMR-001442,Worker,Colony-C,28.2,41,0.185,30.7,17.0,6.03,23.97,0.345,30,12,18.73,0,0
NMR-001443,Worker,Colony-B,27.1,38,0.245,32.0,23.0,7.12,19.71,0.508,17,15,15.26,0,1
NMR-001444,Breeder,Colony-B,34.9,53,0.209,31.7,30.8,8.14,6.25,0.072,20,9,24.39,1,0
NMR-001445,Queen,Colony-A,40.4,53,0.24,31.5,9.7,7.12,4.35,0.347,26,8,22.26,1,0
NMR-001446,Worker,Colony-E,28.0,133,0.127,33.1,13.9,6.14,10.95,0.29,31,14,17.64,0,0
NMR-001447,Worker,Colony-B,26.3,60,0.208,31.6,15.4,6.98,24.61,0.385,24,8,17.51,1,1
NMR-001448,Worker,Colony-B,33.0,85,0.409,31.7,24.0,5.25,14.37,0.466,15,16,19.82,0,0
NMR-001449,Queen,Colony-A,49.2,88,0.244,30.8,20.5,7.16,0.02,0.566,36,19,24.96,1,0
NMR-001450,Worker,Colony-B,25.7,60,0.218,32.5,35.8,6.09,18.72,0.309,25,8,22.99,1,1
NMR-001451,Worker,Colony-C,31.3,53,0.188,33.0,10.9,8.05,12.92,0.218,30,8,21.12,0,0
NMR-001452,Worker,Colony-A,18.9,25,0.233,30.9,23.3,7.95,11.69,0.093,26,15,17.03,0,0
NMR-001453,Soldier,Colony-E,35.8,100,0.307,31.5,9.0,6.41,7.62,0.173,22,9,22.07,0,1
NMR-001454,Worker,Colony-C,26.0,75,0.138,32.4,11.7,6.27,7.95,0.364,15,9,23.11,1,1
NMR-001455,Soldier,Colony-A,37.9,61,0.232,32.6,15.2,7.83,13.15,0.283,24,8,18.97,1,1
NMR-001456,Worker,Colony-D,30.0,44,0.337,32.6,17.8,7.93,15.07,0.106,23,14,17.14,0,1
NMR-001457,Worker,Colony-C,39.8,31,0.217,32.1,16.1,6.54,8.88,0.271,23,12,17.74,0,1
NMR-001458,Soldier,Colony-D,31.4,124,0.139,33.3,13.0,7.85,9.76,0.125,21,16,17.24,1,1
NMR-001459,Worker,Colony-C,39.6,76,0.329,31.9,17.2,5.56,12.13,0.137,24,12,16.8,0,0
NMR-001460,Breeder,Colony-B,43.5,101,0.29,32.9,34.7,5.01,14.33,0.407,23,9,15.58,0,0
NMR-001461,Soldier,Colony-B,40.1,39,0.283,31.0,12.0,8.4,13.74,0.384,27,12,22.09,0,0
NMR-001462,Soldier,Colony-D,37.8,35,0.261,31.3,17.8,7.29,8.49,0.75,25,9,22.0,1,0
NMR-001463,Worker,Colony-B,30.3,73,0.322,33.1,15.2,6.63,10.08,0.078,24,14,15.83,0,0
NMR-001464,Soldier,Colony-A,34.9,48,0.308,31.8,16.7,6.3,13.75,0.29,27,14,25.24,1,1
NMR-001465,Breeder,Colony-D,30.3,25,0.239,31.9,9.3,7.17,7.15,0.565,16,9,17.69,0,1
NMR-001466,Worker,Colony-B,30.8,64,0.129,30.3,18.3,5.19,15.67,0.271,25,14,21.11,0,0
NMR-001467,Worker,Colony-D,25.6,97,0.311,31.3,17.6,8.3,12.11,0.108,26,18,22.75,1,1
NMR-001468,Worker,Colony-D,27.3,113,0.288,32.4,17.9,6.96,18.38,0.247,24,9,21.7,0,1
NMR-001469,Worker,Colony-E,30.6,17,0.192,31.0,19.1,6.76,17.67,0.171,17,11,15.4,0,0
NMR-001470,Worker,Colony-E,31.3,50,0.265,30.9,12.2,6.7,20.59,0.198,25,7,20.02,1,1
NMR-001471,Worker,Colony-A,18.3,42,0.183,32.0,15.9,7.58,11.09,0.248,24,12,19.67,0,1
NMR-001472,Worker,Colony-E,26.3,25,0.321,31.9,32.2,7.23,13.64,0.156,26,11,21.7,1,0
NMR-001473,Soldier,Colony-B,37.2,51,0.203,32.1,23.7,8.65,14.24,0.388,18,5,18.35,1,1
NMR-001474,Worker,Colony-E,34.1,23,0.279,32.6,15.6,7.39,11.34,0.309,16,12,18.85,1,0
NMR-001475,Worker,Colony-B,17.0,52,0.338,31.6,14.1,6.45,23.31,0.468,23,14,21.66,0,1
NMR-001476,Worker,Colony-C,12.3,25,0.378,32.8,26.8,5.81,12.58,0.162,17,9,21.25,1,1
NMR-001477,Worker,Colony-B,22.0,64,0.277,32.1,21.0,6.27,17.49,0.535,25,9,19.3,0,0
NMR-001478,Worker,Colony-C,22.9,143,0.296,33.3,15.7,7.59,10.34,0.171,26,14,23.66,1,0
NMR-001479,Worker,Colony-E,35.9,43,0.375,32.1,17.9,9.18,10.03,0.144,22,13,16.03,0,0
NMR-001480,Worker,Colony-E,23.5,83,0.33,33.2,17.9,8.44,9.42,0.43,15,8,16.29,0,1
NMR-001481,Soldier,Colony-C,29.1,51,0.289,31.1,18.4,7.49,20.51,0.144,26,18,20.84,1,0
NMR-001482,Worker,Colony-D,18.5,76,0.176,31.9,21.9,7.55,22.81,0.281,22,13,22.16,1,1
NMR-001483,Worker,Colony-A,27.7,49,0.257,32.6,17.2,6.53,20.6,0.183,22,12,21.43,0,1
NMR-001484,Soldier,Colony-B,48.3,85,0.254,32.6,11.8,6.79,12.24,0.549,20,10,12.06,0,0
NMR-001485,Worker,Colony-D,31.3,122,0.216,32.2,40.0,9.18,9.18,0.164,29,11,10.49,0,1
NMR-001486,Worker,Colony-B,34.8,132,0.207,31.3,15.5,4.63,12.27,0.411,20,11,19.15,0,0
NMR-001487,Soldier,Colony-A,39.2,55,0.182,29.8,15.0,6.83,16.76,0.411,24,10,20.55,1,0
NMR-001488,Queen,Colony-D,42.4,105,0.197,33.0,18.1,7.48,-2.04,0.13,23,9,19.16,1,1
NMR-001489,Worker,Colony-B,37.5,78,0.195,30.9,13.1,6.21,14.46,0.243,18,2,17.85,0,0
NMR-001490,Worker,Colony-B,16.0,63,0.243,33.0,13.1,7.77,16.69,0.246,26,6,24.43,1,1
NMR-001491,Soldier,Colony-E,34.2,31,0.267,33.8,26.8,7.52,9.83,0.305,28,8,22.39,1,0
NMR-001492,Worker,Colony-C,19.5,77,0.117,32.5,7.7,7.3,10.32,0.136,22,13,23.51,1,1
NMR-001493,Soldier,Colony-B,28.2,41,0.153,32.0,11.1,5.83,16.68,0.232,20,8,16.75,0,1
NMR-001494,Soldier,Colony-C,35.3,70,0.272,31.4,19.2,6.27,6.16,0.418,26,17,22.63,1,0
NMR-001495,Soldier,Colony-C,35.0,39,0.286,32.3,6.7,7.85,10.16,0.28,35,7,23.66,1,0
NMR-001496,Worker,Colony-B,28.9,51,0.223,31.5,10.7,5.49,15.18,0.462,35,16,20.15,0,1
NMR-001497,Worker,Colony-C,26.4,54,0.327,33.8,9.8,4.43,18.87,0.404,20,9,21.03,1,1
NMR-001498,Worker,Colony-C,31.3,67,0.175,32.1,18.7,7.16,12.81,0.379,23,15,20.93,1,1
NMR-001499,Worker,Colony-C,30.4,32,0.271,31.6,11.7,7.01,12.6,0.164,18,6,20.03,0,1
NMR-001500,Worker,Colony-D,25.8,72,0.179,32.0,18.2,8.9,9.78,0.223,25,12,18.49,1,1
NMR-001501,Queen,Colony-C,41.0,77,0.171,30.8,11.5,7.58,4.2,0.28,32,17,23.3,1,0
NMR-001502,Worker,Colony-C,19.8,100,0.306,32.0,22.8,7.28,19.63,0.315,23,4,19.8,0,1
NMR-001503,Soldier,Colony-A,27.3,88,0.219,33.1,22.9,8.39,8.95,0.26,27,12,13.34,1,1
NMR-001504,Worker,Colony-B,33.0,59,0.275,31.3,38.9,7.31,9.3,0.141,26,9,21.97,1,1
NMR-001505,Soldier,Colony-A,31.3,50,0.252,31.3,21.7,8.82,15.78,0.372,25,10,25.43,0,0
NMR-001506,Worker,Colony-B,38.7,28,0.222,32.1,7.8,8.69,8.92,0.297,19,18,17.59,1,0
NMR-001507,Worker,Colony-A,27.8,92,0.284,30.7,12.2,5.6,17.78,0.518,13,11,23.51,0,0
NMR-001508,Soldier,Colony-A,29.2,65,0.209,32.4,36.4,8.1,10.96,0.2,24,12,20.14,0,1
NMR-001509,Worker,Colony-B,15.2,53,0.279,30.5,14.4,7.49,9.19,0.103,29,10,18.69,0,0
NMR-001510,Worker,Colony-B,34.0,63,0.205,32.0,11.0,7.15,11.71,0.255,18,10,20.25,0,1
NMR-001511,Breeder,Colony-A,36.1,68,0.307,32.3,9.7,5.82,5.83,0.143,24,8,16.15,0,0
NMR-001512,Breeder,Colony-B,40.5,95,0.272,34.3,15.0,6.55,4.25,0.679,26,12,22.11,0,0
NMR-001513,Worker,Colony-C,28.0,50,0.174,31.2,20.1,7.65,15.42,0.333,26,7,20.05,1,0
NMR-001514,Worker,Colony-B,24.8,45,0.205,32.7,5.0,6.49,21.38,0.357,26,7,23.51,1,1
NMR-001515,Breeder,Colony-B,45.0,103,0.342,32.1,20.9,7.16,1.95,0.072,16,16,20.71,0,1
NMR-001516,Soldier,Colony-B,36.5,71,0.473,31.8,13.7,9.57,13.03,0.37,28,13,21.91,1,1
