sample_id,group,batch,measure_1,nuclei_count,mean_nuclear_area,mean_cell_area,mean_intensity_dapi,mean_intensity_gfp,nuclear_circularity,fraction_in_focus,background_sd,target_a,target_b
IMG-000677,Control,B03,64.93,228,193.28,1148.27,1474.3,-99.2,0.7827,0.8676,19.82,0,1
IMG-000678,Control,B03,104.51,223,179.51,855.81,1419.5,-36.7,0.8962,0.9662,27.34,0,1
IMG-000679,Control,B03,96.62,238,152.91,969.22,1720.7,158.4,0.8713,0.7959,31.86,0,1
IMG-000680,Control,B02,102.73,217,180.1,662.09,1345.6,1209.4,0.7347,0.7449,21.19,1,1
IMG-000681,TreatmentA,B02,76.39,260,157.85,726.02,1473.2,455.1,0.9122,0.9608,43.03,1,1
IMG-000682,TreatmentB,B03,108.11,262,185.21,783.32,1206.1,677.9,0.7575,0.9111,23.79,1,1
IMG-000683,TreatmentA,B03,75.56,247,163.84,711.77,1791.4,369.0,0.8766,0.8939,20.11,0,1
IMG-000684,TreatmentA,B02,105.36,243,222.53,750.15,1687.9,210.0,0.8442,0.8789,22.1,0,1
IMG-000685,TreatmentB,B01,105.07,261,175.2,763.24,1637.4,1660.3,0.7921,0.9933,21.35,1,1
IMG-000686,TreatmentA,B02,99.2,259,152.35,663.46,1610.6,290.2,0.9109,0.7865,19.22,0,0
IMG-000687,TreatmentA,B02,99.69,254,171.49,720.75,1342.7,578.1,0.7568,0.8694,46.8,1,1
IMG-000688,TreatmentA,B01,108.6,246,221.14,659.0,869.5,407.0,0.9371,0.9118,61.5,0,1
IMG-000689,Control,B03,100.73,246,197.56,989.69,1342.4,462.6,0.7258,0.9644,29.8,1,1
IMG-000690,Control,B02,102.74,244,182.78,862.95,1683.2,310.8,0.865,0.9178,15.12,1,1
IMG-000691,TreatmentA,B02,76.46,244,195.0,633.83,1495.6,537.9,0.7595,0.8913,20.8,0,0
IMG-000692,Control,B03,119.64,218,212.75,392.96,967.3,353.2,0.9237,0.9041,23.69,0,1
IMG-000693,TreatmentB,B03,119.91,244,152.79,737.06,1256.2,720.2,0.8782,0.8765,28.01,0,0
IMG-000694,TreatmentA,B03,127.97,254,162.74,475.41,1500.6,918.8,0.6976,0.8749,17.57,1,0
IMG-000695,Control,B03,91.45,219,184.02,659.85,1670.8,807.5,0.7836,0.9681,31.6,1,1
IMG-000696,Control,B03,85.99,259,199.65,618.77,1667.7,500.3,0.94,0.9673,35.83,0,1
IMG-000697,Control,B02,76.18,219,276.47,959.26,1848.9,265.3,0.7361,0.9433,24.41,0,0
IMG-000698,Control,B02,76.67,228,215.17,646.22,1574.2,6.3,0.856,0.8451,20.07,0,1
IMG-000699,TreatmentA,B02,78.33,245,129.59,682.32,2005.1,207.9,0.8525,0.806,16.48,0,0
IMG-000700,Control,B02,113.07,242,191.42,979.69,1854.1,-11.2,0.8327,0.8723,20.39,0,1
IMG-000701,TreatmentA,B02,117.76,272,205.3,825.22,1678.7,397.1,0.8633,0.8595,24.26,0,1
IMG-000702,Control,B02,116.63,232,150.78,732.34,1486.4,279.8,0.9014,0.9654,28.18,0,0
IMG-000703,Control,B02,91.73,253,193.41,674.85,1612.3,20.4,0.9044,0.873,20.52,1,1
IMG-000704,Control,B02,99.91,223,179.41,705.49,1044.0,2727.8,0.55,0.8037,29.79,1,0
IMG-000705,TreatmentB,B01,97.79,232,190.56,811.71,907.9,1164.1,0.9669,0.8941,25.08,0,0
IMG-000706,TreatmentB,B03,86.79,253,173.48,712.84,1814.5,1080.1,0.7787,0.9722,30.09,1,1
IMG-000707,TreatmentA,B03,82.37,237,218.25,809.37,942.2,657.8,0.8262,0.7769,23.23,1,0
IMG-000708,TreatmentB,B01,109.23,264,182.59,563.42,1496.7,788.2,0.705,0.9111,25.14,1,0
IMG-000709,Control,B01,98.83,269,182.57,563.3,1765.2,87.6,0.6952,0.9681,49.35,0,0
IMG-000710,TreatmentA,B03,96.84,234,179.01,753.15,1165.8,407.2,0.8524,0.8829,6.28,0,1
IMG-000711,TreatmentA,B03,110.81,240,177.56,196.6,1401.6,652.6,0.9547,0.9124,28.5,0,1
IMG-000712,Control,B01,94.79,229,184.1,732.26,1326.0,122.7,0.771,0.9853,29.88,0,1
IMG-000713,TreatmentB,B02,118.01,230,200.53,878.74,1471.8,1207.3,0.8891,0.9553,14.9,1,0
IMG-000714,TreatmentA,B02,109.7,228,204.07,724.6,1428.1,741.9,0.7562,0.8784,13.37,1,1
IMG-000715,TreatmentA,B03,123.79,217,168.82,709.7,1395.7,850.0,0.7615,0.8571,46.04,0,1
IMG-000716,TreatmentA,B02,105.61,241,139.63,846.77,1368.8,354.5,0.7797,0.9388,22.25,0,0
IMG-000717,Control,B01,113.56,251,176.26,716.33,1250.5,663.4,0.8699,0.9362,20.69,1,1
IMG-000718,Control,B03,86.16,225,204.16,659.34,1508.2,89.6,0.8048,0.9287,10.81,0,1
IMG-000719,Control,B03,129.71,243,201.76,992.31,1691.6,708.5,0.8902,0.9733,33.03,0,1
IMG-000720,Control,B02,92.35,213,146.97,996.94,1754.8,1394.8,0.6536,0.8984,23.0,1,1
IMG-000721,Control,B02,89.73,212,160.56,653.85,1380.2,2430.5,0.8636,0.9065,49.61,1,1
IMG-000722,TreatmentB,B01,86.05,230,173.59,792.94,1241.3,606.4,0.8318,0.9176,11.53,0,1
IMG-000723,Control,B03,103.16,232,159.08,651.21,1616.3,-89.7,0.9066,0.9519,33.18,0,0
IMG-000724,TreatmentA,B03,109.41,254,186.5,685.89,853.0,359.2,0.9671,0.8825,24.52,0,1
IMG-000725,TreatmentA,B01,104.25,247,168.17,446.89,1090.8,666.1,0.8333,0.99,21.17,0,1
IMG-000726,Control,B03,113.11,228,198.07,760.26,1462.2,35.7,0.8743,0.8,14.86,0,1
IMG-000727,TreatmentA,B03,92.23,267,175.17,1027.84,1456.9,214.1,0.8803,0.9219,25.98,1,1
IMG-000728,TreatmentB,B01,66.94,246,198.86,580.98,1681.6,826.2,0.8365,0.9191,26.05,0,0
IMG-000729,Control,B02,84.7,239,112.07,855.17,1768.9,10.5,0.8287,0.9317,20.76,0,0
IMG-000730,TreatmentB,B02,95.45,245,198.81,515.42,1538.3,870.3,0.7865,0.8762,37.12,1,1
IMG-000731,TreatmentA,B01,109.83,277,208.69,864.75,826.1,810.8,0.8418,0.9212,42.3,1,0
IMG-000732,TreatmentA,B02,122.72,225,211.79,553.35,993.6,177.6,0.7674,0.8793,25.18,1,1
IMG-000733,TreatmentB,B01,94.16,254,154.08,979.11,1509.4,783.5,0.8943,0.9064,21.32,1,1
IMG-000734,TreatmentA,B03,85.38,237,179.35,904.75,1735.3,274.7,0.8079,0.9134,15.8,0,1
IMG-000735,Control,B02,95.26,206,218.29,907.45,1757.6,576.7,0.9507,0.9342,54.89,0,1
IMG-000736,TreatmentA,B03,106.14,235,231.4,819.15,1100.3,1091.7,0.7395,0.865,19.78,1,0
IMG-000737,TreatmentB,B01,123.4,236,217.52,975.74,1666.3,694.1,0.5435,0.883,29.95,1,1
IMG-000738,TreatmentB,B03,110.58,234,165.42,293.55,1207.6,1072.2,0.8273,0.8723,12.53,0,1
IMG-000739,TreatmentA,B02,123.84,222,225.77,697.73,1524.2,697.1,0.7825,0.9196,27.09,0,0
IMG-000740,Control,B02,85.49,240,194.11,503.15,1295.5,29.4,0.8287,0.9303,25.16,1,1
IMG-000741,TreatmentA,B02,113.35,252,198.23,800.13,1721.7,436.2,0.8042,0.9368,11.1,1,1
IMG-000742,Control,B03,78.38,250,200.55,699.16,1265.5,192.1,0.7326,0.8871,25.9,1,1
IMG-000743,TreatmentA,B02,95.81,231,173.57,604.13,1236.7,261.3,0.7577,0.8467,17.33,0,1
IMG-000744,TreatmentB,B03,98.39,251,234.08,686.32,1415.0,411.1,0.9455,0.9159,21.07,0,0
IMG-000745,TreatmentA,B01,73.52,230,150.21,466.74,1478.6,322.4,0.8827,0.8767,33.75,0,0
IMG-000746,TreatmentB,B03,111.52,267,163.52,572.69,1661.5,561.9,0.8778,0.7085,24.96,1,0
IMG-000747,TreatmentB,B03,101.74,259,224.37,645.25,1302.4,1057.8,0.9002,0.8918,22.53,1,0
IMG-000748,Control,B02,101.08,210,189.37,992.76,1755.1,775.1,0.8673,0.8972,47.74,0,1
IMG-000749,Control,B03,93.63,238,167.26,493.68,1500.0,117.6,0.8398,0.9568,22.8,0,0
IMG-000750,Control,B02,88.39,216,119.7,906.86,1262.7,245.3,0.9377,0.9864,29.32,0,0
IMG-000751,TreatmentB,B02,72.33,236,156.63,964.17,1528.1,634.9,0.7107,0.9067,14.19,1,0
IMG-000752,TreatmentA,B02,134.42,232,197.31,1020.81,1708.9,700.6,0.5567,0.9514,24.93,1,1
IMG-000753,TreatmentA,B01,73.67,250,197.65,809.12,1480.0,433.1,0.8386,0.8714,47.26,1,1
IMG-000754,TreatmentA,B02,118.55,247,191.96,565.12,1597.9,578.5,0.8934,0.8835,32.41,1,0
IMG-000755,TreatmentA,B03,78.06,230,141.65,793.68,1562.6,284.1,0.6791,0.7704,16.77,0,0
IMG-000756,TreatmentB,B03,95.13,225,134.6,542.96,1713.6,812.3,0.7675,0.8557,53.89,1,0
IMG-000757,TreatmentA,B01,131.66,217,170.35,688.96,1196.1,1843.2,0.7329,0.9293,13.33,1,1
IMG-000758,Control,B02,122.06,197,171.31,628.95,1242.3,763.8,0.89,0.7758,17.1,0,0
IMG-000759,Control,B02,69.57,223,199.96,840.07,1021.7,442.3,0.7069,0.9337,27.17,1,0
IMG-000760,Control,B02,77.59,233,219.58,868.05,1545.3,496.8,0.5554,0.8242,22.63,1,1
IMG-000761,Control,B03,112.45,236,176.58,686.44,1245.9,15.4,0.5655,0.9757,13.09,0,1
IMG-000762,TreatmentA,B02,95.09,243,231.38,697.39,1254.3,633.3,0.6871,0.8698,22.7,1,0
IMG-000763,TreatmentA,B01,113.77,255,201.95,757.04,1462.0,858.8,0.7573,0.8345,17.66,1,1
IMG-000764,Control,B02,98.37,241,168.51,450.22,1354.1,381.4,0.7951,0.9723,41.88,1,1
IMG-000765,TreatmentB,B03,113.32,243,160.86,628.68,1353.0,1034.6,0.708,0.9289,13.2,1,0
IMG-000766,TreatmentA,B03,90.63,220,230.09,1057.79,1165.3,384.2,0.8582,0.8989,18.89,0,0
IMG-000767,TreatmentB,B02,99.69,242,190.03,964.28,1606.3,787.4,0.8008,0.8329,31.27,1,1
IMG-000768,Control,B02,110.1,223,146.7,828.85,1150.5,66.3,0.8394,0.8402,10.46,0,0
IMG-000769,TreatmentA,B01,113.06,233,143.2,449.55,1234.9,485.4,0.9517,0.9615,16.35,0,0
IMG-000770,TreatmentA,B02,106.16,231,156.52,720.41,1472.1,505.3,0.735,0.9201,28.6,1,1
IMG-000771,TreatmentA,B02,99.97,248,156.43,633.92,1375.3,758.5,0.8706,0.9273,25.49,0,0
IMG-000772,Control,B01,79.0,227,196.74,707.95,1623.7,-118.8,0.734,0.9309,36.47,0,1
IMG-000773,Control,B03,96.92,239,188.7,432.89,1520.1,30.1,0.7521,0.8965,27.0,1,1
IMG-000774,Control,B02,102.23,261,130.76,648.55,1451.4,191.7,0.9559,0.8796,18.96,0,0
IMG-000775,TreatmentB,B02,117.69,260,162.28,733.99,1076.8,856.3,0.6773,0.8669,22.91,1,0
IMG-000776,TreatmentA,B01,113.59,243,232.26,373.57,1627.9,1026.9,0.8572,0.7608,15.62,0,0
IMG-000777,Control,B01,85.53,235,232.76,834.56,1248.5,153.4,0.8281,0.9855,8.54,0,0
IMG-000778,TreatmentA,B02,116.07,233,184.93,443.1,1618.9,965.9,0.8077,0.8943,21.08,1,1
IMG-000779,Control,B03,94.69,231,158.36,996.51,1392.5,713.9,0.8234,0.9776,19.19,0,1
IMG-000780,Control,B01,108.4,220,181.54,612.72,1202.7,135.9,0.9149,0.738,23.29,1,1
IMG-000781,TreatmentB,B03,104.18,241,168.17,664.18,1307.7,1715.4,0.8691,0.8925,24.34,1,1
IMG-000782,TreatmentA,B01,110.0,238,148.88,823.97,1424.9,218.0,0.8455,0.9318,47.23,0,1
IMG-000783,Control,B01,118.51,253,198.99,820.83,1613.8,-104.3,0.8174,0.9496,14.02,0,1
IMG-000784,TreatmentA,B01,89.7,240,143.73,830.33,1475.9,464.4,0.8373,0.8938,38.15,1,0
IMG-000785,TreatmentA,B02,100.61,236,180.89,607.32,1250.9,1428.6,0.6792,0.9218,18.35,1,1
IMG-000786,Control,B01,90.18,216,184.27,694.74,1439.2,231.7,0.897,0.9441,66.96,0,0
IMG-000787,TreatmentA,B03,73.31,239,189.3,876.09,1038.7,502.9,0.9234,0.9065,15.02,1,0
IMG-000788,Control,B02,116.19,219,204.91,818.21,1641.2,37.0,0.671,0.8013,14.01,0,1
IMG-000789,Control,B02,107.55,213,168.11,647.34,1525.9,103.5,0.6372,0.8479,24.98,0,1
IMG-000790,Control,B01,77.97,236,196.49,699.9,1437.6,174.6,0.7684,0.8368,25.44,1,1
IMG-000791,Control,B03,98.89,211,211.98,886.77,1519.3,209.4,0.8893,0.9023,19.8,0,1
IMG-000792,Control,B03,121.8,201,169.06,499.75,1407.4,53.9,0.8797,0.8835,17.73,1,1
IMG-000793,TreatmentA,B01,113.51,246,204.78,701.14,1138.6,252.6,0.7317,0.8856,11.48,0,1
IMG-000794,Control,B02,123.52,261,170.25,651.73,1086.9,120.3,0.6484,0.9045,35.59,1,1
IMG-000795,TreatmentA,B03,102.6,263,160.45,643.75,1506.5,429.7,0.8296,0.7264,17.02,1,0
IMG-000796,Control,B03,84.13,219,150.83,741.64,1571.4,-113.5,0.6607,0.954,39.64,0,1
IMG-000797,TreatmentB,B03,81.58,250,249.99,787.91,1266.9,675.9,0.8988,0.9758,14.94,0,0
IMG-000798,Control,B02,105.05,249,183.57,675.0,1484.1,129.4,0.7843,0.9236,22.89,0,0
IMG-000799,TreatmentB,B01,125.86,238,230.32,963.02,1786.5,795.9,0.909,0.7453,26.49,0,1
IMG-000800,TreatmentA,B02,118.42,239,173.23,713.69,1274.1,327.7,0.7918,0.9464,37.74,0,1
IMG-000801,TreatmentA,B01,100.02,238,151.39,664.63,1712.8,118.9,0.9542,0.8455,35.3,0,0
IMG-000802,Control,B03,105.68,264,163.3,750.4,1027.7,-111.2,0.8698,0.8543,13.15,0,0
IMG-000803,TreatmentA,B03,112.85,228,201.6,1047.34,1509.8,754.6,0.9556,0.8567,12.01,0,0
IMG-000804,Control,B01,112.9,237,138.24,650.61,1101.6,745.3,0.8567,0.9033,28.27,1,0
IMG-000805,TreatmentA,B03,111.16,221,200.83,590.18,1349.3,423.7,0.9068,0.9311,43.77,1,1
IMG-000806,TreatmentB,B01,97.56,258,166.76,693.83,1326.6,675.4,0.7314,0.9889,38.77,1,1
IMG-000807,TreatmentA,B02,102.31,232,185.84,961.48,1524.6,215.9,0.8329,0.9702,12.64,0,1
IMG-000808,Control,B03,90.55,249,200.25,902.29,1058.3,809.3,0.8356,0.8479,12.67,0,0
IMG-000809,TreatmentB,B01,110.36,239,212.83,846.66,1307.5,545.5,0.8421,0.9409,25.69,0,0
IMG-000810,Control,B03,65.74,257,177.0,390.79,1033.0,273.2,0.8201,0.704,24.31,0,1
IMG-000811,TreatmentB,B02,72.81,246,243.93,449.52,1710.7,719.6,0.5748,0.8684,38.49,1,0
IMG-000812,TreatmentB,B03,93.96,232,146.22,677.37,1343.1,906.0,0.8832,0.9633,29.51,0,0
IMG-000813,TreatmentA,B02,93.24,266,157.21,624.99,1419.0,330.7,0.7416,0.898,28.27,1,1
IMG-000814,Control,B03,101.52,237,242.43,499.33,1625.7,153.2,0.9277,0.9762,12.96,0,0
IMG-000815,TreatmentB,B02,83.12,247,203.49,671.29,1418.3,961.4,0.8938,0.8802,22.78,0,1
IMG-000816,TreatmentA,B01,101.9,237,130.66,599.93,1501.9,225.1,0.8516,0.8625,29.82,0,0
IMG-000817,Control,B02,104.28,222,203.07,619.85,1543.2,259.6,0.5372,0.6474,58.03,1,0
IMG-000818,Control,B03,114.14,245,142.0,828.73,1307.1,168.7,0.7523,0.9319,21.78,0,1
IMG-000819,Control,B03,102.9,244,212.68,918.98,1317.0,184.1,0.8989,0.8307,21.51,0,0
IMG-000820,TreatmentA,B03,53.84,213,171.87,698.74,949.2,767.0,0.9716,0.7424,11.31,0,1
IMG-000821,TreatmentA,B03,116.93,261,197.68,733.29,1610.9,196.2,0.5868,0.8331,12.67,1,1
IMG-000822,TreatmentB,B01,97.67,255,140.78,696.26,1470.2,649.9,0.7788,0.9296,15.41,1,0
IMG-000823,Control,B01,89.64,210,141.69,821.55,1485.9,-73.1,0.8445,0.9479,32.39,0,0
IMG-000824,TreatmentB,B03,102.84,260,161.29,897.74,1812.4,1048.5,0.7904,0.9859,16.85,0,1
IMG-000825,TreatmentB,B03,112.98,236,219.47,725.64,1749.5,727.0,0.9813,0.8548,47.08,0,0
IMG-000826,TreatmentA,B03,109.28,235,199.37,755.12,1144.0,299.8,0.728,0.8494,23.67,0,1
IMG-000827,TreatmentA,B01,97.38,266,120.68,726.71,1448.8,467.9,0.7536,0.8658,24.09,1,0
IMG-000828,Control,B02,112.34,232,209.19,513.47,1070.6,484.9,0.8535,0.9004,24.46,0,1
IMG-000829,Control,B01,83.59,238,189.96,371.87,1192.0,-77.9,0.7524,0.8987,23.74,1,1
IMG-000830,TreatmentB,B03,89.93,257,172.21,466.1,841.3,1250.3,0.8861,0.6652,19.3,1,1
IMG-000831,TreatmentB,B02,110.38,252,225.05,604.67,1544.1,664.8,0.7761,0.8872,20.97,1,0
IMG-000832,TreatmentA,B01,108.5,244,242.86,584.65,1436.1,954.7,0.7727,0.9283,13.91,1,0
IMG-000833,Control,B01,90.11,228,186.99,560.76,1418.8,91.7,0.7857,0.9915,26.08,0,1
IMG-000834,Control,B01,101.4,240,189.97,400.12,911.7,351.7,0.7839,0.8661,29.47,0,1
IMG-000835,TreatmentA,B02,95.71,238,151.4,559.25,1434.4,390.1,0.6926,0.9395,15.84,0,1
IMG-000836,TreatmentA,B02,93.65,279,179.42,630.74,1524.4,403.6,0.9404,0.9642,22.82,0,0
IMG-000837,Control,B02,86.24,237,227.54,735.93,1404.2,44.5,0.8164,0.5727,26.91,0,0
IMG-000838,TreatmentB,B03,101.83,244,182.42,434.84,1765.7,586.9,0.7292,0.8839,18.62,0,0
IMG-000839,TreatmentA,B01,94.8,250,192.48,706.72,1529.9,327.5,0.8306,0.9769,17.72,1,1
IMG-000840,TreatmentA,B03,99.22,247,204.44,745.55,1401.2,481.2,0.7725,0.9236,26.46,0,1
IMG-000841,TreatmentA,B03,103.15,208,215.32,910.38,1551.5,316.0,0.8001,0.98,23.24,0,1
IMG-000842,Control,B03,110.76,237,187.91,687.18,1426.7,54.6,0.9487,0.9097,18.14,0,1
IMG-000843,TreatmentB,B01,101.33,235,201.23,848.86,1438.5,872.6,0.9117,0.8832,17.81,0,1
IMG-000844,TreatmentA,B01,123.03,225,191.95,933.69,1556.7,217.3,0.7991,0.9431,19.31,0,1
IMG-000845,TreatmentB,B02,104.22,262,161.96,894.24,1096.6,545.1,0.8607,0.9458,17.5,1,0
IMG-000846,Control,B01,79.98,251,165.9,737.06,1659.5,60.8,0.9595,0.8144,33.55,0,1
IMG-000847,TreatmentA,B02,74.57,251,178.74,790.25,1223.1,854.2,0.8694,0.7966,35.27,1,0
IMG-000848,Control,B01,126.55,231,229.62,1050.45,985.7,95.7,0.8803,0.7946,36.84,0,0
IMG-000849,TreatmentA,B03,52.03,228,203.34,789.2,1871.8,640.3,0.7368,0.8289,21.4,0,1
IMG-000850,Control,B01,88.35,237,222.08,635.99,1254.7,30.1,0.6902,0.8473,26.89,1,1
IMG-000851,TreatmentA,B01,104.33,228,191.42,808.76,1539.5,413.0,0.8397,0.9804,14.12,1,1
IMG-000852,TreatmentA,B03,71.91,257,200.77,689.12,1565.6,251.6,0.9089,0.9196,20.54,0,1
IMG-000853,TreatmentA,B03,109.46,225,132.89,746.39,1655.1,273.2,0.8536,0.9415,32.43,0,0
IMG-000854,TreatmentA,B03,87.22,237,164.23,650.85,1992.5,514.9,0.7638,0.9074,31.94,0,0
IMG-000855,TreatmentB,B01,107.15,257,122.8,839.64,1463.3,866.5,0.7053,0.9564,28.66,1,0
IMG-000856,TreatmentA,B02,90.35,219,137.72,567.95,1476.5,768.8,0.5323,0.985,33.83,1,0
IMG-000857,TreatmentA,B02,106.75,216,218.74,656.04,1628.7,1258.4,0.9053,0.9655,24.43,1,0
IMG-000858,TreatmentB,B01,99.83,243,202.42,661.04,1531.6,555.8,0.6504,0.9109,23.59,0,1
IMG-000859,Control,B02,114.57,230,178.59,519.75,1223.2,-199.4,0.7467,0.9377,21.75,0,1
IMG-000860,Control,B01,92.22,221,215.52,901.36,1477.4,320.1,0.8387,0.8047,32.29,0,0
IMG-000861,TreatmentA,B01,103.22,232,173.25,888.55,1350.2,789.3,0.8325,0.823,27.15,1,1
IMG-000862,Control,B03,108.64,246,192.52,879.46,1500.6,17.0,0.9249,0.9239,15.0,0,1
IMG-000863,TreatmentB,B03,128.75,229,110.11,623.01,1493.6,716.4,0.5475,0.8195,59.09,0,0
IMG-000864,TreatmentB,B02,96.96,247,228.83,792.79,1613.9,1492.4,0.8292,0.848,18.27,1,0
IMG-000865,TreatmentA,B02,126.91,211,171.07,1009.2,1152.8,304.4,0.6552,0.8846,28.58,1,0
IMG-000866,TreatmentB,B02,111.02,246,180.1,768.23,1685.4,1555.2,0.8438,0.9677,24.68,1,1
IMG-000867,Control,B02,117.05,216,200.3,670.8,1400.0,1705.8,0.6655,0.9343,25.54,1,1
IMG-000868,Control,B03,101.48,213,177.17,936.73,1412.5,520.6,0.8738,0.9167,29.74,0,1
IMG-000869,TreatmentB,B01,106.33,255,235.91,666.04,1564.2,1398.3,0.7656,0.8433,18.65,1,0
IMG-000870,TreatmentA,B03,81.06,224,269.37,600.78,1340.4,274.8,0.65,0.9529,29.5,0,0
IMG-000871,TreatmentB,B02,96.51,231,142.36,853.79,1327.6,1108.8,0.7908,0.8947,13.99,1,0
IMG-000872,TreatmentA,B01,103.0,248,207.64,472.88,1331.7,482.6,0.9687,0.8569,30.53,0,1
IMG-000873,TreatmentB,B02,129.33,253,143.8,774.22,1427.4,862.1,0.8195,0.9021,16.38,1,0
IMG-000874,Control,B03,121.02,232,143.62,721.04,1479.7,97.4,0.7647,0.8585,16.14,0,0
IMG-000875,TreatmentA,B01,86.75,212,123.01,810.71,1445.4,699.8,0.7898,0.8713,20.52,1,0
IMG-000876,TreatmentA,B03,102.28,225,222.4,708.29,1674.3,712.2,0.8245,0.9502,26.78,0,0
IMG-000877,TreatmentB,B03,92.63,264,205.95,899.14,1170.4,619.4,0.7882,0.9543,26.18,1,1
IMG-000878,TreatmentB,B01,97.82,278,228.74,746.08,1177.7,530.3,0.9496,0.9577,15.35,1,0
IMG-000879,TreatmentA,B01,93.25,232,248.4,565.65,1646.2,757.9,0.7918,0.8171,20.23,0,0
IMG-000880,TreatmentA,B02,122.54,239,210.42,1027.39,1526.4,460.7,0.7848,0.8899,10.99,0,1
IMG-000881,Control,B03,103.34,258,198.99,588.5,1588.3,287.5,0.7516,0.9119,15.3,1,0
IMG-000882,TreatmentB,B01,112.59,262,155.6,663.87,1299.5,1889.1,0.7236,0.8797,37.45,1,0
IMG-000883,TreatmentB,B01,83.98,252,148.8,931.47,1640.5,1421.1,0.9411,0.8901,22.76,1,0
IMG-000884,TreatmentB,B03,88.12,239,188.86,677.64,1078.5,780.5,0.7491,0.8366,25.83,1,1
IMG-000885,Control,B02,104.9,237,183.36,727.77,1518.5,208.1,0.9094,0.8302,30.18,1,1
IMG-000886,Control,B02,92.13,232,182.19,973.68,1235.1,-32.8,0.8527,0.9041,34.94,0,0
IMG-000887,TreatmentB,B01,114.55,267,113.16,921.3,1472.4,860.3,0.8069,0.9673,19.47,1,0
IMG-000888,TreatmentB,B01,95.32,236,134.78,875.63,1147.1,851.2,0.8424,0.9014,17.49,1,0
IMG-000889,Control,B03,126.12,227,220.07,503.47,1281.7,486.9,0.949,0.972,19.87,0,1
IMG-000890,Control,B02,75.17,248,167.77,928.32,1164.2,-154.0,0.9342,0.9488,46.28,0,0
IMG-000891,TreatmentB,B01,116.57,231,216.17,730.0,1320.8,1660.2,0.8361,0.7876,14.74,1,1
IMG-000892,TreatmentA,B03,107.6,211,164.88,906.18,1453.4,352.1,0.8421,0.9799,13.82,0,0
IMG-000893,TreatmentA,B01,103.21,220,208.99,721.52,1373.4,2402.8,0.8214,0.9942,14.36,1,1
IMG-000894,TreatmentA,B03,86.15,248,172.97,1086.89,1537.2,589.1,0.8669,0.6808,35.67,1,1
IMG-000895,Control,B02,119.38,237,186.03,639.83,1220.8,103.4,0.7707,0.9671,27.89,0,1
IMG-000896,Control,B03,83.51,242,248.1,766.72,1141.2,158.1,0.6986,0.9314,17.06,0,0
IMG-000897,TreatmentB,B01,104.49,269,174.98,676.9,1533.3,579.4,0.6696,0.7699,13.77,1,1
IMG-000898,Control,B03,95.92,219,109.01,683.53,1492.9,119.7,0.9143,0.8045,33.98,0,0
IMG-000899,TreatmentA,B01,83.7,257,159.03,731.19,1776.1,264.6,0.9226,0.9409,23.2,0,0
IMG-000900,TreatmentB,B02,81.83,249,190.77,934.89,1193.0,804.9,0.7012,0.962,24.78,0,1
IMG-000901,TreatmentA,B02,120.75,243,188.27,740.55,1492.6,422.6,0.8759,0.8623,18.21,0,1
IMG-000902,TreatmentA,B01,116.99,241,236.27,645.92,1736.9,887.4,0.6363,0.959,35.95,1,0
IMG-000903,Control,B02,82.33,206,147.41,517.93,1205.0,105.6,0.8682,0.8456,17.14,0,1
IMG-000904,TreatmentA,B02,98.88,260,166.23,706.26,1549.4,204.8,0.7165,0.9789,18.4,1,0
IMG-000905,TreatmentA,B03,84.02,248,152.66,636.64,1799.3,269.7,0.8366,0.9663,21.52,0,0
IMG-000906,TreatmentB,B03,95.79,263,198.04,693.62,1419.6,658.0,0.9048,0.9003,20.59,1,1
IMG-000907,TreatmentB,B01,116.45,258,198.41,587.58,1418.6,504.5,0.8014,0.8491,19.66,1,1
IMG-000908,TreatmentB,B03,80.98,263,185.09,937.32,1285.3,951.3,0.9085,0.9756,46.71,1,1
IMG-000909,TreatmentA,B03,103.33,230,144.59,608.91,1417.2,365.5,0.9099,0.856,30.57,0,0
IMG-000910,Control,B03,91.73,274,245.1,747.19,1420.7,726.2,0.8245,0.8227,19.7,1,0
IMG-000911,Control,B02,117.34,215,173.85,530.66,1647.6,487.7,0.9072,0.936,12.66,0,0
IMG-000912,Control,B03,82.12,237,223.92,793.56,1366.4,1587.3,0.9169,0.8617,36.53,1,0
IMG-000913,TreatmentA,B01,147.48,241,199.88,899.5,1728.1,373.9,0.8226,0.8185,13.06,1,1
IMG-000914,TreatmentA,B03,85.27,257,167.0,782.68,1608.6,302.0,0.9103,0.7536,21.03,0,1
IMG-000915,TreatmentB,B03,97.4,222,188.0,765.87,1658.4,626.0,0.765,0.7948,16.25,0,1
IMG-000916,Control,B01,80.69,245,189.35,704.0,1045.6,699.1,0.8498,0.9019,19.06,1,1
IMG-000917,Control,B01,98.19,234,197.24,682.11,942.0,430.3,0.7375,0.8885,18.23,0,1
IMG-000918,TreatmentB,B03,81.7,267,177.71,433.25,1206.2,849.9,0.859,0.8902,33.45,1,1
IMG-000919,Control,B01,103.36,243,164.02,876.26,1379.6,-34.6,0.7209,0.9809,17.88,1,0
IMG-000920,TreatmentB,B03,91.71,243,183.95,686.86,1124.1,1137.3,0.8001,0.9532,9.88,1,1
IMG-000921,Control,B02,95.46,228,189.01,552.13,1284.0,1793.9,0.8824,0.9269,26.93,1,0
IMG-000922,TreatmentA,B02,86.74,249,212.63,852.71,1016.8,244.7,0.9036,0.9469,23.04,0,0
