sample_id,group,batch,measure_1,resting_potential_mv,input_resistance_mohm,membrane_tau_ms,rheobase_pa,ap_threshold_mv,ap_half_width_ms,max_firing_rate_hz,spike_count,adaptation_index,target_a,target_b
NEU-000228,Control,B03,110.33,-60.61,129.7,14.41,229.4,-36.94,1.289,36.2,97,0.3739,0,1
NEU-000229,Control,B03,90.64,-61.29,205.7,12.5,139.7,-48.9,0.625,33.8,83,0.2983,0,1
NEU-000230,TreatmentB,B03,103.27,-70.49,168.4,9.46,84.6,-35.73,0.607,57.8,81,0.5124,0,0
NEU-000231,Control,B01,101.13,-68.66,283.2,6.69,76.3,-40.54,0.905,40.6,95,0.5738,1,0
NEU-000232,TreatmentB,B03,79.64,-62.81,171.8,16.22,111.9,-44.35,0.781,42.2,87,0.1555,0,0
NEU-000233,Control,B01,91.15,-62.91,212.1,13.06,161.6,-39.58,1.293,61.7,99,0.5364,1,0
NEU-000234,TreatmentB,B03,119.33,-61.03,262.6,10.39,112.7,-37.1,0.923,34.2,102,0.3537,0,1
NEU-000235,Control,B01,78.55,-55.51,236.6,20.55,102.9,-47.53,1.051,38.8,86,0.3964,1,0
NEU-000236,TreatmentB,B01,112.47,-61.66,223.8,18.39,122.2,-43.27,1.833,58.8,88,0.2915,1,1
NEU-000237,TreatmentA,B03,123.73,-62.69,262.3,10.7,123.9,-41.02,0.634,26.7,96,0.4541,0,0
NEU-000238,TreatmentA,B01,117.46,-67.13,400.8,13.33,122.7,-36.33,0.892,87.8,87,0.5854,0,0
NEU-000239,Control,B01,94.14,-61.0,233.9,21.5,168.4,-39.84,1.818,16.9,73,0.4565,0,1
NEU-000240,Control,B03,109.99,-67.29,211.7,8.92,187.8,-49.38,1.268,39.1,83,0.569,0,0
NEU-000241,TreatmentB,B03,83.08,-62.85,355.3,15.11,51.3,-39.38,1.793,56.1,99,0.2992,1,0
NEU-000242,TreatmentB,B03,114.91,-77.07,320.1,16.43,131.6,-51.21,1.298,48.0,97,0.3234,0,0
NEU-000243,TreatmentB,B03,111.46,-64.06,263.0,10.86,104.2,-39.39,1.45,75.3,72,0.3051,1,1
NEU-000244,TreatmentB,B02,105.52,-69.39,289.4,8.31,64.4,-42.34,1.145,24.0,82,0.5136,0,0
NEU-000245,TreatmentB,B02,93.0,-64.33,123.0,10.37,72.4,-35.17,0.726,49.1,90,0.3962,0,1
NEU-000246,Control,B02,91.81,-62.51,100.4,7.28,80.8,-41.58,0.721,31.4,85,0.4763,0,0
NEU-000247,Control,B02,106.96,-69.96,277.9,19.55,169.9,-38.57,1.003,29.6,81,0.4523,0,1
NEU-000248,TreatmentB,B01,122.29,-60.5,126.1,18.16,95.4,-44.41,1.421,61.2,92,0.3804,1,0
NEU-000249,TreatmentB,B01,79.98,-65.79,217.8,9.26,54.2,-43.37,1.41,48.3,89,0.7118,1,0
NEU-000250,TreatmentA,B01,101.8,-65.29,153.7,11.64,105.3,-39.6,0.82,67.1,76,0.1971,0,1
NEU-000251,TreatmentB,B01,114.14,-69.53,165.6,10.61,118.3,-32.07,0.999,56.1,80,0.1413,1,1
NEU-000252,Control,B02,87.51,-65.85,177.4,16.77,204.1,-36.75,0.944,20.0,100,0.5022,1,1
NEU-000253,TreatmentB,B03,94.24,-68.58,228.6,12.87,137.4,-31.91,1.239,50.7,93,0.6348,0,0
NEU-000254,TreatmentA,B01,66.66,-56.37,137.3,15.35,161.8,-39.09,1.681,34.6,69,0.4264,1,0
NEU-000255,TreatmentB,B01,72.09,-68.77,113.1,25.5,106.5,-43.86,1.045,62.6,83,0.2077,1,0
NEU-000256,TreatmentA,B03,104.38,-66.35,217.4,9.81,40.1,-43.52,0.902,56.0,73,0.188,1,1
NEU-000257,TreatmentA,B02,75.19,-65.02,320.7,11.75,129.1,-36.66,0.873,52.6,89,0.3158,0,1
NEU-000258,Control,B02,102.22,-63.08,131.4,12.93,164.6,-43.48,0.735,65.1,84,0.2374,1,1
NEU-000259,Control,B01,102.9,-58.77,336.6,13.5,115.1,-40.85,1.022,39.6,85,0.5499,0,1
NEU-000260,Control,B03,116.61,-57.68,272.2,25.22,130.8,-39.57,2.262,29.9,71,0.6055,1,1
NEU-000261,TreatmentB,B02,96.06,-66.88,170.3,11.11,77.1,-35.73,1.166,49.4,69,0.2485,1,1
NEU-000262,TreatmentB,B02,98.3,-57.25,314.7,19.92,110.1,-43.88,0.856,62.2,76,0.3436,1,0
NEU-000263,TreatmentA,B01,90.83,-67.08,227.8,8.24,117.6,-40.61,0.707,66.0,95,0.5594,0,0
NEU-000264,TreatmentA,B03,71.82,-72.94,233.2,25.8,161.3,-43.07,1.144,37.3,89,0.5353,0,1
NEU-000265,TreatmentA,B03,110.17,-66.61,129.4,7.11,60.7,-40.4,0.998,43.8,84,0.3861,1,1
NEU-000266,TreatmentA,B03,87.29,-54.9,115.9,2.6,132.1,-38.33,0.757,52.8,79,0.2263,0,1
NEU-000267,Control,B01,126.81,-63.96,328.7,10.56,99.4,-48.92,1.447,28.0,79,0.4515,0,1
NEU-000268,TreatmentA,B03,110.99,-65.42,508.5,9.7,80.9,-48.59,0.673,42.5,84,0.3086,0,1
NEU-000269,TreatmentA,B02,96.81,-66.15,169.5,21.6,104.4,-39.56,0.774,25.5,87,0.4774,0,1
NEU-000270,TreatmentA,B01,97.03,-61.1,273.6,11.85,67.3,-39.75,0.769,51.4,100,0.2502,0,1
NEU-000271,TreatmentB,B01,134.62,-69.46,164.4,9.62,103.5,-36.5,0.798,68.4,95,0.233,1,1
NEU-000272,TreatmentA,B02,98.62,-55.92,195.4,15.18,149.3,-38.45,1.027,41.1,84,0.5594,1,0
NEU-000273,TreatmentA,B01,73.2,-57.34,144.4,10.78,54.5,-42.49,0.814,68.2,85,0.6357,1,0
NEU-000274,Control,B03,102.02,-66.31,273.7,10.23,115.2,-39.99,0.898,39.7,85,0.5196,0,0
NEU-000275,TreatmentB,B02,95.46,-71.15,94.3,14.54,59.5,-45.35,1.378,61.5,83,0.5341,1,0
NEU-000276,Control,B02,79.62,-67.28,68.7,10.83,122.6,-43.03,1.18,35.5,96,0.4021,1,1
NEU-000277,TreatmentA,B02,89.23,-64.74,330.9,19.71,151.3,-40.48,1.47,64.8,76,0.6297,1,1
NEU-000278,TreatmentA,B01,104.87,-68.3,234.2,18.32,136.4,-43.83,1.05,43.9,88,0.3801,0,1
NEU-000279,Control,B03,114.3,-58.1,227.8,18.79,159.1,-39.24,0.622,26.9,85,0.36,0,0
NEU-000280,TreatmentB,B03,106.36,-68.45,95.6,15.5,42.6,-42.74,1.472,62.8,81,0.4811,1,0
NEU-000281,Control,B02,101.97,-71.6,91.9,12.93,201.4,-40.17,1.116,31.8,98,0.3909,0,0
NEU-000282,TreatmentA,B02,94.4,-60.85,143.1,7.36,76.4,-37.25,0.904,45.9,95,0.5926,0,0
NEU-000283,Control,B01,122.84,-67.97,145.9,8.53,225.6,-36.03,1.484,37.4,90,0.3327,1,1
NEU-000284,TreatmentB,B03,86.55,-53.65,299.4,14.9,131.8,-39.66,0.653,63.0,89,0.2221,0,0
NEU-000285,Control,B03,123.79,-63.1,180.1,15.49,77.5,-36.94,1.207,50.3,89,0.1965,1,0
NEU-000286,TreatmentB,B01,85.85,-67.35,217.6,16.78,92.7,-47.92,1.317,41.8,93,0.5679,0,1
NEU-000287,TreatmentA,B02,97.5,-67.33,121.4,12.31,125.2,-39.86,0.923,43.1,89,0.2845,0,1
NEU-000288,TreatmentB,B02,90.29,-66.64,140.3,20.71,109.7,-34.87,0.935,56.8,90,0.1584,1,0
NEU-000289,Control,B02,121.51,-61.25,312.4,13.83,110.5,-38.79,1.234,41.1,93,0.4168,0,1
NEU-000290,TreatmentA,B02,85.14,-70.98,159.3,7.45,97.0,-44.91,1.687,72.7,80,0.554,1,0
NEU-000291,TreatmentA,B03,98.92,-62.89,174.2,29.6,146.5,-37.8,1.291,62.8,75,0.1626,1,0
NEU-000292,TreatmentB,B02,110.18,-72.94,85.3,10.59,35.3,-38.42,1.232,59.6,93,0.2209,1,0
NEU-000293,TreatmentB,B02,87.84,-54.52,361.9,10.98,71.5,-45.38,1.268,53.1,80,0.4776,0,0
NEU-000294,TreatmentB,B03,74.21,-72.84,162.3,13.14,116.7,-47.29,1.126,47.3,74,0.43,1,1
NEU-000295,TreatmentA,B03,105.67,-63.94,511.8,6.12,105.5,-44.18,1.601,59.7,91,0.5107,0,0
NEU-000296,TreatmentA,B03,107.16,-76.84,180.5,9.29,102.0,-40.51,0.88,67.3,89,0.3058,0,0
NEU-000297,Control,B01,62.92,-66.78,52.3,18.08,56.1,-38.43,1.265,29.4,89,0.4816,0,1
NEU-000298,Control,B02,102.45,-69.56,96.1,11.74,118.4,-46.54,1.349,38.0,97,0.2893,0,1
NEU-000299,Control,B03,87.22,-58.33,190.6,15.1,108.5,-36.27,1.065,28.1,87,0.4552,0,1
NEU-000300,TreatmentA,B03,104.88,-68.07,393.9,8.44,36.2,-46.57,2.175,56.9,92,0.5111,1,0
NEU-000301,TreatmentB,B03,98.52,-66.72,179.0,10.46,73.2,-46.29,0.939,71.9,86,0.5284,1,0
NEU-000302,TreatmentA,B02,68.64,-64.85,174.3,14.93,148.8,-42.72,1.085,48.8,70,0.4915,1,1
NEU-000303,Control,B02,92.6,-66.41,142.6,20.76,84.1,-45.7,1.844,56.9,80,0.6681,1,1
NEU-000304,TreatmentA,B02,79.82,-70.84,134.7,7.25,124.5,-50.64,1.144,37.7,89,0.5478,0,0
NEU-000305,Control,B03,90.5,-63.62,208.6,21.6,144.0,-43.83,0.933,14.1,99,0.5149,0,1
NEU-000306,Control,B02,100.48,-66.2,193.1,15.08,252.5,-39.07,0.817,10.9,94,0.3427,0,1
NEU-000307,Control,B02,74.55,-66.48,149.6,30.35,146.3,-37.96,0.884,59.4,73,0.2451,1,0
NEU-000308,Control,B02,117.35,-57.57,136.9,11.54,198.7,-37.35,1.829,33.1,86,0.5353,1,0
NEU-000309,TreatmentB,B03,93.06,-65.82,98.7,18.27,65.9,-50.27,0.824,58.0,95,0.6446,1,1
NEU-000310,TreatmentA,B01,98.52,-62.23,196.1,17.51,57.1,-42.24,1.018,61.4,85,0.4719,1,1
NEU-000311,TreatmentB,B02,134.63,-59.11,102.1,10.53,88.3,-33.78,0.907,59.3,101,0.2251,0,1
NEU-000312,TreatmentB,B03,95.6,-68.04,506.1,16.38,96.8,-46.85,0.833,64.0,77,0.1754,0,1
NEU-000313,Control,B01,82.9,-72.86,175.2,14.96,122.3,-43.79,0.891,18.5,76,0.192,1,1
NEU-000314,TreatmentB,B02,83.71,-65.21,126.9,6.59,31.4,-43.63,1.229,59.0,85,0.3097,1,1
NEU-000315,TreatmentB,B01,127.23,-59.77,55.6,17.21,31.1,-45.54,0.908,54.2,84,0.0832,1,0
NEU-000316,TreatmentA,B01,118.09,-64.65,155.5,32.53,113.1,-34.31,0.757,52.7,86,0.3916,0,1
NEU-000317,TreatmentA,B01,106.21,-53.53,236.8,19.6,98.6,-44.74,1.304,45.9,80,0.7664,1,1
NEU-000318,Control,B03,83.42,-61.65,289.9,17.0,132.3,-46.36,1.991,62.1,85,0.3067,1,0
NEU-000319,TreatmentB,B03,85.21,-63.49,108.4,13.62,45.6,-38.17,0.991,53.7,80,0.3302,1,1
NEU-000320,TreatmentA,B02,94.14,-62.17,228.0,20.78,47.0,-44.08,1.703,40.3,92,0.4053,0,1
NEU-000321,Control,B03,85.73,-64.85,223.1,18.38,141.6,-45.76,1.192,52.7,89,0.6635,1,1
NEU-000322,Control,B01,92.97,-54.78,144.2,10.51,146.0,-40.93,0.99,41.9,87,0.2891,1,0
NEU-000323,Control,B03,103.14,-72.04,95.4,24.65,147.5,-41.94,1.319,48.8,90,0.5692,0,1
NEU-000324,TreatmentB,B02,88.13,-66.87,185.0,11.12,103.1,-40.3,0.931,46.0,76,0.4669,0,1
NEU-000325,Control,B03,116.88,-57.93,95.6,25.37,140.9,-41.23,0.787,23.2,76,0.4522,0,1
NEU-000326,TreatmentB,B02,89.22,-70.7,180.1,7.39,119.4,-46.98,1.09,81.0,74,0.5516,1,0
NEU-000327,Control,B03,104.9,-63.55,119.6,14.29,150.1,-47.15,1.245,39.7,112,0.5894,1,1
NEU-000328,TreatmentA,B02,89.54,-64.91,240.8,9.02,97.9,-38.4,0.811,58.4,93,0.3414,1,1
NEU-000329,TreatmentA,B02,89.9,-57.56,199.5,5.99,139.7,-40.54,0.778,58.5,79,0.4052,1,0
NEU-000330,Control,B01,100.62,-65.23,216.5,12.39,128.5,-38.77,1.106,23.8,78,0.5623,0,1
NEU-000331,TreatmentA,B01,135.66,-51.92,172.6,12.45,137.8,-38.64,1.246,34.1,97,0.5504,0,0
NEU-000332,Control,B02,92.87,-64.28,212.3,28.22,146.0,-43.75,1.264,52.4,65,0.1502,1,0
NEU-000333,TreatmentA,B01,101.22,-56.77,149.6,19.28,76.5,-44.9,0.783,31.6,93,0.6397,0,1
NEU-000334,TreatmentB,B02,108.14,-66.1,305.0,13.95,105.5,-40.15,0.77,76.6,90,0.2727,1,1
NEU-000335,Control,B03,119.47,-56.4,204.8,23.92,114.1,-48.33,0.772,47.2,75,0.3038,1,0
NEU-000336,TreatmentA,B02,89.81,-71.79,86.7,14.32,178.1,-39.6,1.196,51.9,90,0.4524,1,0
NEU-000337,Control,B01,120.13,-63.02,190.7,8.9,96.0,-40.87,0.807,27.7,86,0.3476,0,1
NEU-000338,Control,B03,83.18,-70.0,145.3,22.1,183.1,-41.53,0.819,36.0,94,0.6431,0,1
NEU-000339,Control,B03,88.86,-67.4,119.7,9.56,204.9,-43.32,0.96,36.6,85,0.3633,1,1
NEU-000340,TreatmentA,B02,101.47,-56.51,165.9,10.17,134.0,-40.08,1.762,56.8,83,0.0604,1,1
NEU-000341,TreatmentB,B01,125.93,-66.6,99.7,13.28,85.3,-34.11,1.275,46.3,91,0.613,1,1
NEU-000342,TreatmentB,B01,91.03,-71.57,143.2,13.39,19.0,-46.64,0.96,62.9,82,0.4903,0,0
NEU-000343,Control,B02,102.98,-66.03,239.2,9.75,123.7,-40.59,1.058,33.8,77,0.3813,1,1
NEU-000344,Control,B01,90.97,-65.42,187.8,19.41,174.1,-44.36,0.938,38.2,73,0.36,0,1
NEU-000345,Control,B01,88.54,-55.88,201.3,35.38,170.6,-37.18,2.081,32.3,91,0.6726,0,1
NEU-000346,TreatmentA,B02,101.46,-68.03,145.8,9.87,78.5,-45.6,1.189,43.7,116,0.5902,1,0
NEU-000347,Control,B02,95.25,-62.87,101.4,12.28,155.6,-44.56,1.095,43.7,81,0.7002,1,0
NEU-000348,TreatmentA,B02,108.36,-66.92,129.2,13.0,157.7,-42.36,1.02,62.4,81,0.4446,1,0
NEU-000349,Control,B03,82.2,-67.49,91.6,24.4,101.2,-40.99,1.159,19.9,91,0.3708,0,1
NEU-000350,TreatmentA,B01,99.71,-65.86,285.4,16.38,100.3,-33.75,1.209,32.9,69,0.4104,1,1
NEU-000351,Control,B01,97.71,-59.6,180.5,7.48,107.8,-42.07,0.74,56.8,86,0.7012,0,0
NEU-000352,Control,B03,97.74,-55.28,441.6,17.49,83.0,-38.69,0.599,40.9,76,0.8232,0,1
NEU-000353,TreatmentA,B01,89.68,-53.21,270.2,17.87,109.8,-39.43,1.376,46.8,78,0.5146,0,0
NEU-000354,Control,B03,137.69,-61.9,232.8,30.92,149.0,-38.33,1.622,45.9,82,0.5651,1,1
NEU-000355,TreatmentB,B01,94.82,-60.09,62.0,17.16,99.8,-47.49,1.781,66.9,74,0.4014,1,0
NEU-000356,TreatmentB,B02,83.8,-71.48,285.7,7.47,80.7,-44.87,1.005,62.7,87,0.3299,0,1
NEU-000357,TreatmentA,B01,116.94,-68.09,100.6,13.77,74.4,-35.8,1.632,43.9,78,0.3757,1,1
NEU-000358,TreatmentB,B02,107.73,-66.79,271.1,7.77,115.3,-46.07,0.86,48.5,76,0.3415,0,1
NEU-000359,TreatmentA,B01,118.66,-67.15,256.4,14.78,109.4,-48.47,1.149,62.8,87,0.5564,1,1
NEU-000360,TreatmentA,B02,103.23,-70.74,186.2,9.97,164.0,-37.93,0.878,48.0,88,0.4228,0,0
NEU-000361,Control,B02,99.7,-62.35,255.9,14.1,153.1,-44.99,1.78,29.5,105,0.5626,0,1
NEU-000362,Control,B02,89.95,-72.86,112.1,9.89,148.8,-44.12,0.856,34.6,85,0.3628,0,0
NEU-000363,TreatmentB,B01,93.82,-60.42,100.1,7.5,81.0,-47.07,1.032,33.0,78,0.4156,1,0
NEU-000364,TreatmentB,B01,74.84,-78.17,121.9,13.8,39.7,-36.39,1.403,51.3,78,0.2028,1,0
NEU-000365,TreatmentB,B03,99.64,-72.97,281.2,19.23,123.2,-46.14,0.629,87.0,85,0.3846,1,0
NEU-000366,TreatmentA,B03,84.27,-73.41,427.4,13.51,141.4,-42.37,1.09,12.9,96,0.453,0,1
NEU-000367,TreatmentB,B03,93.55,-63.54,175.0,14.8,56.5,-37.28,1.117,65.3,78,0.4601,1,1
NEU-000368,TreatmentB,B03,108.54,-63.81,186.3,20.06,74.0,-39.71,1.683,60.2,82,0.6853,1,1
NEU-000369,TreatmentA,B02,109.32,-65.1,82.1,10.82,149.0,-44.13,1.108,35.0,98,0.2245,0,0
NEU-000370,TreatmentB,B01,114.97,-64.97,123.9,13.38,101.1,-39.86,0.795,58.6,92,0.4802,1,1
NEU-000371,Control,B02,112.34,-63.61,337.4,9.57,163.2,-42.37,1.175,37.0,82,0.4419,0,1
NEU-000372,Control,B01,103.32,-52.72,121.7,10.02,72.8,-41.14,2.035,27.0,72,0.6796,1,0
NEU-000373,TreatmentA,B03,78.44,-61.13,146.4,6.82,103.6,-39.72,0.762,24.3,97,0.6646,1,0
NEU-000374,TreatmentA,B03,88.87,-63.21,228.8,21.1,90.1,-40.77,1.354,48.6,84,0.5694,1,1
NEU-000375,TreatmentB,B01,109.72,-67.02,230.9,9.2,93.0,-48.11,1.138,62.2,81,0.5484,1,1
NEU-000376,Control,B03,94.77,-64.53,193.8,10.5,104.0,-38.55,0.819,57.0,73,0.1288,1,1
NEU-000377,TreatmentA,B03,122.06,-67.88,90.6,15.02,117.1,-48.76,0.856,62.3,77,0.8049,1,1
NEU-000378,Control,B01,101.82,-63.92,171.0,16.35,140.9,-37.5,1.035,42.3,76,0.7526,0,1
NEU-000379,TreatmentB,B02,98.74,-68.86,148.0,22.13,69.4,-33.95,1.115,71.4,81,0.1079,0,0
NEU-000380,TreatmentA,B03,113.01,-66.1,245.4,12.72,125.1,-39.05,0.865,31.1,90,0.1827,0,0
NEU-000381,TreatmentA,B02,103.45,-59.61,117.7,37.69,160.5,-40.18,1.328,55.6,87,0.313,1,0
NEU-000382,Control,B01,102.18,-55.55,151.5,9.85,145.4,-43.38,1.307,50.9,85,0.6351,0,0
NEU-000383,TreatmentA,B01,94.4,-60.3,362.7,14.01,105.8,-43.82,0.778,46.9,89,0.1989,0,1
NEU-000384,TreatmentB,B02,92.43,-63.73,242.2,12.87,28.4,-40.09,0.713,66.8,81,0.5929,1,1
NEU-000385,TreatmentB,B03,99.04,-62.36,65.7,10.23,84.9,-41.76,1.02,48.1,88,0.3668,0,1
NEU-000386,Control,B02,82.36,-70.25,481.8,8.69,201.3,-36.49,1.133,48.5,81,0.5535,0,0
NEU-000387,TreatmentA,B02,102.66,-60.71,105.0,14.23,77.8,-37.24,1.337,26.0,94,0.3786,1,1
NEU-000388,TreatmentA,B02,104.36,-67.66,60.3,10.04,96.0,-38.53,1.436,64.2,93,0.2283,1,1
NEU-000389,TreatmentB,B02,79.05,-68.67,199.5,20.13,104.5,-42.95,0.831,40.3,76,0.3337,1,1
NEU-000390,Control,B02,110.23,-62.84,255.8,13.47,131.4,-39.53,0.849,49.0,85,0.3569,1,1
NEU-000391,Control,B01,110.51,-67.28,242.4,7.68,135.3,-36.18,1.007,27.3,82,0.6088,0,0
NEU-000392,TreatmentA,B02,90.45,-60.07,207.4,22.43,172.1,-44.86,0.756,48.2,108,0.3207,0,0
NEU-000393,Control,B01,113.76,-68.54,321.8,12.83,145.2,-42.03,1.358,15.8,73,0.5767,0,1
NEU-000394,TreatmentB,B02,119.52,-63.81,358.6,10.19,127.9,-35.88,1.204,67.2,93,0.2773,1,1
NEU-000395,Control,B01,108.57,-61.07,251.0,14.69,131.0,-45.77,1.959,26.8,86,0.2921,0,0
NEU-000396,TreatmentA,B01,83.44,-61.12,134.8,16.34,148.2,-45.13,1.702,44.8,75,0.245,1,1
NEU-000397,TreatmentB,B03,101.79,-72.71,123.6,16.48,99.5,-37.42,0.953,63.8,108,0.4261,1,0
NEU-000398,Control,B03,77.85,-75.94,132.6,13.96,91.4,-42.76,0.958,24.5,94,0.493,1,0
NEU-000399,Control,B01,99.4,-60.07,144.7,18.87,174.0,-39.68,1.057,30.5,86,0.4167,0,1
NEU-000400,Control,B02,74.38,-61.93,165.6,5.04,192.7,-35.03,1.202,61.5,78,0.4033,1,1
NEU-000401,TreatmentA,B03,89.31,-72.53,324.4,33.52,98.7,-44.08,0.909,53.6,77,0.2993,0,0
NEU-000402,TreatmentB,B01,95.75,-71.58,213.1,11.41,92.7,-45.89,1.233,59.2,98,0.1697,1,1
NEU-000403,TreatmentA,B02,87.49,-70.14,278.5,11.0,100.1,-50.04,1.098,47.7,90,0.6857,0,0
NEU-000404,TreatmentB,B02,103.86,-67.46,414.8,20.74,46.8,-44.3,1.101,68.9,84,0.4844,1,1
NEU-000405,Control,B01,110.05,-66.92,104.9,14.74,154.2,-43.77,1.053,52.9,86,0.5525,1,1
NEU-000406,TreatmentB,B02,90.46,-70.41,139.4,22.98,63.1,-42.4,1.284,60.8,88,0.4519,0,0
NEU-000407,Control,B01,97.88,-68.28,209.5,9.15,98.0,-46.64,0.804,42.5,78,0.3071,1,1
NEU-000408,TreatmentA,B02,96.54,-56.16,138.3,9.48,152.2,-37.09,1.527,30.1,90,0.433,1,0
NEU-000409,TreatmentA,B01,92.19,-56.83,219.0,23.3,92.6,-39.04,1.109,37.2,67,0.5308,0,1
NEU-000410,TreatmentB,B03,89.16,-64.61,223.8,6.7,36.8,-38.83,2.017,42.3,88,0.5624,1,0
NEU-000411,Control,B02,79.9,-65.19,195.6,14.9,85.4,-39.73,1.116,45.6,79,0.4088,0,1
NEU-000412,TreatmentB,B03,115.93,-72.36,356.6,13.77,91.2,-47.58,0.659,63.5,99,0.5147,0,0
NEU-000413,Control,B03,86.83,-62.56,157.8,34.01,157.6,-37.6,1.083,21.8,91,0.5127,1,1
NEU-000414,Control,B01,105.11,-66.34,141.9,9.86,132.5,-48.13,1.814,46.7,78,0.3095,0,1
NEU-000415,TreatmentB,B02,98.5,-62.5,124.3,15.84,50.6,-39.57,0.621,62.9,96,0.2972,1,0
NEU-000416,Control,B01,113.18,-61.5,225.9,13.27,174.7,-42.6,0.994,40.3,74,0.63,1,0
NEU-000417,Control,B01,111.28,-58.84,212.8,17.86,177.3,-44.09,1.078,13.7,104,0.5528,0,1
NEU-000418,TreatmentA,B03,107.59,-72.0,260.6,14.0,122.4,-43.22,1.234,34.5,93,0.3239,0,0
NEU-000419,TreatmentA,B02,104.38,-68.59,478.3,9.1,123.5,-39.25,1.233,77.5,76,0.4938,0,0
NEU-000420,TreatmentB,B01,97.39,-69.73,235.1,20.38,130.5,-37.95,0.931,24.6,77,0.1816,0,0
NEU-000421,TreatmentB,B01,96.39,-69.74,278.2,15.49,109.2,-42.22,0.81,47.8,99,0.3023,0,0
NEU-000422,Control,B03,71.94,-67.87,145.1,10.46,140.0,-45.45,0.793,35.0,87,0.3925,0,0
NEU-000423,TreatmentA,B01,84.55,-71.95,166.9,13.06,151.2,-42.59,1.547,54.9,85,0.4855,1,0
NEU-000424,TreatmentB,B03,90.43,-66.94,194.2,8.51,83.6,-42.15,0.964,47.3,98,0.5205,1,0
NEU-000425,TreatmentB,B02,97.93,-60.09,144.0,7.83,70.8,-36.8,1.509,60.8,104,0.3135,1,1
NEU-000426,TreatmentB,B02,118.56,-74.06,218.3,9.54,81.5,-46.99,1.478,81.3,118,0.3671,1,0
NEU-000427,TreatmentA,B01,95.96,-67.22,336.7,10.71,105.6,-44.11,0.955,52.8,102,0.4838,0,0
NEU-000428,TreatmentA,B02,94.88,-57.45,127.9,10.67,100.4,-39.15,1.718,41.4,83,0.5162,1,0
NEU-000429,TreatmentA,B03,74.96,-68.04,234.9,8.71,144.0,-42.91,1.196,47.1,75,0.5258,1,0
NEU-000430,TreatmentA,B01,122.21,-58.86,246.3,19.24,63.4,-30.9,1.39,21.7,79,0.2395,0,0
NEU-000431,TreatmentA,B03,97.36,-56.2,163.1,13.49,129.8,-37.19,0.578,55.2,97,0.4965,0,0
NEU-000432,Control,B03,103.51,-65.51,314.5,7.84,149.5,-34.32,0.736,63.2,97,0.1147,1,1
NEU-000433,TreatmentA,B03,109.69,-60.76,298.0,22.32,65.5,-48.34,0.772,55.5,92,0.6933,0,1
NEU-000434,TreatmentA,B02,113.38,-72.66,232.0,14.46,118.8,-39.48,1.066,59.9,69,0.5614,0,0
NEU-000435,TreatmentA,B01,86.38,-67.71,303.8,13.65,55.3,-46.26,0.966,56.1,73,0.331,0,1
NEU-000436,TreatmentB,B02,115.45,-57.7,250.2,7.19,103.0,-41.04,1.406,56.9,89,0.2112,0,1
NEU-000437,Control,B03,127.83,-55.66,278.4,19.83,95.1,-35.02,1.015,48.8,77,0.3778,1,0
NEU-000438,Control,B03,104.6,-62.65,108.2,13.41,133.0,-39.73,1.586,25.8,81,0.1976,0,1
NEU-000439,TreatmentB,B01,91.02,-70.3,214.2,12.84,79.4,-36.89,0.679,60.4,85,0.3701,0,0
NEU-000440,TreatmentA,B02,100.58,-58.28,237.9,9.29,191.3,-48.15,1.02,16.1,96,0.3254,0,1
NEU-000441,TreatmentA,B01,99.36,-61.57,250.8,13.33,90.5,-38.03,1.072,19.5,93,0.6789,0,1
NEU-000442,TreatmentB,B01,100.74,-64.87,206.5,10.45,103.8,-40.74,0.686,65.8,81,0.2247,0,1
NEU-000443,TreatmentA,B03,103.67,-72.1,272.9,7.57,76.4,-40.62,1.033,51.6,83,0.5588,0,0
NEU-000444,TreatmentA,B02,118.57,-67.48,231.5,13.92,55.4,-44.19,1.277,36.6,81,0.5297,0,1
NEU-000445,Control,B03,76.43,-69.91,257.0,12.62,192.9,-48.36,1.119,6.4,98,0.212,0,0
NEU-000446,TreatmentA,B02,83.41,-54.78,78.4,20.14,133.9,-37.79,0.965,66.1,68,0.3272,1,0
NEU-000447,TreatmentB,B02,105.58,-63.66,212.8,16.24,31.1,-43.08,0.697,45.5,93,0.3238,1,1
NEU-000448,Control,B01,81.08,-72.35,89.5,18.98,81.7,-46.4,0.979,14.2,78,0.2576,0,0
NEU-000449,TreatmentB,B02,90.54,-60.42,192.5,7.56,111.8,-47.76,0.83,52.3,87,0.3245,0,1
NEU-000450,TreatmentA,B03,82.08,-72.94,130.0,26.54,61.2,-43.01,1.467,67.5,90,0.3847,1,0
NEU-000451,Control,B01,110.41,-65.7,97.9,17.17,103.7,-42.89,0.663,31.7,92,0.3206,0,1
NEU-000452,TreatmentA,B03,68.83,-67.01,130.0,22.42,71.5,-37.09,1.521,49.4,70,0.4024,1,1
NEU-000453,TreatmentA,B01,96.71,-60.19,238.4,12.91,121.4,-46.24,1.345,37.0,95,0.3218,1,1
NEU-000454,TreatmentB,B01,106.93,-68.42,294.1,13.81,52.8,-41.72,1.863,78.1,76,0.4601,1,1
NEU-000455,TreatmentA,B02,97.53,-62.64,185.3,9.98,104.1,-38.14,0.743,45.2,80,0.5076,1,0
NEU-000456,TreatmentA,B01,108.9,-68.54,166.6,33.49,128.8,-51.65,1.187,34.6,85,0.6249,1,1
