sample_id,group,batch,measure_1,tx_count_total,genes_detected,mito_fraction,ribo_fraction,mean_gc_percent,duplication_rate,median_tx_length,counts_gene_of_interest,target_a,target_b
GEN-000256,Control,B03,89.03,1503069,15191,0.0573,0.2671,44.08,0.4205,861,536,1,1
GEN-000257,TreatmentB,B01,95.43,1711242,13006,0.0329,0.1116,49.76,0.2073,2217,721,0,0
GEN-000258,Control,B01,97.97,1437400,16785,0.0449,0.1583,46.6,0.0773,724,85,1,1
GEN-000259,TreatmentA,B03,115.53,1141167,16946,0.0483,0.1266,46.29,0.0927,3126,1350,1,1
GEN-000260,TreatmentB,B02,111.28,1408381,16016,0.0808,0.1256,46.58,0.0698,961,518,0,1
GEN-000261,TreatmentB,B03,99.69,1123321,14015,0.0154,0.2365,48.41,0.315,856,738,1,1
GEN-000262,Control,B03,158.46,4031018,16651,0.0554,0.1961,48.08,0.1127,1945,546,1,0
GEN-000263,TreatmentA,B02,103.77,1148818,15215,0.0153,0.1917,46.8,0.1532,1554,1995,1,1
GEN-000264,TreatmentB,B01,103.5,769814,14877,0.0149,0.2229,43.52,0.2771,1489,882,1,0
GEN-000265,TreatmentB,B02,95.18,1481343,12392,0.1284,0.085,45.33,0.0921,807,824,0,1
GEN-000266,TreatmentA,B01,88.02,789928,15755,0.0021,0.2684,43.01,0.145,2130,415,1,0
GEN-000267,Control,B01,115.9,2091440,13891,0.0335,0.2536,47.52,0.2859,1193,-146,0,1
GEN-000268,TreatmentA,B01,115.18,4082010,15094,0.0313,0.0751,45.22,0.1393,866,149,1,1
GEN-000269,Control,B03,95.68,2998952,10883,0.081,0.0914,46.39,0.1971,2641,-25,0,1
GEN-000270,TreatmentB,B01,89.63,514022,15579,0.0485,0.0512,45.83,0.194,1198,405,0,0
GEN-000271,TreatmentA,B02,85.51,869027,14316,0.0477,0.1621,47.08,0.1775,1367,291,0,1
GEN-000272,TreatmentA,B01,99.33,1104152,11325,0.0907,0.0822,46.07,0.1359,713,902,1,1
GEN-000273,TreatmentA,B03,97.95,1499771,15678,0.0593,0.1846,48.33,0.1741,3589,31,1,0
GEN-000274,TreatmentB,B03,105.97,2259360,11450,0.0259,0.1452,49.2,0.1741,2359,890,1,0
GEN-000275,TreatmentB,B03,95.68,1333985,14161,0.0027,0.1563,45.06,0.1317,3585,585,1,0
GEN-000276,TreatmentA,B01,105.77,1886698,15985,0.0589,0.1937,45.91,0.163,1807,945,1,1
GEN-000277,TreatmentB,B01,73.42,3920260,18768,0.0213,0.1072,43.97,0.2176,1628,450,1,0
GEN-000278,TreatmentA,B01,109.29,688123,18371,0.0806,0.1533,46.4,0.1898,1020,199,1,1
GEN-000279,Control,B02,102.0,3327954,11646,0.0175,0.0858,48.59,0.164,1918,-131,0,0
GEN-000280,TreatmentA,B02,121.56,3235057,14651,0.0373,0.1872,45.55,0.201,1002,693,1,1
GEN-000281,TreatmentA,B02,88.25,787039,16950,0.0556,0.2501,45.61,0.0582,1801,443,1,0
GEN-000282,Control,B02,111.53,2941170,11277,0.0321,0.0772,46.66,0.2389,1567,-49,0,0
GEN-000283,Control,B01,97.78,1786120,11066,0.1557,0.186,49.12,0.228,2023,1358,0,0
GEN-000284,TreatmentA,B01,93.67,2152807,14416,0.0405,0.2095,47.69,0.1231,1038,69,1,0
GEN-000285,Control,B03,81.15,880090,14766,0.0285,0.2292,48.33,0.211,2577,-18,1,1
GEN-000286,Control,B03,95.11,2444532,12503,0.0252,0.1364,47.41,0.2502,1564,-178,0,1
GEN-000287,TreatmentB,B03,81.73,845199,14674,0.0223,0.0727,49.91,0.1536,1589,482,1,0
GEN-000288,TreatmentB,B01,95.26,2158665,14220,0.0555,0.089,46.34,0.1575,1469,445,0,1
GEN-000289,TreatmentB,B01,89.73,1335861,18740,0.0261,0.1592,45.49,0.1023,861,546,1,0
GEN-000290,TreatmentA,B03,115.08,1294343,12650,0.0434,0.2127,46.56,0.1947,1662,619,0,1
GEN-000291,TreatmentA,B02,95.41,1125167,16557,0.0198,0.1168,46.88,0.241,1663,323,1,1
GEN-000292,Control,B03,102.36,902501,10485,0.178,0.101,45.09,0.1178,1711,72,0,1
GEN-000293,TreatmentB,B01,99.38,2269254,16107,0.0444,0.1183,48.13,0.1813,1230,545,0,0
GEN-000294,TreatmentB,B03,90.69,1495307,11805,0.0992,0.1165,45.45,0.1346,1957,671,0,1
GEN-000295,TreatmentA,B01,92.49,945527,15309,0.0235,0.12,43.31,0.2055,1933,349,1,0
GEN-000296,TreatmentB,B02,106.75,849646,13540,0.0757,0.2006,46.89,0.2005,1620,292,0,1
GEN-000297,TreatmentA,B02,112.28,2434167,13750,0.111,0.2562,46.85,0.1441,1261,20,0,1
GEN-000298,TreatmentB,B03,94.45,2458915,14253,0.0344,0.1843,45.88,0.1328,1327,1058,1,0
GEN-000299,TreatmentA,B03,106.56,2623180,15390,0.0588,0.2073,45.4,0.1643,1316,445,1,1
GEN-000300,TreatmentB,B03,90.99,2656552,13643,0.0487,0.0965,43.8,0.0607,1143,439,0,0
GEN-000301,Control,B02,125.67,2482122,17003,0.0382,0.1345,47.12,0.2031,1203,-6,0,1
GEN-000302,Control,B01,103.13,1653791,18306,0.0111,0.1584,44.38,0.2921,2242,571,1,0
GEN-000303,TreatmentB,B01,85.85,3758576,12193,0.0582,0.2218,43.24,0.1357,1526,860,1,0
GEN-000304,TreatmentA,B01,85.09,1610529,10867,0.0229,0.2191,44.5,0.1824,1448,123,0,0
GEN-000305,TreatmentB,B02,107.01,520488,19347,0.0501,0.2735,47.49,0.1455,1222,460,0,0
GEN-000306,TreatmentB,B02,100.24,2323411,20136,0.1058,0.2596,46.56,0.2002,848,668,1,1
GEN-000307,TreatmentA,B01,88.96,500970,16358,0.05,0.1206,46.22,0.3954,1148,942,1,1
GEN-000308,TreatmentB,B01,106.71,2401322,13267,0.0877,0.3005,47.29,0.1727,939,580,0,1
GEN-000309,Control,B03,89.53,2402524,10420,0.05,0.1672,45.66,0.1983,1467,327,0,1
GEN-000310,TreatmentB,B01,104.9,3872040,15712,0.0567,0.1284,48.37,0.0783,1111,1208,1,0
GEN-000311,TreatmentA,B02,138.07,1955001,17857,0.0163,0.1617,48.23,0.2124,1576,222,1,1
GEN-000312,TreatmentB,B01,108.18,1373263,15340,0.0425,0.0624,45.47,0.2433,866,364,1,1
GEN-000313,TreatmentB,B01,98.62,3208648,16790,0.0532,0.0531,46.98,0.0696,1344,590,1,1
GEN-000314,TreatmentA,B01,103.15,1681180,19049,0.0275,0.0375,46.75,0.1602,1146,79,1,1
GEN-000315,TreatmentB,B01,99.23,2266179,17361,0.0663,0.0633,47.01,0.1412,1087,448,1,1
GEN-000316,TreatmentB,B02,82.97,800152,15428,0.0195,0.129,43.97,0.4091,2100,363,0,1
GEN-000317,Control,B02,113.35,950792,13433,0.0274,0.1387,48.45,0.2019,1525,671,0,1
GEN-000318,Control,B01,113.67,1382349,14229,0.0622,0.1275,44.52,0.1393,1489,90,0,1
GEN-000319,TreatmentB,B03,108.21,1907370,15436,0.0091,0.1551,43.92,0.1968,1858,694,1,1
GEN-000320,TreatmentB,B03,113.97,1199464,15823,0.0307,0.1313,47.04,0.3367,2154,644,1,1
GEN-000321,TreatmentB,B01,98.75,1526879,15132,0.0315,0.1639,46.56,0.1016,1018,434,1,1
GEN-000322,TreatmentA,B02,115.45,1788997,11873,0.0395,0.089,44.68,0.208,2486,215,0,0
GEN-000323,TreatmentB,B02,78.49,696210,13480,0.0453,0.1371,43.58,0.0916,1966,729,1,0
GEN-000324,TreatmentB,B03,117.7,1608564,13362,0.0372,0.2775,48.36,0.3798,2086,517,0,1
GEN-000325,TreatmentB,B02,109.15,2139414,17290,0.1093,0.0627,48.95,0.1415,1453,899,1,1
GEN-000326,TreatmentA,B03,135.62,1095980,16874,0.0247,0.1298,46.94,0.1061,786,314,1,1
GEN-000327,TreatmentB,B02,86.35,229283,15572,0.0391,0.2496,46.34,0.2652,1108,726,1,1
GEN-000328,Control,B01,68.38,508702,14896,0.1097,0.0704,48.17,0.2316,2132,126,0,0
GEN-000329,TreatmentA,B02,92.91,1904451,11769,0.0118,0.1151,45.94,0.1884,1267,176,0,1
GEN-000330,TreatmentB,B01,99.27,2676716,15262,0.0304,0.2151,45.06,0.1451,1323,654,1,1
GEN-000331,TreatmentB,B01,109.59,1539575,16692,0.085,0.157,43.03,0.0772,1510,426,0,0
GEN-000332,TreatmentB,B03,86.93,1121820,15184,0.0743,0.1781,47.43,0.2448,850,326,1,1
GEN-000333,Control,B02,111.2,1989148,11787,0.1271,0.0339,43.01,0.2288,1329,-89,0,0
GEN-000334,TreatmentA,B03,102.36,3082259,12755,0.0193,0.0849,45.05,0.2075,2072,774,1,0
GEN-000335,Control,B03,108.19,1980059,13262,0.056,0.118,47.27,0.2839,1364,-102,0,0
GEN-000336,TreatmentB,B03,88.66,2162128,9807,0.0185,0.1826,50.1,0.2358,1367,580,0,0
GEN-000337,Control,B02,108.19,2719428,14704,0.1052,0.1872,47.84,0.0987,2309,-77,0,0
GEN-000338,TreatmentB,B01,94.12,1233042,15080,0.0421,0.1454,44.16,0.0312,2456,761,1,0
GEN-000339,TreatmentB,B01,79.45,851919,12467,0.0263,0.1176,43.73,0.151,4054,414,0,0
GEN-000340,TreatmentB,B01,95.23,2263167,14250,0.0906,0.1504,48.25,0.0784,1632,491,1,0
GEN-000341,Control,B01,105.82,844898,12617,0.01,0.1791,48.37,0.1047,2160,-132,0,0
GEN-000342,Control,B02,107.56,594037,14455,0.0226,0.1193,46.8,0.31,1701,-171,0,1
GEN-000343,TreatmentB,B02,95.2,3468523,15747,0.0488,0.1581,44.49,0.1656,2262,658,1,0
GEN-000344,Control,B01,72.95,1450247,13554,0.0157,0.1764,44.72,0.1797,920,88,0,0
GEN-000345,TreatmentB,B01,109.64,1845869,16389,0.0118,0.2416,46.31,0.0975,1750,1564,1,0
GEN-000346,TreatmentA,B02,69.39,1959550,20715,0.0386,0.124,47.29,0.3544,1181,221,1,0
GEN-000347,Control,B01,98.29,661292,13439,0.0144,0.1254,41.87,0.356,1202,338,1,0
GEN-000348,Control,B02,89.85,1037095,13966,0.0151,0.1296,50.09,0.1635,1179,-154,1,0
GEN-000349,TreatmentA,B03,88.57,1837458,13096,0.0349,0.1695,45.45,0.3539,2084,969,1,1
GEN-000350,TreatmentB,B02,76.04,1760470,15002,0.0038,0.1699,45.77,0.3398,2439,267,1,0
GEN-000351,TreatmentA,B03,113.49,1663519,13276,0.0407,0.0459,45.79,0.4834,1525,93,0,0
GEN-000352,TreatmentB,B01,106.64,2616646,12018,0.0508,0.179,45.79,0.0704,2870,417,1,0
GEN-000353,TreatmentA,B02,132.67,511717,14341,0.0665,0.1711,46.16,0.2927,1476,807,1,1
GEN-000354,TreatmentA,B03,97.76,1111076,16819,0.02,0.1156,45.21,0.2222,1305,127,0,1
GEN-000355,TreatmentA,B01,114.54,793490,14358,0.0973,0.1016,45.38,0.1152,2668,157,0,1
GEN-000356,TreatmentB,B01,131.67,1782282,16284,0.1215,0.1446,50.14,0.083,2355,452,0,0
GEN-000357,TreatmentA,B03,103.5,1804229,13844,0.0089,0.2684,47.43,0.1486,2884,204,1,0
GEN-000358,Control,B01,111.47,2947313,17483,0.1251,0.1897,46.51,0.3431,3256,-77,0,1
GEN-000359,Control,B03,112.24,1757796,13007,0.0382,0.1225,44.98,0.0933,1246,853,1,1
GEN-000360,Control,B02,83.91,301964,16889,0.0149,0.157,43.43,0.1714,1944,487,1,0
GEN-000361,Control,B01,101.73,881787,14313,0.0543,0.1717,45.23,0.1431,2189,22,1,0
GEN-000362,TreatmentA,B02,109.05,1426056,13226,0.0936,0.2422,46.9,0.0567,2403,279,0,0
GEN-000363,Control,B01,117.17,763871,17184,0.064,0.2069,47.92,0.1856,1689,-53,0,1
GEN-000364,TreatmentB,B02,103.37,1238227,15330,0.1379,0.1501,44.46,0.1228,1321,381,0,0
GEN-000365,TreatmentB,B01,120.47,1917581,16696,0.0532,0.1173,47.64,0.205,2261,606,1,1
GEN-000366,TreatmentB,B03,102.28,2780121,15484,0.0741,0.199,41.36,0.4653,1837,806,0,0
GEN-000367,Control,B03,103.54,1373882,14965,0.015,0.1367,42.66,0.1432,1369,59,0,0
GEN-000368,TreatmentB,B02,102.75,845974,20253,0.0259,0.1598,43.36,0.2775,1055,420,1,0
GEN-000369,Control,B01,109.47,2600278,15229,0.05,0.2721,45.17,0.2925,1178,411,0,1
GEN-000370,Control,B03,81.15,3262432,12321,0.0991,0.1367,44.11,0.2368,1528,64,0,1
GEN-000371,TreatmentB,B03,95.28,3295560,18407,0.0663,0.1352,40.8,0.1538,936,314,1,0
GEN-000372,Control,B02,108.79,774092,10525,0.0341,0.1452,47.04,0.1758,1589,-150,0,1
GEN-000373,Control,B01,106.37,1907509,12934,0.0199,0.2908,48.37,0.3824,1823,164,1,1
GEN-000374,TreatmentB,B03,117.58,955195,11089,0.0609,0.1631,46.36,0.298,1612,341,0,1
GEN-000375,TreatmentA,B03,106.85,4377168,13000,0.0302,0.0927,46.83,0.0966,1476,11,1,1
GEN-000376,TreatmentA,B03,112.97,1465926,13992,0.0246,0.0895,47.53,0.1011,1430,529,1,1
GEN-000377,Control,B02,81.65,699120,13641,0.0064,0.1233,44.82,0.0493,1998,-67,0,0
GEN-000378,Control,B02,112.3,753418,13800,0.0533,0.0953,48.19,0.3424,2184,110,0,0
GEN-000379,Control,B03,101.2,1822966,12157,0.0694,0.098,48.1,0.0905,1414,262,1,1
GEN-000380,TreatmentB,B02,99.35,833342,14069,0.0709,0.1732,41.92,0.0716,983,409,0,0
GEN-000381,Control,B01,81.15,3008936,13805,0.0543,0.149,45.42,0.0703,1465,236,0,1
GEN-000382,TreatmentA,B01,111.88,1973295,12482,0.0492,0.2147,50.88,0.2362,1425,155,0,0
GEN-000383,TreatmentB,B03,109.11,1617631,16341,0.0112,0.0693,45.7,0.202,1451,1143,1,1
GEN-000384,TreatmentB,B02,112.93,720353,16686,0.0151,0.1788,47.12,0.0399,1334,618,1,0
GEN-000385,TreatmentB,B03,93.63,2191717,17337,0.0799,0.1654,48.77,0.2475,1536,626,1,0
GEN-000386,Control,B02,74.37,1717422,15356,0.0376,0.1558,44.17,0.1663,1963,550,1,0
GEN-000387,TreatmentB,B01,82.22,1723071,15469,0.0383,0.1069,50.39,0.0885,940,518,0,0
GEN-000388,Control,B01,96.62,716754,11458,0.023,0.1011,47.2,0.2773,2486,-2,0,0
GEN-000389,TreatmentA,B02,89.12,5071556,12559,0.0404,0.1185,45.18,0.0944,1924,44,0,1
GEN-000390,Control,B02,109.48,1439428,7107,0.0588,0.0591,45.78,0.3125,1947,-72,0,0
GEN-000391,Control,B02,114.37,1243277,10696,0.0836,0.0973,50.05,0.2256,2921,256,0,0
GEN-000392,TreatmentA,B02,99.94,2617535,11631,0.0844,0.1387,50.11,0.123,1123,334,0,0
GEN-000393,TreatmentA,B01,80.62,6496714,12794,0.105,0.1678,46.79,0.0782,2331,118,0,1
GEN-000394,Control,B02,122.19,1408348,11733,0.0863,0.2539,49.43,0.2615,1854,-2,0,1
GEN-000395,TreatmentA,B02,99.66,3410775,16107,0.0115,0.0926,48.87,0.3415,1935,379,1,0
GEN-000396,Control,B02,105.19,1696049,15290,0.0868,0.1706,44.94,0.27,1337,-152,0,1
GEN-000397,TreatmentA,B01,102.19,2430093,15211,0.0568,0.2876,46.17,0.2729,1491,594,0,1
GEN-000398,TreatmentB,B03,106.29,772525,14920,0.0157,0.1515,47.47,0.0923,2082,322,0,1
GEN-000399,TreatmentB,B03,121.67,1254391,13874,0.0132,0.1282,45.91,0.1165,2690,718,1,1
GEN-000400,Control,B01,87.31,2106935,15207,0.0148,0.1807,49.16,0.2978,1748,732,1,1
GEN-000401,TreatmentA,B02,104.21,487048,13551,0.0159,0.0958,44.31,0.2393,1174,234,1,1
GEN-000402,Control,B03,78.59,812895,16281,0.038,0.1506,44.25,0.28,825,176,1,0
GEN-000403,TreatmentB,B03,84.21,1294350,16713,0.036,0.1009,47.64,0.5151,1671,709,1,0
GEN-000404,TreatmentA,B03,125.98,912222,12755,0.0168,0.0782,43.33,0.3513,1938,390,1,0
GEN-000405,TreatmentA,B02,95.48,966637,15840,0.0198,0.2171,46.95,0.344,2486,977,1,1
GEN-000406,Control,B03,98.22,839219,17135,0.0651,0.1398,43.29,0.2288,1219,-136,0,0
GEN-000407,TreatmentB,B02,132.38,888173,15972,0.0651,0.2728,45.09,0.1631,2091,424,0,1
GEN-000408,TreatmentA,B01,91.15,3637796,16091,0.0053,0.1632,45.37,0.1797,1019,321,1,1
GEN-000409,Control,B01,103.19,962001,15334,0.0877,0.067,44.66,0.1173,1309,-17,0,1
GEN-000410,TreatmentA,B01,74.99,1734821,16153,0.0447,0.1875,45.99,0.2037,844,887,1,0
GEN-000411,Control,B03,89.31,2402483,12182,0.0494,0.1696,48.37,0.1402,2279,137,0,1
GEN-000412,Control,B01,108.84,1421194,13863,0.0549,0.0472,48.39,0.185,1896,-17,0,1
GEN-000413,TreatmentA,B02,78.14,1602367,13417,0.0285,0.0724,48.21,0.1051,1654,669,1,1
GEN-000414,TreatmentA,B01,112.52,2285310,14467,0.0249,0.0976,45.9,0.2838,1473,579,1,1
GEN-000415,Control,B03,125.62,1228956,11943,0.0286,0.2037,48.52,0.1214,1564,88,0,0
GEN-000416,TreatmentA,B02,94.89,1618378,18569,0.0869,0.2177,45.32,0.1876,728,775,1,1
GEN-000417,Control,B03,73.48,1591744,13188,0.0041,0.1846,45.47,0.3377,2050,40,0,1
GEN-000418,TreatmentA,B03,84.69,1222409,11054,0.0191,0.0813,45.04,0.0344,773,102,0,1
GEN-000419,TreatmentB,B01,113.06,891797,15221,0.1308,0.0847,43.41,0.1813,2934,548,0,0
GEN-000420,Control,B02,83.15,2492551,14947,0.0596,0.129,46.08,0.1679,2440,31,0,1
GEN-000421,Control,B03,84.45,647156,15303,0.0501,0.085,46.3,0.2588,2038,-66,0,1
GEN-000422,TreatmentA,B03,113.39,669439,16986,0.092,0.1108,45.95,0.1874,1564,455,0,1
GEN-000423,TreatmentB,B01,116.31,2190001,14333,0.056,0.1277,45.18,0.2166,1765,728,1,1
GEN-000424,TreatmentB,B01,107.92,902649,16326,0.0154,0.1788,44.64,0.2672,1300,629,1,0
GEN-000425,Control,B01,91.84,998122,11011,0.0235,0.187,45.47,0.2629,996,247,0,1
GEN-000426,TreatmentB,B01,92.57,2902976,12565,0.0201,0.1395,43.7,0.1075,933,525,1,0
GEN-000427,TreatmentB,B02,117.37,837740,15258,0.0903,0.1118,49.86,0.1431,2085,511,0,1
GEN-000428,TreatmentA,B02,78.93,1756357,14164,0.0151,0.1244,46.39,0.3583,1805,111,0,1
GEN-000429,Control,B03,74.07,436398,18866,0.014,0.1475,46.22,0.145,1502,141,1,1
GEN-000430,Control,B01,115.78,651637,13344,0.0495,0.1255,44.85,0.2067,1262,478,0,1
GEN-000431,Control,B03,107.03,2909051,10818,0.0144,0.1345,45.64,0.2003,635,117,0,1
GEN-000432,Control,B03,102.6,1574812,15326,0.0251,0.2438,48.64,0.2138,1573,-153,0,0
GEN-000433,Control,B01,104.82,589958,15290,0.0327,0.1579,47.95,0.0297,939,-1,0,1
GEN-000434,TreatmentB,B01,108.33,646217,14783,0.0426,0.231,47.59,0.0801,1245,628,0,0
GEN-000435,Control,B01,82.12,2624201,13370,0.0225,0.1724,41.08,0.1143,1869,-148,1,0
GEN-000436,TreatmentA,B03,106.23,1637319,15621,0.0113,0.1189,43.84,0.1374,2008,218,1,0
GEN-000437,Control,B01,94.76,3257735,14192,0.0747,0.1509,44.39,0.3376,1091,206,1,0
GEN-000438,TreatmentA,B02,117.73,1049531,14599,0.0438,0.2538,45.75,0.1606,2451,574,0,1
GEN-000439,Control,B02,123.67,1257889,16168,0.0439,0.1428,45.23,0.3843,1328,-42,0,1
GEN-000440,Control,B03,98.18,991039,17486,0.0862,0.1513,47.16,0.1003,1179,170,0,0
GEN-000441,TreatmentB,B01,82.63,2352512,13578,0.0723,0.1557,42.99,0.1966,1495,354,1,0
GEN-000442,Control,B03,96.85,987698,14682,0.0501,0.2364,44.58,0.3072,1587,-54,1,1
GEN-000443,TreatmentA,B02,90.78,1547936,12963,0.0171,0.2231,49.35,0.0815,2113,46,0,0
GEN-000444,Control,B01,121.2,2191953,13132,0.0886,0.0539,45.64,0.191,2170,70,0,1
GEN-000445,TreatmentB,B03,106.53,2998152,14627,0.0102,0.1034,46.26,0.0633,1105,1148,1,1
GEN-000446,TreatmentA,B02,98.03,1914466,15602,0.0621,0.1898,49.32,0.2145,1596,531,1,1
GEN-000447,Control,B03,97.87,3221949,14148,0.0213,0.0891,43.26,0.1726,1774,212,1,0
GEN-000448,TreatmentB,B01,114.55,2759818,15982,0.0737,0.1775,45.9,0.3257,1262,719,1,1
GEN-000449,TreatmentA,B01,91.56,1208042,13074,0.0619,0.1609,48.46,0.1423,868,391,0,0
GEN-000450,TreatmentB,B01,114.8,1735721,16097,0.0235,0.1774,46.66,0.09,1298,660,1,0
GEN-000451,TreatmentB,B01,100.54,1368450,14122,0.0368,0.2158,48.28,0.1311,2596,716,0,0
GEN-000452,TreatmentA,B03,106.45,992120,11934,0.057,0.0445,46.31,0.2084,1078,492,0,1
GEN-000453,TreatmentB,B03,108.03,1091560,16381,0.0488,0.2082,47.17,0.188,2733,539,1,1
GEN-000454,Control,B02,122.16,2406468,10729,0.0187,0.1641,47.51,0.1672,1622,432,0,1
GEN-000455,Control,B02,97.5,2761639,13683,0.1013,0.2703,46.0,0.2675,1442,-20,0,1
GEN-000456,TreatmentB,B02,96.77,2516967,17131,0.0573,0.1465,42.34,0.2835,1190,301,1,0
GEN-000457,Control,B02,85.79,1185589,14469,0.0234,0.0655,51.53,0.1843,1264,-217,0,0
GEN-000458,TreatmentB,B03,104.8,2513268,14208,0.0194,0.1143,48.73,0.1674,1345,306,1,0
GEN-000459,TreatmentA,B01,93.23,1697173,9499,0.0703,0.1192,44.98,0.1607,2456,311,0,0
GEN-000460,TreatmentA,B03,124.75,1364147,16710,0.0271,0.1553,46.41,0.3386,1879,427,1,1
GEN-000461,TreatmentB,B01,99.65,2043766,15648,0.0509,0.1703,45.57,0.3466,1365,478,0,1
GEN-000462,TreatmentA,B01,104.97,1754980,17941,0.0435,0.1254,49.57,0.2072,785,167,1,0
GEN-000463,TreatmentA,B01,135.33,1715656,13157,0.0468,0.1327,50.84,0.3524,1964,359,1,0
GEN-000464,TreatmentA,B01,94.03,2301943,16199,0.1083,0.1648,47.8,0.2448,1565,362,0,1
GEN-000465,TreatmentB,B03,91.4,779135,14982,0.0765,0.1031,46.41,0.1314,1820,420,0,1
GEN-000466,Control,B02,87.35,3567133,12567,0.0454,0.2305,42.7,0.1682,1612,139,0,0
GEN-000467,Control,B01,126.58,1941274,13557,0.1145,0.065,42.87,0.2577,1634,-125,0,0
GEN-000468,TreatmentA,B03,106.33,923866,13109,0.0108,0.2017,46.51,0.1068,2911,130,1,1
GEN-000469,TreatmentB,B02,100.97,1628823,16004,0.0287,0.1287,46.86,0.2379,1363,442,1,1
GEN-000470,Control,B03,126.69,635875,11097,0.0288,0.0548,44.43,0.1542,2250,360,0,0
GEN-000471,TreatmentA,B02,110.23,2505784,12429,0.1359,0.1615,46.01,0.1932,2074,1040,0,1
GEN-000472,TreatmentB,B01,99.89,902195,12910,0.0147,0.0966,48.97,0.4313,1549,571,0,0
GEN-000473,Control,B02,102.16,1952919,15677,0.0045,0.1135,47.81,0.0718,1799,-99,1,1
GEN-000474,Control,B03,98.46,911230,14550,0.0551,0.1193,46.91,0.1654,2427,492,0,1
GEN-000475,TreatmentB,B03,114.4,2169111,15188,0.0433,0.056,44.78,0.0887,1667,389,0,1
GEN-000476,TreatmentB,B02,93.33,2404218,17929,0.0189,0.0675,48.86,0.1976,803,718,1,1
GEN-000477,TreatmentA,B03,90.91,1571013,13999,0.0111,0.2598,42.62,0.3427,815,521,1,1
GEN-000478,TreatmentB,B03,77.02,3258636,15786,0.0388,0.1425,49.91,0.2207,1284,892,1,0
GEN-000479,TreatmentA,B02,90.83,1495621,14367,0.0838,0.1708,46.5,0.1242,2469,413,0,1
GEN-000480,TreatmentA,B03,104.87,232071,15830,0.025,0.1239,46.72,0.0945,1384,275,1,1
GEN-000481,TreatmentB,B02,116.46,2710167,17216,0.0474,0.1321,43.62,0.0663,1384,822,1,0
GEN-000482,Control,B02,113.33,2704935,18842,0.051,0.2127,42.46,0.1597,2489,-197,0,0
GEN-000483,Control,B02,88.39,2536731,13000,0.059,0.1488,45.36,0.0786,1290,94,0,1
GEN-000484,Control,B01,102.03,2738335,10756,0.0173,0.0818,42.09,0.3809,977,144,0,0
GEN-000485,TreatmentB,B02,76.3,1406153,14906,0.0332,0.0264,47.43,0.2523,1211,527,1,0
GEN-000486,Control,B02,82.81,1349171,14388,0.0188,0.0683,45.56,0.2291,1424,288,1,0
GEN-000487,TreatmentA,B01,108.5,1483322,12779,0.0376,0.1174,47.85,0.3619,1407,655,1,1
GEN-000488,TreatmentA,B03,53.94,1945688,12046,0.0092,0.0796,47.76,0.254,1727,722,1,0
GEN-000489,TreatmentA,B01,88.6,3411070,14443,0.0702,0.1178,47.03,0.4435,1103,297,1,0
GEN-000490,TreatmentA,B01,97.18,704010,14356,0.058,0.066,44.87,0.13,851,430,0,1
GEN-000491,TreatmentA,B03,86.86,2944858,13933,0.1332,0.1449,42.4,0.1161,1959,505,0,0
GEN-000492,Control,B02,116.76,1280030,14707,0.0648,0.1167,48.37,0.2961,2022,11,1,0
GEN-000493,Control,B01,96.46,3566022,13710,0.0822,0.1848,46.16,0.2945,2317,593,0,1
GEN-000494,Control,B02,88.54,1248806,12387,0.0165,0.1186,47.03,0.4635,1815,-43,1,0
GEN-000495,TreatmentB,B01,86.44,561214,13294,0.1007,0.088,46.47,0.1867,969,723,0,1
GEN-000496,TreatmentA,B01,123.12,3271234,14430,0.0564,0.1666,45.64,0.1909,1113,1154,1,0
GEN-000497,TreatmentA,B03,100.99,1756005,15247,0.0819,0.0435,46.89,0.2347,1575,2,0,1
GEN-000498,TreatmentA,B01,96.94,1898284,11122,0.01,0.0621,47.07,0.2342,1762,911,0,0
GEN-000499,TreatmentA,B01,107.69,1698031,12963,0.0086,0.1201,46.18,0.0814,956,830,1,1
GEN-000500,TreatmentB,B02,104.19,958955,13876,0.0566,0.1413,45.94,0.1865,1270,543,0,1
GEN-000501,TreatmentA,B03,74.93,3231649,20476,0.0447,0.2814,42.42,0.2754,1443,736,1,1
GEN-000502,TreatmentA,B01,101.0,1379052,15659,0.025,0.1547,48.71,0.1877,2203,1188,1,1
GEN-000503,TreatmentA,B01,122.55,938994,15882,0.015,0.21,46.56,0.3332,2278,1230,1,1
GEN-000504,TreatmentB,B02,97.07,2372323,18084,0.0735,0.1415,45.26,0.2241,2163,268,0,1
GEN-000505,TreatmentA,B02,104.31,1870773,17319,0.0336,0.1353,47.74,0.2029,3219,185,1,0
GEN-000506,TreatmentB,B01,118.01,1232479,18984,0.0289,0.1813,46.59,0.1566,1837,983,1,1
GEN-000507,Control,B02,108.81,3174600,15196,0.0187,0.0993,45.16,0.068,2639,1307,1,1
GEN-000508,Control,B03,117.47,3492507,11343,0.0466,0.0453,44.78,0.226,2613,526,0,0
GEN-000509,TreatmentA,B01,102.47,1565282,12567,0.0217,0.06,47.22,0.1009,2145,940,1,1
GEN-000510,Control,B02,118.59,2300894,16603,0.0426,0.0499,41.74,0.2608,710,42,0,0
GEN-000511,Control,B01,118.87,1446092,15237,0.0219,0.1381,44.38,0.3204,1235,497,1,0
GEN-000512,Control,B01,82.73,1713246,14553,0.0623,0.1319,47.38,0.2915,2124,-188,0,1
