sample_id,group,batch,measure_1,nuclei_count,mean_nuclear_area,mean_cell_area,mean_intensity_dapi,mean_intensity_gfp,nuclear_circularity,fraction_in_focus,background_sd,target_a,target_b
IMG-501237,Control,B02,104.17,257,148.19,614.41,1549.0,505.8,0.792,0.9715,21.59,0,0
IMG-502303,TreatmentB,B01,102.39,261,172.1,1135.69,1094.5,1645.5,0.9693,0.8398,26.03,1,0
IMG-506706,TreatmentB,B02,94.31,247,176.85,684.17,1697.3,1538.2,0.8129,0.8465,39.1,1,1
IMG-507841,Control,B01,96.69,250,150.67,770.05,1348.4,264.5,0.96,0.8954,15.19,0,0
IMG-508155,TreatmentB,B03,98.74,272,173.02,526.44,1916.9,773.2,0.7669,0.953,9.34,0,0
IMG-504577,TreatmentB,B02,107.86,268,195.85,928.02,1711.3,1327.8,0.7879,0.8418,28.28,1,1
IMG-505068,TreatmentA,B01,108.47,243,126.22,1023.59,1457.7,850.7,0.9162,0.9278,22.78,0,1
IMG-503939,Control,B01,89.73,221,212.9,760.19,1758.4,118.7,0.8308,0.9415,29.5,0,0
IMG-504966,Control,B02,90.69,241,154.93,720.67,1055.7,1332.4,0.7903,0.9329,17.38,1,0
IMG-507066,TreatmentA,B03,96.74,243,204.27,958.13,1462.6,489.3,0.8213,0.8728,17.01,0,1
IMG-508000,TreatmentA,B02,98.37,230,187.09,690.99,1604.9,1183.9,0.9211,0.933,25.98,0,0
IMG-502822,TreatmentB,B01,121.45,250,175.91,819.49,1158.1,593.6,0.846,0.9387,17.4,0,0
IMG-509166,TreatmentB,B02,105.51,261,154.01,920.02,1529.9,1065.7,0.802,0.9683,20.82,1,0
IMG-500242,TreatmentB,B01,123.72,229,155.55,755.04,1446.6,1319.4,0.8547,0.9377,9.02,0,1
IMG-507507,Control,B01,85.09,239,198.3,621.72,1537.9,613.6,0.4384,0.9475,41.43,1,0
IMG-506825,TreatmentA,B01,87.39,239,171.65,926.18,1627.4,577.7,0.7163,0.738,21.43,1,1
IMG-506121,TreatmentA,B01,99.67,270,177.26,848.68,1138.9,430.8,0.8506,0.9134,19.88,0,0
IMG-503601,TreatmentB,B02,89.14,252,214.07,771.36,1053.8,772.2,0.8465,0.8546,23.64,1,0
IMG-502048,TreatmentA,B01,76.03,263,108.02,640.31,1669.7,706.4,0.8089,0.9617,24.52,0,0
IMG-509366,TreatmentB,B02,86.44,244,141.76,410.99,1225.3,1488.0,0.8196,0.9281,13.21,1,1
IMG-502705,Control,B03,87.66,259,227.1,696.88,978.8,165.3,0.7461,0.9625,25.34,1,0
IMG-507922,TreatmentA,B03,91.38,240,156.01,915.18,1301.3,659.4,0.8844,0.9555,43.39,0,0
IMG-506180,Control,B01,75.41,245,201.21,595.27,1193.0,570.1,0.5354,0.839,16.14,1,1
IMG-506728,Control,B03,80.2,236,116.36,679.15,1135.9,437.0,0.8528,0.8462,13.2,0,0
IMG-505054,TreatmentB,B01,97.99,231,188.09,851.68,1966.6,1463.6,0.8869,0.9518,35.04,0,1
IMG-505828,TreatmentA,B01,111.38,255,248.21,962.23,817.3,769.7,0.8866,0.9871,38.05,1,0
IMG-503764,TreatmentB,B01,116.05,215,212.99,647.38,1289.9,995.1,0.7961,0.9009,22.02,1,1
IMG-505980,TreatmentA,B02,96.98,232,224.91,762.87,1507.2,492.1,0.7351,0.9172,14.12,0,0
IMG-506953,TreatmentA,B02,104.6,240,234.63,970.12,1526.0,721.9,0.8157,0.9123,18.61,1,0
IMG-504702,Control,B03,127.48,228,205.47,851.8,1347.8,344.6,0.6565,0.7975,10.48,1,1
IMG-503775,TreatmentB,B03,104.07,279,142.78,913.71,1461.3,1745.5,0.8375,0.9477,15.42,1,1
IMG-508758,TreatmentB,B02,102.58,243,214.5,914.69,1045.4,1618.6,0.8295,0.9146,29.13,1,0
IMG-508964,TreatmentB,B01,119.68,254,138.54,610.88,1752.0,694.6,0.8219,0.9574,16.17,1,0
IMG-506561,Control,B03,101.35,232,219.5,590.03,1520.2,363.1,0.7732,0.9196,26.62,0,1
IMG-507548,Control,B03,123.69,216,181.59,259.18,1484.1,506.1,0.7327,0.9316,23.59,0,1
IMG-507797,TreatmentB,B03,98.75,261,118.59,999.33,1370.0,715.5,0.7595,0.9457,13.12,1,0
IMG-500383,Control,B03,96.51,223,211.11,702.62,1670.2,452.7,0.828,0.9737,29.65,0,0
IMG-507849,TreatmentB,B02,72.58,253,203.17,895.63,1654.4,1025.3,0.8842,0.8899,20.76,1,1
IMG-505478,Control,B01,112.1,245,211.85,658.97,1471.9,57.5,0.4826,0.8338,17.45,0,0
IMG-500849,TreatmentA,B03,98.55,242,191.71,612.71,997.9,841.4,0.7637,0.8701,26.28,0,1
IMG-509407,Control,B03,84.19,213,180.76,758.87,1177.1,210.5,0.7034,0.8325,49.28,0,1
IMG-501177,TreatmentB,B03,90.44,269,211.41,565.53,1716.8,1085.1,0.7812,0.951,37.07,1,0
IMG-502974,TreatmentB,B01,64.46,250,182.26,403.86,1501.6,732.9,0.8061,0.8505,28.41,1,0
IMG-509852,Control,B03,110.59,219,188.81,892.75,1266.7,374.9,0.8856,0.9492,15.45,1,0
IMG-500120,TreatmentA,B02,81.08,250,154.34,826.45,1242.2,801.8,0.625,0.7465,45.24,1,0
IMG-509956,TreatmentA,B03,129.96,233,200.44,696.06,1587.1,518.0,0.9183,0.8147,22.29,0,0
IMG-501103,Control,B03,96.76,220,212.64,545.6,1644.7,150.7,0.6684,0.8583,15.76,0,0
IMG-501493,TreatmentB,B03,93.17,238,119.73,826.13,1448.3,679.5,0.7543,0.9229,24.96,1,0
IMG-506702,TreatmentA,B01,104.57,283,208.64,673.56,1643.9,753.2,0.7802,0.8987,26.78,1,1
IMG-503970,TreatmentB,B01,98.67,223,174.6,573.12,1715.2,882.6,0.8115,0.9461,20.63,0,0
IMG-500550,TreatmentA,B03,86.33,257,227.87,686.25,1500.4,487.4,0.7932,0.8796,14.89,1,0
IMG-504908,Control,B01,88.1,236,208.13,503.09,1625.0,-23.6,0.9298,0.9526,20.5,0,1
IMG-509961,TreatmentA,B02,88.48,210,170.7,639.18,1303.4,1312.9,0.7628,0.94,22.53,0,1
IMG-507346,TreatmentA,B01,117.42,229,218.01,613.32,778.3,815.0,0.7911,0.8751,32.02,0,1
IMG-500757,Control,B01,99.7,232,185.21,685.2,1729.4,59.6,0.7754,0.8852,30.05,1,0
IMG-508774,Control,B01,108.14,240,152.68,515.0,832.6,644.9,0.7454,0.9704,15.58,1,1
IMG-503414,TreatmentB,B01,117.07,254,162.48,968.61,1508.4,721.3,0.8566,0.9649,12.66,0,1
IMG-503188,TreatmentB,B02,101.71,268,201.75,757.42,1509.5,956.3,0.8347,0.965,22.23,0,1
IMG-504989,TreatmentB,B02,96.96,280,177.13,750.58,1767.5,790.1,0.6162,0.9517,26.44,1,1
IMG-506575,TreatmentA,B03,110.92,222,157.36,681.3,1603.3,403.9,0.6359,0.7927,27.99,0,1
IMG-502931,Control,B03,75.13,257,225.3,1113.23,1504.0,12.1,0.6676,0.937,23.53,1,1
IMG-509256,TreatmentA,B01,123.9,212,243.54,744.58,1771.5,771.8,0.846,0.9383,30.3,0,0
IMG-507751,TreatmentB,B01,107.81,256,185.52,606.42,1673.7,856.5,0.6834,0.9125,26.87,1,0
IMG-500991,Control,B01,91.28,233,172.93,830.05,1416.5,14.3,0.9278,0.9887,32.24,0,1
IMG-502013,TreatmentA,B01,108.77,232,184.39,869.84,1284.9,532.4,0.7101,0.8532,7.22,1,0
IMG-508129,Control,B01,80.64,215,173.83,549.27,1154.8,211.5,0.7862,0.9119,21.91,0,1
IMG-508980,TreatmentA,B02,107.59,247,182.67,669.22,1211.9,699.9,0.9283,0.9227,20.82,0,1
IMG-503954,TreatmentB,B01,129.81,271,197.77,742.62,1458.6,879.7,0.8857,0.9537,18.76,1,1
IMG-504742,TreatmentB,B02,87.98,272,201.53,711.33,2107.9,753.8,0.9218,0.883,18.11,1,1
IMG-502829,Control,B01,101.66,226,224.93,774.09,1508.4,-38.4,0.8787,0.8105,26.69,0,1
IMG-503171,TreatmentA,B03,70.97,245,158.3,725.49,1250.6,370.2,0.9095,0.8611,25.52,0,0
IMG-500412,TreatmentB,B01,64.63,268,220.56,840.08,1472.0,645.5,0.8211,0.8213,15.01,0,0
IMG-506236,Control,B02,110.32,221,255.53,958.33,1224.7,159.7,0.6639,0.8155,21.49,0,0
IMG-507940,TreatmentB,B03,124.78,227,148.75,700.71,1140.4,893.5,0.863,0.9722,12.07,1,0
IMG-506007,TreatmentB,B02,115.24,247,211.26,662.51,1515.3,817.7,0.9158,0.954,12.45,0,0
IMG-506711,Control,B02,90.26,243,172.18,1030.08,1539.7,613.0,0.7772,0.9642,31.47,0,1
IMG-506514,TreatmentB,B03,94.87,253,133.47,800.82,1811.0,975.6,0.6873,0.9602,18.94,1,1
IMG-506464,TreatmentB,B01,108.93,254,180.49,781.32,1383.9,1001.3,0.8172,0.916,14.34,1,1
IMG-507934,Control,B01,100.72,253,196.66,670.9,1284.5,30.2,0.8549,0.9539,49.22,1,1
IMG-504494,TreatmentA,B02,71.5,240,239.13,836.0,1240.7,1060.9,0.4404,0.9837,31.64,1,0
IMG-508319,TreatmentA,B03,106.7,235,172.5,411.78,1224.3,376.1,0.7232,0.864,38.04,0,1
IMG-507447,Control,B02,82.0,241,199.92,821.99,1350.7,275.9,0.8223,0.8686,14.67,0,0
IMG-502636,Control,B03,106.19,226,135.97,697.92,1944.3,205.5,0.7777,0.8639,28.85,1,0
IMG-503920,TreatmentA,B01,73.71,253,166.1,474.29,1423.1,1795.3,0.7044,0.7313,12.09,1,1
IMG-501235,TreatmentB,B02,78.63,241,237.08,566.78,1467.7,761.9,0.7209,0.756,35.9,1,0
IMG-505995,TreatmentB,B02,76.72,243,213.56,713.14,1345.5,855.4,0.6992,0.903,23.57,1,0
IMG-502422,Control,B03,92.04,286,205.37,823.38,1666.3,180.6,0.8336,0.9527,21.56,1,0
IMG-501896,Control,B01,123.02,218,185.76,735.61,1967.6,423.0,0.9472,0.8825,22.49,0,1
IMG-504563,TreatmentB,B01,104.78,266,234.74,764.7,1707.4,836.9,0.7339,0.918,13.1,1,0
IMG-502565,TreatmentB,B03,88.12,281,183.6,828.59,1525.1,737.3,0.9158,0.9933,31.76,0,1
IMG-508725,Control,B02,100.69,223,165.29,848.87,1922.1,-99.2,0.8198,0.7311,35.03,0,1
IMG-507107,Control,B02,110.13,238,159.49,655.6,1554.5,678.4,0.7436,0.9824,18.22,1,0
IMG-508383,Control,B03,93.81,240,118.89,712.85,2015.3,1446.3,0.7013,0.7554,16.83,1,0
IMG-503892,TreatmentA,B01,124.44,243,164.13,522.15,1464.0,425.1,0.854,0.8825,37.53,1,1
IMG-507878,TreatmentB,B02,56.55,233,145.91,682.92,1203.6,779.7,0.8438,0.976,32.06,1,0
IMG-501600,Control,B02,81.15,226,218.0,890.21,1264.0,52.2,0.8207,0.9919,14.56,0,0
IMG-509836,TreatmentA,B03,77.33,249,175.44,569.45,1421.5,1567.2,0.5504,0.8735,22.06,1,1
IMG-504573,Control,B03,93.36,230,202.39,721.35,809.0,711.0,0.7871,0.9552,31.38,0,0
IMG-503410,Control,B02,111.93,252,161.34,977.53,1780.2,189.2,0.7188,0.8693,23.07,0,1
IMG-504798,TreatmentB,B01,86.41,223,215.42,1095.04,1528.5,788.9,0.7633,0.8876,40.44,1,0
IMG-501677,TreatmentA,B03,93.23,260,177.07,576.31,1308.5,678.7,0.8587,0.8085,27.77,1,1
IMG-507059,TreatmentB,B03,103.16,273,230.1,842.18,1615.5,692.2,0.8035,0.941,9.52,1,0
IMG-502082,TreatmentB,B03,129.83,311,224.75,719.21,1496.3,700.9,0.7874,0.8773,26.74,1,0
IMG-500372,TreatmentB,B01,110.77,236,139.78,592.49,1485.5,883.0,0.8736,0.9546,38.55,0,0
IMG-500656,TreatmentA,B03,79.0,226,195.97,722.63,1478.9,869.6,0.9282,0.9202,27.17,0,1
IMG-508022,TreatmentB,B03,98.24,260,232.84,571.8,1464.7,1515.4,0.6203,0.9083,26.39,1,0
IMG-501307,TreatmentA,B01,112.34,211,198.01,526.59,1661.2,867.7,0.8333,0.8994,45.76,0,1
IMG-506249,TreatmentB,B02,102.2,280,286.14,726.0,1285.6,704.4,0.842,0.7449,8.0,1,0
IMG-507706,Control,B03,103.38,251,191.07,532.98,1993.4,141.9,0.8176,0.8785,19.54,0,0
IMG-508252,TreatmentB,B01,102.68,250,170.62,937.28,1522.2,1068.0,0.8112,0.8745,27.89,1,1
IMG-505171,TreatmentB,B02,79.42,232,220.62,783.58,1343.6,1504.6,0.9279,0.9484,25.07,1,0
IMG-508796,Control,B01,107.68,221,160.76,677.38,1357.4,282.2,0.9219,0.8226,29.73,0,0
IMG-506189,TreatmentB,B02,83.22,252,185.08,417.36,997.3,1448.8,0.7408,0.9596,29.32,1,1
IMG-508686,Control,B03,125.61,227,224.06,725.35,1788.4,374.9,0.6853,0.9036,9.36,0,1
IMG-507742,Control,B03,96.38,216,135.52,972.89,1608.7,439.6,0.8231,0.7907,15.65,0,1
IMG-503442,Control,B02,74.82,254,157.01,768.89,1017.5,157.1,0.7177,0.8772,36.33,1,0
IMG-503293,TreatmentA,B02,121.8,224,140.4,533.42,1080.9,716.6,0.9163,0.991,32.25,0,1
IMG-504751,TreatmentA,B02,89.36,243,139.82,676.8,1409.8,754.5,0.8232,0.8839,11.42,1,0
IMG-506752,TreatmentA,B02,94.41,270,180.85,804.67,1555.3,596.2,0.9552,0.9402,13.24,1,1
IMG-503929,TreatmentB,B01,102.52,256,198.57,813.63,1594.6,1088.7,0.7365,0.9265,25.11,1,1
IMG-506538,Control,B03,95.95,242,121.23,652.23,1657.7,689.7,0.8309,0.7683,29.49,0,0
IMG-500707,Control,B03,86.38,203,212.28,682.41,1326.2,483.8,0.8966,0.9511,30.21,0,1
IMG-501630,TreatmentA,B03,82.66,238,154.14,653.03,1625.3,483.1,0.8621,0.7922,27.16,0,0
IMG-503057,TreatmentA,B03,104.15,258,170.46,475.77,1570.5,816.6,0.7601,0.8572,27.05,1,0
IMG-505827,TreatmentB,B01,85.6,257,213.2,764.05,1744.2,944.3,0.9394,0.9365,22.74,1,1
IMG-503056,TreatmentB,B01,79.65,253,179.94,973.41,1528.8,806.7,0.8847,0.8643,21.7,1,1
IMG-500231,TreatmentA,B02,103.31,243,158.57,817.09,1394.8,671.3,0.9773,0.87,9.62,0,1
IMG-504044,Control,B02,90.52,245,198.72,628.94,1326.1,735.6,0.835,0.9187,17.65,1,1
IMG-505135,TreatmentA,B03,91.72,248,168.54,983.82,1097.0,1356.1,0.7017,0.9731,8.67,1,0
IMG-500302,TreatmentB,B01,122.15,277,203.92,686.58,1098.6,1835.3,0.818,0.9019,33.99,1,1
IMG-507108,Control,B01,104.54,249,173.61,545.12,1317.8,200.9,0.9379,0.9521,23.25,0,1
IMG-509797,Control,B02,120.17,248,161.84,332.68,1477.3,169.2,0.8635,0.989,19.53,0,0
IMG-502886,Control,B03,106.31,227,189.86,816.24,1487.7,80.1,0.3523,0.9786,16.2,0,1
IMG-504631,TreatmentB,B01,112.46,257,122.46,564.18,1755.1,1249.2,0.8485,0.9662,10.15,1,0
IMG-508875,TreatmentA,B01,94.35,261,187.86,850.85,1284.4,743.1,0.7188,0.9329,18.85,1,1
IMG-505133,TreatmentB,B03,125.72,252,201.58,723.47,1591.0,1296.0,0.6957,0.9392,15.64,1,1
IMG-509444,TreatmentA,B03,98.5,252,165.89,843.7,1260.1,346.7,0.9315,0.9069,15.49,0,0
IMG-500701,TreatmentA,B02,71.82,232,209.79,642.04,1358.1,496.0,0.7947,0.8176,37.72,0,1
IMG-503435,Control,B01,69.41,240,136.09,945.27,1281.6,218.3,0.6845,0.9675,11.66,0,0
IMG-502485,TreatmentA,B02,101.91,221,221.09,722.24,1400.5,377.0,0.754,0.7235,17.06,0,1
IMG-502788,TreatmentB,B01,106.01,281,186.43,863.51,1840.1,1286.1,0.8639,0.9563,34.32,1,1
IMG-500160,TreatmentB,B02,118.87,235,227.15,912.66,1303.3,878.0,0.583,0.9249,18.29,1,0
IMG-502929,Control,B01,107.81,244,173.19,805.99,1674.2,484.2,0.8541,0.8963,17.92,0,1
IMG-509633,TreatmentA,B02,96.63,244,199.13,888.22,1260.8,1032.6,0.8203,0.9648,6.39,0,0
IMG-501496,TreatmentA,B02,83.07,266,233.13,667.83,1357.6,2343.4,0.7563,0.8852,11.79,1,1
IMG-508011,Control,B01,117.71,236,171.74,721.19,1190.6,135.6,0.7454,0.8995,24.93,0,1
IMG-505923,Control,B01,101.32,201,151.16,988.42,1851.4,-75.7,0.8301,0.9047,16.63,0,1
IMG-507521,Control,B03,100.21,235,211.15,948.24,1657.1,285.1,0.7593,0.9299,8.42,1,1
IMG-506246,TreatmentA,B03,126.84,207,190.15,633.33,1354.4,694.0,0.8081,0.956,32.79,0,1
IMG-504792,TreatmentB,B01,93.48,234,156.39,740.61,1646.1,1394.7,0.7966,0.9962,25.56,1,0
IMG-506450,Control,B01,123.7,231,187.88,454.55,1294.5,183.3,0.798,0.9137,16.66,0,1
IMG-500099,TreatmentB,B01,101.99,306,211.68,773.11,1385.8,1217.0,0.7973,0.8989,31.4,1,0
IMG-507263,Control,B03,82.14,220,194.08,852.14,1507.1,55.4,0.9102,0.8512,11.62,0,1
IMG-501105,TreatmentA,B01,81.67,242,205.1,861.72,1565.1,690.2,0.9234,0.952,17.56,1,1
IMG-500721,TreatmentB,B03,85.08,287,191.33,706.54,1900.1,919.3,0.6548,0.9741,20.4,1,0
IMG-504099,TreatmentB,B01,110.64,255,220.48,850.46,1745.7,1146.0,0.8285,0.8635,15.25,1,1
IMG-500952,TreatmentB,B02,112.83,226,197.01,979.34,1193.8,1208.0,0.7272,0.8688,5.15,1,0
IMG-501210,Control,B01,116.24,237,209.31,509.17,1260.6,224.2,0.6542,0.9392,25.02,1,1
IMG-502232,TreatmentA,B01,66.12,255,224.68,528.28,1054.3,1552.4,0.8546,0.9198,14.65,1,1
IMG-502279,Control,B01,109.53,216,245.92,585.06,1599.0,244.3,0.9264,0.9367,17.23,0,0
IMG-504223,TreatmentB,B02,100.71,232,235.07,445.88,1600.4,1118.2,0.793,0.9178,31.06,1,0
IMG-507409,Control,B03,102.7,239,191.61,959.67,1166.3,152.7,0.8054,0.9096,32.64,0,0
IMG-501820,TreatmentA,B03,81.47,231,191.13,657.8,1346.6,307.8,0.7045,0.8257,15.95,0,1
IMG-503013,Control,B02,129.06,238,168.14,413.37,1309.1,182.7,0.8543,0.8005,17.31,0,1
IMG-507763,TreatmentB,B03,129.03,247,198.76,668.37,1267.1,548.3,0.7995,0.9141,21.72,1,0
IMG-506175,TreatmentB,B01,82.34,251,179.4,417.33,993.4,950.3,0.8648,0.8134,26.83,0,1
IMG-505254,TreatmentB,B02,134.36,252,185.82,523.18,1403.8,618.2,0.8829,0.7961,20.25,0,1
IMG-503127,TreatmentB,B03,123.31,250,208.57,524.42,1283.0,991.5,0.925,0.9068,36.72,0,1
IMG-503010,TreatmentB,B01,81.52,240,200.88,920.96,1080.7,1360.7,0.8388,0.9724,30.83,1,0
IMG-509624,TreatmentA,B03,120.58,224,257.18,1000.85,1334.3,1690.8,0.5469,0.9499,30.36,1,0
IMG-502121,TreatmentB,B03,83.5,246,265.78,637.63,913.5,1077.8,0.7871,0.8639,12.71,1,0
IMG-506950,TreatmentB,B02,104.78,259,200.14,991.26,1246.0,678.4,0.7759,0.9817,11.6,1,0
IMG-509918,TreatmentA,B02,78.73,225,242.16,965.18,1436.1,440.1,0.9025,0.8998,17.36,0,0
IMG-505350,TreatmentA,B03,119.97,256,224.74,593.64,1592.9,1644.4,0.6021,0.9843,25.89,1,0
IMG-509380,Control,B01,116.67,232,243.35,411.52,1259.7,811.8,0.5807,0.8008,16.42,1,0
IMG-501277,Control,B03,102.53,220,182.0,569.7,1378.2,501.2,0.8467,0.9447,40.98,0,1
IMG-506231,TreatmentB,B02,79.81,237,144.29,665.16,1277.3,769.4,0.9189,0.8038,17.35,1,1
IMG-508542,TreatmentB,B01,92.43,257,243.75,632.86,1731.4,1512.5,0.7942,0.7427,30.05,1,0
IMG-502401,Control,B02,94.83,260,245.76,887.02,1894.6,94.6,0.5284,0.8383,31.42,1,1
IMG-508962,Control,B01,104.69,268,179.43,481.44,1640.3,1238.0,0.6821,0.9445,18.14,1,0
IMG-509808,Control,B03,88.15,226,198.88,900.8,1581.6,173.4,0.8253,0.9506,32.5,0,1
IMG-509414,TreatmentB,B02,117.37,247,204.29,918.67,1027.6,1027.1,0.8411,0.8284,28.23,0,0
IMG-502354,TreatmentB,B02,81.96,278,175.67,1096.61,1266.2,1210.9,0.8688,0.8886,38.91,1,0
IMG-504730,Control,B01,84.75,233,182.86,349.14,1576.1,581.8,0.6878,0.9062,23.3,0,0
IMG-508540,TreatmentA,B02,83.53,246,175.21,643.9,1556.3,285.8,0.7919,0.8417,26.15,1,1
IMG-505436,Control,B03,94.16,236,133.37,847.66,1201.8,415.1,0.7873,0.8799,21.37,0,0
IMG-500989,TreatmentB,B02,88.53,266,171.69,477.78,1189.8,665.9,0.8212,0.8694,21.9,1,1
IMG-504995,TreatmentA,B01,89.97,276,243.51,871.61,1079.8,658.3,0.7014,0.8156,30.71,1,0
IMG-508441,TreatmentB,B02,115.53,244,200.78,827.34,1189.0,699.5,0.7942,0.9565,26.41,0,1
IMG-500483,TreatmentB,B01,123.32,240,236.49,885.22,1715.2,1318.8,0.6214,0.9274,19.39,1,1
IMG-502688,Control,B03,111.38,256,159.25,559.28,1405.3,412.7,0.7723,0.8163,29.5,1,0
IMG-506809,TreatmentA,B01,86.43,237,209.04,894.92,1023.0,583.9,0.799,0.9613,19.37,1,0
IMG-508863,TreatmentA,B02,104.37,251,213.02,741.93,1506.9,984.3,0.9097,0.9525,38.36,0,1
IMG-509967,TreatmentA,B03,80.7,266,205.97,929.38,1067.7,968.5,0.7213,0.9043,23.05,1,0
IMG-502336,TreatmentA,B03,95.49,234,169.54,714.82,1527.9,1010.9,0.9118,0.8015,22.68,0,1
IMG-505230,TreatmentB,B02,98.99,251,132.48,436.42,1189.2,1269.4,0.8801,0.7584,39.79,1,0
IMG-509781,Control,B02,113.32,255,208.25,1010.53,1785.8,644.6,0.6281,0.8367,23.63,1,1
IMG-507695,TreatmentB,B03,91.24,226,204.99,560.86,1366.6,1103.2,0.9445,0.8957,21.74,0,1
IMG-507111,Control,B02,114.43,209,170.53,946.87,1258.8,241.4,0.7364,0.9748,12.65,1,0
IMG-509127,Control,B03,98.45,263,261.35,632.09,1344.3,654.0,0.911,0.8958,13.54,0,0
IMG-500060,Control,B01,79.28,250,163.88,675.74,1375.0,64.3,0.9474,0.9567,16.44,0,0
IMG-507564,TreatmentA,B02,109.49,237,130.9,608.74,1673.9,1223.9,0.8187,0.8834,26.02,0,0
IMG-507330,Control,B02,114.8,218,170.61,826.54,1295.7,761.1,0.8115,0.9792,11.73,1,1
IMG-501406,Control,B01,95.27,260,237.69,791.78,1385.0,19.0,0.6715,0.9588,23.99,1,0
IMG-505572,TreatmentB,B02,88.68,230,160.02,671.81,1260.8,967.9,0.5855,0.9387,9.44,1,1
IMG-502326,Control,B02,91.15,231,142.51,748.12,1258.4,380.8,0.7907,0.9609,27.59,1,0
IMG-504490,TreatmentB,B02,91.23,227,248.94,871.42,920.2,851.5,0.804,0.9556,41.58,0,0
IMG-508818,TreatmentB,B02,106.58,259,184.73,669.06,1621.6,1173.2,0.7852,0.9478,27.03,1,0
IMG-507833,TreatmentB,B02,112.66,247,170.79,826.5,1427.0,981.1,0.6439,0.9212,16.84,1,1
IMG-503643,TreatmentB,B03,107.64,230,163.94,797.59,1097.6,1542.6,0.8555,0.827,38.37,1,0
IMG-505003,TreatmentA,B01,98.06,253,194.4,699.65,1573.2,540.5,0.8617,0.9838,15.45,0,1
IMG-503617,Control,B02,69.91,226,178.92,795.31,1542.2,588.5,0.7528,0.9348,26.49,0,1
IMG-502833,TreatmentA,B02,143.85,251,192.35,963.33,1755.9,1146.1,0.672,0.9353,14.4,1,1
IMG-507267,Control,B01,119.85,241,195.92,693.11,1175.3,208.5,0.9631,0.9005,22.18,0,1
IMG-500505,TreatmentA,B01,98.21,244,161.2,742.64,1500.0,1678.2,0.6769,0.9372,9.97,1,1
IMG-502162,TreatmentB,B01,106.46,220,181.72,490.28,1611.7,849.2,0.6646,0.8966,37.09,1,0
IMG-509622,TreatmentB,B03,85.61,277,224.43,630.63,1517.7,1332.5,0.7919,0.9319,14.56,1,0
IMG-500950,Control,B02,103.06,248,161.55,584.58,1220.4,1700.3,0.8019,0.9166,25.65,1,1
IMG-506313,TreatmentB,B01,126.87,251,139.48,574.88,1451.2,785.3,0.8361,0.962,50.2,1,0
IMG-508750,TreatmentB,B03,113.8,243,170.11,682.47,1601.6,683.5,0.9163,0.952,41.24,1,1
IMG-500371,Control,B01,113.95,238,208.0,743.59,1170.4,396.6,0.9212,0.8623,23.9,1,0
IMG-508914,TreatmentB,B02,99.83,229,173.22,621.31,1757.2,1435.9,0.8598,0.8219,25.39,1,1
IMG-503101,Control,B03,82.1,241,156.75,885.4,1242.3,87.0,0.7886,0.8472,23.72,0,0
IMG-501216,TreatmentB,B03,109.75,227,218.69,514.13,1213.3,639.4,0.838,0.7734,12.87,1,1
IMG-506917,Control,B03,87.78,197,175.92,827.16,1734.2,274.8,0.8526,0.9322,29.47,0,1
IMG-508508,TreatmentB,B03,98.5,204,132.14,907.68,1343.0,1615.3,0.9645,0.9884,15.88,1,0
IMG-506687,TreatmentB,B03,114.65,270,178.77,750.38,1442.5,761.1,0.8514,0.8624,36.32,0,0
IMG-502600,TreatmentB,B01,101.91,271,173.66,851.38,1489.5,704.6,0.8092,0.8966,29.24,1,1
IMG-508832,Control,B01,121.6,238,192.26,901.5,1384.9,435.9,0.8533,0.8733,9.27,0,1
IMG-504210,TreatmentB,B02,101.03,239,233.26,779.71,1312.6,720.3,0.8419,0.9756,20.2,1,0
IMG-503162,TreatmentB,B03,108.45,246,135.52,741.65,1343.3,1309.7,0.9071,0.8704,14.62,0,0
IMG-500209,TreatmentB,B02,97.42,252,202.69,862.12,1270.7,788.4,0.763,0.8999,19.08,0,1
IMG-507020,TreatmentB,B02,118.07,234,179.55,366.77,1873.6,834.6,0.8195,0.8173,25.99,0,0
IMG-507965,TreatmentB,B03,89.23,265,148.52,478.95,1129.3,940.5,0.6722,0.8596,31.99,1,1
IMG-502493,TreatmentA,B01,102.3,239,138.28,815.26,1525.2,1228.2,0.7865,0.9319,26.33,1,0
IMG-508618,Control,B02,72.31,205,190.03,477.96,1373.1,1853.2,0.8575,0.9508,18.85,0,1
IMG-501207,TreatmentA,B02,96.88,250,202.5,557.43,1544.8,1877.6,0.7605,0.8378,28.98,1,0
IMG-500747,TreatmentB,B02,116.31,258,192.71,1077.42,1434.7,1028.1,0.9747,0.941,21.59,0,1
IMG-504461,TreatmentA,B03,114.63,236,146.43,544.35,1773.0,644.8,0.6983,0.8735,17.79,1,0
IMG-500975,TreatmentA,B02,106.45,285,203.2,662.39,1667.1,825.1,0.941,0.9621,24.34,1,0
IMG-500317,TreatmentB,B03,113.31,263,174.66,769.25,1463.9,1208.1,0.6141,0.9312,25.93,1,0
IMG-503148,TreatmentB,B02,82.8,258,134.11,705.21,1350.0,1243.0,0.7309,0.872,19.15,1,0
IMG-507928,TreatmentB,B03,97.55,272,205.73,970.36,1337.9,602.1,0.9601,0.8661,21.43,0,1
IMG-502889,Control,B02,88.7,249,185.55,944.91,1541.9,905.0,0.6917,0.9053,53.74,1,1
IMG-502296,TreatmentA,B03,94.55,248,220.61,967.37,1082.6,898.1,0.8716,0.9485,31.33,1,0
