sample_id,role,colony,body_mass_g,age_months,resting_metabolic_rate,body_temp_c,hypoxia_survival_min,hyaluronan_mda,cortisol_ng_ml,incisor_wear_score,chirps_per_hour,grooming_events_day,telomere_length_kb,target_a,target_b
NMR-000232,Breeder,Colony-C,36.6,51,0.223,30.9,19.9,7.37,8.04,0.222,18,7,18.75,1,0
NMR-000233,Worker,Colony-A,38.2,60,0.215,32.4,19.6,6.7,16.63,0.387,18,11,20.97,1,0
NMR-000234,Worker,Colony-B,32.2,120,0.235,33.5,13.9,7.9,9.29,0.717,33,11,19.49,1,1
NMR-000235,Soldier,Colony-D,23.4,38,0.177,32.3,11.7,6.58,5.9,0.146,19,12,18.74,0,1
NMR-000236,Worker,Colony-A,26.5,56,0.237,31.3,8.4,6.39,10.58,0.161,31,12,18.06,0,0
NMR-000237,Worker,Colony-A,33.1,30,0.242,31.6,29.9,7.41,12.63,0.415,17,20,25.41,1,0
NMR-000238,Breeder,Colony-C,40.1,52,0.267,31.0,20.7,8.5,7.02,0.332,25,12,21.51,1,0
NMR-000239,Worker,Colony-E,37.1,49,0.321,32.4,10.7,7.32,9.59,0.371,19,11,16.29,0,1
NMR-000240,Worker,Colony-C,25.0,42,0.192,33.3,17.0,8.32,10.78,0.381,38,11,16.93,0,0
NMR-000241,Worker,Colony-B,27.7,42,0.241,32.1,20.2,4.56,19.76,0.515,23,11,22.9,1,1
NMR-000242,Breeder,Colony-D,36.5,56,0.162,31.8,5.9,5.9,4.14,0.352,23,12,16.28,1,0
NMR-000243,Worker,Colony-C,44.2,36,0.359,31.7,69.8,6.61,23.45,0.186,24,13,20.49,1,1
NMR-000244,Worker,Colony-B,19.6,50,0.188,33.4,13.9,6.77,21.42,0.169,22,5,19.1,1,0
NMR-000245,Queen,Colony-C,30.0,29,0.339,32.1,13.5,6.03,1.25,0.632,23,10,16.2,0,1
NMR-000246,Soldier,Colony-B,29.3,69,0.269,32.2,29.4,6.27,9.63,0.483,18,7,16.84,1,1
NMR-000247,Worker,Colony-D,30.9,140,0.319,31.3,39.7,6.11,9.31,0.649,20,10,21.97,0,0
NMR-000248,Soldier,Colony-B,45.3,37,0.354,31.6,15.6,6.34,11.9,0.355,29,8,19.97,0,1
NMR-000249,Soldier,Colony-A,42.7,20,0.247,33.1,19.8,6.28,20.06,0.103,22,13,20.81,1,0
NMR-000250,Worker,Colony-D,21.0,23,0.188,31.3,50.3,6.78,13.64,0.145,30,19,22.04,1,0
NMR-000251,Soldier,Colony-B,25.4,46,0.243,32.9,6.6,7.77,20.94,0.179,25,21,22.42,0,0
NMR-000252,Worker,Colony-B,30.5,57,0.26,33.5,22.2,6.47,11.39,0.419,24,6,23.3,1,0
NMR-000253,Worker,Colony-A,40.5,35,0.17,33.0,19.4,7.16,12.62,0.192,32,5,25.41,1,0
NMR-000254,Soldier,Colony-B,35.2,22,0.235,33.8,26.6,6.72,15.63,0.462,25,10,18.04,1,1
NMR-000255,Worker,Colony-A,25.1,26,0.198,30.9,23.2,6.98,15.52,0.281,22,13,20.74,0,0
NMR-000256,Soldier,Colony-E,24.2,80,0.335,30.4,17.0,6.43,10.7,0.382,22,11,21.0,0,0
NMR-000257,Breeder,Colony-D,27.6,78,0.277,33.4,15.1,5.59,11.94,0.111,18,8,21.06,1,0
NMR-000258,Worker,Colony-D,22.7,35,0.189,31.5,10.2,7.74,14.63,0.381,24,10,22.29,0,0
NMR-000259,Worker,Colony-D,26.9,60,0.327,33.9,14.4,5.57,16.34,0.495,25,9,24.29,1,0
NMR-000260,Worker,Colony-D,35.7,91,0.176,32.4,13.1,6.37,26.96,0.706,26,16,23.96,1,1
NMR-000261,Soldier,Colony-B,28.3,32,0.217,33.5,27.4,7.16,9.53,0.06,19,13,16.47,1,0
NMR-000262,Worker,Colony-C,34.4,42,0.218,31.4,7.9,6.12,14.12,0.177,30,17,20.25,1,0
NMR-000263,Soldier,Colony-B,32.2,45,0.282,32.1,18.7,8.55,6.69,0.592,19,8,24.41,0,1
NMR-000264,Soldier,Colony-E,38.8,46,0.23,33.3,13.5,5.87,5.9,0.403,20,13,20.15,1,0
NMR-000265,Worker,Colony-E,26.6,129,0.285,31.3,9.7,7.48,12.74,0.188,28,9,15.14,0,1
NMR-000266,Worker,Colony-C,23.5,52,0.237,31.2,18.6,7.34,10.13,0.164,21,12,21.62,0,0
NMR-000267,Soldier,Colony-D,56.0,52,0.217,31.0,17.2,8.24,11.19,0.263,30,9,21.17,1,0
NMR-000268,Worker,Colony-D,16.2,78,0.2,31.5,17.7,7.14,15.04,0.306,19,9,19.65,1,0
NMR-000269,Worker,Colony-C,31.0,52,0.353,32.0,18.1,6.43,24.97,0.211,28,13,18.1,0,1
NMR-000270,Worker,Colony-D,32.1,60,0.181,31.4,22.7,6.21,10.53,0.368,19,14,15.86,0,0
NMR-000271,Worker,Colony-D,33.3,44,0.485,31.7,17.3,7.1,11.98,0.148,24,7,20.18,0,0
NMR-000272,Worker,Colony-B,33.6,49,0.28,33.1,13.9,5.89,13.22,0.421,27,18,21.78,1,1
NMR-000273,Soldier,Colony-B,33.2,98,0.253,32.2,27.4,8.1,6.73,0.043,23,12,23.67,1,1
NMR-000274,Worker,Colony-C,33.1,136,0.194,32.8,12.7,6.74,14.9,0.304,28,12,21.33,0,0
NMR-000275,Worker,Colony-D,38.8,56,0.289,32.5,15.7,6.88,12.76,0.148,21,5,14.4,1,0
NMR-000276,Worker,Colony-E,38.0,55,0.35,32.7,12.1,4.72,11.76,0.453,27,11,18.45,0,0
NMR-000277,Worker,Colony-E,26.5,39,0.191,30.5,28.5,6.69,12.31,0.568,30,10,16.45,1,0
NMR-000278,Worker,Colony-E,20.2,33,0.26,32.6,20.9,6.66,13.6,0.388,21,10,16.42,0,1
NMR-000279,Worker,Colony-A,34.1,45,0.396,32.3,21.7,8.49,27.15,0.204,23,9,18.13,0,1
NMR-000280,Worker,Colony-C,39.2,74,0.435,32.1,21.4,2.92,14.7,0.368,15,10,26.92,0,1
NMR-000281,Worker,Colony-A,10.2,75,0.19,32.5,29.4,8.81,11.92,0.191,13,16,23.32,1,1
NMR-000282,Worker,Colony-B,29.9,48,0.299,33.0,44.1,6.83,12.5,0.133,25,12,22.09,1,0
NMR-000283,Soldier,Colony-D,37.0,35,0.222,33.3,24.1,7.09,8.9,0.247,24,14,24.52,1,0
NMR-000284,Worker,Colony-D,19.2,44,0.342,31.9,20.0,7.17,14.5,0.351,27,15,20.21,0,0
NMR-000285,Soldier,Colony-B,31.0,29,0.331,32.0,12.5,6.58,15.36,0.241,24,13,15.66,0,1
NMR-000286,Worker,Colony-E,30.6,66,0.351,33.8,29.7,9.15,22.23,0.154,21,11,21.45,1,1
NMR-000287,Worker,Colony-C,34.7,51,0.299,31.0,11.4,8.58,10.67,0.372,33,15,18.93,0,0
NMR-000288,Soldier,Colony-B,32.3,33,0.254,32.9,37.4,4.99,13.82,0.25,27,9,18.55,1,1
NMR-000289,Worker,Colony-C,30.4,182,0.252,32.0,21.5,4.95,10.0,0.33,22,13,18.87,0,0
NMR-000290,Breeder,Colony-B,46.4,44,0.224,32.6,10.3,6.78,5.91,0.075,27,9,14.64,0,0
NMR-000291,Worker,Colony-E,18.6,49,0.22,32.7,28.9,6.32,21.18,0.399,22,7,15.27,0,0
NMR-000292,Soldier,Colony-E,38.1,46,0.247,31.2,29.7,6.12,13.46,0.636,25,11,25.27,1,0
NMR-000293,Worker,Colony-C,31.8,49,0.232,30.0,36.2,7.66,16.81,0.471,18,14,17.49,1,0
NMR-000294,Breeder,Colony-D,25.3,41,0.279,30.8,15.0,6.38,4.32,0.334,28,11,19.46,0,0
NMR-000295,Soldier,Colony-C,20.7,135,0.38,31.5,19.6,5.53,10.73,0.193,23,20,19.41,1,0
NMR-000296,Soldier,Colony-A,34.3,76,0.352,32.0,15.6,7.54,7.6,0.284,18,8,20.49,0,1
NMR-000297,Worker,Colony-A,13.2,52,0.179,31.4,40.0,9.52,19.09,0.293,15,10,18.27,1,0
NMR-000298,Worker,Colony-E,32.9,75,0.353,31.2,12.2,5.4,13.6,0.071,34,10,24.45,0,0
NMR-000299,Worker,Colony-C,26.6,33,0.333,33.0,10.1,6.52,9.62,0.484,23,7,17.87,0,1
NMR-000300,Breeder,Colony-A,42.3,51,0.213,31.0,13.6,7.43,16.14,0.112,24,9,18.9,0,0
NMR-000301,Worker,Colony-A,26.9,53,0.227,32.3,10.0,8.07,10.41,0.506,13,12,21.65,1,1
NMR-000302,Worker,Colony-E,21.7,45,0.432,32.9,16.9,9.15,14.22,0.423,32,11,18.02,0,0
NMR-000303,Worker,Colony-D,34.1,253,0.218,32.6,12.6,8.27,21.28,0.079,23,8,12.12,0,1
NMR-000304,Worker,Colony-B,28.0,143,0.145,33.0,52.7,5.87,14.41,0.388,29,15,15.99,1,0
NMR-000305,Soldier,Colony-E,32.3,79,0.22,33.0,11.7,8.53,12.94,0.186,27,10,17.21,0,1
NMR-000306,Worker,Colony-E,23.9,59,0.131,31.2,21.7,7.99,18.08,0.437,16,8,17.21,1,0
NMR-000307,Soldier,Colony-C,33.6,30,0.264,30.9,20.8,7.98,32.85,0.291,18,15,28.51,1,0
NMR-000308,Worker,Colony-D,24.4,61,0.21,34.1,28.2,6.27,16.49,0.251,30,8,21.93,1,0
NMR-000309,Worker,Colony-B,30.1,54,0.26,33.0,14.5,7.24,19.87,0.311,31,20,24.18,1,1
NMR-000310,Worker,Colony-B,29.9,31,0.225,32.2,15.0,7.73,12.14,0.216,33,8,18.55,0,1
NMR-000311,Worker,Colony-D,33.6,59,0.314,33.4,24.6,6.21,13.59,0.348,28,10,14.55,0,0
NMR-000312,Worker,Colony-D,27.4,72,0.324,32.5,29.2,7.79,17.02,0.205,22,9,24.12,0,1
NMR-000313,Soldier,Colony-E,24.7,89,0.224,31.9,13.1,7.95,4.26,0.325,29,18,20.19,1,1
NMR-000314,Worker,Colony-C,23.6,53,0.188,30.6,9.8,7.14,11.7,0.172,23,15,20.45,1,0
NMR-000315,Soldier,Colony-B,41.1,60,0.205,32.6,22.2,8.15,21.13,0.272,19,4,20.98,1,1
NMR-000316,Soldier,Colony-D,30.4,73,0.428,32.5,14.6,6.8,6.67,0.254,26,9,15.71,0,1
NMR-000317,Soldier,Colony-D,34.7,55,0.329,31.9,14.3,5.3,18.39,0.528,23,11,21.66,0,1
NMR-000318,Worker,Colony-C,35.4,46,0.204,32.4,20.1,8.49,17.37,0.364,29,6,16.66,0,1
NMR-000319,Worker,Colony-D,29.5,162,0.179,32.4,24.3,7.98,25.42,0.259,19,14,19.15,1,1
NMR-000320,Worker,Colony-B,32.1,77,0.356,31.1,40.5,7.64,19.66,0.256,21,16,17.51,0,0
NMR-000321,Queen,Colony-E,48.2,66,0.149,33.3,23.0,7.29,1.65,0.253,21,8,20.21,0,0
NMR-000322,Worker,Colony-D,25.6,38,0.3,32.9,15.3,6.75,20.48,0.314,25,14,17.19,0,0
NMR-000323,Soldier,Colony-B,34.9,35,0.387,32.3,16.7,8.58,15.79,0.292,24,12,17.17,0,0
NMR-000324,Soldier,Colony-B,28.4,38,0.411,32.7,14.8,6.81,9.82,0.269,24,10,18.45,0,1
NMR-000325,Breeder,Colony-C,38.7,110,0.26,34.0,17.6,7.08,4.51,0.17,29,13,16.44,0,0
NMR-000326,Soldier,Colony-D,35.4,39,0.211,31.9,14.1,5.73,5.61,0.255,27,11,19.61,1,1
NMR-000327,Breeder,Colony-A,33.6,54,0.181,31.4,12.0,7.7,9.79,0.362,23,10,24.07,0,0
NMR-000328,Worker,Colony-D,33.4,76,0.35,31.3,18.7,6.59,11.32,0.521,28,10,17.13,0,1
NMR-000329,Worker,Colony-B,30.6,46,0.151,32.7,22.5,7.65,15.67,0.156,20,17,25.93,1,0
NMR-000330,Worker,Colony-C,25.6,16,0.161,31.9,14.6,6.23,15.43,0.316,19,10,14.73,0,1
NMR-000331,Worker,Colony-B,27.4,40,0.223,30.6,9.2,5.03,22.15,0.495,27,9,22.56,1,0
NMR-000332,Worker,Colony-A,24.7,57,0.258,32.2,11.2,7.44,36.9,0.37,26,14,15.38,0,1
NMR-000333,Worker,Colony-A,31.9,48,0.291,33.0,41.2,6.19,17.34,0.603,19,13,22.21,1,0
NMR-000334,Worker,Colony-A,33.0,68,0.256,32.8,16.0,6.53,11.37,0.392,20,14,18.31,0,0
NMR-000335,Worker,Colony-C,29.7,69,0.366,34.1,10.1,8.23,10.88,0.137,32,10,20.41,0,1
NMR-000336,Worker,Colony-D,28.5,21,0.365,31.2,25.7,6.89,19.8,0.231,27,8,15.35,0,1
NMR-000337,Worker,Colony-B,27.0,15,0.339,32.0,48.7,8.5,17.71,0.392,25,7,20.03,1,0
NMR-000338,Soldier,Colony-B,39.5,65,0.225,31.8,24.0,7.33,11.7,0.201,21,13,23.3,1,1
NMR-000339,Worker,Colony-D,19.3,40,0.399,32.6,20.0,7.15,14.71,0.177,24,8,14.27,0,1
NMR-000340,Soldier,Colony-C,37.5,161,0.232,32.4,14.1,4.97,10.21,0.066,24,7,23.46,0,0
NMR-000341,Worker,Colony-C,30.1,27,0.323,32.1,9.2,7.26,11.32,0.367,32,8,18.71,0,0
NMR-000342,Worker,Colony-D,25.9,116,0.31,31.5,26.2,5.33,16.9,0.235,19,13,23.22,1,0
NMR-000343,Worker,Colony-B,28.2,85,0.102,31.8,14.0,5.87,14.68,0.351,33,8,18.44,1,1
NMR-000344,Worker,Colony-B,36.4,20,0.25,31.5,11.7,9.34,29.42,0.608,20,8,21.69,1,0
NMR-000345,Worker,Colony-A,30.9,74,0.243,30.3,23.1,6.63,11.78,0.366,25,11,24.23,1,0
NMR-000346,Worker,Colony-B,19.9,106,0.448,33.2,35.0,6.55,10.63,0.088,24,10,24.85,0,0
NMR-000347,Worker,Colony-B,23.5,51,0.261,32.2,18.6,6.03,22.12,0.443,18,6,21.48,0,1
NMR-000348,Worker,Colony-C,21.2,18,0.263,32.6,8.6,7.55,10.37,0.26,22,12,21.29,0,0
NMR-000349,Worker,Colony-C,30.6,54,0.22,32.4,17.2,9.36,17.31,0.108,20,10,20.68,1,1
NMR-000350,Worker,Colony-E,29.0,82,0.179,32.7,34.2,7.98,15.36,0.392,38,9,18.77,1,1
NMR-000351,Soldier,Colony-E,31.9,25,0.199,33.0,29.1,6.0,9.98,0.235,22,14,19.45,1,1
NMR-000352,Worker,Colony-D,23.3,77,0.188,31.2,13.0,5.57,16.94,0.312,27,23,25.93,1,0
NMR-000353,Worker,Colony-C,37.2,83,0.191,31.7,24.9,6.63,13.62,0.313,20,12,20.54,1,0
NMR-000354,Worker,Colony-B,37.7,25,0.258,32.6,16.7,7.03,13.54,0.264,16,7,24.21,0,1
NMR-000355,Breeder,Colony-E,37.7,34,0.268,33.0,10.5,7.84,5.08,0.193,25,11,22.97,0,0
NMR-000356,Worker,Colony-B,24.5,64,0.277,33.0,20.4,8.07,10.54,0.545,32,12,14.99,0,1
NMR-000357,Worker,Colony-E,25.2,56,0.264,32.8,14.5,6.11,8.09,0.518,30,7,18.67,1,0
NMR-000358,Worker,Colony-B,33.2,41,0.402,30.6,10.7,6.93,14.94,0.277,22,12,19.0,0,0
NMR-000359,Worker,Colony-D,24.1,83,0.234,31.9,11.1,8.7,15.71,0.567,21,19,19.37,0,1
NMR-000360,Worker,Colony-A,41.8,44,0.317,31.1,23.4,7.55,20.61,0.364,28,17,21.1,1,0
NMR-000361,Worker,Colony-D,37.1,31,0.234,32.0,14.8,7.46,11.58,0.327,21,11,17.51,0,0
NMR-000362,Breeder,Colony-E,41.1,22,0.275,31.1,35.3,7.88,10.96,0.276,24,16,19.71,1,0
NMR-000363,Worker,Colony-C,32.7,58,0.249,32.0,23.5,7.53,10.74,0.369,26,18,15.24,1,1
NMR-000364,Soldier,Colony-D,42.6,41,0.337,31.7,10.7,6.86,16.51,0.115,18,8,17.84,0,1
NMR-000365,Worker,Colony-E,30.3,27,0.212,32.6,16.2,8.68,11.17,0.464,26,19,17.65,0,0
NMR-000366,Worker,Colony-C,16.7,21,0.169,32.7,34.7,4.23,10.77,0.484,29,15,18.6,1,1
NMR-000367,Soldier,Colony-C,36.8,77,0.276,31.6,22.5,7.03,16.01,0.605,24,8,19.49,0,1
NMR-000368,Soldier,Colony-A,28.5,56,0.17,30.6,17.5,5.94,11.97,0.422,21,16,24.04,1,0
NMR-000369,Soldier,Colony-B,34.4,27,0.262,31.3,13.2,7.3,18.03,0.291,26,16,13.84,0,0
NMR-000370,Worker,Colony-A,24.1,30,0.279,32.6,15.6,7.74,14.91,0.359,27,7,24.92,0,0
NMR-000371,Worker,Colony-E,26.6,51,0.243,31.6,29.5,5.57,14.04,0.162,16,12,20.51,0,1
NMR-000372,Worker,Colony-E,28.1,41,0.23,33.4,13.0,5.44,12.84,0.133,24,10,22.95,1,1
NMR-000373,Worker,Colony-B,31.6,111,0.15,32.5,18.7,8.33,12.58,0.12,22,11,22.32,1,1
NMR-000374,Soldier,Colony-E,25.8,114,0.156,31.7,15.6,5.84,11.26,0.174,26,11,23.4,1,0
NMR-000375,Worker,Colony-D,35.2,45,0.32,31.3,41.3,6.35,10.42,0.167,26,10,18.21,1,0
NMR-000376,Soldier,Colony-B,26.5,91,0.254,33.0,17.1,7.83,10.92,0.143,26,14,20.87,1,1
NMR-000377,Worker,Colony-A,37.6,40,0.222,34.5,14.0,6.76,10.04,0.464,28,6,22.48,0,0
NMR-000378,Soldier,Colony-C,20.9,135,0.159,33.1,18.8,6.35,16.11,0.236,25,9,22.61,1,0
NMR-000379,Worker,Colony-E,33.2,40,0.205,32.8,16.1,4.83,15.23,0.092,18,14,19.13,0,1
NMR-000380,Worker,Colony-A,34.4,63,0.28,33.2,16.3,6.24,18.58,0.34,25,14,27.39,1,0
NMR-000381,Soldier,Colony-A,43.7,38,0.274,33.3,17.0,7.82,7.18,0.351,25,13,20.1,0,0
NMR-000382,Worker,Colony-B,24.4,56,0.302,32.0,13.8,5.84,15.39,0.144,24,9,21.1,0,0
NMR-000383,Worker,Colony-B,28.8,38,0.475,32.1,9.0,6.26,12.49,0.472,32,6,24.3,0,1
NMR-000384,Soldier,Colony-B,30.7,127,0.116,32.6,35.4,7.28,14.38,0.101,34,13,22.65,1,0
NMR-000385,Worker,Colony-A,29.7,75,0.207,31.1,5.5,5.35,12.25,0.081,25,15,19.21,0,0
NMR-000386,Worker,Colony-E,21.0,50,0.228,31.3,33.0,6.7,12.41,0.153,18,10,24.06,1,0
NMR-000387,Worker,Colony-A,22.6,23,0.183,32.7,27.8,7.23,12.82,0.245,29,10,18.82,1,0
NMR-000388,Worker,Colony-E,31.1,49,0.152,32.8,22.6,6.31,8.61,0.358,23,10,13.42,1,1
NMR-000389,Worker,Colony-A,33.4,36,0.148,33.5,14.3,6.97,9.39,0.504,23,10,16.56,0,0
NMR-000390,Worker,Colony-C,17.4,55,0.276,33.3,26.9,8.83,13.25,0.29,16,11,18.62,1,0
NMR-000391,Queen,Colony-A,32.6,48,0.324,32.2,17.6,5.03,-0.49,0.259,14,14,21.95,1,1
NMR-000392,Soldier,Colony-A,40.0,38,0.199,32.2,18.0,7.21,13.58,0.265,10,7,23.03,1,1
NMR-000393,Worker,Colony-A,23.6,44,0.241,33.0,16.9,8.46,14.02,0.175,21,12,23.09,1,0
NMR-000394,Worker,Colony-C,35.5,116,0.21,31.4,7.4,5.11,14.67,0.403,29,9,13.86,0,0
NMR-000395,Worker,Colony-C,23.7,42,0.202,31.9,14.2,4.81,19.3,0.159,22,16,19.85,1,1
NMR-000396,Soldier,Colony-D,34.8,50,0.212,32.8,23.1,6.36,9.42,0.245,22,15,22.78,0,0
NMR-000397,Soldier,Colony-A,46.5,77,0.352,33.2,9.3,5.67,8.52,0.359,31,12,13.99,0,0
NMR-000398,Worker,Colony-A,21.5,51,0.305,32.2,16.2,7.69,10.11,0.095,22,10,21.43,0,0
NMR-000399,Worker,Colony-D,22.9,48,0.208,32.9,15.7,6.69,15.96,0.269,27,10,22.05,1,1
NMR-000400,Soldier,Colony-A,36.1,59,0.275,31.9,25.8,7.24,34.85,0.588,20,6,16.44,1,1
NMR-000401,Worker,Colony-A,29.8,51,0.147,32.1,31.0,7.14,10.67,0.45,15,12,21.63,1,1
NMR-000402,Soldier,Colony-B,42.3,88,0.188,30.7,15.8,7.78,18.97,0.04,20,10,20.32,1,0
NMR-000403,Breeder,Colony-E,30.9,79,0.278,32.2,10.9,5.66,6.48,0.162,17,12,22.21,0,0
NMR-000404,Breeder,Colony-A,43.7,55,0.228,32.7,26.2,7.38,13.28,0.181,24,6,26.02,1,1
NMR-000405,Worker,Colony-E,16.2,64,0.191,32.1,18.1,4.77,28.62,0.369,25,10,19.93,0,1
NMR-000406,Soldier,Colony-B,39.2,43,0.379,32.3,23.2,5.76,23.42,0.344,28,10,20.23,0,1
NMR-000407,Queen,Colony-B,37.8,90,0.321,31.4,13.4,7.2,3.63,0.242,22,4,18.74,0,1
NMR-000408,Soldier,Colony-A,26.9,58,0.261,32.5,10.2,6.61,8.12,0.243,19,10,22.3,1,0
NMR-000409,Soldier,Colony-D,27.2,62,0.386,32.9,42.4,7.63,10.09,0.359,34,17,23.8,1,0
NMR-000410,Worker,Colony-A,23.8,53,0.279,33.8,33.5,8.68,23.32,0.449,19,16,15.44,1,0
NMR-000411,Breeder,Colony-D,51.4,35,0.297,33.3,23.7,6.57,18.94,0.074,28,12,18.85,0,0
NMR-000412,Worker,Colony-C,33.1,117,0.35,32.8,24.9,5.5,19.3,0.446,22,12,19.14,1,0
NMR-000413,Soldier,Colony-E,23.4,61,0.132,30.1,9.6,6.69,17.81,0.33,26,20,19.67,0,0
NMR-000414,Soldier,Colony-D,24.9,55,0.262,31.6,17.0,5.73,6.47,0.349,26,13,17.28,1,1
NMR-000415,Worker,Colony-D,30.7,173,0.214,32.4,9.0,6.58,9.66,0.331,19,9,17.18,0,1
NMR-000416,Worker,Colony-C,31.3,45,0.19,32.9,12.3,8.59,16.94,0.208,22,14,18.89,1,1
NMR-000417,Worker,Colony-E,32.6,51,0.224,33.6,18.7,5.73,13.67,0.256,23,11,20.26,0,0
NMR-000418,Soldier,Colony-C,24.9,33,0.288,33.2,18.5,5.46,9.97,0.273,18,8,20.91,0,1
NMR-000419,Soldier,Colony-D,37.2,35,0.45,31.4,26.1,6.77,11.46,0.386,31,8,24.65,1,1
NMR-000420,Worker,Colony-D,26.2,52,0.456,33.7,13.1,7.14,12.69,0.34,17,12,20.21,0,0
NMR-000421,Breeder,Colony-D,36.3,129,0.293,31.0,33.1,8.04,2.16,0.392,15,3,24.86,1,1
NMR-000422,Soldier,Colony-E,40.3,50,0.311,32.5,12.6,3.94,5.85,0.226,30,15,22.48,0,1
NMR-000423,Worker,Colony-E,29.1,82,0.166,32.5,12.7,6.66,12.22,0.469,16,13,20.94,1,1
NMR-000424,Worker,Colony-C,30.9,37,0.228,31.0,14.4,7.76,15.38,0.451,16,13,19.33,0,0
NMR-000425,Soldier,Colony-C,20.0,36,0.24,33.4,7.7,8.2,8.54,0.424,20,11,22.32,0,0
NMR-000426,Soldier,Colony-C,26.6,70,0.21,32.1,16.7,6.7,14.57,0.612,19,10,19.35,0,0
NMR-000427,Worker,Colony-A,32.5,55,0.251,32.2,19.1,7.2,11.05,0.358,16,12,18.65,0,1
NMR-000428,Worker,Colony-D,30.4,45,0.2,32.2,11.0,7.61,11.38,0.529,21,11,16.34,0,1
NMR-000429,Worker,Colony-C,30.5,95,0.15,31.8,18.6,5.62,17.45,0.287,27,9,15.99,1,0
NMR-000430,Worker,Colony-A,35.5,54,0.282,32.7,17.9,5.58,10.3,0.445,22,15,21.62,0,1
NMR-000431,Soldier,Colony-A,34.0,76,0.234,32.2,26.7,5.32,15.11,0.118,21,13,20.94,0,0
NMR-000432,Soldier,Colony-D,22.1,76,0.191,34.2,12.7,8.03,5.59,0.252,25,13,20.1,0,0
NMR-000433,Soldier,Colony-A,33.8,42,0.284,33.2,16.0,7.17,31.14,0.082,31,15,25.07,1,0
NMR-000434,Soldier,Colony-D,35.2,27,0.234,33.2,25.3,7.65,10.36,0.537,22,12,15.36,1,0
NMR-000435,Soldier,Colony-E,36.6,60,0.246,32.2,16.3,6.66,7.03,0.451,31,11,24.48,1,1
NMR-000436,Worker,Colony-D,20.0,36,0.246,31.1,8.2,5.92,11.48,0.469,30,9,19.05,0,0
NMR-000437,Soldier,Colony-E,37.2,48,0.317,30.3,41.2,7.27,5.85,0.631,23,13,21.87,1,0
NMR-000438,Breeder,Colony-A,41.3,62,0.398,31.0,16.4,7.04,3.29,0.376,25,13,17.58,0,0
NMR-000439,Worker,Colony-A,25.9,81,0.224,32.8,12.4,7.94,16.08,0.122,15,7,20.07,0,1
NMR-000440,Worker,Colony-E,25.4,76,0.288,33.0,32.9,8.33,11.17,0.6,26,15,20.41,0,1
NMR-000441,Worker,Colony-D,16.7,84,0.19,32.7,19.1,8.29,13.32,0.371,17,10,21.91,1,1
NMR-000442,Breeder,Colony-E,38.5,30,0.195,31.5,27.1,6.62,5.78,0.311,20,10,22.95,1,1
NMR-000443,Worker,Colony-D,28.9,59,0.244,32.7,20.8,6.29,11.03,0.54,23,14,18.41,0,1
NMR-000444,Worker,Colony-D,27.2,42,0.201,31.1,34.9,5.93,33.19,0.168,23,13,16.25,1,1
NMR-000445,Worker,Colony-B,23.9,84,0.246,33.1,13.3,7.76,16.21,0.33,17,16,15.36,1,1
NMR-000446,Worker,Colony-A,25.5,63,0.27,31.7,11.7,6.55,22.13,0.428,16,11,21.68,0,1
NMR-000447,Worker,Colony-A,33.9,30,0.11,32.4,12.1,5.96,33.36,0.312,31,9,15.89,0,1
NMR-000448,Soldier,Colony-D,46.1,80,0.244,31.5,10.7,8.48,7.63,0.246,21,15,19.18,1,1
NMR-000449,Worker,Colony-C,30.8,51,0.192,33.1,9.3,6.84,8.49,0.374,23,8,15.98,0,0
NMR-000450,Worker,Colony-A,18.9,37,0.256,32.5,8.6,5.45,13.35,0.527,23,14,25.22,0,1
NMR-000451,Worker,Colony-B,27.1,94,0.197,31.6,15.4,6.95,20.57,0.357,25,10,22.15,0,1
NMR-000452,Soldier,Colony-A,39.9,16,0.252,31.3,16.8,5.25,17.95,0.134,24,9,23.6,1,1
NMR-000453,Worker,Colony-B,35.0,42,0.306,31.0,23.1,6.69,11.65,0.166,21,11,16.58,0,0
NMR-000454,Breeder,Colony-D,43.3,28,0.393,31.8,22.2,5.75,4.07,0.167,20,10,18.21,0,1
NMR-000455,Breeder,Colony-C,32.1,75,0.172,32.5,13.6,6.88,3.72,0.13,26,15,23.57,0,1
NMR-000456,Worker,Colony-D,31.2,81,0.274,31.2,17.7,6.43,15.59,0.167,26,8,17.5,0,0
NMR-000457,Worker,Colony-C,31.3,106,0.2,32.2,6.6,7.11,13.02,0.173,28,11,18.44,1,1
NMR-000458,Worker,Colony-E,18.1,77,0.282,29.8,37.5,5.17,25.58,0.155,25,7,14.43,1,0
NMR-000459,Soldier,Colony-A,42.2,55,0.241,30.6,25.6,3.84,15.41,0.409,28,11,15.94,0,0
NMR-000460,Breeder,Colony-D,47.3,42,0.223,32.0,6.3,7.75,17.6,0.411,25,13,17.68,0,1
NMR-000461,Soldier,Colony-A,38.5,47,0.177,33.0,12.1,6.95,7.9,0.337,21,12,16.33,1,0
NMR-000462,Worker,Colony-E,28.0,22,0.464,32.0,29.0,8.02,11.15,0.521,27,13,17.91,1,0
NMR-000463,Breeder,Colony-D,39.1,114,0.213,32.6,23.2,6.82,8.85,0.428,26,10,22.47,1,1
NMR-000464,Soldier,Colony-A,36.5,74,0.155,31.3,18.4,7.51,6.55,0.604,21,12,18.63,1,0
