sample_id,group,batch,measure_1,resolution_ang,r_free,chain_length_aa,molecular_weight_kda,fraction_helix,fraction_sheet,mean_b_factor,radius_gyration_ang,ligand_count,isoelectric_point,target_a,target_b
STR-000225,Control,B03,112.89,1.69,0.2457,187,134.06,0.4928,0.4265,28.43,36.72,3,7.0,1,1
STR-000226,TreatmentA,B03,95.49,1.84,0.2221,125,17.72,0.0855,0.7116,88.33,22.12,1,9.38,0,0
STR-000227,Control,B02,93.31,1.68,0.2352,361,20.48,0.2141,0.282,78.55,31.33,1,7.97,0,1
STR-000228,Control,B02,114.31,2.02,0.2085,361,25.11,0.6973,0.3452,33.67,13.29,0,7.95,1,1
STR-000229,TreatmentB,B03,82.87,1.67,0.2386,212,30.91,0.1663,0.2065,20.53,19.25,2,5.47,1,1
STR-000230,Control,B03,90.65,2.93,0.1768,294,26.01,0.231,0.4254,67.64,26.09,2,6.23,0,1
STR-000231,Control,B02,81.42,1.52,0.1862,128,71.18,0.3119,0.1202,58.53,27.44,2,9.28,0,1
STR-000232,Control,B01,111.02,2.65,0.2391,474,13.39,0.4864,0.2433,39.39,23.7,6,6.2,0,1
STR-000233,Control,B01,79.18,2.44,0.2734,160,36.13,0.497,0.0695,30.12,26.9,1,7.65,1,0
STR-000234,TreatmentA,B01,95.65,1.63,0.1844,320,83.86,0.2314,0.3717,34.11,18.85,1,5.35,1,0
STR-000235,Control,B03,80.21,1.88,0.275,215,12.19,0.4381,0.5284,45.03,15.04,2,7.86,1,1
STR-000236,Control,B01,107.89,2.78,0.255,120,29.01,0.4974,0.2009,36.04,19.46,3,5.99,0,0
STR-000237,TreatmentB,B03,100.9,2.24,0.2561,237,19.35,0.286,0.2492,39.12,30.79,3,7.1,0,1
STR-000238,TreatmentA,B02,109.45,1.44,0.2095,354,72.27,0.4339,0.2547,27.68,37.88,3,8.48,1,0
STR-000239,TreatmentB,B03,76.97,1.46,0.23,212,38.0,0.6262,0.2913,28.92,26.76,1,6.59,0,1
STR-000240,TreatmentA,B02,102.89,1.52,0.2138,649,48.07,0.5865,0.0902,33.73,26.54,4,8.22,1,0
STR-000241,Control,B03,84.44,3.26,0.2147,343,13.06,0.6678,0.183,62.52,32.1,2,8.43,0,0
STR-000242,TreatmentA,B01,109.0,1.51,0.2832,212,46.31,0.3146,0.103,42.78,17.76,1,8.9,0,1
STR-000243,TreatmentA,B01,111.12,2.27,0.2866,113,45.63,0.3409,0.2112,30.02,29.29,2,4.36,1,0
STR-000244,Control,B01,137.27,2.67,0.2128,137,45.99,0.0472,0.2473,48.79,18.98,7,6.63,0,1
STR-000245,Control,B02,94.72,2.87,0.2096,155,33.7,0.3086,0.1406,79.98,28.34,4,7.25,0,1
STR-000246,Control,B03,108.69,1.92,0.2286,266,25.99,0.5244,0.3524,60.1,21.68,2,6.93,1,1
STR-000247,TreatmentA,B01,96.58,5.26,0.2032,537,34.8,0.5998,0.3459,53.99,23.36,1,8.6,0,1
STR-000248,Control,B02,104.14,2.48,0.2094,459,43.14,0.4391,0.3667,63.95,25.66,3,7.44,1,1
STR-000249,TreatmentB,B01,110.21,1.8,0.1947,461,87.15,0.5774,0.4602,24.26,36.6,5,7.52,1,1
STR-000250,TreatmentA,B03,107.37,3.31,0.1596,126,26.63,0.3666,0.2378,21.53,23.31,2,8.09,1,0
STR-000251,Control,B01,84.6,2.09,0.227,237,14.06,0.3149,0.134,29.03,29.59,2,8.06,1,1
STR-000252,Control,B01,107.08,3.13,0.2779,209,54.73,0.2539,0.1922,51.58,30.99,1,6.64,0,1
STR-000253,TreatmentA,B03,100.52,2.17,0.2369,210,36.79,0.312,0.3229,39.76,42.73,4,6.31,1,1
STR-000254,Control,B03,80.32,3.04,0.1655,520,79.41,0.3515,0.0508,36.56,21.81,4,7.67,1,1
STR-000255,Control,B02,116.22,2.53,0.2402,458,23.33,0.2911,0.1477,24.75,17.92,0,7.41,0,1
STR-000256,TreatmentA,B02,117.2,1.55,0.2319,117,63.19,0.5391,0.3032,31.02,18.83,1,6.66,1,1
STR-000257,Control,B02,112.76,2.07,0.2625,380,29.57,0.3293,0.2962,45.64,25.39,1,7.52,0,0
STR-000258,TreatmentA,B03,125.1,2.08,0.2585,134,18.81,0.4695,0.3718,29.18,26.48,2,7.06,1,1
STR-000259,TreatmentA,B03,104.11,1.44,0.2282,215,9.99,0.2765,0.1306,34.38,27.79,4,5.63,1,1
STR-000260,TreatmentA,B02,116.43,2.51,0.2276,109,27.24,0.3287,0.3099,28.87,18.43,3,7.04,1,0
STR-000261,Control,B02,117.85,1.93,0.2422,176,41.05,0.6869,0.2094,52.96,21.67,3,8.14,1,0
STR-000262,Control,B01,127.64,2.58,0.2143,344,23.4,0.4633,0.5495,31.69,37.78,4,6.24,0,1
STR-000263,Control,B01,95.19,4.01,0.2481,233,56.32,0.1811,0.1572,45.31,28.88,5,8.07,0,1
STR-000264,TreatmentA,B02,87.23,1.35,0.2693,813,32.07,0.3799,0.0968,56.31,23.77,4,6.56,0,1
STR-000265,TreatmentB,B03,79.51,1.71,0.2481,221,92.96,0.6192,0.4848,13.16,31.64,5,3.79,1,0
STR-000266,TreatmentB,B01,83.2,0.92,0.1874,57,36.75,0.4779,0.2398,27.85,31.02,5,6.72,1,0
STR-000267,TreatmentB,B03,106.13,1.12,0.211,354,22.0,0.3098,0.2169,12.21,31.52,4,7.31,1,1
STR-000268,TreatmentB,B02,100.21,2.96,0.2334,614,62.16,0.4542,0.1908,39.09,16.25,1,8.04,0,0
STR-000269,TreatmentA,B02,110.0,1.44,0.2138,303,49.93,0.4032,0.5218,19.98,28.07,1,5.44,1,0
STR-000270,TreatmentB,B01,80.34,1.66,0.2353,695,41.64,0.2916,0.3268,35.14,25.08,3,5.17,1,0
STR-000271,TreatmentA,B02,113.32,2.1,0.2287,351,66.95,0.6495,0.2573,21.05,20.12,4,6.67,1,1
STR-000272,TreatmentB,B01,113.66,1.16,0.2564,227,36.27,0.3784,0.2172,52.65,21.84,3,5.66,1,0
STR-000273,TreatmentA,B01,96.21,0.92,0.2641,174,85.08,0.5404,0.1896,23.25,12.78,2,5.39,1,0
STR-000274,TreatmentB,B03,77.21,1.16,0.2234,122,32.7,0.4919,0.1099,42.96,35.1,1,6.31,1,0
STR-000275,Control,B01,107.94,1.18,0.2779,74,68.25,0.5778,0.1954,38.95,11.42,2,6.3,1,0
STR-000276,TreatmentB,B03,105.06,2.01,0.1651,256,62.18,0.3088,0.2776,27.38,19.79,2,9.21,1,0
STR-000277,TreatmentB,B03,109.56,2.24,0.1882,149,26.17,0.3429,0.237,9.28,27.55,2,6.91,1,1
STR-000278,TreatmentA,B03,76.85,3.4,0.2334,304,58.53,0.5101,0.1831,25.35,35.99,4,7.55,0,0
STR-000279,TreatmentB,B01,106.29,0.84,0.1927,307,44.24,0.5496,0.1795,41.6,28.19,4,7.15,1,1
STR-000280,Control,B02,117.7,2.88,0.2208,214,53.42,0.3036,0.3024,135.07,30.72,3,5.9,0,0
STR-000281,TreatmentA,B01,96.83,3.25,0.2567,480,36.42,0.3156,0.657,26.21,25.94,3,7.95,0,0
STR-000282,TreatmentA,B03,126.04,2.6,0.2679,796,28.64,0.5772,0.2589,16.87,33.33,4,5.89,0,0
STR-000283,Control,B03,94.91,2.1,0.2363,390,64.35,0.2464,0.2767,70.37,21.78,2,6.84,0,1
STR-000284,Control,B01,80.5,2.43,0.2626,255,30.57,0.2997,0.4001,32.77,31.11,1,6.58,0,1
STR-000285,TreatmentA,B02,95.74,4.49,0.2851,543,35.92,0.3341,0.3161,24.35,19.38,7,7.44,0,1
STR-000286,TreatmentA,B03,79.21,1.14,0.2175,482,11.62,0.6105,0.2386,22.97,25.6,5,4.97,1,0
STR-000287,TreatmentA,B02,89.34,1.79,0.2137,631,43.91,0.3871,0.4216,16.05,25.2,3,6.24,1,0
STR-000288,TreatmentA,B03,106.65,1.6,0.2361,577,52.32,0.2772,0.2391,20.84,23.71,1,7.55,0,1
STR-000289,TreatmentA,B01,104.4,1.15,0.1984,507,68.35,0.4216,0.2783,41.21,32.15,1,8.49,1,0
STR-000290,TreatmentB,B03,127.71,1.37,0.2252,1178,25.59,0.7184,0.2881,54.66,19.09,3,7.97,1,0
STR-000291,Control,B03,106.45,2.13,0.2909,335,22.56,0.384,0.485,46.54,10.84,2,6.71,0,1
STR-000292,Control,B03,97.4,3.54,0.1948,344,51.68,0.5835,0.2206,46.75,27.36,5,4.9,0,0
STR-000293,TreatmentB,B02,79.05,3.11,0.2512,128,34.03,0.2237,0.3809,34.57,24.25,1,5.99,0,0
STR-000294,Control,B01,116.08,1.93,0.2613,235,84.64,0.6297,0.3869,45.9,37.24,0,9.05,0,0
STR-000295,TreatmentA,B03,77.01,1.73,0.19,148,60.16,0.4104,0.2769,66.74,28.56,0,9.7,0,0
STR-000296,TreatmentB,B03,77.66,2.12,0.2626,395,164.87,0.3632,0.4634,28.64,21.58,1,7.51,1,1
STR-000297,TreatmentB,B02,121.17,1.58,0.299,185,43.72,0.2309,0.4069,30.56,25.66,3,6.68,1,1
STR-000298,TreatmentB,B03,132.22,4.07,0.2308,234,105.73,0.5408,0.4653,23.5,16.86,2,8.92,0,1
STR-000299,Control,B03,87.42,2.29,0.2434,401,35.14,0.1561,0.1817,49.25,21.89,2,4.47,1,0
STR-000300,TreatmentA,B03,120.52,1.52,0.2168,122,20.41,0.3093,0.1943,68.57,24.58,2,6.41,1,1
STR-000301,TreatmentA,B02,93.22,2.08,0.2328,181,36.59,0.235,0.3755,71.58,36.71,2,9.63,0,0
STR-000302,Control,B03,79.32,2.68,0.2597,311,72.14,0.492,0.2852,33.15,32.85,5,8.49,0,0
STR-000303,TreatmentB,B02,85.73,1.43,0.1952,418,22.91,0.5447,0.1807,21.08,20.66,5,5.87,1,0
STR-000304,TreatmentA,B02,94.51,2.12,0.2355,162,32.56,0.5064,0.427,35.66,30.24,3,6.23,1,1
STR-000305,TreatmentB,B03,87.46,1.22,0.1859,393,33.79,0.5204,0.2485,12.39,7.28,2,5.32,1,0
STR-000306,Control,B01,112.01,2.32,0.2375,319,31.76,0.4687,0.2635,63.26,31.69,2,6.55,1,1
STR-000307,Control,B01,90.0,2.11,0.2219,407,21.37,0.3101,0.4645,23.79,19.87,2,3.61,0,0
STR-000308,Control,B01,101.77,1.44,0.2362,411,32.89,0.3178,0.2477,23.79,24.19,1,7.53,1,1
STR-000309,TreatmentA,B03,76.7,1.77,0.267,306,23.11,0.3723,0.4924,32.02,26.92,1,8.16,1,0
STR-000310,TreatmentB,B03,91.45,1.58,0.2465,228,15.05,0.1855,0.3982,27.62,21.35,3,7.85,1,0
STR-000311,Control,B03,97.9,2.16,0.23,870,16.19,0.3762,0.3904,23.83,31.63,2,6.07,1,0
STR-000312,TreatmentB,B01,80.86,1.66,0.257,307,13.4,0.5646,0.1905,15.27,24.82,3,6.33,1,0
STR-000313,TreatmentB,B03,102.4,2.08,0.2389,112,81.93,0.3074,0.2738,17.48,41.96,1,6.78,1,1
STR-000314,Control,B02,100.13,3.46,0.285,155,28.3,0.503,0.5086,38.69,17.83,1,8.13,0,0
STR-000315,TreatmentA,B03,80.04,2.59,0.2418,419,148.96,0.4463,0.4101,44.06,32.64,4,5.17,0,0
STR-000316,TreatmentA,B02,92.94,1.87,0.1984,234,18.89,0.2834,0.3934,14.57,25.0,3,6.13,1,0
STR-000317,Control,B03,129.54,2.36,0.2172,190,34.99,0.4595,0.3745,73.2,19.96,3,7.26,1,1
STR-000318,TreatmentA,B03,117.29,3.19,0.2976,119,17.12,0.4867,0.5828,42.83,26.53,5,5.77,0,1
STR-000319,Control,B01,83.77,2.9,0.2359,311,10.86,0.4759,0.3999,31.09,33.73,4,6.93,0,1
STR-000320,TreatmentB,B02,123.54,1.92,0.2252,265,35.23,0.3053,0.3442,14.64,38.47,1,5.74,1,0
STR-000321,Control,B03,84.06,1.57,0.2121,403,65.79,0.3302,0.3919,42.38,24.64,4,6.87,1,1
STR-000322,TreatmentA,B03,105.88,2.47,0.23,224,14.16,0.4576,0.2069,33.14,28.18,2,5.24,0,0
STR-000323,Control,B02,115.18,3.95,0.2406,223,21.51,0.5562,0.153,37.87,33.91,2,6.3,0,0
STR-000324,TreatmentA,B01,73.75,1.78,0.2321,401,29.9,0.6293,0.4147,31.29,28.53,4,7.93,1,1
STR-000325,TreatmentA,B02,82.06,1.4,0.181,365,26.96,0.2585,0.3397,31.08,25.33,1,6.67,1,1
STR-000326,TreatmentB,B01,91.22,2.53,0.2373,271,17.33,0.6899,0.3348,33.28,12.28,3,6.53,0,1
STR-000327,TreatmentA,B01,116.16,3.85,0.2161,147,51.47,0.0942,0.2449,15.54,29.16,1,5.11,0,1
STR-000328,TreatmentA,B01,86.45,2.71,0.2568,324,117.57,0.5087,0.2637,52.01,32.47,2,7.03,1,1
STR-000329,Control,B01,119.86,2.04,0.2244,187,16.72,0.5684,0.2567,39.78,23.83,7,6.94,0,1
STR-000330,Control,B01,95.49,2.76,0.2428,199,26.82,0.4029,0.3087,21.29,21.8,1,8.01,0,0
STR-000331,TreatmentA,B02,98.96,1.44,0.2392,547,55.71,0.3122,0.3957,36.28,23.41,2,7.01,1,0
STR-000332,TreatmentA,B01,95.3,1.82,0.2261,123,49.83,0.4099,0.2728,53.45,23.77,1,8.6,0,0
STR-000333,Control,B01,101.61,2.2,0.2444,1461,46.66,0.649,0.2284,30.78,18.17,1,4.82,0,0
STR-000334,TreatmentB,B02,118.76,1.39,0.227,433,20.16,0.3822,0.3585,26.08,15.82,2,4.81,1,0
STR-000335,TreatmentA,B01,100.69,2.98,0.2462,225,23.01,0.1891,0.1803,27.92,17.0,4,5.13,0,1
STR-000336,Control,B01,80.95,3.55,0.228,271,48.64,0.4192,0.3729,42.95,35.43,5,7.6,0,1
STR-000337,TreatmentA,B02,91.37,1.6,0.186,951,24.87,0.4486,0.4196,28.07,17.29,3,7.92,1,1
STR-000338,Control,B03,84.44,1.62,0.2758,344,19.79,0.7041,0.4647,28.2,10.8,3,7.51,0,1
STR-000339,TreatmentA,B03,87.25,1.03,0.1851,280,47.16,0.129,0.2648,24.18,29.82,1,7.75,1,1
STR-000340,TreatmentA,B02,134.04,1.48,0.2165,602,33.19,0.3149,0.4306,32.02,15.31,2,8.47,1,0
STR-000341,Control,B02,96.97,2.42,0.2475,136,24.31,0.2782,0.198,30.69,29.18,3,6.09,0,1
STR-000342,Control,B02,95.46,2.26,0.2582,838,28.69,0.4196,0.21,35.07,20.98,2,5.93,0,1
STR-000343,TreatmentB,B02,99.98,0.9,0.2495,176,22.47,0.5376,0.4427,25.38,18.18,3,7.59,1,1
STR-000344,TreatmentB,B01,87.47,2.0,0.2277,295,14.11,0.3118,0.3734,46.45,19.74,1,7.88,0,0
STR-000345,Control,B01,81.83,1.81,0.2678,257,12.17,0.3659,0.3897,31.55,21.05,3,6.65,0,1
STR-000346,TreatmentA,B03,64.86,1.19,0.1756,92,57.89,0.4323,0.4868,71.47,36.15,2,8.04,1,1
STR-000347,TreatmentA,B02,108.76,2.36,0.2659,645,55.89,0.3867,0.1761,28.52,22.28,1,8.39,1,1
STR-000348,TreatmentB,B03,107.97,0.67,0.1757,403,14.59,0.5622,0.3631,29.24,24.46,3,5.78,1,0
STR-000349,TreatmentB,B03,109.8,1.33,0.2312,395,15.02,0.5578,0.3127,19.04,8.83,1,8.47,1,0
STR-000350,Control,B01,91.13,3.27,0.2519,317,26.41,0.3877,0.1743,59.6,22.4,6,9.68,0,0
STR-000351,TreatmentB,B03,99.99,2.54,0.2293,331,39.16,0.398,0.2673,20.28,18.56,3,5.0,0,0
STR-000352,TreatmentA,B03,77.99,2.22,0.2643,460,27.02,0.3799,0.238,16.65,19.81,0,9.08,0,0
STR-000353,TreatmentA,B02,92.37,2.89,0.2172,338,34.75,0.6126,0.2316,37.83,29.87,1,5.59,0,0
STR-000354,TreatmentB,B02,106.51,1.58,0.1914,61,23.45,0.3234,0.2887,63.56,21.87,5,6.37,0,0
STR-000355,Control,B02,92.61,2.35,0.2079,320,18.42,0.543,0.2344,50.46,33.17,4,6.43,1,0
STR-000356,TreatmentA,B02,63.63,2.11,0.2446,427,15.66,0.386,0.2969,17.24,31.87,1,7.81,1,1
STR-000357,TreatmentA,B03,88.11,2.96,0.2241,362,30.68,0.4317,0.3883,23.23,23.95,3,7.41,0,1
STR-000358,TreatmentB,B02,136.14,1.73,0.3091,526,13.77,0.3742,0.2481,9.73,15.0,3,6.08,0,1
STR-000359,TreatmentA,B01,96.28,1.62,0.2298,706,19.32,0.4286,0.4031,8.58,20.26,1,5.06,1,0
STR-000360,TreatmentB,B01,107.14,1.77,0.2253,317,41.96,0.4438,0.4356,37.03,29.21,3,8.93,0,0
STR-000361,TreatmentB,B03,119.1,2.11,0.2248,276,47.33,0.5447,0.2656,19.76,23.37,0,5.83,1,1
STR-000362,Control,B02,106.69,3.45,0.254,546,88.58,0.4268,0.4457,45.18,19.4,1,7.36,0,1
STR-000363,Control,B01,81.61,2.26,0.2405,236,57.42,0.4981,0.2915,29.86,24.07,3,5.33,1,0
STR-000364,TreatmentB,B01,90.82,1.79,0.2271,288,18.08,0.4149,0.128,61.7,38.13,3,8.19,0,0
STR-000365,TreatmentB,B01,83.75,1.05,0.1903,348,66.75,0.3242,0.1519,18.9,27.3,3,7.28,1,1
STR-000366,TreatmentA,B03,98.25,2.66,0.2358,270,42.73,0.3923,0.3412,49.14,23.57,3,6.26,0,1
STR-000367,TreatmentA,B01,121.69,2.01,0.2142,394,31.52,0.4127,0.4041,17.43,24.81,2,9.19,1,0
STR-000368,TreatmentB,B01,109.33,1.38,0.2339,1147,42.54,0.323,0.0635,10.42,18.98,3,7.14,1,1
STR-000369,Control,B02,100.02,4.66,0.2429,1014,30.88,0.2739,0.2495,33.53,17.66,2,5.73,0,0
STR-000370,TreatmentA,B02,115.94,1.77,0.274,536,50.17,0.3126,0.31,39.75,29.2,3,5.12,1,0
STR-000371,Control,B01,114.84,2.31,0.2528,183,55.05,0.3443,0.2158,32.96,26.2,3,6.97,0,1
STR-000372,TreatmentA,B02,101.27,3.33,0.1869,186,16.62,0.669,0.1687,27.51,12.51,1,4.83,1,0
STR-000373,TreatmentB,B02,76.84,3.17,0.2866,402,13.32,0.3571,0.2565,35.94,27.05,3,5.58,0,0
STR-000374,Control,B03,113.69,2.02,0.2712,92,29.79,0.2778,0.2983,70.94,34.31,5,4.08,0,0
STR-000375,TreatmentA,B01,109.92,1.34,0.233,305,52.57,0.3495,0.3229,43.05,21.91,2,8.25,0,0
STR-000376,TreatmentA,B02,80.38,2.67,0.2397,599,30.15,0.3522,0.5569,21.02,23.62,3,7.4,0,0
STR-000377,TreatmentA,B01,102.62,2.43,0.3022,175,31.57,0.4181,0.2355,22.31,19.48,2,6.93,0,1
STR-000378,Control,B03,91.32,3.65,0.2761,304,54.41,0.3377,0.6324,64.16,23.18,6,7.74,0,0
STR-000379,TreatmentB,B02,136.51,2.06,0.3063,122,21.17,0.285,0.3114,20.99,31.89,2,5.91,0,1
STR-000380,TreatmentA,B01,106.9,1.57,0.2358,238,81.0,0.3268,0.1381,30.4,18.76,4,5.07,0,1
STR-000381,TreatmentA,B03,100.44,1.99,0.2343,489,27.88,0.6817,0.2886,22.8,36.3,3,7.2,1,1
STR-000382,TreatmentA,B02,55.41,1.77,0.2889,308,16.66,0.5062,0.4187,31.7,18.38,2,7.69,0,1
STR-000383,TreatmentB,B02,110.77,2.03,0.2119,208,52.96,0.2586,0.4601,102.54,30.84,2,8.05,0,0
STR-000384,TreatmentB,B02,88.2,2.06,0.2769,234,12.91,0.586,0.4616,55.48,22.87,1,5.77,0,1
STR-000385,TreatmentA,B03,78.72,2.17,0.2956,507,54.35,0.3891,0.4561,51.78,26.51,3,6.78,0,1
STR-000386,TreatmentB,B03,85.53,0.71,0.2256,940,3.85,0.3355,0.2311,43.11,23.88,2,5.53,1,0
STR-000387,Control,B01,117.82,1.65,0.2403,581,137.69,0.2663,0.3488,78.84,36.29,2,9.08,0,0
STR-000388,TreatmentA,B02,121.1,1.99,0.2997,381,31.63,0.3235,0.5162,64.5,23.17,4,5.08,0,0
STR-000389,TreatmentB,B01,117.56,1.16,0.1996,275,36.29,0.6677,0.2014,27.01,17.79,4,6.46,1,0
STR-000390,TreatmentB,B02,92.09,3.47,0.23,676,19.35,0.237,0.3386,34.62,19.23,4,9.64,0,0
STR-000391,TreatmentB,B03,94.87,1.81,0.2022,544,37.66,0.2841,0.313,52.77,24.19,0,7.8,1,0
STR-000392,Control,B01,95.72,1.38,0.2417,237,20.99,0.3546,0.356,34.84,16.18,1,6.99,1,1
STR-000393,Control,B03,79.24,2.75,0.1975,190,73.44,0.4595,0.2991,27.52,21.65,2,4.33,1,0
STR-000394,TreatmentA,B01,97.23,1.78,0.2534,313,29.24,0.531,0.3354,32.47,13.91,2,8.24,0,1
STR-000395,Control,B03,81.88,1.8,0.2554,398,23.59,0.1815,0.3873,77.38,22.48,3,8.12,0,0
STR-000396,TreatmentB,B03,91.47,1.54,0.267,171,33.89,0.3624,0.5363,27.88,18.84,4,4.66,0,0
STR-000397,TreatmentA,B01,103.07,2.32,0.229,443,34.49,0.3683,0.4468,36.38,23.32,2,7.27,0,1
STR-000398,Control,B03,111.01,1.69,0.2142,295,29.82,0.6469,0.266,89.67,21.04,1,6.31,0,0
STR-000399,TreatmentA,B01,94.14,1.71,0.2461,523,19.85,0.387,0.3601,58.34,18.25,3,5.96,0,1
STR-000400,Control,B02,97.58,2.81,0.2911,328,21.36,0.5673,0.253,72.88,27.44,0,8.09,0,0
STR-000401,TreatmentB,B02,106.58,0.7,0.2062,213,36.23,0.3976,0.1875,15.39,28.58,2,9.75,1,0
STR-000402,Control,B01,109.23,1.84,0.1867,374,31.65,0.4704,0.161,22.99,33.2,1,6.74,1,1
STR-000403,TreatmentA,B01,111.02,1.86,0.1512,329,15.07,0.4805,0.3157,40.07,20.98,2,6.6,1,0
STR-000404,Control,B02,98.64,2.42,0.2985,340,27.83,0.3725,0.268,45.31,24.42,2,7.45,0,1
STR-000405,TreatmentA,B03,106.84,2.02,0.1963,669,45.58,0.5083,0.4341,12.09,24.69,3,4.76,1,0
STR-000406,TreatmentA,B01,102.87,1.83,0.2442,202,36.46,0.268,0.4239,33.15,18.94,1,7.29,0,0
STR-000407,TreatmentB,B01,105.2,0.88,0.1868,259,24.58,0.3488,0.4676,3.6,23.9,0,7.46,1,0
STR-000408,Control,B03,91.91,1.93,0.2417,642,34.02,0.307,0.2308,68.12,21.75,5,8.04,0,1
STR-000409,Control,B01,97.3,1.83,0.2054,261,38.06,0.451,0.2793,43.58,24.26,4,7.09,0,1
STR-000410,TreatmentA,B01,84.02,2.25,0.1851,181,30.73,0.2504,0.306,31.16,26.05,3,5.37,1,0
STR-000411,TreatmentB,B02,87.29,2.03,0.2018,296,61.67,0.3918,0.3266,26.12,32.41,3,6.84,1,1
STR-000412,TreatmentB,B03,118.6,0.59,0.2613,148,53.19,0.3708,0.2072,50.37,16.47,2,6.19,1,1
STR-000413,Control,B02,80.11,3.47,0.2271,422,35.85,0.5122,0.3674,29.92,25.26,2,6.52,0,1
STR-000414,Control,B01,98.98,2.43,0.2588,226,14.97,0.5588,0.2153,36.9,24.58,2,8.05,1,0
STR-000415,Control,B01,117.6,3.5,0.2546,295,17.6,0.6111,0.1433,24.34,28.18,2,6.82,0,0
STR-000416,TreatmentA,B01,108.08,3.24,0.1869,396,32.33,0.3498,0.4021,24.96,23.93,4,7.04,0,0
STR-000417,TreatmentB,B01,111.08,2.91,0.232,318,18.13,0.4218,0.4483,14.49,18.84,2,7.62,1,1
STR-000418,TreatmentB,B01,108.45,2.13,0.1837,231,35.46,0.43,0.2684,34.23,23.03,7,2.8,1,0
STR-000419,Control,B02,97.27,1.88,0.2613,1233,31.54,0.4885,0.2471,73.21,27.4,4,8.46,0,0
STR-000420,Control,B01,102.76,1.98,0.1688,144,30.88,0.4309,0.2294,43.47,28.05,1,7.17,0,1
STR-000421,TreatmentB,B02,107.17,2.09,0.2775,127,43.78,0.2948,0.3354,19.54,30.52,1,5.69,0,0
STR-000422,Control,B03,104.93,2.97,0.2298,640,30.85,0.6159,0.1519,57.48,30.04,3,8.48,0,0
STR-000423,Control,B02,130.19,2.42,0.2549,134,9.0,0.3615,0.1544,51.34,26.7,3,7.69,0,1
STR-000424,Control,B01,123.44,3.06,0.247,554,27.63,0.3828,0.1978,31.66,29.96,7,8.65,0,0
STR-000425,Control,B03,86.11,2.25,0.2208,185,42.02,0.4077,0.2317,26.03,23.99,2,9.09,1,0
STR-000426,TreatmentB,B01,88.96,1.93,0.2177,265,36.44,0.5663,0.4928,41.93,17.01,1,8.61,0,0
STR-000427,TreatmentB,B02,99.15,0.98,0.2479,302,24.12,0.3393,0.3409,14.69,26.26,4,6.25,1,0
STR-000428,Control,B03,106.42,2.1,0.2525,335,23.36,0.4522,0.2006,24.41,33.03,4,8.67,0,0
STR-000429,TreatmentA,B01,107.22,1.76,0.3155,241,24.84,0.5227,0.2758,36.25,30.62,0,10.48,0,0
STR-000430,Control,B01,109.27,2.14,0.2418,350,24.05,0.5117,0.5496,63.99,23.36,0,5.25,1,1
STR-000431,TreatmentB,B03,107.77,1.17,0.2419,94,30.53,0.608,0.5555,77.01,11.66,1,7.39,1,1
STR-000432,Control,B01,105.2,2.66,0.2556,329,30.66,0.5001,0.1708,50.57,22.84,1,8.15,0,0
STR-000433,Control,B03,109.73,2.0,0.2421,742,19.86,0.3252,0.1756,23.77,17.85,0,8.69,1,0
STR-000434,Control,B01,128.63,3.11,0.1719,727,55.84,0.5359,0.1834,47.25,15.79,2,5.38,1,0
STR-000435,Control,B03,82.69,2.23,0.2404,180,27.9,0.3237,0.4524,41.89,19.01,3,6.44,1,0
STR-000436,Control,B01,117.61,2.34,0.2518,247,58.36,0.5486,0.3056,96.01,28.29,2,3.43,0,0
STR-000437,TreatmentA,B02,89.5,1.54,0.1995,181,68.78,0.3536,0.3702,15.31,17.01,3,7.92,1,1
STR-000438,TreatmentB,B03,140.17,1.02,0.2454,249,56.74,0.6066,0.275,67.1,29.2,2,9.18,0,0
STR-000439,TreatmentB,B03,121.51,2.71,0.2632,216,35.63,0.5661,0.3649,45.08,19.44,3,6.98,0,1
STR-000440,TreatmentA,B03,113.1,1.67,0.2009,160,52.49,0.3396,0.3378,25.08,21.15,2,8.66,1,0
STR-000441,Control,B02,97.6,2.01,0.2389,279,29.5,0.2482,0.3164,48.01,29.97,2,8.9,1,0
STR-000442,TreatmentB,B02,101.41,1.9,0.2932,384,22.58,0.7406,0.1883,14.11,23.06,1,6.4,1,0
STR-000443,Control,B01,102.4,1.82,0.2075,327,36.35,0.3259,0.1699,35.63,41.65,1,5.69,1,1
STR-000444,TreatmentB,B01,95.14,2.13,0.2099,202,16.42,0.3832,0.1807,5.0,13.5,2,6.95,1,1
STR-000445,TreatmentA,B02,123.42,1.54,0.2577,425,23.91,0.2721,0.3268,46.6,36.37,3,8.09,1,0
STR-000446,TreatmentB,B01,99.06,2.22,0.2182,76,73.47,0.3826,0.2765,17.72,26.26,5,8.0,1,1
STR-000447,TreatmentB,B03,82.23,2.47,0.2307,156,21.29,0.5343,0.3016,70.62,26.54,0,7.41,0,1
STR-000448,TreatmentB,B02,100.49,1.63,0.2647,351,22.3,0.3476,0.3465,58.07,23.77,2,7.91,1,1
STR-000449,TreatmentB,B03,106.33,0.81,0.3203,171,25.19,0.3133,0.0714,29.51,35.63,3,5.07,0,1
STR-000450,TreatmentA,B03,77.25,2.0,0.2609,64,59.71,0.2827,0.1368,30.24,29.14,5,4.57,0,1
STR-000451,Control,B01,105.01,1.97,0.3097,91,26.93,0.666,0.4368,34.26,19.74,1,7.86,0,1
