sample_id,group,batch,measure_1,resolution_ang,r_free,chain_length_aa,molecular_weight_kda,fraction_helix,fraction_sheet,mean_b_factor,radius_gyration_ang,ligand_count,isoelectric_point,target_a,target_b
STR-504523,TreatmentB,B02,100.54,2.33,0.2034,131,19.21,0.4796,0.1325,30.64,27.02,2,7.07,0,0
STR-507961,TreatmentA,B01,130.9,1.25,0.2559,333,22.72,0.2593,0.381,14.47,20.79,1,9.06,1,0
STR-504063,TreatmentA,B02,136.67,1.37,0.1783,1269,15.57,0.4145,0.2964,39.59,31.16,1,6.38,1,0
STR-501867,Control,B01,96.7,2.84,0.2639,342,30.91,0.5645,0.1151,22.57,27.95,2,5.48,0,0
STR-500649,TreatmentA,B03,99.66,1.46,0.2739,373,19.18,0.5703,0.5972,15.21,14.6,5,7.39,0,1
STR-507169,TreatmentA,B03,79.23,2.12,0.248,705,27.44,0.5913,0.31,17.39,28.93,2,7.94,1,1
STR-507788,TreatmentA,B01,80.64,2.36,0.2336,727,22.02,0.5198,0.5955,32.52,30.14,1,7.49,0,1
STR-507522,TreatmentA,B01,116.26,1.13,0.2589,623,28.03,0.29,0.4472,49.08,35.28,3,3.76,0,0
STR-505256,TreatmentB,B01,114.4,1.1,0.2148,300,32.28,0.6157,0.4613,15.87,22.79,2,5.69,1,1
STR-506357,Control,B01,98.78,3.75,0.2849,571,15.29,0.3533,0.4329,35.15,14.28,0,7.81,0,0
STR-503987,TreatmentB,B02,77.23,1.64,0.2774,211,70.0,0.4756,0.4949,13.17,31.47,0,7.51,0,1
STR-502939,Control,B02,110.78,2.99,0.2011,357,36.61,0.2846,0.2748,97.01,24.32,2,6.15,0,1
STR-506235,TreatmentA,B03,89.97,1.67,0.3002,218,36.78,0.3797,0.0961,26.5,28.17,1,6.31,0,1
STR-505700,Control,B01,95.18,1.85,0.2255,231,69.52,0.2538,0.2195,25.06,34.31,1,7.91,1,0
STR-504698,Control,B01,117.42,2.47,0.2301,446,21.32,0.3022,0.2173,51.2,27.39,6,10.04,0,0
STR-508550,TreatmentB,B01,75.8,1.49,0.2245,413,79.24,0.2962,0.3685,22.2,21.42,1,8.33,1,0
STR-508686,Control,B01,103.45,1.87,0.1739,286,76.6,0.5289,0.2476,26.08,31.41,3,6.11,1,0
STR-501832,Control,B02,112.86,2.4,0.2776,196,60.61,0.5657,0.2168,61.36,16.09,5,5.81,0,0
STR-502564,TreatmentB,B02,76.32,3.11,0.2878,153,57.33,0.5572,0.166,13.27,18.72,2,6.62,0,0
STR-506340,Control,B02,93.3,1.52,0.2029,210,41.93,0.5177,0.3299,30.11,22.03,1,9.08,1,1
STR-500990,Control,B01,87.49,2.79,0.23,144,79.52,0.3693,0.1996,34.1,17.44,1,7.45,0,1
STR-500508,TreatmentB,B01,95.15,2.54,0.2536,146,26.46,0.5058,0.5238,32.69,22.97,2,6.19,0,1
STR-509642,Control,B03,135.96,1.93,0.247,204,38.07,0.7365,0.4207,31.08,25.21,3,7.8,0,1
STR-509603,TreatmentB,B01,102.52,0.61,0.2462,191,29.7,0.6206,0.3984,35.66,26.3,0,7.5,1,1
STR-505848,Control,B01,90.59,2.83,0.2869,214,41.26,0.362,0.4963,36.11,14.5,5,8.4,0,0
STR-501220,TreatmentB,B03,107.75,0.94,0.1729,229,10.24,0.2867,0.3603,37.13,22.68,2,6.5,1,1
STR-503432,TreatmentB,B01,94.09,0.94,0.2499,875,25.11,0.3453,0.1206,49.57,26.07,4,7.94,0,1
STR-508115,Control,B02,113.12,1.15,0.1783,263,42.46,0.2681,0.4397,31.02,36.34,4,5.67,1,0
STR-508750,TreatmentB,B01,117.5,0.78,0.2226,479,40.95,0.495,0.2871,10.61,27.95,2,7.38,1,1
STR-503273,TreatmentA,B02,89.19,2.12,0.2451,201,41.26,0.5371,0.4352,18.07,24.06,4,4.97,1,0
STR-506848,Control,B02,107.08,1.86,0.2102,124,42.46,0.3962,0.288,39.51,32.29,1,6.56,0,1
STR-504586,TreatmentB,B02,99.42,2.82,0.2294,323,26.51,0.2939,0.3704,32.46,31.15,4,4.94,0,0
STR-504189,Control,B01,63.67,3.19,0.2445,234,14.79,0.5088,0.3205,35.26,22.57,3,6.86,0,1
STR-506218,TreatmentA,B01,104.37,1.06,0.1778,293,57.94,0.1984,0.2222,30.04,31.88,1,8.29,1,1
STR-500718,TreatmentB,B02,93.1,0.67,0.2793,101,60.93,0.446,0.1382,36.4,21.8,1,8.32,0,0
STR-506342,TreatmentB,B02,110.78,0.72,0.2767,282,55.61,0.4316,0.2768,40.4,16.8,1,7.74,1,0
STR-505079,TreatmentB,B02,93.02,2.16,0.234,484,26.36,0.442,0.5486,31.29,28.19,2,8.66,0,0
STR-506840,TreatmentA,B03,111.5,1.4,0.2515,596,33.97,0.5027,0.2303,41.28,20.67,2,8.76,1,0
STR-507066,TreatmentA,B03,94.28,3.72,0.2099,129,93.23,0.5574,0.4974,73.07,36.98,1,9.25,0,1
STR-509208,TreatmentA,B01,127.85,0.88,0.1789,388,30.29,0.5462,0.2695,25.21,30.03,1,6.37,1,0
STR-501766,Control,B02,90.53,1.77,0.2139,199,145.16,0.638,0.1622,31.83,25.39,3,5.85,1,0
STR-506910,Control,B03,71.15,2.42,0.1802,642,16.03,0.5765,0.6097,24.15,34.34,1,9.57,0,1
STR-508221,Control,B02,88.28,1.76,0.2726,648,62.07,0.3928,0.1886,24.24,23.48,3,8.64,0,0
STR-507315,Control,B01,98.31,1.87,0.1901,640,36.74,0.6023,0.1367,59.15,24.74,6,6.18,1,0
STR-506025,TreatmentB,B01,121.06,0.96,0.2927,330,25.43,0.4853,0.1691,-1.35,20.72,5,7.61,1,1
STR-506845,Control,B02,141.75,1.78,0.2789,525,67.31,0.329,0.2145,18.41,25.57,3,7.01,1,1
STR-504162,TreatmentB,B01,86.25,1.06,0.2634,157,25.63,0.1147,0.2225,6.55,30.36,5,6.73,1,1
STR-507212,TreatmentA,B03,137.54,1.61,0.2746,339,27.57,0.212,0.3931,35.78,19.1,1,7.47,0,0
STR-502985,Control,B03,99.19,2.34,0.2377,292,64.12,0.3437,0.3167,105.03,17.78,4,8.67,0,1
STR-508316,TreatmentA,B02,74.32,1.27,0.2046,187,23.69,0.2899,0.1777,38.15,26.91,3,7.65,1,1
STR-503937,Control,B01,102.48,2.11,0.2345,330,53.53,0.2202,0.3436,26.24,22.75,3,8.51,0,0
STR-508749,TreatmentB,B03,74.81,0.67,0.2045,287,46.07,0.3255,0.2785,10.39,21.05,0,7.58,0,1
STR-503316,TreatmentB,B01,88.77,2.74,0.2393,254,57.2,0.5966,0.3343,-0.73,16.06,2,7.49,0,1
STR-507675,TreatmentB,B01,109.96,1.02,0.2633,270,43.88,0.5579,0.1476,18.27,21.79,5,6.52,1,0
STR-507435,TreatmentB,B03,103.4,1.48,0.2249,338,10.39,0.3416,0.1777,29.67,24.14,2,7.7,1,1
STR-507114,TreatmentB,B03,115.67,0.68,0.2554,174,17.34,0.4804,0.2042,21.39,30.66,2,3.84,1,0
STR-506477,TreatmentA,B01,93.99,1.52,0.3125,229,76.46,0.5375,0.1778,17.21,19.22,1,8.75,0,0
STR-509703,TreatmentA,B01,96.19,1.82,0.2418,455,69.58,0.1999,0.3643,33.81,16.78,6,8.15,0,0
STR-504562,TreatmentA,B03,96.83,2.15,0.2439,1051,40.82,0.4376,0.2425,27.07,30.54,7,8.75,0,0
STR-507540,TreatmentB,B01,112.79,1.09,0.2565,397,33.96,0.1397,0.4252,52.01,20.85,1,5.53,1,0
STR-501023,TreatmentA,B02,114.39,2.3,0.2113,767,15.87,0.5645,0.3019,48.98,16.52,1,6.17,1,1
STR-508590,TreatmentB,B01,106.77,3.38,0.2233,167,29.65,0.4138,0.2819,-2.07,26.56,2,7.95,1,1
STR-502174,TreatmentB,B03,112.36,1.46,0.2615,245,23.5,0.5052,0.1758,44.37,26.12,3,7.5,0,0
STR-505863,Control,B02,104.91,2.27,0.2925,298,34.6,0.3297,0.5403,73.36,19.9,3,8.41,0,0
STR-507061,TreatmentB,B02,104.9,0.92,0.1903,258,59.47,0.3235,0.2994,12.12,17.63,2,7.84,1,1
STR-506878,Control,B02,122.3,1.89,0.2284,184,24.18,0.5315,0.2855,56.2,33.75,1,7.41,0,0
STR-500595,Control,B02,99.2,3.7,0.1678,943,44.24,0.3789,0.3577,34.71,21.76,3,6.93,1,1
STR-500576,Control,B03,101.96,1.95,0.2166,415,46.37,0.3755,0.2613,36.13,30.85,3,8.47,0,1
STR-500507,TreatmentB,B02,118.79,1.12,0.2175,213,26.96,0.4136,0.2914,74.23,22.51,3,6.11,0,1
STR-500538,TreatmentA,B01,58.59,1.56,0.1848,131,14.13,0.4208,0.2086,35.86,20.33,0,4.2,1,0
STR-503742,Control,B02,108.46,2.02,0.2485,80,58.95,0.2693,0.4194,33.33,11.18,3,6.73,0,0
STR-505725,Control,B02,105.82,2.18,0.2534,113,52.44,0.5339,0.4503,56.77,30.2,4,6.28,1,1
STR-508504,Control,B02,73.32,2.47,0.2269,274,10.0,0.4749,0.3715,22.62,31.22,2,7.17,1,1
STR-505011,Control,B01,89.18,1.59,0.2381,260,23.03,0.4498,0.2725,35.99,20.0,2,3.05,0,0
STR-507233,TreatmentB,B01,107.26,1.72,0.1816,215,66.42,0.4834,0.4099,26.36,34.58,2,4.87,1,0
STR-506154,TreatmentB,B01,103.6,0.85,0.288,402,43.21,0.3718,0.2286,26.98,26.18,4,3.99,0,0
STR-508954,TreatmentA,B02,81.17,2.53,0.203,231,24.21,0.3687,0.52,26.04,15.28,1,8.27,1,0
STR-504171,Control,B03,103.84,1.39,0.3015,151,21.28,0.5024,0.1484,56.43,27.59,5,6.45,0,0
STR-503556,TreatmentB,B03,112.82,1.74,0.2589,360,28.96,0.201,0.2426,25.19,14.0,1,6.74,0,1
STR-502685,Control,B02,89.49,1.39,0.2425,353,63.12,0.2824,0.549,37.24,22.89,1,8.43,0,0
STR-500587,TreatmentA,B02,122.54,0.98,0.2472,268,19.05,0.4689,0.2193,18.19,29.61,2,6.87,1,0
STR-504926,Control,B02,94.03,1.81,0.1924,143,14.67,0.3799,0.4133,30.33,12.32,2,5.38,1,0
STR-501863,Control,B03,110.12,1.59,0.2068,271,21.13,0.2777,0.0835,37.02,22.62,2,8.78,1,1
STR-501215,TreatmentB,B01,86.8,2.03,0.2451,303,137.62,0.3184,0.1972,24.61,25.16,4,4.44,0,1
STR-506355,TreatmentB,B01,91.29,0.52,0.2624,334,21.91,0.7938,0.3363,24.35,17.8,2,6.42,1,1
STR-502296,TreatmentB,B02,86.28,1.51,0.2215,395,34.52,0.384,0.2913,15.22,20.96,3,5.66,1,0
STR-503835,TreatmentA,B03,80.86,2.61,0.2016,408,47.46,0.2964,0.2691,18.06,19.46,1,10.04,1,0
STR-508547,TreatmentB,B02,116.79,1.49,0.2357,84,18.23,0.6483,0.4755,17.36,37.32,3,6.74,0,1
STR-509326,Control,B03,141.23,1.76,0.2216,121,16.18,0.4821,0.3908,39.47,27.35,4,6.88,0,1
STR-500923,TreatmentA,B03,107.72,2.32,0.2743,511,79.03,0.3149,0.191,25.46,20.19,3,5.45,0,0
STR-505477,TreatmentB,B01,87.74,0.67,0.2616,282,73.54,0.4432,0.1889,15.87,28.75,1,6.86,1,1
STR-500841,TreatmentB,B01,92.2,0.81,0.2265,214,11.36,0.1612,0.3722,27.25,28.22,7,6.21,1,0
STR-503769,TreatmentB,B02,106.36,0.77,0.2116,1161,31.16,0.4794,0.3821,25.91,26.06,3,8.61,1,0
STR-502488,TreatmentA,B01,78.49,2.06,0.2029,267,25.41,0.3276,0.5072,17.09,32.64,3,6.85,1,0
STR-501884,TreatmentA,B01,114.96,3.41,0.238,485,35.85,0.5257,0.152,22.51,27.88,3,5.76,0,0
STR-500170,TreatmentB,B01,99.47,0.58,0.2089,469,21.45,0.339,0.3334,22.68,34.57,1,5.86,1,1
STR-506644,TreatmentB,B03,109.25,0.51,0.2353,557,55.97,0.3373,0.4941,39.41,19.55,3,4.65,1,0
STR-506283,Control,B03,99.91,1.74,0.2029,193,9.94,0.2254,0.3261,35.35,35.0,2,7.35,0,0
STR-507368,TreatmentA,B02,111.49,2.16,0.2196,426,70.51,0.4377,0.2519,48.17,21.09,0,8.12,0,0
STR-509400,Control,B01,105.88,2.53,0.2432,70,22.42,0.2916,0.3104,37.47,33.19,4,7.03,1,1
STR-500817,TreatmentA,B03,102.82,0.79,0.2469,606,29.8,0.377,0.2778,30.8,11.52,4,6.9,1,0
STR-502448,TreatmentB,B01,92.63,1.61,0.2328,105,56.08,0.4548,0.3968,5.48,32.66,5,7.21,1,0
STR-507173,Control,B02,120.95,2.67,0.2488,214,19.06,0.5168,0.135,40.78,22.9,2,8.53,0,0
STR-506436,TreatmentB,B03,119.11,1.53,0.2982,422,21.2,0.7196,0.5343,17.23,29.24,4,7.19,0,1
STR-504861,TreatmentB,B03,88.99,2.36,0.2951,83,117.7,0.6115,0.2223,42.6,33.06,3,6.47,0,0
STR-502168,TreatmentA,B01,99.16,2.35,0.2378,269,12.4,0.5705,0.3899,13.59,27.0,1,8.36,1,1
STR-507069,TreatmentA,B02,113.31,1.34,0.2213,184,29.21,0.4191,0.2142,30.1,31.46,0,5.59,1,0
STR-502842,TreatmentB,B01,91.0,2.61,0.245,280,50.37,0.4951,0.2376,26.21,18.75,0,7.45,0,0
STR-507799,TreatmentB,B03,127.32,0.83,0.2503,414,45.95,0.4342,0.2485,28.77,25.71,3,6.21,1,1
STR-503529,TreatmentB,B03,53.57,2.38,0.24,275,34.51,0.4969,0.4296,9.91,24.31,4,8.1,1,1
STR-507521,TreatmentB,B03,120.69,0.57,0.2752,223,54.09,0.5267,0.4575,23.17,23.75,3,5.96,1,1
STR-500740,TreatmentB,B01,70.6,1.29,0.214,384,51.55,0.5535,0.4713,59.3,21.05,0,9.44,1,1
STR-502703,TreatmentA,B03,99.25,2.32,0.2115,278,31.15,0.5621,0.3482,33.98,32.6,5,6.94,0,1
STR-502966,TreatmentA,B03,66.41,2.48,0.321,391,34.42,0.7912,0.1781,19.66,17.67,2,9.0,0,0
STR-509676,Control,B03,110.77,1.81,0.2244,403,37.27,0.3148,0.2408,52.44,25.36,2,6.04,0,1
STR-501054,TreatmentB,B02,122.79,1.73,0.3077,596,11.51,0.1982,0.4446,31.47,23.91,4,6.63,0,0
STR-502030,TreatmentA,B01,65.78,2.84,0.2162,332,45.92,0.379,0.2944,27.94,27.91,3,4.35,0,0
STR-505097,TreatmentB,B02,110.7,0.75,0.2398,154,20.5,0.2678,0.1421,13.57,19.59,0,6.75,0,1
STR-502891,TreatmentA,B02,101.12,1.43,0.2274,263,18.61,0.3031,0.5524,68.71,18.77,2,6.36,1,0
STR-501354,TreatmentB,B01,128.93,0.73,0.2364,148,33.89,0.2715,0.2259,27.39,31.71,0,6.52,1,1
STR-506959,Control,B02,107.72,1.74,0.2874,333,68.6,0.3736,0.114,74.86,13.93,3,7.32,0,1
STR-507653,Control,B02,101.04,1.97,0.2313,155,19.03,0.3397,0.4209,17.94,29.55,1,7.98,0,1
STR-502455,Control,B03,128.82,1.58,0.2469,236,18.81,0.4046,0.6117,31.51,24.38,1,8.91,1,0
STR-507511,TreatmentB,B01,96.94,2.02,0.2404,447,15.98,0.5498,0.161,106.76,19.6,2,7.52,0,1
STR-508237,TreatmentA,B02,104.83,2.24,0.2348,651,21.74,0.2872,0.2462,34.03,15.71,2,7.1,0,1
STR-501865,Control,B01,99.79,1.85,0.2001,493,29.36,0.4111,0.3662,30.01,26.41,2,4.93,0,0
STR-503850,TreatmentB,B01,111.79,2.45,0.2651,248,45.33,0.4972,0.4211,1.38,27.84,3,6.07,1,1
STR-505067,TreatmentB,B01,82.21,0.85,0.2401,315,37.39,0.3593,0.3433,30.21,18.51,2,5.75,1,0
STR-506522,TreatmentA,B01,112.98,2.04,0.2683,104,11.43,0.4278,0.5572,19.62,20.36,2,7.49,0,1
STR-502422,TreatmentB,B03,90.76,1.36,0.1851,424,13.59,0.1634,0.114,16.67,16.77,4,7.17,1,1
STR-505070,TreatmentB,B03,94.54,2.38,0.1965,280,75.78,0.3609,0.2273,17.95,20.53,2,7.4,1,1
STR-503710,TreatmentA,B02,89.84,1.01,0.2016,650,38.8,0.4129,0.1933,48.81,22.7,2,7.68,1,0
STR-505113,TreatmentA,B03,84.32,2.43,0.1778,368,35.84,0.387,0.2306,33.72,20.28,2,6.65,1,0
STR-508798,TreatmentB,B03,109.47,1.05,0.2091,663,23.39,0.3405,0.5766,6.12,23.94,2,8.94,1,0
STR-507040,Control,B02,96.77,1.49,0.2459,625,39.02,0.7644,0.4274,41.1,23.93,2,6.3,0,1
STR-506624,TreatmentB,B02,129.33,1.16,0.2477,528,86.74,0.2981,0.2918,32.35,25.99,1,6.57,1,1
STR-506866,TreatmentB,B03,101.41,1.04,0.1474,173,32.48,0.2424,0.1554,19.35,35.82,1,9.5,1,1
STR-505584,TreatmentA,B01,105.97,1.6,0.2022,381,19.39,0.399,0.3986,36.67,28.44,1,8.76,1,0
STR-501073,TreatmentB,B01,86.9,0.94,0.2181,433,70.37,0.527,0.4203,8.04,26.27,2,5.05,1,1
STR-500678,TreatmentB,B03,96.84,2.16,0.2049,372,37.55,0.3495,0.4409,29.04,31.49,4,6.19,1,0
STR-503297,Control,B02,85.45,1.9,0.236,560,44.71,0.5651,0.5094,28.73,29.37,1,7.88,0,1
STR-501586,TreatmentA,B02,111.79,2.3,0.1902,246,155.25,0.2573,0.3722,17.03,27.42,0,6.77,0,1
STR-505015,TreatmentA,B03,97.75,0.99,0.2688,379,38.16,0.462,0.2337,27.69,27.03,1,6.8,1,1
STR-500531,Control,B02,113.12,3.18,0.248,230,17.13,0.1871,0.2683,41.01,36.63,3,7.0,0,1
STR-503979,TreatmentB,B01,122.91,0.83,0.3,316,80.48,0.2211,0.5459,51.89,13.8,0,7.71,0,0
STR-502232,TreatmentB,B02,110.36,0.57,0.2376,292,30.77,0.3479,0.2501,32.1,24.03,4,6.38,1,1
STR-508637,TreatmentA,B03,97.09,1.35,0.2073,323,21.85,0.3181,0.2976,21.64,23.57,2,6.54,0,0
STR-503718,TreatmentB,B02,79.52,2.22,0.1931,261,90.76,0.3774,0.4202,38.42,26.89,4,7.46,1,1
STR-508824,TreatmentA,B01,73.78,2.08,0.2253,584,35.53,0.4364,0.5441,45.17,22.05,1,8.79,0,1
STR-504501,TreatmentB,B03,103.09,0.7,0.2124,158,18.43,0.5029,0.421,6.95,17.12,4,5.92,1,0
STR-505672,TreatmentB,B03,71.24,1.15,0.2315,328,14.26,0.2881,0.3631,47.54,24.97,0,5.99,0,0
STR-505088,Control,B02,103.11,2.28,0.2501,142,11.39,0.3761,0.1153,41.09,27.06,0,6.88,0,1
STR-500837,TreatmentA,B01,107.01,0.54,0.2297,469,148.51,0.3037,0.4865,18.94,32.18,1,4.27,0,0
STR-507171,Control,B02,102.33,1.77,0.1871,306,73.99,0.2863,0.3851,30.12,22.77,0,5.65,1,1
STR-505649,TreatmentB,B03,103.54,1.45,0.2217,326,42.86,0.4124,0.2111,21.08,29.09,1,7.79,1,1
STR-502807,TreatmentA,B03,91.85,1.12,0.263,406,11.83,0.4348,0.1505,34.86,25.87,1,5.1,1,0
STR-508820,TreatmentA,B02,91.98,1.54,0.2486,214,12.69,0.3962,0.2849,28.97,12.01,1,4.97,1,0
STR-506658,TreatmentA,B02,84.85,2.42,0.2137,691,21.93,0.7321,0.1738,39.94,13.46,9,5.31,1,0
STR-502725,TreatmentB,B02,76.79,1.85,0.2827,245,37.54,0.3738,0.4126,10.09,34.48,4,6.3,1,0
STR-506384,Control,B02,88.71,2.23,0.255,253,31.91,0.4108,0.2546,50.22,38.09,1,6.11,1,1
STR-503704,Control,B02,118.9,1.45,0.2073,707,19.08,0.6431,0.4434,52.09,21.93,2,7.11,0,1
STR-500169,TreatmentB,B03,103.26,1.21,0.2604,244,58.51,0.3372,0.4002,46.92,25.64,2,7.66,1,0
STR-503167,TreatmentB,B02,91.88,0.48,0.1679,191,13.67,0.1831,0.2444,28.24,21.99,6,7.74,1,1
STR-503278,Control,B02,91.19,1.55,0.2225,671,33.13,0.3705,0.1935,43.86,28.78,3,5.44,1,0
STR-505184,TreatmentB,B02,111.65,0.6,0.2339,279,29.57,0.2498,0.3658,15.46,24.07,1,8.02,0,0
STR-509417,Control,B03,73.62,1.67,0.246,220,31.63,0.4709,0.3662,96.25,22.66,1,4.77,0,0
STR-506838,Control,B03,89.79,1.26,0.2656,788,18.67,0.3749,0.4777,69.08,30.72,0,6.42,0,1
STR-504604,Control,B02,119.38,1.78,0.2344,118,16.45,0.4771,0.3006,36.91,23.73,2,6.71,0,1
STR-504853,TreatmentA,B02,78.98,2.72,0.2698,302,22.33,0.4768,0.2087,12.84,38.21,2,8.27,0,0
STR-508582,Control,B03,103.83,2.45,0.2664,143,34.65,0.6287,0.3329,28.5,29.63,3,7.17,0,1
STR-504677,TreatmentB,B01,99.3,0.6,0.2176,193,25.13,0.6124,0.2431,16.65,23.5,4,8.14,1,0
STR-502438,TreatmentB,B02,102.87,0.69,0.2308,162,30.56,0.1679,0.3303,25.99,10.56,1,7.63,1,1
STR-503517,TreatmentB,B03,82.78,1.46,0.2601,270,11.37,0.4193,0.1117,1.55,18.59,2,7.38,0,1
STR-508543,Control,B03,86.43,2.54,0.218,208,28.84,0.2402,0.184,47.95,28.58,2,8.32,0,1
STR-504964,Control,B02,71.65,3.31,0.1883,242,8.49,0.566,0.0571,24.65,25.09,0,7.25,0,0
STR-501191,TreatmentA,B02,121.32,0.94,0.2299,366,33.33,0.1523,0.2772,132.14,21.19,3,9.35,0,0
STR-504473,TreatmentB,B03,102.43,1.59,0.2641,584,42.01,0.3453,0.5809,62.76,26.76,4,5.45,0,0
STR-509930,TreatmentB,B03,85.38,1.64,0.2909,207,33.31,0.2545,0.1819,5.16,24.17,5,6.64,0,1
STR-500999,TreatmentB,B02,89.4,0.99,0.1753,129,28.08,0.4043,0.1293,53.06,23.97,2,9.84,1,0
STR-500020,Control,B01,79.9,2.2,0.1871,180,38.87,0.4229,0.2185,54.12,24.66,1,7.0,1,1
STR-506366,Control,B02,104.91,1.81,0.2013,216,44.27,0.4855,0.1641,35.01,11.62,3,6.91,0,1
STR-502033,TreatmentB,B03,94.69,2.55,0.2319,357,10.79,0.2955,0.3668,15.96,22.83,3,7.91,1,0
STR-502250,Control,B02,94.65,1.89,0.2578,803,23.4,0.3971,0.314,52.8,21.6,2,7.83,0,1
STR-509645,Control,B01,109.32,1.52,0.2599,339,20.12,0.5115,0.2031,77.25,24.31,2,9.77,0,0
STR-503587,TreatmentA,B02,105.76,2.01,0.2695,265,47.55,0.7132,0.356,40.56,20.81,4,5.53,0,0
STR-504638,TreatmentA,B01,69.27,1.54,0.2261,270,93.53,0.2992,0.3112,30.48,21.26,4,4.44,1,0
STR-501642,TreatmentA,B03,130.56,1.85,0.1791,438,30.35,0.4055,0.4379,15.16,23.74,4,8.22,1,0
STR-508883,Control,B03,85.82,2.65,0.2581,580,45.81,0.5119,0.5166,25.47,17.92,5,7.88,0,1
STR-506385,TreatmentB,B01,107.92,2.01,0.2368,231,83.75,0.3977,0.2095,19.0,6.06,3,8.65,0,0
STR-504090,Control,B02,96.67,2.11,0.28,193,27.69,0.4548,0.2094,80.59,30.61,3,6.0,0,1
STR-508120,Control,B03,104.38,2.22,0.2484,183,56.56,0.3686,0.2038,49.46,24.13,1,5.4,0,1
STR-502977,TreatmentB,B03,102.47,0.82,0.2483,324,33.79,0.5006,0.1629,28.09,25.31,0,4.55,1,0
STR-505392,TreatmentA,B01,91.72,1.6,0.2199,159,27.58,0.2318,0.1508,32.82,25.85,2,7.44,1,1
STR-506719,TreatmentB,B01,113.4,0.66,0.2621,347,70.97,0.5275,0.356,23.93,20.55,4,7.93,1,1
STR-503031,TreatmentA,B03,78.28,0.89,0.2602,212,22.42,0.3819,0.254,16.88,20.6,0,5.93,1,1
STR-506609,TreatmentA,B02,107.21,1.09,0.2945,1231,44.87,0.1913,0.1925,37.79,29.03,4,8.35,0,1
STR-506965,TreatmentB,B03,99.83,1.61,0.2086,454,42.8,0.2991,0.2227,16.61,25.42,3,7.62,1,1
STR-508348,Control,B01,71.55,2.36,0.2428,220,9.11,0.5311,0.2203,35.41,22.2,5,8.32,0,0
STR-505630,TreatmentB,B02,103.82,1.07,0.2107,727,63.49,0.4017,0.1122,21.86,29.23,5,5.5,1,0
STR-506231,TreatmentB,B02,74.12,2.43,0.2286,154,14.34,0.4761,0.4572,63.23,32.63,0,6.84,0,1
STR-501801,TreatmentA,B03,101.97,1.9,0.2398,465,24.71,0.1863,0.285,30.55,27.19,1,6.87,0,1
STR-505324,Control,B01,84.99,2.98,0.2905,437,20.28,0.8438,0.366,21.7,21.48,1,6.76,0,1
STR-507289,Control,B03,119.28,1.74,0.2035,110,25.44,0.4219,0.1724,26.82,17.5,4,7.03,1,1
STR-505834,Control,B02,116.6,2.89,0.3128,284,40.29,0.1616,0.4344,70.19,29.07,5,6.71,0,0
STR-506558,TreatmentA,B03,103.2,1.26,0.2679,345,24.01,0.5129,0.6947,13.74,22.29,2,8.02,0,1
STR-504214,Control,B03,101.12,1.81,0.2991,104,32.58,0.3167,0.1986,43.96,25.28,1,7.9,0,1
STR-504468,TreatmentA,B02,92.23,1.28,0.2088,79,62.52,0.38,0.3428,36.45,13.8,4,6.14,1,0
STR-508267,TreatmentB,B03,103.97,2.81,0.2866,259,78.02,0.5525,0.5136,10.15,25.37,3,7.44,0,1
STR-504558,TreatmentB,B01,104.88,1.66,0.3021,306,27.77,0.5662,0.3076,16.27,22.65,0,6.72,0,1
STR-505636,Control,B02,91.3,2.09,0.2886,273,32.34,0.326,0.2555,35.99,18.59,5,6.9,0,1
STR-503526,Control,B02,123.28,3.01,0.2847,269,15.58,0.211,0.0918,42.88,23.75,2,8.17,0,1
STR-509910,TreatmentA,B01,73.93,2.29,0.2202,319,59.5,0.1917,0.163,36.84,27.67,3,8.16,0,1
STR-506003,Control,B01,84.72,2.91,0.2521,846,36.61,0.1317,0.1503,64.65,28.56,3,6.68,0,1
STR-503341,TreatmentA,B03,113.49,1.65,0.2438,407,51.64,0.3532,0.3227,49.2,33.21,1,7.5,0,1
STR-508960,Control,B02,105.42,3.17,0.2889,383,30.56,0.2765,0.3018,34.02,24.89,2,7.46,0,1
STR-509717,TreatmentA,B02,93.57,1.92,0.2149,1084,17.52,0.4336,0.1298,16.54,27.87,3,4.34,1,0
STR-500029,Control,B02,95.65,2.0,0.2228,260,11.6,0.6178,0.2364,38.17,24.07,2,5.15,0,0
STR-503702,TreatmentA,B03,92.78,1.04,0.2553,637,35.7,0.1888,0.372,20.16,26.9,3,7.09,1,0
STR-505075,Control,B02,107.73,1.93,0.2459,473,59.1,0.7176,0.2243,16.32,33.11,2,4.94,0,0
STR-504183,TreatmentA,B01,105.23,3.07,0.2251,728,13.38,0.3715,0.3176,34.78,16.28,2,6.29,0,1
STR-503981,Control,B03,87.89,2.39,0.281,414,43.13,0.3088,0.2374,49.97,29.75,2,5.84,0,1
STR-504791,Control,B01,115.7,1.6,0.1582,386,15.94,0.3275,0.2137,54.74,32.49,2,7.71,1,1
STR-505740,TreatmentA,B03,74.93,1.61,0.2809,802,120.75,0.2983,0.1471,12.99,34.37,2,5.42,0,1
STR-503183,TreatmentB,B02,119.45,1.96,0.2424,76,25.76,0.4113,0.0607,10.77,23.0,0,9.76,1,0
STR-500400,TreatmentA,B03,98.08,1.75,0.1786,184,20.03,0.1833,0.4783,30.5,24.0,2,5.61,0,0
STR-500818,TreatmentB,B02,97.3,1.24,0.2516,142,35.29,0.5363,0.4363,21.3,19.13,6,5.25,0,1
