sample_id,role,colony,body_mass_g,age_months,resting_metabolic_rate,body_temp_c,hypoxia_survival_min,hyaluronan_mda,cortisol_ng_ml,incisor_wear_score,chirps_per_hour,grooming_events_day,telomere_length_kb,target_a,target_b
NMR-504801,Soldier,Colony-B,38.0,26,0.25,32.9,9.1,6.63,13.29,0.112,37,10,14.48,0,0
NMR-500794,Soldier,Colony-E,34.9,53,0.166,32.2,25.5,6.94,15.45,0.136,23,10,15.17,0,1
NMR-508268,Worker,Colony-C,28.8,54,0.477,31.0,10.1,5.87,16.41,0.246,22,9,19.78,0,0
NMR-507123,Worker,Colony-D,33.4,131,0.233,33.0,18.9,6.47,20.0,0.283,17,10,15.28,1,1
NMR-501947,Soldier,Colony-C,34.7,42,0.352,31.5,19.0,5.87,23.44,0.465,20,12,22.28,1,1
NMR-508797,Worker,Colony-E,23.7,34,0.277,33.4,13.0,7.24,14.35,0.333,23,11,19.94,1,0
NMR-501002,Soldier,Colony-D,38.3,62,0.222,32.3,11.8,6.98,12.61,0.444,15,10,17.9,0,1
NMR-501663,Soldier,Colony-A,36.0,42,0.257,32.2,14.1,4.87,8.92,0.231,24,9,13.82,0,1
NMR-500653,Soldier,Colony-E,45.3,97,0.32,33.1,20.3,7.52,8.8,0.643,26,10,15.15,0,1
NMR-506496,Worker,Colony-B,24.2,90,0.24,30.7,19.3,8.77,14.72,0.111,21,12,15.29,0,1
NMR-505532,Breeder,Colony-D,29.4,67,0.183,31.2,24.9,6.04,4.47,0.218,35,15,24.3,1,1
NMR-507324,Worker,Colony-E,34.3,40,0.169,32.2,16.5,5.44,13.11,0.397,29,9,16.33,0,1
NMR-509967,Soldier,Colony-A,28.0,150,0.168,31.4,13.5,6.47,8.56,0.516,22,14,20.37,0,0
NMR-505258,Breeder,Colony-E,39.0,25,0.248,30.1,35.2,7.88,1.42,0.331,22,8,26.7,1,0
NMR-509243,Soldier,Colony-B,39.1,39,0.243,31.7,41.2,7.09,24.46,0.119,27,6,18.2,1,0
NMR-506915,Worker,Colony-C,32.5,13,0.235,32.7,24.8,7.96,14.0,0.374,21,11,13.93,0,0
NMR-505801,Worker,Colony-A,33.8,56,0.212,32.9,10.7,7.32,27.9,0.455,28,10,18.05,0,1
NMR-503487,Worker,Colony-C,23.2,49,0.141,34.2,33.8,5.98,11.09,0.103,24,8,14.63,1,0
NMR-500549,Queen,Colony-B,46.2,42,0.165,31.1,36.2,6.67,-0.15,0.333,25,12,19.03,1,0
NMR-507089,Worker,Colony-B,20.7,66,0.185,31.5,10.7,6.9,12.92,0.152,22,11,20.97,1,0
NMR-505115,Worker,Colony-C,36.9,139,0.353,32.9,22.9,6.63,15.95,0.257,12,7,16.89,1,0
NMR-507812,Worker,Colony-B,26.1,46,0.258,32.0,19.2,9.21,19.93,0.235,15,9,14.83,0,0
NMR-506673,Soldier,Colony-D,34.4,150,0.277,31.6,21.1,5.4,8.19,0.274,25,11,25.21,1,0
NMR-507065,Worker,Colony-A,27.6,232,0.151,31.0,22.8,6.67,19.92,0.279,23,6,17.79,0,0
NMR-504962,Soldier,Colony-D,26.4,45,0.185,31.0,33.1,7.49,10.54,0.361,30,17,12.94,1,1
NMR-504089,Worker,Colony-B,36.6,75,0.264,31.6,23.8,6.53,15.01,0.405,26,17,21.77,1,1
NMR-508201,Breeder,Colony-D,35.8,44,0.322,32.8,14.5,6.39,5.45,0.06,26,11,16.15,0,1
NMR-508315,Queen,Colony-C,41.8,65,0.294,33.8,25.9,6.58,-1.0,0.246,32,11,17.24,0,0
NMR-503649,Worker,Colony-C,35.0,113,0.166,30.7,8.4,6.43,9.82,0.189,31,10,13.14,0,0
NMR-504113,Soldier,Colony-C,41.8,44,0.323,32.7,11.4,5.79,16.97,0.405,17,7,21.6,0,1
NMR-500940,Worker,Colony-C,27.9,45,0.317,33.2,23.1,4.57,15.36,0.384,27,16,16.14,0,1
NMR-502420,Worker,Colony-A,30.6,14,0.374,33.4,12.3,7.07,14.01,0.453,24,11,12.92,0,0
NMR-503827,Soldier,Colony-A,35.6,44,0.178,32.9,28.2,4.64,9.51,0.286,17,10,17.91,1,1
NMR-504319,Soldier,Colony-C,38.5,70,0.186,33.8,17.8,6.57,6.13,0.232,23,10,23.39,1,0
NMR-509190,Breeder,Colony-B,42.4,21,0.26,32.4,30.4,7.19,2.21,0.2,21,17,20.39,0,1
NMR-505702,Breeder,Colony-A,37.8,58,0.237,31.8,18.4,6.02,14.52,0.049,18,16,21.13,0,1
NMR-502384,Worker,Colony-B,33.6,42,0.28,32.5,22.7,6.64,16.21,0.291,21,6,15.96,1,1
NMR-507320,Soldier,Colony-A,28.0,41,0.224,32.4,14.2,7.59,15.5,0.22,26,6,17.44,0,1
NMR-501328,Worker,Colony-E,36.2,95,0.2,31.1,41.0,6.74,16.32,0.423,22,9,18.0,1,1
NMR-501730,Worker,Colony-B,34.4,55,0.286,33.7,24.1,5.73,7.72,0.19,23,16,21.17,1,0
NMR-509576,Breeder,Colony-C,50.3,110,0.257,30.7,17.7,7.37,3.35,0.195,13,10,22.7,1,0
NMR-501168,Soldier,Colony-C,37.0,58,0.232,32.0,11.0,7.76,17.98,0.238,26,8,23.23,0,1
NMR-504240,Worker,Colony-A,29.5,26,0.186,31.4,14.5,6.17,10.42,0.317,24,9,20.56,0,1
NMR-507182,Breeder,Colony-E,37.7,40,0.23,30.9,11.3,8.28,10.31,0.41,25,15,20.04,0,0
NMR-501871,Worker,Colony-E,33.1,29,0.338,31.9,21.3,7.23,12.82,0.26,25,13,17.03,0,0
NMR-502619,Worker,Colony-E,23.4,33,0.27,31.9,20.1,6.19,22.83,0.143,30,19,19.65,0,1
NMR-507545,Soldier,Colony-D,37.0,48,0.203,34.4,28.9,7.22,10.23,0.15,26,14,28.77,1,0
NMR-504765,Worker,Colony-E,29.8,76,0.252,32.9,14.7,7.5,9.28,0.301,27,14,22.64,0,1
NMR-507995,Worker,Colony-B,26.5,58,0.177,32.0,16.1,5.69,12.77,0.473,29,9,15.07,1,1
NMR-501644,Worker,Colony-D,32.5,33,0.185,32.3,14.9,6.01,13.4,0.587,27,20,18.87,1,1
NMR-507410,Worker,Colony-B,26.3,73,0.346,34.1,34.6,7.12,16.9,0.081,25,9,19.57,1,0
NMR-503457,Queen,Colony-D,43.6,46,0.371,33.6,35.1,6.69,6.75,0.093,20,6,17.68,1,0
NMR-507289,Worker,Colony-C,27.9,92,0.132,31.8,14.0,7.6,10.92,0.304,23,11,22.44,1,1
NMR-509326,Soldier,Colony-C,32.2,95,0.193,33.5,14.7,8.72,11.25,0.431,26,16,18.86,0,1
NMR-505986,Soldier,Colony-D,36.9,29,0.337,31.7,23.7,7.79,5.9,0.288,22,11,15.41,0,0
NMR-509835,Breeder,Colony-D,49.1,44,0.203,31.9,42.1,6.41,2.65,0.652,24,13,25.05,1,1
NMR-502703,Breeder,Colony-D,40.4,41,0.391,32.5,18.6,6.22,5.68,0.642,27,11,20.24,0,1
NMR-508035,Worker,Colony-D,36.1,36,0.322,32.7,17.3,8.51,32.54,0.16,24,12,19.59,0,0
NMR-503310,Worker,Colony-D,37.5,75,0.155,32.1,17.5,5.16,37.1,0.318,21,10,16.62,1,1
NMR-505609,Breeder,Colony-D,37.2,44,0.245,33.6,10.2,6.02,6.85,0.45,22,13,20.46,0,1
NMR-500852,Soldier,Colony-C,33.1,61,0.274,33.7,24.3,5.03,8.34,0.114,13,9,19.5,0,0
NMR-506291,Breeder,Colony-C,51.6,35,0.19,32.2,12.3,6.58,8.05,0.247,22,9,15.94,1,1
NMR-501261,Worker,Colony-A,35.9,31,0.224,32.2,39.4,7.5,14.79,0.102,29,10,17.49,1,0
NMR-508378,Worker,Colony-E,26.0,80,0.275,32.1,6.7,6.04,17.89,0.238,17,10,19.55,0,0
NMR-501748,Worker,Colony-E,34.0,46,0.173,32.5,7.9,8.01,13.49,0.301,22,5,19.61,1,0
NMR-508774,Soldier,Colony-C,33.0,23,0.258,31.2,24.3,5.92,11.4,0.079,21,10,20.21,1,1
NMR-501151,Worker,Colony-B,32.1,59,0.214,33.3,17.2,6.63,7.45,0.349,21,11,22.96,1,0
NMR-509179,Worker,Colony-B,29.2,100,0.336,32.3,34.4,6.92,40.99,0.289,18,16,19.44,1,1
NMR-504343,Worker,Colony-C,23.5,108,0.368,32.1,15.4,8.2,12.54,0.354,28,11,18.89,0,1
NMR-506345,Worker,Colony-E,22.5,53,0.398,32.4,13.3,5.02,7.35,0.39,26,10,21.79,0,1
NMR-504746,Worker,Colony-D,37.1,177,0.168,32.6,17.6,6.3,15.41,0.202,27,17,16.05,1,0
NMR-508526,Worker,Colony-D,28.7,32,0.456,32.5,15.1,8.5,17.29,0.259,25,12,20.7,0,0
NMR-502960,Soldier,Colony-C,49.9,49,0.205,31.7,7.3,7.47,6.59,0.283,25,9,23.87,0,0
NMR-508329,Worker,Colony-D,26.8,43,0.399,31.1,30.2,7.15,12.54,0.172,31,14,19.61,0,0
NMR-500865,Worker,Colony-C,32.4,74,0.236,30.9,12.9,6.98,9.94,0.41,33,13,21.61,1,0
NMR-501832,Soldier,Colony-C,32.3,27,0.205,32.0,8.9,7.16,11.12,0.645,17,12,20.25,1,0
NMR-500724,Breeder,Colony-E,40.5,43,0.334,31.8,28.5,5.22,14.18,0.304,31,8,18.15,0,1
NMR-501951,Breeder,Colony-B,44.8,52,0.312,32.9,16.3,6.01,3.6,0.214,21,6,19.78,0,1
NMR-502675,Worker,Colony-A,28.7,39,0.168,32.0,32.1,8.1,22.03,0.41,23,8,18.17,1,0
NMR-505367,Soldier,Colony-B,36.4,98,0.207,32.2,18.1,5.55,7.94,0.543,25,16,21.5,0,0
NMR-505844,Soldier,Colony-C,32.8,28,0.207,31.4,20.3,6.88,4.22,0.29,26,7,19.44,1,0
NMR-502347,Worker,Colony-D,17.7,73,0.292,32.4,23.1,6.18,27.52,0.14,29,7,18.23,1,0
NMR-504824,Worker,Colony-E,32.6,48,0.35,32.7,20.2,6.98,11.45,0.161,19,13,20.11,0,1
NMR-509419,Worker,Colony-A,30.6,45,0.177,32.1,15.8,8.81,20.28,0.095,28,15,20.64,1,1
NMR-500339,Worker,Colony-B,30.6,77,0.263,32.8,25.2,7.3,15.67,0.555,23,7,21.65,0,1
NMR-504948,Worker,Colony-E,25.2,44,0.264,32.6,17.8,7.29,12.3,0.334,25,16,17.12,0,0
NMR-502229,Breeder,Colony-C,43.4,36,0.429,32.7,11.7,5.63,26.48,0.256,26,9,19.81,1,1
NMR-501837,Soldier,Colony-A,37.6,35,0.16,32.8,7.0,6.96,9.53,0.34,16,11,23.73,0,0
NMR-501904,Worker,Colony-E,29.4,55,0.355,31.9,22.7,7.91,12.13,0.582,27,10,22.01,0,1
NMR-503404,Worker,Colony-A,25.9,40,0.266,31.9,15.2,7.15,7.84,0.367,15,12,22.51,0,0
NMR-506339,Worker,Colony-E,34.8,32,0.311,31.5,42.2,7.7,10.66,0.37,21,12,21.09,1,0
NMR-501931,Worker,Colony-A,32.4,41,0.185,32.1,13.9,6.18,11.56,0.506,26,12,17.25,1,1
NMR-501109,Worker,Colony-C,36.8,82,0.248,32.6,29.3,5.11,7.7,0.563,17,11,16.78,0,0
NMR-505228,Worker,Colony-A,29.6,35,0.134,33.0,11.3,6.12,16.52,0.344,27,5,11.54,0,1
NMR-504051,Soldier,Colony-E,51.0,59,0.217,32.6,35.7,6.71,22.37,0.506,22,12,23.3,1,1
NMR-506368,Queen,Colony-A,44.4,45,0.144,31.1,7.5,7.06,6.84,0.266,28,6,17.22,0,0
NMR-506489,Worker,Colony-D,31.6,114,0.237,32.2,12.7,6.76,8.53,0.189,22,14,26.81,1,1
NMR-508325,Worker,Colony-A,27.2,126,0.236,32.6,13.5,6.62,14.82,0.215,26,6,18.69,0,1
NMR-505493,Soldier,Colony-B,46.7,76,0.197,32.5,33.7,7.13,13.17,0.193,27,12,21.96,1,1
NMR-501314,Worker,Colony-D,27.3,145,0.397,32.7,18.4,8.12,10.42,0.106,20,14,19.02,0,1
NMR-506606,Worker,Colony-C,23.7,39,0.382,32.7,17.6,5.51,10.59,0.282,28,13,22.72,0,1
NMR-507529,Worker,Colony-D,23.8,68,0.208,32.3,27.3,5.46,9.08,0.318,31,9,17.94,1,1
NMR-508819,Worker,Colony-B,22.8,121,0.245,32.7,19.9,7.66,14.89,0.283,18,9,21.19,0,1
NMR-506260,Soldier,Colony-A,29.1,39,0.346,33.3,24.6,6.0,3.89,0.13,20,10,17.94,0,1
NMR-505480,Soldier,Colony-A,38.5,63,0.276,31.9,19.1,5.77,19.42,0.406,20,16,30.88,1,1
NMR-503388,Queen,Colony-C,50.1,87,0.17,31.9,10.6,6.31,2.19,0.247,14,14,19.69,0,0
NMR-505302,Worker,Colony-E,28.3,58,0.247,32.2,20.1,6.83,9.83,0.328,27,10,19.8,0,1
NMR-507014,Worker,Colony-A,30.0,45,0.246,30.9,20.8,6.94,8.71,0.267,25,14,22.16,1,0
NMR-509310,Soldier,Colony-E,26.8,160,0.279,31.8,11.9,6.95,6.34,0.217,21,15,23.79,0,1
NMR-502621,Worker,Colony-B,33.6,47,0.168,31.0,21.9,6.03,15.06,0.315,21,21,20.49,1,0
NMR-506732,Queen,Colony-B,48.9,74,0.266,32.5,26.2,7.2,-3.0,0.48,26,13,20.03,1,0
NMR-508076,Breeder,Colony-E,30.3,80,0.179,34.7,15.0,6.24,5.23,0.103,32,13,20.77,1,0
NMR-504234,Breeder,Colony-B,39.5,107,0.355,33.0,11.5,5.03,16.61,0.378,26,12,19.87,0,0
NMR-504789,Breeder,Colony-D,35.0,115,0.176,30.5,14.2,7.81,8.3,0.146,21,10,23.64,1,1
NMR-501558,Worker,Colony-B,29.8,35,0.247,31.7,13.4,7.05,9.98,0.348,22,10,20.24,1,1
NMR-501831,Worker,Colony-E,34.1,67,0.175,34.7,23.3,7.72,17.26,0.404,22,8,21.56,0,0
NMR-501174,Worker,Colony-E,33.7,59,0.145,32.1,29.5,5.48,14.82,0.386,30,8,19.78,1,0
NMR-508081,Worker,Colony-D,31.2,51,0.398,31.8,13.7,7.59,22.21,0.069,23,16,20.75,0,1
NMR-502403,Soldier,Colony-B,41.9,56,0.214,31.0,27.2,7.81,19.0,0.118,26,12,18.5,1,0
NMR-500746,Breeder,Colony-D,33.8,34,0.297,32.5,10.2,7.09,16.75,0.194,20,14,16.9,0,0
NMR-501632,Worker,Colony-D,29.5,109,0.302,31.3,29.6,6.87,10.29,0.257,18,10,23.47,0,1
NMR-504448,Soldier,Colony-B,31.7,59,0.207,30.9,13.7,6.35,8.87,0.504,20,17,14.38,0,0
NMR-501624,Worker,Colony-E,35.7,58,0.216,31.9,48.3,6.91,9.92,0.175,19,14,17.46,1,1
NMR-508345,Breeder,Colony-A,39.9,28,0.221,31.9,26.4,6.79,7.09,0.099,28,10,21.1,1,1
NMR-506359,Worker,Colony-E,28.0,60,0.324,32.3,20.7,5.48,15.0,0.46,19,14,15.09,0,1
NMR-500735,Worker,Colony-B,34.1,68,0.339,33.1,27.8,7.72,8.12,0.443,22,14,25.03,0,0
NMR-505024,Soldier,Colony-A,38.2,31,0.157,32.1,15.5,5.5,4.92,0.173,35,13,16.81,1,1
NMR-508684,Breeder,Colony-B,38.5,37,0.203,32.0,10.0,6.41,4.74,0.384,28,10,19.56,0,1
NMR-509894,Soldier,Colony-B,32.5,45,0.359,31.9,14.4,7.11,4.74,0.08,12,15,18.4,0,1
NMR-502012,Worker,Colony-D,32.5,93,0.258,32.9,27.4,6.84,12.82,0.154,22,20,17.39,0,1
NMR-504393,Worker,Colony-C,34.9,35,0.279,33.5,14.4,7.54,9.63,0.304,21,8,17.3,0,0
NMR-509137,Soldier,Colony-B,36.8,39,0.144,33.5,10.0,7.49,7.57,0.32,28,14,15.94,0,0
NMR-506013,Worker,Colony-B,33.0,44,0.325,32.7,20.1,6.54,6.44,0.241,20,8,20.23,1,0
NMR-500146,Worker,Colony-B,30.4,89,0.19,33.4,27.1,6.77,14.96,0.38,27,9,20.42,1,0
NMR-500552,Worker,Colony-C,30.0,163,0.252,32.7,9.5,7.16,12.37,0.328,31,16,14.86,0,1
NMR-507046,Soldier,Colony-D,25.0,76,0.269,30.9,20.8,5.75,8.9,0.362,27,11,23.97,1,0
NMR-503380,Soldier,Colony-E,36.1,130,0.205,31.9,8.6,7.78,9.65,0.672,26,10,22.51,1,1
NMR-507586,Worker,Colony-D,29.8,74,0.286,32.8,24.1,7.44,6.99,0.138,22,14,19.69,0,1
NMR-509232,Worker,Colony-A,34.0,38,0.226,31.3,14.7,4.65,12.6,0.547,23,10,13.69,0,1
NMR-501743,Worker,Colony-D,24.7,26,0.245,33.9,29.0,7.83,12.25,0.17,18,5,17.83,1,0
NMR-503562,Worker,Colony-D,31.0,121,0.183,33.4,21.9,8.0,11.3,0.431,29,8,21.32,1,1
NMR-502822,Worker,Colony-D,23.2,40,0.258,32.9,19.6,7.29,20.94,0.292,27,14,18.41,1,0
NMR-504666,Breeder,Colony-C,49.6,66,0.277,32.3,10.3,7.75,18.65,0.068,27,9,18.27,0,1
NMR-506626,Worker,Colony-C,20.0,45,0.308,33.8,13.8,6.22,14.99,0.31,23,12,21.38,0,0
NMR-504356,Soldier,Colony-B,46.5,77,0.201,30.9,22.6,6.24,6.91,0.123,17,7,19.27,1,0
NMR-505633,Soldier,Colony-D,40.4,64,0.25,31.7,27.7,7.26,5.38,0.381,29,11,13.95,0,1
NMR-506487,Breeder,Colony-D,31.9,130,0.181,32.6,9.1,5.84,9.56,0.359,25,6,18.12,0,0
NMR-509377,Queen,Colony-D,38.7,56,0.287,33.1,10.1,8.98,-0.31,0.663,27,8,23.47,0,0
NMR-509567,Worker,Colony-A,24.7,49,0.285,32.4,32.3,7.38,11.22,0.235,26,11,20.68,0,1
NMR-501003,Soldier,Colony-E,34.5,71,0.131,33.4,9.0,7.2,5.44,0.479,24,11,22.43,1,1
NMR-501224,Worker,Colony-B,41.5,24,0.177,33.1,45.8,6.6,18.45,0.228,23,11,18.14,1,1
NMR-508133,Soldier,Colony-C,36.1,77,0.15,31.0,47.6,6.72,7.25,0.162,35,10,22.58,1,0
NMR-500510,Worker,Colony-E,24.9,58,0.402,33.0,26.3,8.07,13.88,0.166,12,15,17.28,0,1
NMR-507029,Worker,Colony-D,34.5,124,0.438,32.6,30.5,6.59,8.79,0.658,22,12,24.11,1,0
NMR-501124,Worker,Colony-B,25.6,56,0.223,33.0,16.0,7.28,30.11,0.298,30,20,20.89,1,0
NMR-500013,Worker,Colony-A,27.4,42,0.318,31.9,13.9,7.23,20.51,0.422,22,11,12.89,0,0
NMR-500540,Worker,Colony-B,26.9,24,0.205,31.2,29.2,6.71,12.73,0.186,22,8,18.41,1,1
NMR-503750,Worker,Colony-D,33.6,77,0.212,31.4,16.2,7.79,15.07,0.459,17,14,17.64,1,1
NMR-506663,Worker,Colony-E,35.7,35,0.19,32.2,9.8,5.93,12.85,0.355,26,8,18.72,1,1
NMR-507589,Worker,Colony-B,35.8,73,0.492,31.5,24.0,6.93,11.83,0.36,22,9,20.42,0,1
NMR-507692,Soldier,Colony-E,30.8,71,0.359,32.5,9.8,6.45,10.9,0.182,31,11,15.31,0,1
NMR-507095,Worker,Colony-D,25.4,41,0.161,31.0,7.4,6.8,12.84,0.49,22,9,17.34,0,0
NMR-500733,Soldier,Colony-A,38.3,31,0.326,31.5,11.4,7.34,11.16,0.34,18,15,20.17,0,1
NMR-507491,Soldier,Colony-C,37.1,190,0.237,31.7,27.1,6.93,8.53,0.29,26,9,17.44,1,1
NMR-508755,Soldier,Colony-B,37.3,80,0.353,30.9,37.1,7.51,6.25,0.254,18,11,15.42,1,0
NMR-503934,Worker,Colony-A,29.0,97,0.199,32.2,27.7,5.16,10.25,0.208,28,12,18.19,1,0
NMR-500950,Worker,Colony-C,28.9,45,0.345,32.6,10.2,6.22,11.15,0.401,18,7,20.51,0,1
NMR-500442,Soldier,Colony-C,34.9,47,0.314,32.4,8.6,8.09,13.87,0.242,17,9,19.24,0,1
NMR-502748,Soldier,Colony-B,37.8,60,0.324,32.5,13.4,7.31,8.78,0.36,19,10,22.64,0,1
NMR-502824,Soldier,Colony-E,36.1,83,0.207,31.2,7.2,6.33,13.0,0.365,19,13,20.78,0,0
NMR-509659,Soldier,Colony-D,37.7,45,0.228,30.8,22.2,6.37,9.16,0.279,33,4,27.96,1,0
NMR-503685,Breeder,Colony-E,31.7,40,0.415,33.4,20.6,7.18,1.71,0.217,24,15,15.0,0,0
NMR-500329,Soldier,Colony-B,33.3,79,0.319,33.7,20.2,5.69,6.68,0.201,25,7,18.06,0,0
NMR-507441,Worker,Colony-C,26.7,88,0.197,32.2,15.6,7.14,8.53,0.144,26,14,20.87,1,0
NMR-507951,Worker,Colony-A,18.8,37,0.229,31.0,17.1,5.69,12.22,0.636,25,11,22.28,1,1
NMR-505194,Queen,Colony-A,46.5,111,0.203,33.2,13.5,5.31,14.81,0.18,17,10,21.89,0,0
NMR-505110,Soldier,Colony-B,32.8,47,0.331,33.4,23.1,6.02,7.59,0.302,27,6,22.03,1,0
NMR-504939,Soldier,Colony-B,30.9,11,0.328,32.1,17.6,6.06,6.67,0.174,28,7,16.5,0,1
NMR-508471,Worker,Colony-E,32.4,56,0.149,31.7,21.2,6.63,11.93,0.153,22,15,16.8,1,1
NMR-500945,Worker,Colony-A,48.5,70,0.188,32.0,20.8,6.74,25.1,0.18,20,12,20.12,0,1
NMR-507954,Worker,Colony-A,43.3,50,0.297,32.5,25.0,7.06,8.85,0.421,26,11,16.31,1,0
NMR-503200,Worker,Colony-C,27.9,45,0.21,33.3,14.9,8.38,30.41,0.362,24,15,16.48,0,0
NMR-507678,Worker,Colony-B,36.9,43,0.155,31.3,12.5,7.03,12.75,0.257,23,10,19.79,1,1
NMR-504610,Worker,Colony-C,30.0,20,0.47,30.9,22.0,6.21,19.85,0.163,17,13,15.76,0,1
NMR-506369,Breeder,Colony-B,45.9,39,0.173,31.6,13.5,6.43,6.21,0.528,17,8,19.46,1,1
NMR-508910,Soldier,Colony-D,33.4,37,0.177,34.2,26.9,6.05,14.86,0.276,21,10,21.36,0,0
NMR-500769,Worker,Colony-B,33.7,20,0.352,32.1,10.0,7.42,15.55,0.381,23,8,22.97,0,0
NMR-501065,Breeder,Colony-B,40.1,52,0.126,31.3,58.0,7.92,2.77,0.167,28,12,14.71,1,0
NMR-502837,Worker,Colony-A,19.8,37,0.273,32.1,7.8,5.66,12.07,0.162,16,9,21.26,0,1
NMR-504802,Soldier,Colony-E,34.9,58,0.195,30.6,26.1,5.82,7.7,0.503,30,7,15.77,1,0
NMR-504288,Worker,Colony-D,23.5,61,0.347,31.8,29.3,6.57,14.54,0.312,12,7,22.52,1,1
NMR-506615,Soldier,Colony-D,35.8,32,0.378,31.6,18.8,7.29,15.49,0.201,25,11,22.49,0,0
NMR-503452,Soldier,Colony-B,32.5,28,0.182,33.4,23.1,7.66,7.22,0.338,25,12,14.88,0,0
NMR-500584,Worker,Colony-E,38.9,61,0.182,32.5,9.3,6.49,9.1,0.237,19,10,22.89,1,1
NMR-506951,Worker,Colony-A,37.8,35,0.322,32.6,12.3,9.29,8.52,0.132,28,13,18.79,0,0
NMR-502295,Worker,Colony-B,30.0,27,0.234,32.0,10.2,5.66,22.03,0.444,31,7,21.1,1,1
NMR-509507,Worker,Colony-E,37.0,69,0.156,31.9,11.5,6.09,16.38,0.241,20,9,23.11,0,1
NMR-509057,Breeder,Colony-E,28.2,61,0.22,32.7,24.8,8.39,14.46,0.213,26,8,20.46,1,1
NMR-505935,Worker,Colony-D,32.7,56,0.343,31.9,16.3,7.0,12.55,0.554,22,10,19.58,1,1
NMR-506978,Breeder,Colony-B,42.8,117,0.254,32.0,49.9,5.64,2.57,0.401,21,14,19.97,1,1
NMR-509241,Worker,Colony-E,17.8,52,0.162,32.5,13.3,8.11,12.87,0.331,14,6,21.56,0,1
NMR-507257,Soldier,Colony-C,41.4,53,0.374,33.3,11.8,6.11,22.86,0.207,24,9,13.19,0,0
NMR-503285,Soldier,Colony-C,37.8,53,0.197,31.6,5.6,5.98,6.13,0.327,27,8,18.48,0,1
NMR-505008,Worker,Colony-E,29.3,77,0.183,31.9,11.6,7.39,28.87,0.253,27,9,23.39,1,1
NMR-501852,Soldier,Colony-E,35.1,84,0.186,32.2,25.0,7.65,7.98,0.391,26,10,22.66,1,1
NMR-500762,Soldier,Colony-C,45.0,184,0.233,33.0,10.0,8.35,12.53,0.353,25,14,16.59,0,1
NMR-509298,Worker,Colony-C,22.8,59,0.208,32.0,9.9,6.95,16.93,0.225,32,9,18.74,0,1
NMR-505751,Soldier,Colony-B,36.4,44,0.274,31.2,13.0,8.61,4.72,0.116,15,11,20.1,0,0
NMR-500063,Worker,Colony-D,30.6,155,0.277,31.5,22.1,8.16,34.54,0.032,17,14,22.75,1,1
NMR-504370,Worker,Colony-D,25.3,42,0.229,32.5,16.9,7.18,17.87,0.179,27,7,16.8,1,0
NMR-509509,Worker,Colony-D,21.5,54,0.141,30.8,17.6,6.29,7.69,0.216,20,11,22.02,1,0
NMR-505040,Soldier,Colony-D,32.4,70,0.193,32.5,28.0,6.16,6.26,0.349,24,9,21.42,1,0
NMR-505771,Worker,Colony-A,31.6,36,0.285,31.8,30.6,6.48,15.09,0.559,33,6,17.83,1,1
NMR-508769,Worker,Colony-C,34.5,52,0.17,32.6,10.6,7.57,7.76,0.29,23,15,19.31,0,1
NMR-506956,Soldier,Colony-C,31.2,24,0.318,31.1,11.8,5.75,12.47,0.209,31,11,21.65,0,1
NMR-506809,Worker,Colony-A,31.1,38,0.298,32.7,13.4,6.65,18.6,0.188,29,7,17.48,1,1
NMR-503850,Soldier,Colony-E,32.5,62,0.263,32.4,19.2,7.85,13.4,0.319,20,7,15.88,0,1
NMR-506812,Worker,Colony-B,35.7,87,0.206,32.5,37.5,4.27,16.44,0.211,20,11,19.32,1,0
NMR-500529,Worker,Colony-A,37.0,26,0.371,33.2,8.7,5.67,14.78,0.092,21,14,17.3,0,1
NMR-507754,Soldier,Colony-A,44.3,71,0.242,32.7,9.6,6.24,13.25,0.136,34,15,16.46,0,0
NMR-505946,Worker,Colony-B,28.3,19,0.379,32.2,15.2,6.2,12.95,0.196,21,11,19.78,0,1
NMR-505605,Worker,Colony-E,19.4,32,0.229,33.4,16.2,6.25,10.04,0.393,26,4,22.47,1,1
NMR-509720,Breeder,Colony-E,35.2,92,0.168,32.4,32.4,6.79,4.11,0.194,28,9,22.96,1,1
NMR-507340,Worker,Colony-A,25.7,22,0.15,32.2,22.2,5.85,15.42,0.155,34,13,19.1,1,1
NMR-500101,Worker,Colony-D,29.7,68,0.31,31.3,17.6,7.18,17.81,0.332,29,6,21.08,1,0
NMR-509853,Worker,Colony-B,26.4,62,0.364,31.4,8.8,5.19,7.75,0.221,27,5,24.65,0,0
NMR-503699,Worker,Colony-B,22.7,56,0.153,30.2,22.0,8.78,8.29,0.273,33,7,18.76,1,0
NMR-506866,Soldier,Colony-A,37.5,134,0.211,33.0,16.6,5.3,8.62,0.227,25,13,11.5,0,0
NMR-509028,Worker,Colony-E,28.2,49,0.288,31.6,13.2,6.56,6.64,0.254,20,14,14.58,0,1
NMR-502089,Soldier,Colony-C,43.1,123,0.192,31.7,46.9,6.28,11.01,0.118,24,11,19.22,1,0
NMR-509943,Worker,Colony-B,34.1,30,0.381,32.0,14.6,5.99,10.93,0.357,23,12,17.36,0,1
NMR-503089,Breeder,Colony-E,38.7,59,0.359,32.7,19.2,6.85,9.89,0.493,23,8,19.06,0,1
NMR-506225,Worker,Colony-D,31.3,37,0.316,32.0,12.8,5.52,13.94,0.074,22,14,18.05,0,1
