sample_id,group,batch,measure_1,nuclei_count,mean_nuclear_area,mean_cell_area,mean_intensity_dapi,mean_intensity_gfp,nuclear_circularity,fraction_in_focus,background_sd,target_a,target_b
IMG-500610,TreatmentB,B02,110.46,211,224.67,851.7,1465.3,769.1,0.7943,0.8846,57.27,0,0
IMG-500578,TreatmentA,B01,138.62,226,189.79,725.17,1076.0,1743.9,0.9652,0.9848,20.22,0,0
IMG-500949,Control,B02,87.1,216,192.38,642.89,1025.6,247.4,0.7441,0.923,14.84,0,1
IMG-500143,Control,B03,92.59,231,181.59,342.83,1054.1,32.9,0.8581,0.9287,40.71,0,1
IMG-500284,TreatmentB,B02,92.74,250,199.72,720.34,1149.0,1263.1,0.7235,0.7837,21.29,0,0
IMG-500667,Control,B02,101.0,237,187.23,989.03,991.3,279.1,0.8957,0.9429,13.36,0,0
IMG-500423,TreatmentB,B01,118.76,247,164.89,605.42,1304.9,1119.7,0.9218,0.8503,26.71,1,1
IMG-500400,Control,B03,92.88,250,198.14,743.02,1539.1,611.0,0.7154,0.9298,14.38,0,0
IMG-500420,Control,B01,112.7,241,197.31,841.69,1378.2,421.2,0.6475,0.959,18.0,0,0
IMG-500089,TreatmentB,B02,109.14,263,247.21,578.82,1151.9,1160.2,0.8096,0.8404,19.58,1,1
IMG-500009,Control,B01,113.34,245,197.05,616.75,1575.8,953.6,0.8661,0.8814,24.3,1,0
IMG-500755,Control,B03,117.66,233,234.38,678.52,1430.9,967.3,0.8333,0.9016,44.75,0,0
IMG-500696,TreatmentB,B02,116.18,253,221.22,587.65,1700.7,1118.9,0.7571,0.9916,29.97,0,0
IMG-500018,TreatmentB,B01,102.14,260,229.01,1018.22,1148.4,871.7,0.792,0.981,20.5,0,0
IMG-500604,Control,B01,85.38,252,198.85,656.48,1192.0,828.7,0.892,0.9576,45.92,0,1
IMG-500912,TreatmentB,B02,89.73,259,184.56,647.5,2000.0,894.9,0.9456,0.9328,17.09,0,1
IMG-500557,Control,B03,94.76,254,220.75,829.51,1319.9,191.7,0.6612,0.9313,20.35,0,0
IMG-500656,Control,B03,102.5,220,162.9,685.08,1806.3,334.6,0.7596,0.8567,11.32,1,0
IMG-500942,TreatmentA,B03,130.08,234,215.57,491.51,1353.5,514.9,0.8566,0.9783,21.22,0,1
IMG-500976,TreatmentB,B02,102.96,266,216.8,658.95,1140.3,749.4,0.8355,0.9489,31.79,0,1
IMG-500985,TreatmentB,B01,102.07,239,170.54,783.15,1393.0,637.6,0.8454,0.8815,21.26,1,1
IMG-500487,TreatmentA,B02,99.89,230,194.02,624.52,1664.6,670.3,0.8089,0.8906,46.29,1,1
IMG-500255,TreatmentB,B02,91.48,245,199.56,638.99,1776.4,826.2,0.9008,0.8758,28.47,0,0
IMG-500093,TreatmentB,B01,136.1,245,226.78,946.91,1749.3,627.1,0.8808,0.969,33.9,0,1
IMG-500974,TreatmentB,B01,101.08,260,186.05,952.16,1532.2,829.2,0.8898,0.7748,23.06,1,1
IMG-500772,Control,B01,107.61,216,221.4,332.59,971.8,212.2,0.8992,0.7578,14.11,0,1
IMG-500212,TreatmentB,B02,97.8,282,165.65,1052.31,1495.1,894.0,0.6413,0.8489,9.95,1,1
IMG-500382,Control,B03,76.34,250,177.76,654.3,1256.1,275.9,0.8511,0.9277,16.5,1,1
IMG-500775,TreatmentA,B01,118.96,222,189.05,614.03,1462.6,571.1,0.9473,0.9078,37.0,0,1
IMG-500015,TreatmentB,B03,97.87,250,178.47,761.46,1080.0,1388.8,0.7863,0.966,12.95,1,1
IMG-500374,TreatmentA,B02,115.26,228,124.89,826.69,1610.7,608.0,0.8788,0.9487,23.16,0,0
IMG-500722,TreatmentA,B02,99.56,250,220.09,616.37,1326.3,547.3,0.7706,0.9425,32.37,0,0
IMG-500283,Control,B01,116.83,220,208.71,421.28,1569.5,982.8,0.8233,0.974,34.99,0,0
IMG-500389,TreatmentB,B03,87.21,259,173.77,938.22,1867.4,1108.7,0.6865,0.8273,15.68,1,1
IMG-500306,Control,B01,109.32,224,169.27,600.5,1225.8,91.6,0.6362,0.8659,11.99,0,1
IMG-500165,Control,B03,88.56,241,165.26,770.65,1515.5,476.5,0.7389,0.9698,19.01,0,1
IMG-500230,Control,B02,97.71,197,200.35,789.08,1537.6,295.8,0.7715,0.9786,32.17,0,1
IMG-500579,TreatmentA,B02,105.16,264,212.19,598.27,1657.1,586.3,0.9578,0.9047,15.45,0,0
IMG-500447,Control,B01,90.13,240,187.12,591.66,1731.2,332.4,0.7086,0.9195,12.46,0,1
IMG-500614,TreatmentA,B01,110.3,235,235.18,630.35,1213.5,1249.9,0.8638,0.8562,25.57,0,0
IMG-500540,Control,B01,119.27,250,193.25,723.99,1427.7,-31.0,0.9552,0.7804,12.96,0,1
IMG-500410,Control,B01,119.67,251,154.07,431.7,1523.7,711.8,0.6854,0.9272,8.16,0,0
IMG-500864,TreatmentA,B03,104.94,241,175.63,633.42,1614.5,707.6,0.9489,0.948,11.18,0,1
IMG-500834,TreatmentA,B03,111.09,256,185.06,875.31,1402.9,582.6,0.8187,0.679,19.06,0,1
IMG-500944,TreatmentB,B02,99.27,232,173.39,831.35,1356.2,786.8,0.8863,0.9286,17.4,0,1
IMG-500356,TreatmentB,B01,98.73,261,169.77,792.43,1756.2,733.9,0.8911,0.9098,20.28,1,1
IMG-500109,Control,B01,88.69,258,182.11,626.58,1525.8,226.7,0.719,0.9505,22.57,0,1
IMG-500873,TreatmentA,B03,116.69,235,97.4,716.33,1480.6,1167.6,0.8195,0.9216,22.75,0,0
IMG-500689,Control,B02,104.63,235,258.03,878.06,1257.1,483.3,0.6351,0.933,24.62,1,0
IMG-500558,Control,B01,106.97,240,134.29,912.84,1229.2,219.6,0.8767,0.9762,23.08,0,0
IMG-500304,TreatmentA,B03,99.36,243,212.46,817.81,1165.9,737.2,0.6961,0.9466,25.19,1,0
IMG-500603,TreatmentB,B01,88.08,259,179.47,530.23,1141.2,713.9,0.7857,0.9789,23.7,1,1
IMG-500097,TreatmentB,B01,99.22,274,126.35,635.14,1210.9,1064.3,0.9164,0.9072,28.46,1,0
IMG-500853,TreatmentA,B01,108.26,216,215.74,1215.2,1055.5,429.7,0.7961,0.664,16.94,0,0
IMG-500494,Control,B03,128.84,217,149.03,583.83,1836.6,232.6,0.7209,0.7777,38.45,0,0
IMG-500246,TreatmentB,B03,96.22,259,193.71,691.25,1276.1,832.7,0.8943,0.9664,21.31,1,1
IMG-500567,TreatmentB,B03,108.51,251,159.66,752.85,1066.3,905.5,0.8135,0.8131,17.54,1,0
IMG-500644,TreatmentA,B03,100.2,245,201.48,746.33,1305.3,506.6,0.8256,0.8577,13.9,0,0
IMG-500547,TreatmentB,B03,105.99,230,225.1,1019.85,1314.9,1149.0,0.8381,0.9687,31.28,0,0
IMG-500206,Control,B01,96.43,230,217.6,840.86,1703.7,759.5,0.7669,0.9736,19.13,0,1
IMG-500252,TreatmentA,B03,97.05,236,130.31,649.85,1777.6,479.1,0.517,0.7514,19.08,0,0
IMG-500341,Control,B01,146.48,246,168.34,940.02,1435.9,243.2,0.7429,0.799,20.67,0,1
IMG-500599,TreatmentB,B02,96.99,270,173.52,544.0,1722.3,822.8,0.7822,0.9827,17.79,0,0
IMG-500653,Control,B03,105.38,229,208.64,844.85,1827.4,-1.2,0.7345,0.9284,17.41,0,1
IMG-500788,Control,B01,100.77,228,153.51,611.52,1688.2,98.7,0.8909,0.9293,28.53,0,0
IMG-500017,TreatmentA,B02,85.49,232,152.48,641.62,1044.6,448.2,0.7799,0.8976,8.12,0,1
IMG-500103,TreatmentB,B03,84.25,228,196.67,746.35,1537.0,2807.7,0.7516,0.9181,14.95,1,1
IMG-500128,TreatmentB,B01,81.45,256,205.29,625.37,1156.9,779.1,0.8017,0.7436,25.63,1,1
IMG-500435,Control,B03,104.17,224,239.0,508.8,1619.5,246.4,0.8571,0.9464,9.54,0,0
IMG-500500,Control,B03,90.44,248,165.62,523.94,1254.7,648.3,0.8042,0.897,31.76,0,1
IMG-500820,TreatmentB,B03,101.68,261,189.36,804.39,1074.1,658.8,0.6464,0.9125,32.77,1,1
IMG-500906,TreatmentB,B01,77.67,260,218.08,574.38,1504.9,957.7,0.8446,0.9272,21.19,0,0
IMG-500436,Control,B01,71.64,223,190.22,632.61,1268.6,261.3,0.879,0.8756,27.12,0,1
IMG-500808,Control,B01,100.02,226,172.68,842.36,1399.1,347.3,0.9048,0.9814,26.21,0,1
IMG-500179,TreatmentB,B03,125.25,246,137.56,669.28,1249.6,561.1,0.7969,0.9641,31.78,0,1
IMG-500430,TreatmentB,B02,103.26,260,180.68,702.25,1451.7,1227.2,0.6734,0.9914,29.02,1,1
IMG-500332,Control,B02,108.69,261,215.7,651.7,1708.3,200.3,0.924,0.9902,14.29,1,0
IMG-500011,Control,B02,108.98,255,238.05,1034.68,1380.3,339.9,0.9248,0.9368,21.6,0,0
IMG-500796,TreatmentA,B02,110.69,248,152.81,630.77,1616.5,462.3,0.7381,0.9714,16.25,1,0
IMG-500933,Control,B01,105.7,237,116.32,772.6,1040.3,150.6,0.8162,0.9053,21.7,0,0
IMG-500620,Control,B01,117.18,244,203.38,718.03,1208.9,396.0,0.7645,0.8225,18.08,1,0
IMG-500801,Control,B02,87.86,242,240.51,568.24,1614.6,162.6,0.753,0.8726,11.66,1,0
IMG-500719,TreatmentB,B02,96.59,250,121.48,652.23,1299.0,1295.7,0.6363,0.8241,24.61,1,0
IMG-500370,Control,B01,112.95,222,288.72,931.57,1467.8,223.9,0.7012,0.8486,21.05,0,0
IMG-500451,Control,B01,114.2,234,184.81,383.72,1128.6,406.9,0.7602,0.9357,16.18,0,1
IMG-500027,TreatmentA,B03,77.92,248,127.64,564.24,1260.5,1286.4,0.8575,0.8245,22.57,1,1
IMG-500311,TreatmentA,B01,82.61,259,183.64,836.23,1372.1,391.1,0.8977,0.8027,34.81,0,1
IMG-500541,Control,B03,112.88,241,224.19,745.85,1304.8,1143.9,0.8084,0.9113,27.03,1,0
IMG-500354,Control,B02,72.6,235,132.9,781.9,1417.3,1038.8,0.8139,0.9668,11.69,1,0
IMG-500298,TreatmentB,B03,94.69,245,211.92,731.04,1208.9,1492.0,0.8098,0.9059,23.82,1,1
IMG-500038,Control,B03,77.57,226,160.01,470.4,1453.7,683.2,0.647,0.9279,25.07,1,1
IMG-500148,TreatmentA,B03,106.77,248,143.54,1167.0,1419.4,1014.0,0.6764,0.9462,14.12,1,0
IMG-500814,Control,B02,101.75,236,119.18,884.69,1650.7,137.3,0.74,0.8769,24.01,0,0
IMG-500953,TreatmentA,B02,136.94,219,189.22,625.1,919.5,493.7,0.9505,0.8443,27.6,0,1
IMG-500177,TreatmentB,B01,97.16,234,172.9,828.72,1533.6,1160.4,0.6929,0.8809,20.76,1,1
IMG-500428,TreatmentA,B02,79.2,235,145.1,384.12,1508.1,519.9,0.7281,0.9535,33.04,0,0
IMG-500703,TreatmentA,B02,86.1,257,223.09,1180.32,1203.4,331.5,0.8011,0.8893,55.47,0,0
IMG-500080,TreatmentB,B03,112.65,256,221.36,755.51,1967.8,827.0,0.6406,0.9326,19.78,1,1
IMG-500173,Control,B02,124.82,242,216.67,929.98,808.0,746.6,0.7981,0.9533,23.32,1,0
IMG-500297,TreatmentB,B02,94.23,246,153.57,699.27,1701.3,1035.5,0.8992,0.8862,34.66,1,0
IMG-500045,TreatmentA,B01,102.14,270,195.14,701.39,2110.7,614.5,0.8704,0.8367,8.33,1,1
IMG-500238,TreatmentB,B02,144.38,218,128.23,193.54,1285.6,2011.3,0.8059,0.9632,27.13,1,0
IMG-500709,TreatmentA,B02,115.76,233,181.1,528.68,1300.0,638.0,0.8954,0.9124,27.07,1,1
IMG-500293,TreatmentB,B03,89.36,276,235.2,674.27,1578.4,1006.0,0.9194,0.9488,16.01,1,0
IMG-500101,Control,B02,96.32,213,166.91,678.61,1548.7,612.2,0.7091,0.8185,26.72,0,0
IMG-500078,Control,B02,127.7,246,146.7,574.03,1316.2,394.0,0.9207,0.9624,10.61,0,0
IMG-500205,TreatmentB,B01,113.49,262,185.66,725.01,1417.9,1028.8,0.869,0.8804,24.71,1,1
IMG-500779,TreatmentB,B03,102.33,246,180.69,636.64,907.2,1038.8,0.8653,0.9221,16.86,0,1
IMG-500882,TreatmentA,B01,104.43,253,112.84,905.95,1536.0,1053.0,0.8369,0.8957,15.35,1,0
IMG-500207,TreatmentB,B02,118.91,252,199.66,905.06,1127.0,1161.5,0.7223,0.8393,22.34,1,0
IMG-500665,TreatmentA,B01,102.35,203,219.8,725.2,1461.1,364.3,0.7344,0.9314,19.54,1,0
IMG-500550,Control,B01,104.8,248,237.86,793.73,1161.6,212.4,0.7548,0.95,15.0,0,0
IMG-500072,TreatmentA,B03,86.54,204,155.61,843.24,1348.9,640.5,0.6317,0.905,23.73,0,1
IMG-500505,Control,B02,110.77,230,160.22,778.6,1429.3,816.0,0.6399,0.9162,21.99,0,0
IMG-500351,Control,B01,109.64,213,175.02,924.25,1571.9,506.0,0.969,0.8608,15.37,0,1
IMG-500019,TreatmentB,B03,148.28,241,152.05,799.59,1327.3,803.6,0.8105,0.7662,20.55,0,0
IMG-500979,TreatmentB,B03,77.98,258,204.79,613.99,1749.6,1711.1,0.7787,0.9661,18.66,1,0
IMG-500106,TreatmentB,B02,76.01,225,187.17,845.4,1675.4,1891.5,0.7863,0.7704,11.92,1,1
IMG-500248,TreatmentA,B01,84.19,247,160.66,709.07,1557.1,810.3,0.5816,0.9793,20.81,1,0
IMG-500649,TreatmentA,B03,87.66,224,174.85,1006.44,1609.8,843.5,0.8438,0.939,18.86,1,1
IMG-500091,Control,B02,120.65,228,158.76,609.26,1209.7,157.7,0.7909,0.9129,32.58,0,1
IMG-500454,TreatmentA,B03,90.89,231,162.72,488.39,1248.4,348.1,0.7975,0.9621,6.99,0,1
IMG-500661,TreatmentA,B03,104.06,220,185.27,367.67,1464.8,744.2,0.9432,0.967,19.68,0,1
IMG-500462,TreatmentB,B03,73.03,264,206.59,758.55,1390.6,977.0,0.855,0.8989,22.03,0,0
IMG-500466,Control,B03,95.87,227,232.27,719.86,1191.8,425.6,0.8722,0.911,11.07,0,0
IMG-500645,TreatmentA,B01,79.87,257,255.08,673.68,1454.2,644.9,0.9071,0.9463,22.91,1,0
IMG-500545,TreatmentA,B01,106.99,233,152.94,811.32,1640.1,506.7,0.8317,0.8949,19.44,0,1
IMG-500501,TreatmentA,B02,102.28,241,223.96,542.84,1593.0,255.2,0.8491,0.8826,27.65,0,0
IMG-500858,TreatmentB,B02,114.23,260,213.79,703.77,1139.3,644.2,0.8325,0.9621,22.97,0,1
IMG-500937,Control,B01,65.51,240,174.11,735.43,1484.0,591.4,0.8273,0.7978,23.51,0,1
IMG-500542,TreatmentB,B03,110.11,242,199.95,674.4,1414.2,1658.4,0.8459,0.9555,12.78,1,1
IMG-500384,TreatmentB,B03,101.82,255,175.97,686.76,1700.7,1216.6,0.4722,0.7691,13.42,1,1
IMG-500972,TreatmentA,B01,81.27,267,161.23,742.54,1293.1,484.1,0.8715,0.9803,19.07,0,0
IMG-500185,Control,B03,98.1,205,279.62,770.06,1588.3,211.5,0.8144,0.8708,15.62,0,0
IMG-500235,TreatmentB,B02,96.88,276,197.98,733.83,1364.4,874.2,0.7206,0.9215,14.54,1,1
IMG-500539,TreatmentA,B03,95.79,225,145.07,847.47,1615.5,1124.7,0.9458,0.8881,14.11,1,0
IMG-500674,Control,B01,100.19,258,164.16,811.73,1032.8,166.9,0.9251,0.9727,13.99,0,0
IMG-500813,TreatmentB,B03,96.68,243,228.99,891.04,1402.7,628.4,0.7623,0.9154,25.17,1,0
IMG-500791,TreatmentB,B02,92.32,259,188.87,424.43,1437.7,724.3,0.8064,0.8324,18.14,0,0
IMG-500115,TreatmentB,B03,90.15,238,227.46,969.25,1474.8,1114.0,0.9541,0.7853,16.57,0,0
IMG-500664,TreatmentA,B01,107.69,267,210.07,830.21,1586.0,302.5,0.6664,0.8945,75.36,1,1
IMG-500812,Control,B01,90.01,232,144.23,947.96,1402.2,172.0,0.8629,0.7899,23.7,0,0
IMG-500322,TreatmentB,B01,95.43,256,136.93,811.02,1765.4,752.1,0.8569,0.8889,22.5,0,1
IMG-500637,TreatmentA,B03,61.75,240,195.31,564.32,1782.2,352.4,0.8155,0.9002,53.49,0,0
IMG-500753,TreatmentA,B02,103.89,245,161.45,570.48,1479.0,992.4,0.7231,0.9303,19.55,0,0
IMG-500616,TreatmentA,B01,82.92,243,180.59,784.82,1446.7,936.5,0.7122,0.9742,44.61,1,1
IMG-500997,Control,B01,104.96,238,186.62,767.2,1729.8,92.2,0.7699,0.9182,21.05,0,1
IMG-500740,TreatmentB,B03,91.95,275,224.61,778.19,1555.0,859.3,0.8751,0.9839,38.18,1,1
IMG-500686,TreatmentB,B02,100.53,246,158.85,793.76,918.8,1034.5,0.9597,0.9596,10.17,0,0
IMG-500594,Control,B01,111.3,249,214.22,415.13,1772.0,426.6,0.7451,0.9772,42.28,1,0
IMG-500346,TreatmentB,B01,112.93,256,179.98,857.48,1586.2,823.8,0.85,0.9663,19.68,0,1
IMG-500784,TreatmentB,B02,107.25,269,142.31,918.18,1516.0,1131.3,0.8876,0.9761,26.77,1,0
IMG-500652,TreatmentB,B01,114.38,268,171.04,941.71,1618.9,748.6,0.8197,0.9827,19.71,1,1
IMG-500672,Control,B01,98.04,252,231.49,828.37,1613.3,642.0,0.9446,0.8612,44.9,1,0
IMG-500118,Control,B01,120.52,264,194.85,568.37,1112.0,125.5,0.8545,0.9317,37.93,0,1
IMG-500030,TreatmentB,B01,101.35,245,122.68,630.08,1387.7,717.0,0.841,0.9104,26.73,1,0
IMG-500583,Control,B01,69.36,250,173.29,736.59,1190.2,647.4,0.8206,0.9536,55.48,0,0
IMG-500010,Control,B03,130.19,195,200.08,714.89,1385.9,62.1,0.7779,0.9325,25.89,0,1
IMG-500517,Control,B03,94.61,228,164.84,747.09,1384.8,625.4,0.6387,0.861,24.88,1,1
IMG-500174,Control,B03,94.21,244,141.25,764.02,1647.9,181.7,0.7951,0.8823,19.42,0,0
IMG-500275,TreatmentA,B02,106.76,233,201.11,558.25,1079.4,701.7,0.79,0.7592,23.51,1,1
IMG-500039,TreatmentB,B03,133.18,253,249.56,643.72,1404.9,956.1,0.7063,0.8522,21.82,1,0
IMG-500066,TreatmentA,B03,101.09,238,208.65,731.32,1082.3,675.2,0.8546,0.7516,24.83,0,1
IMG-500618,TreatmentB,B02,105.92,244,168.35,705.4,1373.8,935.0,0.9497,0.8913,25.71,1,1
IMG-500172,TreatmentA,B02,101.2,260,193.34,581.27,1573.4,409.4,0.7611,0.8349,41.65,0,1
IMG-500681,Control,B01,123.23,233,191.31,486.15,1088.0,403.0,0.9379,0.926,17.37,0,1
IMG-500957,TreatmentA,B03,78.97,259,159.23,361.84,1299.7,344.2,0.5266,0.9077,15.97,1,1
IMG-500096,TreatmentA,B01,86.83,233,290.8,694.63,2065.0,1076.5,0.7847,0.7267,27.68,1,0
IMG-500082,TreatmentB,B01,95.24,227,148.92,687.33,1315.8,659.1,0.698,0.9415,28.59,0,0
IMG-500592,Control,B03,120.23,221,167.9,995.66,1714.0,122.9,0.7053,0.8951,32.01,0,1
IMG-500975,TreatmentA,B02,114.16,223,107.53,757.63,1312.8,923.5,0.8365,0.9376,30.4,0,0
IMG-500361,TreatmentA,B03,84.82,240,188.89,845.19,1413.3,427.7,0.8146,0.8968,32.5,0,1
IMG-500885,TreatmentB,B02,97.9,252,216.84,552.69,1204.1,640.1,0.8383,0.8567,37.31,1,1
IMG-500506,TreatmentA,B01,78.44,240,221.42,617.15,1505.5,976.2,0.834,0.8933,20.3,1,1
IMG-500881,TreatmentB,B03,103.97,254,197.21,1120.67,1222.6,936.7,0.5943,0.8765,15.67,1,0
IMG-500551,Control,B02,110.84,234,189.22,893.9,1624.0,58.5,0.7144,0.8383,6.79,0,1
IMG-500168,Control,B01,99.52,245,202.19,686.16,1614.4,273.5,0.6967,0.9799,31.64,0,1
IMG-500724,Control,B02,97.02,240,185.78,773.59,1623.7,399.2,0.9294,0.8327,14.09,0,1
IMG-500735,Control,B03,101.29,227,233.9,872.83,1424.6,344.6,0.9239,0.8878,17.9,0,0
IMG-500602,Control,B02,97.1,233,220.8,405.9,1188.3,301.6,0.922,0.7858,25.74,0,1
IMG-500870,TreatmentB,B02,104.59,226,207.94,673.57,1232.0,773.8,0.9079,0.8704,15.12,1,0
IMG-500935,TreatmentA,B02,109.46,243,155.02,387.0,1783.0,979.2,0.7058,0.9029,33.69,0,0
IMG-500051,TreatmentA,B03,94.42,238,190.47,616.44,1225.8,816.4,0.8275,0.9734,26.29,1,1
IMG-500434,TreatmentB,B03,82.17,251,191.29,611.35,1786.0,1258.7,0.9294,0.8424,12.76,1,0
IMG-500225,TreatmentA,B01,112.49,232,196.89,750.79,1033.4,684.9,0.836,0.938,20.55,1,0
IMG-500031,TreatmentB,B01,83.42,235,221.24,684.8,1266.9,822.2,0.7469,0.8598,26.67,1,1
IMG-500507,Control,B02,90.11,229,171.84,869.45,1222.3,545.2,0.7583,0.9457,23.27,0,0
IMG-500317,TreatmentA,B01,102.36,281,138.5,664.42,1407.1,523.4,0.7949,0.9365,17.65,1,0
IMG-500458,TreatmentA,B02,89.78,255,203.45,835.77,1258.8,529.6,0.8693,0.812,47.76,1,0
IMG-500352,TreatmentB,B03,98.71,251,185.83,463.3,1142.7,966.6,0.7977,0.7795,22.49,1,1
IMG-500901,TreatmentB,B01,105.91,251,159.77,730.76,1464.5,577.0,0.8019,0.7588,24.05,1,0
IMG-500094,Control,B02,107.3,229,183.74,519.28,1281.8,282.8,0.9687,0.972,28.17,0,1
IMG-500767,TreatmentB,B02,48.08,261,168.9,705.12,1392.4,992.8,0.8196,0.9317,16.7,1,1
IMG-500802,TreatmentB,B02,88.63,276,175.31,642.34,1474.4,900.2,0.8072,0.9462,26.53,1,1
IMG-500241,TreatmentA,B01,88.35,293,195.21,860.38,1073.0,566.0,0.8217,0.7672,27.05,0,0
IMG-500892,Control,B02,116.21,225,169.25,645.58,1231.9,159.0,0.779,0.9324,16.77,0,1
IMG-500561,Control,B03,91.91,233,138.14,656.03,985.5,491.5,0.841,0.8334,16.45,0,0
IMG-500262,Control,B02,118.84,238,184.91,891.38,1693.1,284.4,0.8066,0.9518,39.86,0,1
IMG-500342,TreatmentB,B03,100.49,250,204.96,591.72,1499.9,926.4,0.7456,0.8031,38.92,1,0
IMG-500344,TreatmentB,B03,87.51,249,182.43,601.83,1489.9,859.5,0.5137,0.9306,36.81,1,0
IMG-500832,TreatmentB,B03,104.85,239,183.73,643.52,947.9,711.7,0.7929,0.7855,23.42,1,0
IMG-500074,TreatmentB,B01,112.53,243,195.84,857.59,1512.9,1223.9,0.8575,0.9368,17.62,1,1
IMG-500137,TreatmentB,B01,67.84,262,243.07,552.84,1804.4,847.7,0.8093,0.8834,30.93,0,0
IMG-500840,TreatmentA,B02,113.21,244,180.5,810.87,1013.5,438.1,0.8461,0.882,26.07,0,0
IMG-500739,TreatmentA,B01,95.94,235,176.05,971.48,1892.9,339.6,0.8074,0.9356,17.03,0,1
IMG-500593,TreatmentB,B01,90.21,248,170.52,979.09,1466.3,1069.0,0.7416,0.8151,18.08,1,1
IMG-500647,TreatmentA,B01,81.51,255,216.57,545.41,1443.2,656.1,0.7886,0.9305,25.58,1,0
IMG-500950,TreatmentB,B01,123.96,255,152.31,725.6,1409.9,781.3,0.8856,0.9514,11.82,1,0
IMG-500532,TreatmentB,B02,107.79,267,191.86,1003.58,1570.1,851.4,0.855,0.9035,12.86,1,1
IMG-500036,Control,B02,109.28,238,212.95,860.93,1104.5,1088.0,0.7947,0.9261,23.37,0,0
IMG-500047,TreatmentA,B02,76.11,224,223.98,620.35,1989.0,651.1,0.6879,0.7375,19.61,1,0
IMG-500288,TreatmentB,B03,88.34,275,204.14,1046.32,1628.6,832.8,0.7563,0.9659,16.76,1,1
IMG-500314,TreatmentB,B03,106.33,254,167.23,537.59,1694.3,830.0,0.8047,0.7558,27.58,1,0
IMG-500386,TreatmentB,B01,110.17,223,176.81,461.29,1324.7,867.7,0.9323,0.8524,35.48,0,1
IMG-500861,TreatmentA,B03,85.88,230,184.47,452.51,1344.7,1196.2,0.9128,0.9425,25.32,0,1
IMG-500355,Control,B02,92.76,221,103.01,613.61,1437.0,418.6,0.9051,0.966,18.28,0,0
IMG-500471,TreatmentB,B01,104.95,222,145.21,585.95,1488.6,1019.8,0.7346,0.9404,20.46,0,0
IMG-500977,TreatmentB,B02,91.7,252,201.91,1009.43,1538.5,895.1,0.904,0.9918,36.53,1,1
IMG-500920,TreatmentB,B01,85.15,245,128.98,495.38,1234.7,1039.1,0.4945,0.8309,19.03,1,0
IMG-500960,Control,B03,120.21,228,207.0,656.42,1080.7,-45.6,0.9481,0.9231,33.12,0,1
IMG-500221,TreatmentB,B02,100.44,246,198.15,1060.41,1646.7,1013.0,0.6571,0.931,21.84,1,1
IMG-500404,TreatmentB,B03,82.01,246,147.86,525.07,1687.8,843.2,0.6983,0.9635,11.99,1,0
IMG-500156,TreatmentA,B02,94.84,253,151.59,546.7,1293.4,422.4,0.7426,0.7647,22.7,0,1
IMG-500535,Control,B01,113.32,232,195.54,606.86,1156.5,279.1,0.8639,0.9878,29.66,0,1
IMG-500394,TreatmentA,B01,75.39,271,206.56,961.92,1389.4,409.5,0.8187,0.8353,19.6,1,0
IMG-500552,TreatmentA,B03,97.13,241,134.04,688.24,1348.2,593.0,0.7887,0.9499,32.19,1,0
IMG-500294,TreatmentB,B03,98.19,232,268.91,1071.11,1401.8,945.4,0.6279,0.9206,23.84,1,0
IMG-500924,Control,B01,84.64,252,147.38,541.39,1549.2,478.1,0.9814,0.9277,19.48,0,0
IMG-500378,Control,B03,106.06,248,189.22,663.18,1486.0,291.3,0.7813,0.959,17.76,0,1
IMG-500392,Control,B01,101.12,245,165.23,1081.78,1739.7,360.7,0.9166,0.8067,33.58,0,1
IMG-500067,Control,B03,97.7,241,138.38,768.06,1328.5,856.3,0.7754,0.8722,9.61,1,0
IMG-500581,Control,B03,105.78,229,224.51,522.09,1384.7,209.9,0.7367,0.8746,22.05,0,1
IMG-500267,TreatmentA,B03,97.2,259,176.18,899.09,1124.7,627.1,0.6867,0.9196,19.17,0,1
IMG-500059,Control,B03,90.36,200,143.95,847.05,1290.3,1779.1,0.8278,0.8769,11.65,1,0
IMG-500070,TreatmentA,B01,101.46,273,226.13,1063.25,1612.6,520.0,0.7314,0.769,12.93,1,1
IMG-500444,TreatmentB,B03,95.76,252,214.68,445.23,1945.4,1048.0,0.6144,0.8232,13.48,1,0
IMG-500855,TreatmentB,B02,131.74,248,212.04,853.4,1114.4,1347.3,0.5701,0.9453,22.86,1,0
IMG-500718,TreatmentA,B02,101.04,244,185.56,622.52,993.7,621.7,0.8082,0.829,37.12,0,1
IMG-500760,TreatmentB,B03,89.26,241,142.72,933.26,1003.6,843.3,0.689,0.8945,31.56,0,0
IMG-500023,TreatmentB,B02,111.32,254,180.37,933.15,1550.9,642.9,0.8453,0.945,31.64,0,1
IMG-500100,TreatmentA,B01,70.9,252,159.87,722.35,868.0,546.9,0.7699,0.9204,25.61,0,1
IMG-500856,Control,B02,88.36,240,176.69,509.06,1644.0,277.4,0.5913,0.9838,25.31,1,0
IMG-500337,Control,B01,98.13,211,219.39,662.98,1646.1,176.0,0.9173,0.9318,26.25,0,1
IMG-500623,Control,B02,95.94,249,167.37,585.63,1568.5,630.5,0.7644,0.8771,13.8,0,0
IMG-500738,TreatmentA,B03,101.19,245,208.67,761.39,1467.0,549.5,0.8244,0.9559,10.35,1,1
