sample_id,group,batch,measure_1,nuclei_count,mean_nuclear_area,mean_cell_area,mean_intensity_dapi,mean_intensity_gfp,nuclear_circularity,fraction_in_focus,background_sd,target_a,target_b
IMG-000244,TreatmentA,B03,128.49,212,184.77,511.99,1303.7,261.4,0.8315,0.9462,36.39,0,1
IMG-000245,TreatmentB,B01,104.77,239,165.78,751.56,1779.1,1194.2,0.7028,0.9753,12.77,1,1
IMG-000246,TreatmentA,B03,69.4,226,142.58,645.65,1373.7,525.6,0.8757,0.9178,25.54,0,0
IMG-000247,TreatmentB,B03,77.05,233,181.84,1111.13,1476.5,761.0,0.8551,0.9045,21.34,1,1
IMG-000248,Control,B01,65.01,228,156.53,846.79,1493.0,561.3,0.8518,0.7992,27.13,0,1
IMG-000249,TreatmentA,B03,88.41,236,155.87,832.28,1271.6,549.8,0.9133,0.9231,9.79,0,0
IMG-000250,TreatmentB,B03,99.0,236,145.74,852.22,1091.0,497.4,0.8814,0.8936,16.56,0,0
IMG-000251,Control,B02,114.1,218,206.38,867.23,1644.4,545.5,0.8329,0.9289,18.93,0,1
IMG-000252,TreatmentB,B02,103.1,221,180.05,801.31,1578.0,1731.7,0.7747,0.9169,22.57,1,1
IMG-000253,TreatmentB,B02,96.46,238,172.45,944.36,1577.1,1185.3,0.8958,0.9079,43.86,1,1
IMG-000254,TreatmentB,B01,86.73,249,197.2,900.72,1096.9,1497.7,0.8508,0.9093,22.17,1,1
IMG-000255,TreatmentB,B03,99.75,213,194.46,697.27,1986.5,703.1,0.8174,0.8674,20.85,1,1
IMG-000256,Control,B03,105.75,238,173.7,677.35,1726.6,676.2,0.6785,0.926,22.82,0,1
IMG-000257,Control,B02,74.22,223,106.48,539.45,1607.9,503.4,0.9109,0.9059,38.07,0,0
IMG-000258,Control,B02,127.12,229,149.6,754.94,1827.8,223.8,0.8995,0.83,20.4,0,1
IMG-000259,TreatmentA,B02,92.73,225,207.39,818.27,1759.3,413.7,0.9464,0.8652,9.05,0,1
IMG-000260,Control,B03,115.63,214,223.47,524.44,1681.5,590.2,0.8037,0.9225,34.75,0,0
IMG-000261,TreatmentB,B03,99.4,237,198.68,790.89,1503.7,705.3,0.9192,0.9474,25.2,0,1
IMG-000262,Control,B01,121.47,234,122.56,655.01,1242.5,254.0,0.7813,0.9242,23.52,0,0
IMG-000263,Control,B02,109.69,217,166.86,667.38,1709.2,284.3,0.617,0.9785,20.46,1,1
IMG-000264,Control,B03,87.77,226,190.43,630.88,1400.9,234.3,0.85,0.8058,13.27,0,1
IMG-000265,TreatmentB,B02,116.89,223,269.7,1050.26,1361.7,548.8,0.85,0.9347,15.87,0,0
IMG-000266,TreatmentB,B02,102.86,265,197.5,780.2,1900.5,520.6,0.7605,0.9683,18.4,1,1
IMG-000267,TreatmentB,B02,126.58,249,216.56,861.55,1643.7,715.3,0.5958,0.9229,65.98,1,1
IMG-000268,Control,B02,105.15,235,196.75,642.72,1352.3,-136.2,0.5583,0.8626,40.14,0,1
IMG-000269,TreatmentB,B02,100.85,234,297.0,787.77,1337.6,540.8,0.8179,0.8299,24.05,1,0
IMG-000270,TreatmentA,B01,100.24,232,166.21,499.66,1039.2,1051.2,0.8398,0.9131,29.95,0,1
IMG-000271,Control,B02,99.15,235,160.94,442.02,1194.3,-46.1,0.8271,0.9425,9.97,0,1
IMG-000272,TreatmentB,B02,95.19,227,164.66,635.46,924.3,875.0,0.7996,0.8127,41.88,0,1
IMG-000273,TreatmentB,B01,65.52,228,93.56,987.61,1356.8,1014.4,0.9014,0.874,21.0,1,0
IMG-000274,TreatmentB,B01,109.05,205,176.65,1006.37,1169.4,694.8,0.9059,0.9595,24.43,0,0
IMG-000275,TreatmentB,B01,101.59,258,163.64,431.9,1831.2,878.4,0.8305,0.9247,18.16,1,0
IMG-000276,Control,B01,76.13,237,208.76,719.06,1419.2,-124.1,0.8834,0.8825,64.45,0,0
IMG-000277,Control,B01,124.68,215,89.76,488.92,934.9,1177.0,0.889,0.9178,34.5,1,1
IMG-000278,TreatmentB,B03,104.77,245,200.62,491.89,1746.0,1184.6,0.842,0.9472,25.08,1,0
IMG-000279,TreatmentA,B03,105.14,218,190.94,909.82,1273.3,826.0,0.763,0.9791,15.86,1,0
IMG-000280,TreatmentA,B01,90.58,227,173.34,484.37,1392.8,432.0,0.8613,0.9441,30.82,0,1
IMG-000281,TreatmentA,B01,102.59,251,170.43,657.22,1103.7,884.4,0.7491,0.8657,33.88,0,1
IMG-000282,TreatmentB,B03,152.72,250,203.88,909.02,1479.6,793.5,0.9575,0.9234,19.33,1,1
IMG-000283,Control,B03,97.09,219,193.88,980.2,1156.6,463.5,0.782,0.9432,12.49,0,0
IMG-000284,TreatmentA,B02,106.18,238,151.58,882.65,1446.3,386.9,0.8456,0.8997,21.13,1,0
IMG-000285,TreatmentA,B01,97.22,258,169.81,878.37,859.7,356.3,0.8402,0.8969,18.57,1,0
IMG-000286,TreatmentB,B03,98.58,239,186.88,554.41,1186.2,1060.8,0.7977,0.9821,10.42,1,1
IMG-000287,Control,B03,116.96,206,204.44,673.3,1564.2,-203.9,0.9373,0.9547,38.31,0,0
IMG-000288,TreatmentA,B02,82.21,231,250.81,788.65,1087.8,632.2,0.8317,0.9314,20.04,0,0
IMG-000289,Control,B03,81.94,230,115.4,1073.3,1124.5,1.6,0.6817,0.8662,46.81,0,0
IMG-000290,TreatmentB,B02,116.74,239,159.04,554.4,1676.4,796.8,0.8477,0.8804,37.06,0,0
IMG-000291,TreatmentA,B02,101.77,234,180.87,875.78,1273.9,542.9,0.9375,0.933,21.88,0,0
IMG-000292,Control,B02,86.75,200,185.22,924.86,1201.4,74.5,0.8467,0.73,27.99,0,0
IMG-000293,Control,B02,89.74,242,201.13,720.99,1314.7,7.8,0.6872,0.9359,19.82,0,0
IMG-000294,TreatmentA,B01,88.01,263,191.67,754.12,1497.2,579.8,0.8185,0.7877,34.98,1,1
IMG-000295,TreatmentB,B01,128.1,255,247.91,687.58,1063.8,544.4,0.9029,0.9029,32.25,1,0
IMG-000296,TreatmentA,B03,101.55,250,209.86,483.34,1227.9,796.1,0.8141,0.8956,19.5,1,1
IMG-000297,Control,B02,76.96,250,228.28,680.55,1506.2,305.8,0.8799,0.9603,13.8,0,0
IMG-000298,TreatmentA,B03,113.86,258,268.02,775.92,1087.4,595.4,0.641,0.9472,15.21,0,0
IMG-000299,TreatmentA,B03,110.8,241,237.57,958.67,1595.5,265.5,0.7505,0.9387,24.71,1,1
IMG-000300,Control,B03,111.12,223,158.44,799.77,1343.1,-113.5,0.7949,0.9145,13.22,0,0
IMG-000301,TreatmentA,B02,107.49,237,234.58,829.66,1425.3,776.8,0.819,0.8219,11.82,1,0
IMG-000302,TreatmentB,B01,111.07,253,156.04,612.68,1010.8,1103.7,0.879,0.8144,17.08,1,1
IMG-000303,TreatmentA,B02,100.19,234,162.95,799.49,1733.9,183.3,0.6498,0.8641,18.22,1,1
IMG-000304,Control,B01,94.41,209,189.98,1062.56,836.2,-77.8,0.8645,0.8513,44.08,0,0
IMG-000305,TreatmentA,B03,99.74,205,113.73,355.82,1839.2,970.4,0.7459,0.9236,62.18,1,0
IMG-000306,TreatmentB,B02,87.88,272,240.1,1050.72,1481.5,601.3,0.8385,0.9725,57.84,1,0
IMG-000307,TreatmentA,B01,76.7,226,242.79,922.63,1431.8,385.7,0.7456,0.9546,21.28,0,0
IMG-000308,TreatmentB,B03,111.44,249,257.98,703.74,1578.5,799.0,0.7783,0.776,16.85,1,0
IMG-000309,TreatmentA,B03,72.59,223,217.44,630.97,1442.9,643.9,0.7931,0.9355,14.69,1,1
IMG-000310,Control,B02,84.46,237,192.26,665.45,1382.1,111.1,0.8511,0.8975,14.44,0,1
IMG-000311,TreatmentA,B01,96.31,252,150.83,740.32,1120.5,551.7,0.7989,0.8749,14.71,1,0
IMG-000312,TreatmentB,B02,96.83,274,224.69,512.05,1322.8,668.2,0.8273,0.9383,20.18,1,1
IMG-000313,TreatmentA,B02,81.49,226,164.56,932.28,1298.4,921.6,0.7721,0.8733,25.36,0,0
IMG-000314,TreatmentA,B03,120.9,224,159.63,644.28,1567.8,922.0,0.7465,0.9734,19.86,0,1
IMG-000315,TreatmentB,B02,86.55,249,217.81,698.59,1431.5,857.1,0.7953,0.9525,15.19,0,1
IMG-000316,TreatmentA,B01,134.45,264,148.24,570.78,1387.0,502.1,0.9286,0.8,23.54,1,1
IMG-000317,TreatmentA,B01,100.12,223,250.21,529.55,1473.2,492.0,0.909,0.9253,32.73,0,0
IMG-000318,Control,B01,95.21,232,242.69,571.82,1793.1,172.8,0.6844,0.8811,37.75,1,0
IMG-000319,TreatmentB,B03,103.28,241,173.96,947.28,1444.4,1134.1,0.5868,0.8399,15.16,1,1
IMG-000320,Control,B01,80.61,229,165.35,643.84,1656.3,102.1,0.9335,0.9384,8.56,0,1
IMG-000321,Control,B03,99.08,212,174.34,582.79,1653.4,266.5,0.7921,0.8898,27.38,0,0
IMG-000322,TreatmentB,B03,91.8,256,208.12,444.82,1195.7,583.5,0.8943,0.8721,12.2,0,1
IMG-000323,TreatmentA,B03,63.68,228,163.0,790.08,1552.7,210.2,0.8255,0.9022,21.24,0,0
IMG-000324,TreatmentA,B01,73.26,238,211.19,665.23,1722.4,856.4,0.7775,0.9256,18.16,1,0
IMG-000325,TreatmentA,B03,95.87,249,143.99,1119.41,1321.1,302.9,0.8197,0.9058,32.29,0,0
IMG-000326,TreatmentB,B02,97.28,266,124.17,702.26,1344.4,969.6,0.8204,0.7848,26.82,1,0
IMG-000327,TreatmentB,B01,74.8,242,188.85,842.93,924.4,1268.0,0.8968,0.9242,28.91,1,0
IMG-000328,TreatmentA,B03,90.16,259,196.97,737.96,1872.5,498.0,0.7846,0.8595,63.81,0,1
IMG-000329,TreatmentB,B03,96.55,256,174.01,609.75,1612.4,644.4,0.852,0.8611,58.26,1,0
IMG-000330,TreatmentA,B01,81.53,267,181.18,736.7,1481.5,1520.3,0.9131,0.9183,49.04,1,1
IMG-000331,Control,B02,77.36,239,247.33,781.5,1403.5,2073.7,0.8544,0.9394,11.0,1,0
IMG-000332,TreatmentB,B01,93.51,273,178.25,671.46,1264.3,789.6,0.7563,0.8212,29.62,1,1
IMG-000333,TreatmentB,B03,96.22,246,162.58,965.15,1503.7,1052.2,0.6568,0.9076,14.99,1,0
IMG-000334,TreatmentB,B02,88.04,232,118.44,1084.73,1395.5,904.7,0.6988,0.8335,24.43,1,0
IMG-000335,TreatmentA,B01,77.51,253,182.93,691.39,1546.5,738.8,0.7773,0.8603,24.07,1,0
IMG-000336,Control,B03,106.33,213,210.02,664.38,1266.9,78.1,0.6517,0.9479,22.03,0,1
IMG-000337,TreatmentA,B02,93.21,225,143.52,561.28,1564.0,276.2,0.8666,0.935,18.6,0,0
IMG-000338,Control,B03,105.01,240,235.84,690.27,1378.7,198.3,0.7104,0.8671,34.39,0,0
IMG-000339,Control,B03,77.38,264,232.97,850.92,1689.6,1077.1,0.8369,0.8536,30.05,1,1
IMG-000340,TreatmentB,B03,83.61,282,175.53,802.08,1583.1,787.7,0.9548,0.8271,15.13,1,1
IMG-000341,Control,B03,108.32,204,192.11,521.99,1618.1,503.2,0.6294,0.7276,24.66,0,0
IMG-000342,TreatmentA,B02,103.41,245,254.21,1072.4,976.0,332.8,0.8845,0.9041,20.74,0,0
IMG-000343,TreatmentA,B01,88.22,207,176.71,799.81,1469.1,567.7,0.8629,0.9667,22.65,0,0
IMG-000344,TreatmentA,B01,100.11,206,179.64,947.38,1743.5,231.3,0.809,0.7453,18.24,0,1
IMG-000345,TreatmentA,B03,89.02,241,170.77,721.7,1854.8,409.7,0.8191,0.9104,28.57,0,0
IMG-000346,Control,B01,90.21,208,240.11,704.99,1268.5,1038.2,0.9412,0.9561,16.52,0,0
IMG-000347,Control,B03,92.58,257,182.36,820.38,1411.8,1297.9,0.861,0.9302,15.57,1,1
IMG-000348,TreatmentB,B03,101.33,234,210.59,517.93,1080.2,823.8,0.8452,0.864,16.41,1,1
IMG-000349,TreatmentB,B02,106.44,238,198.99,715.74,1172.2,791.5,0.8979,0.9371,13.97,0,1
IMG-000350,TreatmentB,B03,124.83,249,120.36,932.13,1281.5,668.1,0.7865,0.9498,23.27,1,0
IMG-000351,Control,B02,91.72,234,161.96,530.06,1740.1,279.8,0.8474,0.9894,33.17,0,0
IMG-000352,TreatmentA,B02,111.1,253,189.03,885.82,1670.5,806.6,0.7731,0.8119,20.97,1,1
IMG-000353,Control,B01,108.46,210,229.14,695.92,1185.2,-11.8,0.8218,0.7339,25.93,0,1
IMG-000354,TreatmentA,B01,92.01,233,122.89,746.33,1801.8,503.9,0.8505,0.9342,14.43,1,0
IMG-000355,Control,B03,98.58,242,198.26,729.95,1677.3,-30.7,0.8078,0.926,32.99,0,1
IMG-000356,Control,B01,111.32,243,167.62,670.43,2038.8,134.2,0.703,0.8291,40.85,0,0
IMG-000357,Control,B03,85.77,228,177.31,849.78,1351.6,626.2,0.9171,0.9853,34.59,0,1
IMG-000358,TreatmentB,B01,110.62,251,171.36,588.6,1429.7,614.0,0.8441,0.8503,17.59,1,0
IMG-000359,TreatmentB,B02,106.53,230,184.02,997.42,1464.5,1510.8,0.6858,0.8648,55.06,1,1
IMG-000360,Control,B01,99.83,222,135.64,754.86,1368.1,-61.5,0.863,0.8271,11.47,0,0
IMG-000361,TreatmentA,B03,104.05,224,126.47,629.62,1397.4,254.4,0.5489,0.8959,44.08,0,0
IMG-000362,TreatmentB,B03,72.08,257,121.46,949.6,1393.6,412.2,0.8683,0.9115,29.34,1,0
IMG-000363,TreatmentA,B01,93.78,262,140.79,1034.08,778.4,559.6,0.854,0.7779,16.92,0,0
IMG-000364,Control,B01,94.12,229,184.58,475.38,1753.4,303.5,0.8375,0.959,9.9,0,0
IMG-000365,TreatmentB,B03,106.87,247,183.19,927.28,1560.5,1026.5,0.8944,0.8703,11.18,1,1
IMG-000366,Control,B01,90.8,220,202.78,723.18,1553.4,-16.9,0.783,0.8094,26.19,0,1
IMG-000367,Control,B03,95.06,252,205.55,807.92,1021.6,202.4,0.7749,0.9836,42.95,1,0
IMG-000368,TreatmentB,B02,97.32,273,123.76,807.43,879.6,1030.2,0.8546,0.8343,13.52,0,0
IMG-000369,TreatmentA,B02,99.57,240,137.02,698.43,1486.4,869.6,0.837,0.8455,37.71,0,0
IMG-000370,TreatmentA,B02,110.85,242,177.96,764.66,1462.0,570.4,0.7455,0.9266,38.6,1,1
IMG-000371,Control,B01,128.72,233,167.86,1040.73,1512.0,167.8,0.8034,0.9473,46.14,1,1
IMG-000372,Control,B02,100.94,224,226.21,471.27,1194.9,362.0,0.6974,0.9288,29.94,1,1
IMG-000373,TreatmentB,B01,96.91,263,198.02,705.78,1463.4,576.9,0.7686,0.9046,19.65,0,1
IMG-000374,TreatmentB,B03,93.35,243,213.55,428.92,1657.1,830.3,0.8408,0.9883,43.88,1,0
IMG-000375,Control,B02,103.76,236,154.78,763.48,1277.1,114.8,0.8892,0.8919,20.89,0,0
IMG-000376,TreatmentB,B01,88.73,265,163.4,878.67,1321.4,873.6,0.656,0.8432,27.84,1,1
IMG-000377,TreatmentB,B02,94.29,229,177.49,413.59,1122.6,1041.5,0.9038,0.8234,17.09,0,1
IMG-000378,TreatmentB,B03,101.95,228,160.92,818.03,1540.3,909.4,0.7456,0.85,19.7,0,1
IMG-000379,TreatmentB,B03,111.06,243,194.92,1014.78,1177.3,674.9,0.6829,0.9537,16.4,1,1
IMG-000380,Control,B02,115.81,248,238.66,768.8,1984.9,118.6,0.8765,0.8177,16.16,0,0
IMG-000381,TreatmentB,B01,106.04,252,181.42,633.62,1308.6,901.3,0.641,0.9689,43.51,1,1
IMG-000382,TreatmentA,B03,79.29,255,142.39,890.75,1188.6,473.7,0.868,0.9644,26.01,1,0
IMG-000383,Control,B03,74.23,239,127.38,667.66,1053.4,203.5,0.9322,0.961,39.21,0,1
IMG-000384,Control,B01,60.99,259,177.95,991.18,1141.4,-130.1,0.9525,0.9341,11.11,0,0
IMG-000385,TreatmentB,B01,85.32,266,201.34,790.4,1745.7,1507.9,0.8584,0.8669,28.08,0,1
IMG-000386,TreatmentA,B01,111.36,260,238.81,788.69,1483.3,450.0,0.6544,0.9787,23.34,0,0
IMG-000387,TreatmentB,B01,94.44,244,206.67,628.62,995.9,679.1,0.7993,0.975,19.92,0,1
IMG-000388,TreatmentA,B03,102.79,265,158.26,724.12,1425.6,583.5,0.7957,0.7031,15.9,1,0
IMG-000389,TreatmentB,B01,79.38,281,135.62,958.54,1443.4,1091.7,0.9265,0.9446,51.65,1,1
IMG-000390,TreatmentA,B02,104.55,225,165.4,817.71,1717.4,290.9,0.7494,0.9522,35.2,0,1
IMG-000391,TreatmentA,B02,82.14,253,159.38,668.34,1615.2,483.7,0.8207,0.9649,16.89,1,1
IMG-000392,Control,B01,92.36,243,223.35,1089.88,1416.9,648.7,0.8397,0.8397,11.06,0,0
IMG-000393,Control,B02,107.83,231,221.6,744.05,1290.8,114.5,0.8294,0.9714,22.9,0,0
IMG-000394,Control,B01,83.14,246,90.72,718.39,1292.5,137.2,0.8161,0.7408,10.29,1,0
IMG-000395,TreatmentB,B02,128.92,233,176.88,1048.82,1302.1,979.8,0.5829,0.8212,19.6,1,0
IMG-000396,Control,B01,75.73,252,190.37,832.88,1642.4,-34.3,0.8738,0.8882,13.36,0,1
IMG-000397,TreatmentB,B02,91.98,261,213.66,596.4,1341.5,1110.8,0.7203,0.8762,28.27,1,1
IMG-000398,TreatmentA,B02,106.36,244,153.45,605.97,1657.8,521.9,0.9138,0.9731,18.05,0,0
IMG-000399,Control,B01,121.25,249,135.14,435.2,1353.2,180.5,0.7891,0.9776,18.7,1,1
IMG-000400,TreatmentB,B01,89.49,238,211.91,721.72,1988.1,649.7,0.8885,0.9084,29.77,0,1
IMG-000401,TreatmentB,B03,128.53,259,143.28,713.14,1423.1,1078.9,0.8306,0.9522,57.38,1,0
IMG-000402,Control,B03,72.7,212,201.21,938.92,981.8,249.0,0.9153,0.8859,46.05,0,0
IMG-000403,Control,B02,87.06,236,219.77,635.34,1384.6,181.4,0.8819,0.947,16.86,0,1
IMG-000404,TreatmentB,B01,101.9,239,114.35,703.67,1700.3,770.1,0.8684,0.8517,16.93,1,0
IMG-000405,TreatmentA,B02,100.4,239,173.83,880.42,1486.9,327.2,0.9209,0.9663,17.37,0,1
IMG-000406,TreatmentA,B02,109.03,250,201.76,780.84,1456.0,515.8,0.6449,0.8667,11.02,1,0
IMG-000407,Control,B03,97.5,229,203.72,570.56,1492.9,60.0,0.8317,0.9073,21.19,0,0
IMG-000408,TreatmentB,B01,103.84,245,168.53,687.13,1068.1,521.0,0.7587,0.8749,9.8,1,1
IMG-000409,TreatmentA,B02,96.69,232,186.68,762.63,1715.9,407.1,0.6952,0.8798,7.03,1,1
IMG-000410,TreatmentB,B02,102.2,268,201.84,763.92,1417.8,1075.6,0.8069,0.8286,21.38,1,1
IMG-000411,TreatmentB,B01,119.52,240,197.1,971.64,1266.0,729.9,0.6671,0.8281,45.14,1,1
IMG-000412,TreatmentA,B01,103.81,246,234.25,652.61,1539.8,865.2,0.9068,0.9656,36.98,1,0
IMG-000413,Control,B03,73.14,246,178.91,600.65,1825.7,210.6,0.7176,0.8918,49.89,1,0
IMG-000414,TreatmentA,B02,91.12,253,177.98,546.83,1003.5,952.3,0.8229,0.9837,13.58,1,1
IMG-000415,TreatmentB,B02,72.08,255,130.21,503.83,1625.0,1195.9,0.9209,0.803,27.34,1,0
IMG-000416,Control,B03,107.41,235,171.3,521.95,1683.8,-76.6,0.9354,0.9915,27.4,0,0
IMG-000417,TreatmentA,B02,93.93,250,177.11,744.52,1601.5,281.4,0.8033,0.9452,40.45,0,1
IMG-000418,Control,B02,86.42,204,164.94,840.85,1555.5,-105.4,0.9201,0.969,17.07,0,0
IMG-000419,TreatmentB,B01,78.21,240,197.97,885.83,1530.7,790.7,0.7007,0.9571,16.6,1,1
IMG-000420,TreatmentB,B02,97.29,230,271.51,903.09,1198.8,913.3,0.702,0.7971,16.64,1,0
IMG-000421,Control,B02,102.71,228,302.38,839.99,1210.0,339.7,0.852,0.9552,14.37,0,0
IMG-000422,Control,B03,82.9,243,197.42,824.53,1250.8,104.4,0.5631,0.883,21.96,1,1
IMG-000423,TreatmentB,B03,92.14,270,131.27,731.22,1310.9,874.1,0.697,0.9267,21.8,1,0
IMG-000424,TreatmentA,B01,96.94,244,161.96,699.67,997.4,393.4,0.8301,0.9268,29.92,1,0
IMG-000425,TreatmentB,B01,100.82,252,107.18,371.59,1324.3,734.4,0.8008,0.9703,39.19,0,0
IMG-000426,TreatmentA,B01,119.42,204,168.24,822.37,1240.3,543.1,0.8396,0.8697,16.45,0,1
IMG-000427,TreatmentB,B03,87.32,225,143.07,817.41,1555.9,780.5,0.7293,0.9493,17.61,0,0
IMG-000428,TreatmentA,B01,95.74,246,131.55,803.06,1623.7,1118.6,0.7349,0.7566,19.15,1,0
IMG-000429,TreatmentB,B03,95.48,234,193.49,859.36,1548.4,1035.5,0.864,0.8547,8.11,1,1
IMG-000430,Control,B02,84.71,240,186.35,600.92,1311.3,101.4,0.7234,0.9209,14.84,1,1
IMG-000431,TreatmentB,B02,96.85,220,180.44,559.51,1364.4,427.6,0.8444,0.8402,39.73,0,1
IMG-000432,TreatmentA,B03,115.66,236,199.92,781.96,1089.7,367.1,0.7338,0.8266,46.13,0,0
IMG-000433,Control,B03,120.22,212,203.38,915.58,1186.5,140.4,0.5716,0.8605,13.2,1,0
IMG-000434,Control,B03,112.79,246,253.1,818.17,1390.3,514.8,0.8593,0.8381,11.28,1,0
IMG-000435,TreatmentB,B01,93.34,233,154.61,975.54,721.1,1136.2,0.6292,0.8519,30.66,1,0
IMG-000436,Control,B01,81.65,205,177.87,791.42,1511.0,153.1,0.8258,0.9504,27.39,0,1
IMG-000437,Control,B01,75.84,223,166.56,832.11,1413.2,-28.4,0.6978,0.9638,27.37,0,1
IMG-000438,TreatmentB,B03,85.12,220,216.28,514.4,1287.8,1452.6,0.7895,0.8391,49.36,0,0
IMG-000439,TreatmentB,B03,112.37,248,194.65,927.53,1542.6,1516.3,0.7638,0.884,26.48,1,1
IMG-000440,TreatmentB,B01,95.44,258,206.36,614.19,1459.0,532.7,0.6159,0.8269,34.25,1,1
IMG-000441,TreatmentB,B03,76.78,241,188.7,331.31,1458.6,1129.2,0.8375,0.9674,13.52,0,1
IMG-000442,TreatmentA,B01,103.26,245,220.14,648.08,1106.1,196.6,0.6977,0.9493,47.23,1,1
IMG-000443,Control,B03,109.92,232,205.64,713.93,1549.7,767.4,0.6627,0.9806,26.99,1,1
IMG-000444,TreatmentB,B01,103.11,249,134.2,467.83,1563.9,685.7,0.8734,0.9587,14.78,1,0
IMG-000445,TreatmentA,B03,92.08,234,181.28,1075.08,1096.9,625.9,0.8504,0.8995,17.45,1,0
IMG-000446,Control,B03,142.34,251,161.24,387.19,871.4,432.5,0.9231,0.9554,14.17,0,1
IMG-000447,TreatmentB,B01,102.68,249,204.84,470.48,1483.4,803.6,0.8258,0.8316,15.42,1,1
IMG-000448,Control,B02,99.5,229,150.06,464.66,1741.3,-56.3,0.9229,0.9739,15.86,0,0
IMG-000449,TreatmentA,B03,86.84,259,196.93,686.46,1471.3,369.1,0.7142,0.9598,33.32,1,1
IMG-000450,TreatmentB,B02,116.29,251,127.86,636.66,1463.0,863.7,0.5933,0.8419,28.51,1,0
IMG-000451,TreatmentB,B02,110.19,251,244.16,550.48,1098.6,774.5,0.9421,0.9122,26.26,0,0
IMG-000452,TreatmentB,B03,102.88,228,152.5,785.77,1626.7,1026.6,0.8988,0.8801,18.53,1,1
IMG-000453,TreatmentB,B01,99.04,251,179.73,552.48,1665.9,1491.8,0.9588,0.8919,11.58,1,1
IMG-000454,Control,B01,125.44,237,227.61,719.84,1412.7,413.6,0.9605,0.9313,23.1,0,0
IMG-000455,Control,B03,95.13,216,211.53,916.99,1117.6,138.9,0.7587,0.9312,16.72,0,0
IMG-000456,TreatmentB,B01,96.38,262,186.92,1077.8,1441.1,776.9,0.8057,0.9594,36.04,1,1
IMG-000457,TreatmentA,B02,60.61,254,159.2,870.33,1658.3,1267.8,0.8185,0.9121,18.29,1,1
IMG-000458,Control,B03,90.22,244,188.42,760.12,1648.3,339.9,0.771,0.9458,35.69,0,1
IMG-000459,Control,B03,107.89,252,143.0,679.83,1536.6,67.2,0.6638,0.7739,14.91,1,0
IMG-000460,TreatmentA,B02,108.44,255,199.88,437.8,1101.0,472.4,0.7735,0.9718,23.19,1,1
IMG-000461,TreatmentA,B01,98.57,224,201.69,700.38,1777.8,450.8,0.8175,0.9044,24.62,0,0
IMG-000462,Control,B03,89.92,218,201.84,586.39,823.7,153.4,0.8401,0.9262,23.63,0,1
IMG-000463,Control,B02,90.45,222,216.63,803.28,1786.8,456.7,0.7296,0.9813,13.14,1,1
IMG-000464,Control,B03,133.05,225,164.57,723.7,1170.0,71.3,0.8325,0.9357,26.96,0,1
IMG-000465,TreatmentA,B01,97.41,241,197.67,915.51,1505.1,629.2,0.839,0.8418,28.68,1,1
IMG-000466,TreatmentA,B02,94.49,227,182.83,300.0,1107.8,245.9,0.6385,0.8693,9.18,1,1
IMG-000467,TreatmentA,B02,108.01,242,173.38,665.44,1982.7,1043.9,0.9378,0.8606,14.8,1,1
IMG-000468,TreatmentA,B03,66.38,234,203.43,867.74,1602.3,413.0,0.7804,0.9089,16.83,1,1
IMG-000469,Control,B01,105.05,251,171.83,883.25,1245.5,245.0,0.8385,0.9092,23.51,1,0
IMG-000470,TreatmentA,B01,104.64,220,185.82,549.93,1518.5,420.8,0.9286,0.9679,32.38,0,1
IMG-000471,Control,B01,94.54,223,126.69,688.43,1505.3,208.0,0.9567,0.9721,16.55,0,0
IMG-000472,Control,B01,102.44,231,183.63,902.29,1758.8,185.8,0.7059,0.9474,24.87,0,1
IMG-000473,TreatmentB,B03,110.85,247,215.83,894.38,1394.2,802.8,0.6922,0.9608,44.35,1,1
IMG-000474,TreatmentA,B03,104.09,224,183.14,603.48,1678.7,750.0,0.6761,0.9298,21.81,0,1
IMG-000475,TreatmentA,B02,117.14,255,188.67,490.22,1449.3,297.4,0.881,0.9039,21.25,1,0
IMG-000476,TreatmentB,B03,109.94,293,184.7,982.48,1544.3,640.5,0.85,0.8541,32.71,1,1
IMG-000477,TreatmentA,B03,120.95,232,166.84,740.47,1492.9,1298.7,0.7239,0.885,35.03,1,1
IMG-000478,TreatmentB,B01,100.46,234,177.31,279.06,1267.5,671.9,0.7773,0.8033,18.42,1,1
IMG-000479,Control,B03,104.02,252,222.62,470.66,1142.2,-42.3,0.8437,0.8998,20.69,1,1
IMG-000480,TreatmentA,B02,139.97,240,179.53,674.77,1510.5,1295.7,0.8549,0.7698,28.55,1,1
IMG-000481,TreatmentA,B01,110.6,246,265.83,620.55,1517.2,1120.1,0.8632,0.8806,14.3,0,0
IMG-000482,TreatmentB,B03,82.39,229,275.23,649.48,1587.4,1012.6,0.8443,0.9679,36.99,1,0
IMG-000483,TreatmentA,B03,89.22,231,193.29,837.25,1003.0,933.4,0.813,0.9538,48.61,1,0
IMG-000484,Control,B01,118.09,241,166.84,469.13,1589.7,161.4,0.833,0.949,14.78,0,0
IMG-000485,TreatmentA,B02,74.89,250,172.05,845.4,1431.4,926.0,0.6182,0.7736,15.92,1,1
IMG-000486,TreatmentB,B02,83.18,247,208.12,663.18,1522.7,2340.6,0.8687,0.7398,12.09,1,0
IMG-000487,TreatmentA,B03,107.94,255,174.42,715.89,1568.7,168.6,0.7764,0.9246,40.64,1,1
IMG-000488,TreatmentB,B02,122.26,244,186.44,873.25,1809.7,822.5,0.6251,0.9862,12.67,1,1
