sample_id,role,colony,body_mass_g,age_months,resting_metabolic_rate,body_temp_c,hypoxia_survival_min,hyaluronan_mda,cortisol_ng_ml,incisor_wear_score,chirps_per_hour,grooming_events_day,telomere_length_kb,target_a,target_b
NMR-500866,Worker,Colony-D,29.0,173,0.512,30.8,7.6,4.75,8.44,0.176,27,18,17.09,0,0
NMR-500026,Worker,Colony-B,29.7,68,0.276,34.0,9.6,6.46,15.19,0.332,28,16,18.13,0,0
NMR-500617,Worker,Colony-B,22.4,44,0.185,32.1,23.3,6.78,22.63,0.309,19,14,16.69,0,1
NMR-500148,Worker,Colony-B,23.6,36,0.309,31.9,14.8,5.46,13.75,0.397,17,6,24.77,0,1
NMR-501000,Breeder,Colony-D,44.3,67,0.245,34.6,16.0,7.56,1.98,0.212,27,8,24.18,1,0
NMR-500666,Worker,Colony-D,22.1,56,0.27,32.5,20.0,5.39,9.58,0.369,22,16,22.29,1,1
NMR-500450,Worker,Colony-C,24.8,19,0.309,32.8,32.9,5.98,10.13,0.31,24,9,21.55,1,1
NMR-500980,Worker,Colony-E,40.4,61,0.243,31.6,16.2,7.05,7.41,0.146,23,8,23.09,1,1
NMR-500687,Soldier,Colony-C,32.6,61,0.146,32.3,35.6,6.41,15.29,0.387,24,8,17.82,1,1
NMR-500526,Soldier,Colony-A,42.0,40,0.196,32.2,13.5,8.57,24.31,0.147,28,13,19.75,0,1
NMR-500309,Breeder,Colony-C,32.4,70,0.238,32.1,9.9,7.31,4.57,0.127,20,18,17.99,0,1
NMR-500970,Worker,Colony-B,32.1,135,0.177,31.1,13.8,9.01,17.62,0.43,24,8,20.42,0,1
NMR-500811,Worker,Colony-E,21.6,72,0.216,31.0,16.4,6.72,11.8,0.206,19,11,17.35,0,0
NMR-500373,Worker,Colony-A,26.7,73,0.174,33.0,23.8,6.74,6.44,0.243,27,18,20.26,1,0
NMR-500975,Worker,Colony-A,26.2,33,0.209,30.7,9.2,8.25,10.19,0.333,24,10,17.73,0,0
NMR-500111,Worker,Colony-B,34.6,48,0.334,30.6,19.8,7.73,12.13,0.335,25,8,17.38,0,0
NMR-500869,Worker,Colony-D,42.7,94,0.413,31.9,12.1,4.63,17.13,0.376,24,7,18.72,0,0
NMR-500460,Worker,Colony-E,23.3,38,0.239,32.5,12.9,6.23,15.29,0.247,29,10,16.83,0,1
NMR-500034,Soldier,Colony-D,26.8,82,0.223,33.1,15.3,6.37,6.32,0.344,27,13,21.66,1,0
NMR-500561,Worker,Colony-D,35.2,70,0.195,32.0,21.6,5.18,9.68,0.388,20,15,13.72,0,0
NMR-500927,Worker,Colony-D,25.3,31,0.178,34.3,17.3,6.97,10.84,0.406,13,8,10.69,0,0
NMR-500903,Soldier,Colony-B,38.5,38,0.273,30.9,12.1,5.59,11.38,0.368,21,12,21.73,0,1
NMR-500635,Worker,Colony-E,27.4,61,0.301,33.1,18.3,5.12,5.88,0.161,27,13,20.31,1,1
NMR-500594,Soldier,Colony-A,43.3,40,0.168,31.8,39.9,5.78,1.65,0.121,24,12,20.67,1,1
NMR-500019,Worker,Colony-C,23.6,35,0.238,29.3,18.1,5.89,10.6,0.326,19,9,15.1,0,0
NMR-500109,Worker,Colony-C,36.7,33,0.239,34.0,7.6,7.61,10.53,0.137,16,13,20.71,0,0
NMR-500826,Worker,Colony-B,20.1,55,0.236,33.2,37.2,8.36,10.22,0.199,25,15,22.36,1,0
NMR-500795,Worker,Colony-E,42.4,98,0.241,32.6,16.1,6.86,8.97,0.361,23,10,19.7,1,1
NMR-500932,Soldier,Colony-B,37.2,17,0.261,32.6,37.1,5.45,4.08,0.311,23,12,21.95,1,1
NMR-500060,Worker,Colony-D,20.5,44,0.165,32.0,17.2,7.61,12.03,0.453,30,17,20.17,1,0
NMR-500928,Worker,Colony-E,21.1,38,0.222,33.1,10.2,7.33,9.1,0.087,20,14,21.82,1,0
NMR-500314,Soldier,Colony-A,38.6,44,0.23,31.2,25.4,7.11,19.27,0.257,33,11,23.4,1,0
NMR-500434,Worker,Colony-B,32.2,94,0.304,32.9,10.1,7.56,11.47,0.225,26,18,18.76,0,1
NMR-500020,Worker,Colony-C,34.9,49,0.151,31.8,15.1,7.02,9.46,0.301,24,11,15.36,0,1
NMR-500072,Worker,Colony-E,40.3,23,0.13,32.1,10.8,6.6,9.46,0.191,32,12,22.57,1,1
NMR-500846,Breeder,Colony-D,48.7,46,0.131,33.6,23.2,6.19,9.34,0.287,21,14,19.4,1,0
NMR-500930,Worker,Colony-B,38.7,55,0.173,32.7,11.1,4.67,14.32,0.312,29,9,21.87,0,1
NMR-500234,Queen,Colony-D,41.3,56,0.381,31.1,29.5,6.38,11.27,0.284,21,9,22.96,1,0
NMR-500753,Worker,Colony-A,27.7,84,0.275,34.8,9.3,7.11,12.0,0.536,20,7,20.01,1,0
NMR-500974,Soldier,Colony-B,44.1,46,0.223,33.0,13.9,8.61,4.65,0.073,29,14,21.45,1,0
NMR-500083,Soldier,Colony-A,39.4,66,0.313,32.1,11.6,6.58,10.54,0.196,19,10,24.01,1,1
NMR-500326,Breeder,Colony-B,39.5,34,0.505,32.8,25.6,7.33,5.51,0.326,28,14,22.14,1,0
NMR-500638,Soldier,Colony-B,33.1,53,0.32,32.0,15.1,5.09,10.59,0.362,17,16,19.26,0,1
NMR-500414,Worker,Colony-A,37.6,37,0.309,32.1,15.7,7.76,16.35,0.065,27,12,16.12,0,0
NMR-500884,Worker,Colony-E,19.6,67,0.244,31.5,28.7,7.2,11.16,0.363,16,11,25.53,1,0
NMR-500904,Worker,Colony-E,41.0,30,0.166,31.8,15.5,5.88,8.93,0.311,26,9,18.91,0,1
NMR-500855,Worker,Colony-E,29.7,54,0.244,31.7,14.4,7.53,13.28,0.687,26,13,18.61,1,1
NMR-500667,Soldier,Colony-D,22.1,67,0.262,34.1,11.1,6.98,13.04,0.261,18,13,23.26,1,0
NMR-500125,Worker,Colony-C,22.5,43,0.254,31.7,18.7,5.99,16.84,0.213,20,7,23.23,1,1
NMR-500368,Worker,Colony-C,48.0,33,0.169,31.5,24.0,6.56,9.64,0.364,18,14,24.92,1,1
NMR-500864,Worker,Colony-E,30.8,81,0.37,32.5,27.7,6.68,11.49,0.383,22,13,20.69,0,1
NMR-500913,Worker,Colony-E,28.8,32,0.537,33.7,10.2,7.06,8.4,0.13,23,11,20.75,0,1
NMR-500065,Worker,Colony-A,28.1,77,0.267,32.1,27.1,9.06,18.09,0.391,29,8,15.9,0,1
NMR-500194,Worker,Colony-A,22.9,99,0.427,32.0,18.0,5.23,9.21,0.385,23,13,18.87,1,0
NMR-500658,Worker,Colony-C,24.7,34,0.225,31.1,14.5,7.02,13.9,0.468,25,22,23.01,1,0
NMR-500625,Worker,Colony-E,29.2,32,0.379,33.9,36.5,8.04,9.95,0.062,16,10,18.53,1,0
NMR-500585,Breeder,Colony-C,53.4,48,0.178,31.8,13.9,6.94,8.88,0.595,22,9,18.25,1,1
NMR-500509,Worker,Colony-A,31.7,40,0.303,32.1,11.3,6.78,17.85,0.358,28,11,21.82,0,1
NMR-500621,Worker,Colony-C,24.6,66,0.263,32.1,14.4,5.31,8.17,0.483,24,8,15.45,1,0
NMR-500466,Worker,Colony-C,43.0,44,0.348,33.2,21.0,6.36,17.79,0.212,31,6,22.79,1,1
NMR-500843,Worker,Colony-C,24.6,56,0.276,31.2,18.6,5.51,8.39,0.106,23,9,19.23,0,0
NMR-500784,Soldier,Colony-B,45.7,108,0.196,32.6,26.0,5.2,7.5,0.361,27,11,18.15,1,0
NMR-500854,Soldier,Colony-B,18.5,90,0.128,32.6,26.7,6.59,12.57,0.199,32,12,19.72,1,1
NMR-500588,Worker,Colony-D,21.0,56,0.165,33.3,14.3,6.84,9.71,0.452,28,13,24.92,0,0
NMR-500137,Soldier,Colony-E,30.5,80,0.411,32.0,23.1,5.4,3.27,0.137,19,8,19.87,0,0
NMR-500831,Worker,Colony-C,28.7,26,0.256,31.1,27.5,6.42,17.12,0.347,19,10,28.2,1,1
NMR-500193,Worker,Colony-B,24.7,78,0.238,32.7,34.8,6.42,15.09,0.323,27,10,15.72,0,1
NMR-500777,Worker,Colony-E,16.9,30,0.277,33.7,9.9,6.53,17.14,0.624,19,11,22.14,0,0
NMR-500957,Worker,Colony-A,16.9,123,0.191,32.4,35.8,9.58,10.09,0.233,22,7,16.63,1,1
NMR-500409,Breeder,Colony-D,40.6,38,0.196,31.3,11.9,6.09,9.05,0.364,30,7,16.51,0,0
NMR-500041,Soldier,Colony-B,32.0,51,0.302,33.4,34.2,7.36,7.95,0.26,25,13,17.42,0,0
NMR-500296,Soldier,Colony-B,30.4,56,0.249,31.1,12.0,6.43,6.72,0.101,22,14,22.13,1,0
NMR-500692,Soldier,Colony-C,25.3,43,0.312,32.3,24.4,6.16,10.79,0.306,20,7,19.2,1,1
NMR-500128,Queen,Colony-D,42.7,11,0.198,32.5,5.8,7.47,-0.06,0.407,22,11,16.04,0,0
NMR-500525,Worker,Colony-D,25.9,127,0.221,32.0,21.7,6.8,19.89,0.204,28,13,18.06,1,1
NMR-500529,Worker,Colony-E,38.6,61,0.156,32.8,30.2,7.39,14.16,0.198,22,10,23.79,1,1
NMR-500506,Worker,Colony-C,28.3,21,0.305,31.4,34.3,7.29,12.09,0.349,29,11,24.56,1,0
NMR-500786,Worker,Colony-B,38.6,56,0.192,32.1,12.1,8.31,13.01,0.403,19,17,15.43,0,1
NMR-500532,Worker,Colony-C,29.1,44,0.179,31.2,18.6,8.28,12.52,0.224,28,12,24.07,1,0
NMR-500173,Worker,Colony-D,36.3,94,0.188,32.8,10.3,6.7,10.74,0.464,20,15,18.49,0,1
NMR-500697,Worker,Colony-B,38.6,46,0.2,32.4,52.3,8.76,17.78,0.083,16,12,19.5,1,1
NMR-500264,Worker,Colony-A,41.4,97,0.269,32.2,17.8,6.33,11.33,0.281,26,16,19.45,0,1
NMR-500009,Queen,Colony-E,45.3,52,0.326,32.7,18.2,6.88,13.78,0.198,33,10,16.74,0,1
NMR-500462,Worker,Colony-D,26.9,29,0.286,30.9,21.2,6.67,8.43,0.437,25,10,16.41,1,0
NMR-500324,Worker,Colony-C,21.6,121,0.421,33.4,35.1,6.61,6.97,0.197,28,10,15.15,0,0
NMR-500038,Worker,Colony-D,27.5,68,0.322,31.2,14.6,8.47,10.42,0.124,18,16,19.92,0,1
NMR-500030,Worker,Colony-A,32.8,31,0.256,32.8,8.4,5.13,7.18,0.182,27,9,22.91,0,1
NMR-500613,Worker,Colony-E,31.9,12,0.217,31.1,13.9,6.49,10.96,0.426,23,9,16.6,1,0
NMR-500686,Soldier,Colony-A,31.9,30,0.185,31.0,34.2,5.39,2.6,0.234,24,5,22.25,1,1
NMR-500798,Worker,Colony-A,33.1,51,0.225,32.0,15.0,4.47,18.32,0.182,25,13,22.29,1,1
NMR-500619,Soldier,Colony-A,38.7,75,0.242,32.1,11.5,6.05,5.89,0.3,28,12,17.1,1,1
NMR-500048,Worker,Colony-E,29.3,86,0.248,32.3,14.5,5.94,8.48,0.15,25,14,26.66,1,0
NMR-500484,Worker,Colony-B,31.1,111,0.242,32.0,13.4,5.37,13.39,0.456,19,12,22.55,1,0
NMR-500133,Worker,Colony-D,23.9,167,0.363,32.6,15.4,7.01,12.78,0.157,24,16,21.27,0,0
NMR-500325,Soldier,Colony-A,32.3,50,0.155,33.0,22.4,6.1,21.66,0.317,26,18,18.27,1,0
NMR-500894,Soldier,Colony-D,39.4,57,0.368,30.8,15.9,7.78,10.28,0.358,20,9,21.6,0,0
NMR-500581,Worker,Colony-A,31.7,53,0.141,31.5,39.8,7.15,9.78,0.331,23,16,15.86,1,0
NMR-500768,Worker,Colony-B,37.9,34,0.15,31.7,11.9,7.69,19.28,0.249,23,10,22.14,1,0
NMR-500480,Breeder,Colony-C,44.3,55,0.205,31.3,18.9,7.32,4.57,0.255,28,14,21.21,1,1
NMR-500755,Worker,Colony-C,29.9,59,0.208,31.8,22.5,4.95,10.45,0.235,23,15,22.86,1,1
NMR-500898,Soldier,Colony-B,36.9,80,0.366,33.2,17.7,6.37,7.29,0.048,39,12,18.62,0,0
NMR-500389,Worker,Colony-E,18.0,78,0.221,32.6,14.9,7.66,10.64,0.269,24,9,19.22,0,1
NMR-500318,Worker,Colony-D,36.2,99,0.227,32.5,35.7,7.75,16.2,0.274,22,8,20.39,1,1
NMR-500486,Soldier,Colony-A,32.6,47,0.209,32.6,11.6,8.07,10.63,0.648,29,11,20.72,0,0
NMR-500956,Worker,Colony-C,33.7,72,0.195,31.5,15.1,7.79,26.69,0.195,32,11,22.84,1,0
NMR-500725,Worker,Colony-E,37.8,76,0.235,32.7,13.0,6.71,27.36,0.122,21,13,16.82,0,1
NMR-500856,Queen,Colony-D,45.1,21,0.193,30.6,29.1,7.7,3.08,0.305,19,14,18.23,0,0
NMR-500291,Worker,Colony-A,32.3,61,0.292,32.4,31.4,7.75,7.86,0.575,21,8,18.62,1,1
NMR-500134,Worker,Colony-E,38.0,55,0.313,31.9,18.4,6.0,23.69,0.407,19,9,19.54,0,1
NMR-500760,Worker,Colony-B,28.2,48,0.149,32.8,25.2,6.25,24.79,0.5,28,7,20.26,1,1
NMR-500982,Worker,Colony-B,21.8,33,0.204,31.7,15.6,8.22,8.58,0.522,23,14,21.46,1,0
NMR-500483,Soldier,Colony-E,36.5,65,0.394,32.1,19.0,6.34,12.43,0.178,33,14,18.27,0,1
NMR-500714,Queen,Colony-B,50.8,39,0.259,31.7,15.8,5.55,-1.98,0.342,13,18,20.29,0,1
NMR-500820,Soldier,Colony-B,39.5,41,0.189,33.5,16.3,7.6,3.85,0.429,21,9,20.07,1,0
NMR-500991,Worker,Colony-A,24.4,84,0.221,30.1,22.5,6.61,10.46,0.296,19,10,17.47,0,0
NMR-500266,Worker,Colony-D,24.1,28,0.242,34.1,25.5,10.09,9.68,0.271,26,12,26.1,1,0
NMR-500582,Worker,Colony-A,30.9,47,0.174,29.7,30.8,5.54,21.35,0.181,23,6,17.62,1,0
NMR-500787,Soldier,Colony-E,46.7,67,0.216,31.5,22.6,6.2,29.72,0.288,25,10,16.65,0,0
NMR-500906,Worker,Colony-C,33.1,75,0.174,31.0,15.6,8.55,15.05,0.208,23,19,15.79,0,1
NMR-500240,Worker,Colony-C,29.5,36,0.252,33.8,18.7,6.62,8.53,0.346,30,7,21.94,1,0
NMR-500286,Worker,Colony-B,28.2,65,0.301,32.7,15.6,5.22,8.87,0.261,21,8,24.89,1,0
NMR-500628,Worker,Colony-B,32.9,51,0.225,33.3,10.2,6.05,14.94,0.37,30,12,12.9,0,0
NMR-500487,Soldier,Colony-E,41.5,51,0.308,31.9,11.3,6.61,9.3,0.189,25,9,18.32,0,1
NMR-500553,Breeder,Colony-C,35.7,82,0.208,31.6,17.7,7.12,6.9,0.348,22,5,17.22,1,1
NMR-500989,Worker,Colony-B,22.2,60,0.28,33.0,14.1,7.3,19.99,0.212,23,13,18.93,1,0
NMR-500378,Soldier,Colony-E,40.8,82,0.232,32.5,10.7,7.27,7.74,0.172,21,16,24.53,1,0
NMR-500371,Queen,Colony-C,41.7,62,0.354,33.3,7.6,7.36,4.15,0.458,18,12,17.43,0,1
NMR-500773,Soldier,Colony-B,37.1,41,0.204,31.9,64.2,8.57,8.15,0.429,23,5,20.99,1,0
NMR-500929,Worker,Colony-D,28.7,41,0.181,31.5,24.8,7.45,14.53,0.254,22,8,23.04,1,0
NMR-500943,Worker,Colony-B,32.5,100,0.19,31.1,13.9,4.93,10.19,0.137,24,10,18.54,0,0
NMR-500842,Worker,Colony-D,20.3,72,0.148,34.0,21.2,7.14,13.21,0.257,23,7,19.97,1,0
NMR-500968,Worker,Colony-C,43.3,46,0.263,32.8,27.6,5.31,10.79,0.293,25,7,18.34,1,1
NMR-500705,Worker,Colony-C,33.3,71,0.362,31.6,15.2,7.56,12.53,0.13,24,11,22.77,0,1
NMR-500853,Worker,Colony-A,24.3,99,0.214,31.8,7.0,7.06,14.88,0.101,32,7,15.2,0,1
NMR-500376,Worker,Colony-E,27.9,125,0.314,33.2,13.2,6.49,12.88,0.176,21,13,18.67,0,1
NMR-500207,Worker,Colony-A,42.2,39,0.382,32.5,10.0,5.19,8.93,0.722,23,10,17.7,0,0
NMR-500230,Soldier,Colony-E,26.7,52,0.281,32.4,16.1,7.55,14.83,0.516,30,6,22.87,1,1
NMR-500404,Worker,Colony-A,31.5,72,0.178,34.1,9.9,6.67,11.26,0.368,17,14,24.51,0,0
NMR-500521,Worker,Colony-D,29.2,15,0.21,32.2,14.7,5.3,22.61,0.224,25,9,25.64,1,1
NMR-500451,Worker,Colony-C,23.1,98,0.217,31.3,27.8,9.9,6.19,0.269,30,12,19.36,1,1
NMR-500681,Worker,Colony-C,21.7,131,0.174,31.4,38.6,8.0,10.09,0.397,30,7,17.63,1,1
NMR-500946,Soldier,Colony-C,34.9,52,0.223,32.7,10.5,6.52,13.35,0.226,19,14,16.99,0,0
NMR-500796,Worker,Colony-B,27.4,41,0.374,33.2,21.8,7.37,16.03,0.091,29,10,18.45,0,1
NMR-500380,Soldier,Colony-A,39.6,41,0.103,33.6,30.1,5.94,18.37,0.267,18,13,23.34,1,0
NMR-500270,Soldier,Colony-A,41.5,47,0.192,33.0,12.8,9.97,13.33,0.28,26,11,14.52,0,1
NMR-500769,Worker,Colony-D,26.6,45,0.401,29.8,15.0,6.99,15.9,0.293,29,11,19.99,1,0
NMR-500527,Soldier,Colony-E,31.3,37,0.203,33.3,10.2,7.32,8.98,0.294,26,15,22.3,1,0
NMR-500418,Soldier,Colony-D,25.7,44,0.144,33.2,22.0,6.54,6.44,0.143,23,12,19.51,1,1
NMR-500127,Soldier,Colony-D,49.2,36,0.256,32.5,32.1,5.99,6.1,0.258,29,5,24.97,1,1
NMR-500720,Worker,Colony-A,31.2,100,0.166,32.6,33.3,6.53,18.67,0.235,28,15,11.92,1,0
NMR-500332,Soldier,Colony-E,27.2,11,0.304,33.0,11.9,5.4,9.32,0.615,19,7,17.56,0,1
NMR-500858,Worker,Colony-B,35.5,57,0.279,30.9,12.3,7.31,8.76,0.208,16,9,13.65,0,0
NMR-500717,Worker,Colony-E,31.2,72,0.388,30.0,16.4,6.37,7.58,0.108,26,10,20.8,1,0
NMR-500136,Breeder,Colony-C,32.9,32,0.271,31.6,23.1,6.84,5.88,0.37,33,9,19.31,0,1
NMR-500825,Worker,Colony-E,41.3,28,0.202,32.8,15.9,6.48,20.41,0.258,27,9,8.0,0,1
NMR-500881,Worker,Colony-A,40.5,47,0.323,31.6,18.4,8.11,15.44,0.38,27,10,17.63,0,1
NMR-500103,Breeder,Colony-B,37.8,42,0.27,33.0,16.9,8.65,4.36,0.661,28,10,19.07,0,0
NMR-500263,Worker,Colony-D,26.2,24,0.184,32.5,17.7,7.1,6.15,0.31,25,14,18.91,1,1
NMR-500983,Worker,Colony-D,31.6,119,0.294,31.3,14.1,6.88,9.67,0.059,23,18,18.94,0,0
NMR-500299,Worker,Colony-B,28.1,19,0.343,33.2,25.0,6.68,5.16,0.193,21,15,16.2,0,0
NMR-500262,Soldier,Colony-D,37.1,65,0.228,32.5,10.2,5.8,8.51,0.172,29,9,21.07,0,1
NMR-500463,Soldier,Colony-B,32.5,45,0.261,32.0,14.0,7.63,5.93,0.275,25,10,20.43,1,1
NMR-500599,Worker,Colony-B,22.4,44,0.27,32.3,14.1,6.06,12.46,0.128,25,10,20.36,1,1
NMR-500642,Worker,Colony-B,27.7,35,0.176,34.1,8.7,6.56,17.39,0.157,23,12,14.52,0,1
NMR-500554,Soldier,Colony-C,29.1,59,0.227,32.3,21.3,5.78,5.87,0.326,25,12,23.26,0,1
NMR-500391,Worker,Colony-E,36.5,43,0.223,33.4,22.5,8.13,12.94,0.338,24,13,19.66,1,0
NMR-500310,Worker,Colony-B,22.1,124,0.153,32.0,24.8,5.65,10.14,0.078,30,14,22.15,1,0
NMR-500279,Breeder,Colony-D,48.9,116,0.482,31.6,14.6,6.92,1.91,0.112,18,14,20.13,0,1
NMR-500405,Breeder,Colony-B,46.2,106,0.251,31.8,12.6,6.26,16.73,0.29,31,13,21.39,1,0
NMR-500183,Soldier,Colony-D,33.9,43,0.425,31.7,14.7,7.16,20.81,0.194,26,10,20.94,0,1
NMR-500745,Breeder,Colony-A,47.4,34,0.469,32.4,19.1,6.92,3.6,0.062,13,9,15.61,0,1
NMR-500896,Worker,Colony-B,24.3,23,0.183,32.2,13.9,8.57,14.83,0.089,20,7,17.18,1,0
NMR-500014,Worker,Colony-E,27.4,29,0.283,32.1,17.2,5.95,9.67,0.438,26,6,19.95,0,1
NMR-500499,Soldier,Colony-E,33.3,62,0.147,32.9,21.4,6.1,3.65,0.59,23,9,13.26,1,0
NMR-500507,Soldier,Colony-D,30.8,32,0.344,32.2,22.0,7.32,8.91,0.195,20,9,18.13,0,1
NMR-500092,Worker,Colony-C,30.9,45,0.233,33.3,15.3,8.39,8.86,0.261,31,10,17.6,1,0
NMR-500278,Soldier,Colony-A,33.1,74,0.285,32.4,23.2,7.46,8.75,0.07,33,8,25.34,1,1
NMR-500941,Soldier,Colony-A,30.5,22,0.169,31.8,10.4,5.87,6.06,0.082,29,13,15.38,1,1
NMR-500644,Soldier,Colony-E,32.2,68,0.256,30.5,18.5,7.55,22.14,0.442,17,8,14.52,0,0
NMR-500977,Worker,Colony-B,27.8,89,0.621,32.1,38.6,6.15,8.52,0.231,18,18,21.5,0,0
NMR-500430,Soldier,Colony-C,28.8,84,0.29,33.2,23.0,8.18,5.59,0.018,22,6,23.2,1,1
NMR-500429,Worker,Colony-C,33.1,32,0.295,32.4,12.4,7.19,12.25,0.161,24,14,24.88,0,1
NMR-500544,Worker,Colony-A,35.7,124,0.337,33.3,11.1,5.8,9.67,0.697,24,15,14.92,0,0
NMR-500848,Worker,Colony-A,39.2,29,0.26,31.6,18.9,7.23,8.34,0.081,27,10,21.4,1,0
NMR-500023,Soldier,Colony-C,43.1,140,0.267,31.6,20.9,6.16,10.99,0.531,21,7,23.99,1,0
NMR-500346,Worker,Colony-E,29.5,49,0.29,32.0,20.1,6.35,7.77,0.168,13,9,22.04,1,1
NMR-500564,Worker,Colony-B,24.8,36,0.23,34.4,19.4,7.35,13.19,0.114,22,13,20.17,1,0
NMR-500683,Breeder,Colony-A,35.4,91,0.157,31.7,20.5,9.46,6.87,0.127,36,6,22.23,1,1
NMR-500609,Worker,Colony-D,27.9,95,0.47,32.0,30.4,6.3,10.53,0.165,26,9,18.65,0,1
NMR-500673,Breeder,Colony-B,29.8,39,0.156,30.6,36.4,5.51,5.46,0.281,20,8,19.67,1,1
NMR-500563,Worker,Colony-C,34.9,42,0.192,31.9,13.0,4.97,24.36,0.58,21,9,21.67,1,1
NMR-500206,Worker,Colony-A,29.7,78,0.198,30.5,34.5,4.21,19.37,0.289,21,11,19.48,1,0
NMR-500282,Soldier,Colony-C,38.3,38,0.224,31.2,14.9,7.08,9.06,0.391,26,10,17.96,1,0
NMR-500171,Worker,Colony-C,34.3,52,0.239,31.1,19.3,6.8,11.97,0.562,31,9,22.33,1,0
NMR-500754,Breeder,Colony-D,48.8,44,0.192,33.2,26.8,6.03,4.59,0.325,24,17,27.22,1,0
NMR-500334,Breeder,Colony-B,35.8,23,0.324,33.6,10.8,5.91,0.95,0.419,20,13,20.18,0,1
NMR-500704,Worker,Colony-D,20.1,120,0.345,31.0,17.4,5.84,6.39,0.189,22,7,19.92,1,0
NMR-500358,Soldier,Colony-B,35.8,64,0.262,32.0,6.8,6.86,23.37,0.231,23,10,23.98,1,1
NMR-500656,Soldier,Colony-C,31.3,42,0.197,33.7,25.6,7.63,10.4,0.528,28,6,24.53,0,0
NMR-500113,Breeder,Colony-A,33.8,66,0.324,31.4,24.5,7.63,7.75,0.088,21,9,19.52,1,1
NMR-500037,Worker,Colony-B,27.7,60,0.408,31.3,19.4,6.22,11.12,0.082,24,13,16.39,0,0
NMR-500808,Worker,Colony-D,20.2,36,0.302,33.7,16.5,6.87,13.49,0.247,34,9,18.45,0,0
NMR-500751,Queen,Colony-B,51.0,33,0.123,32.8,14.4,8.07,0.37,0.252,24,12,15.44,0,0
NMR-500174,Worker,Colony-E,27.8,51,0.257,32.6,22.6,6.2,13.93,0.282,23,18,24.05,1,1
NMR-500702,Worker,Colony-C,39.6,36,0.194,32.5,12.8,6.78,14.96,0.166,19,10,20.1,1,1
NMR-500757,Worker,Colony-E,29.3,82,0.215,32.1,22.0,6.26,14.94,0.516,25,10,20.1,1,1
NMR-500267,Worker,Colony-B,28.8,134,0.246,31.4,20.3,7.6,5.91,0.123,30,10,15.57,0,1
NMR-500377,Worker,Colony-B,29.2,47,0.251,33.0,17.5,7.81,14.88,0.194,25,13,22.21,1,0
NMR-500541,Worker,Colony-A,27.6,53,0.366,33.6,10.4,6.41,13.64,0.243,24,10,25.38,1,0
NMR-500887,Breeder,Colony-E,39.6,24,0.141,31.4,8.9,6.2,2.73,0.256,25,15,17.79,1,1
NMR-500731,Soldier,Colony-E,33.3,28,0.236,32.4,21.5,4.03,12.64,0.247,28,16,21.51,0,1
NMR-500818,Worker,Colony-D,38.4,76,0.34,32.5,20.3,6.5,16.75,0.074,15,13,23.1,1,1
NMR-500075,Soldier,Colony-A,29.3,27,0.175,31.5,12.3,4.29,8.16,0.429,17,12,20.34,0,1
NMR-500730,Worker,Colony-A,26.6,35,0.53,32.5,16.7,6.68,17.33,0.234,30,10,16.55,0,1
NMR-500165,Worker,Colony-D,26.3,61,0.257,30.6,21.5,6.3,22.75,0.144,31,8,12.25,0,0
NMR-500600,Worker,Colony-A,33.8,44,0.157,31.7,15.2,6.81,14.75,0.446,33,15,20.49,1,1
NMR-500597,Worker,Colony-B,30.6,76,0.289,34.1,14.0,8.19,14.04,0.235,23,10,15.6,0,0
NMR-500804,Worker,Colony-D,26.6,17,0.147,29.6,12.3,8.75,19.47,0.401,18,8,20.68,1,0
NMR-500028,Worker,Colony-B,22.7,91,0.314,31.5,13.5,7.15,11.92,0.213,26,11,22.34,0,1
NMR-500578,Worker,Colony-B,40.3,39,0.232,33.1,23.3,6.98,12.78,0.146,23,8,23.06,1,1
NMR-500867,Worker,Colony-E,32.2,40,0.138,31.7,8.8,7.36,8.08,0.149,23,7,14.28,0,1
NMR-500078,Soldier,Colony-C,40.8,151,0.17,33.2,23.8,7.96,10.29,0.063,21,12,20.22,1,1
NMR-500116,Worker,Colony-C,32.4,48,0.173,33.4,21.0,9.18,13.95,0.41,22,19,24.53,0,0
NMR-500192,Soldier,Colony-A,33.3,72,0.316,32.7,37.8,4.5,16.27,0.166,28,15,23.39,1,0
NMR-500089,Soldier,Colony-D,35.3,30,0.155,32.6,13.3,6.74,4.04,0.597,13,7,23.65,1,0
NMR-500357,Breeder,Colony-E,43.1,73,0.364,31.9,21.3,7.3,15.71,0.184,30,9,14.76,0,1
NMR-500042,Soldier,Colony-D,44.5,43,0.519,32.5,12.6,6.63,7.21,0.185,36,15,14.74,0,1
NMR-500253,Breeder,Colony-B,45.3,52,0.334,32.8,27.5,6.37,9.87,0.319,20,11,16.56,0,0
NMR-500307,Worker,Colony-D,33.5,63,0.308,30.4,12.8,7.81,16.67,0.168,27,7,17.39,0,0
NMR-500771,Worker,Colony-D,23.7,52,0.253,32.0,7.5,5.07,19.46,0.325,25,15,23.59,0,1
NMR-500907,Breeder,Colony-A,38.1,34,0.377,32.5,6.4,8.15,15.82,0.311,19,8,14.5,0,0
NMR-500338,Worker,Colony-A,33.4,22,0.297,31.8,29.2,6.98,16.59,0.2,25,11,13.95,0,0
NMR-500175,Worker,Colony-B,33.2,146,0.299,33.3,23.6,7.01,10.88,0.482,23,10,25.1,1,1
