sample_id,group,batch,measure_1,tx_count_total,genes_detected,mito_fraction,ribo_fraction,mean_gc_percent,duplication_rate,median_tx_length,counts_gene_of_interest,target_a,target_b
GEN-500303,TreatmentB,B03,111.66,1663247,16038,0.0264,0.1296,45.24,0.1905,1183,763,1,1
GEN-500611,Control,B03,83.35,1819178,10054,0.0767,0.0885,46.48,0.1669,1549,448,0,1
GEN-500502,Control,B02,74.24,1384479,16726,0.1084,0.2223,47.54,0.2309,2199,400,1,1
GEN-500948,TreatmentB,B03,111.82,1055738,14752,0.0467,0.184,44.16,0.2089,1993,506,0,1
GEN-500609,TreatmentB,B03,111.5,4351778,16307,0.075,0.0485,48.11,0.0955,1925,496,1,1
GEN-500645,Control,B02,80.16,1641334,12598,0.0065,0.0524,48.43,0.0867,2653,1221,1,1
GEN-500345,Control,B03,87.83,1482224,16941,0.0167,0.0808,49.92,0.2144,1165,-25,1,0
GEN-500545,TreatmentA,B01,98.13,1705351,13610,0.0956,0.1346,44.79,0.0879,1039,551,0,1
GEN-500565,TreatmentA,B02,114.71,1099923,14234,0.0228,0.144,48.94,0.1185,2593,265,0,0
GEN-500650,TreatmentB,B03,89.83,1142450,12059,0.0343,0.1469,44.35,0.0822,1364,864,1,1
GEN-500313,Control,B02,103.76,1311301,12508,0.0868,0.0965,51.28,0.0405,2736,280,0,1
GEN-500270,Control,B02,123.84,1700813,13514,0.0107,0.0888,42.81,0.1089,3259,35,1,0
GEN-500237,TreatmentA,B02,95.39,1664827,13940,0.0463,0.0342,47.83,0.0421,2749,771,1,1
GEN-500445,TreatmentA,B02,122.75,796247,16044,0.0305,0.1353,44.14,0.1294,994,604,0,0
GEN-500919,TreatmentB,B01,112.78,1679068,14333,0.0531,0.1065,45.8,0.1969,1773,713,1,1
GEN-500241,Control,B03,73.61,2823472,12838,0.0367,0.1784,47.94,0.191,1413,511,1,1
GEN-500589,TreatmentA,B02,73.13,567030,14142,0.0488,0.1111,44.98,0.1549,2884,347,0,1
GEN-500078,Control,B03,101.08,1996773,13136,0.0314,0.1487,45.46,0.3655,1768,207,1,1
GEN-500778,Control,B02,77.53,2142332,15171,0.0314,0.1506,42.37,0.1071,2011,185,1,0
GEN-500754,TreatmentB,B03,71.74,2148010,13076,0.0519,0.1244,48.14,0.0457,2418,627,1,1
GEN-500057,Control,B02,72.75,1817722,12492,0.0432,0.1797,45.07,0.2784,1475,322,0,1
GEN-500880,TreatmentA,B01,96.84,2793744,17729,0.0401,0.1132,48.49,0.1779,2398,417,0,0
GEN-500155,Control,B01,103.36,1589761,11900,0.0311,0.3017,48.8,0.2614,2123,490,0,1
GEN-500598,TreatmentA,B01,99.61,1151001,14411,0.0289,0.0843,46.5,0.0994,3246,241,1,1
GEN-500662,TreatmentA,B01,114.69,2603617,15833,0.0552,0.1613,46.76,0.1055,1115,625,1,1
GEN-500584,TreatmentB,B01,108.85,2159207,16299,0.0304,0.1301,48.8,0.2132,1427,1150,1,0
GEN-500223,TreatmentA,B03,100.97,2879278,18658,0.0384,0.1359,46.57,0.1191,2271,294,1,1
GEN-500079,TreatmentB,B01,97.27,2800794,14250,0.1259,0.1075,48.59,0.0978,1653,468,0,1
GEN-500311,TreatmentB,B02,116.08,2560744,17057,0.1051,0.1673,45.7,0.2806,1740,491,0,1
GEN-500146,TreatmentA,B02,109.25,1529224,15520,0.0508,0.1159,45.42,0.3269,2246,524,0,0
GEN-500431,Control,B01,100.91,872710,18351,0.0368,0.1653,49.72,0.1964,1315,86,1,0
GEN-500322,TreatmentB,B01,122.43,1201331,18972,0.0298,0.2218,41.54,0.1722,1342,750,1,0
GEN-500626,TreatmentB,B03,109.3,4776550,17088,0.059,0.148,48.24,0.1226,1895,524,1,0
GEN-500286,TreatmentA,B01,94.97,1514742,15277,0.0605,0.1438,48.86,0.0256,1428,1099,1,0
GEN-500889,TreatmentB,B01,106.73,1575800,16295,0.0581,0.0927,49.26,0.2875,1754,748,1,0
GEN-500359,Control,B03,108.37,1961127,9849,0.0204,0.1113,48.1,0.1779,1581,818,0,0
GEN-500986,TreatmentA,B01,86.23,2749894,16754,0.0466,0.1245,43.58,0.2314,1409,1202,1,0
GEN-500913,TreatmentA,B01,71.96,516301,13940,0.0299,0.1162,45.07,0.1275,1884,591,0,1
GEN-500420,TreatmentB,B03,94.31,498042,17217,0.0277,0.1099,47.17,0.271,1765,492,1,1
GEN-500141,TreatmentB,B03,93.72,962748,15823,0.0136,0.2413,48.63,0.1267,1516,722,0,0
GEN-500900,TreatmentB,B03,99.17,670977,16920,0.0112,0.1612,45.7,0.2767,1269,471,1,1
GEN-500203,TreatmentA,B01,95.3,2858223,15311,0.1748,0.118,47.16,0.2397,1405,965,0,1
GEN-500531,TreatmentB,B01,99.38,2193902,11076,0.0917,0.1239,46.97,0.1411,1866,1253,0,1
GEN-500325,Control,B03,137.08,374951,17201,0.0186,0.1253,47.32,0.1734,1267,78,1,1
GEN-500175,TreatmentB,B02,122.7,1826624,13828,0.0348,0.1515,50.25,0.4042,961,538,0,0
GEN-500034,TreatmentA,B02,127.25,2047600,12940,0.0906,0.1673,47.19,0.3798,1483,656,0,1
GEN-500131,TreatmentB,B02,124.47,1899838,20338,0.0201,0.085,45.96,0.0745,2715,768,1,1
GEN-500972,TreatmentB,B01,96.08,3747115,16900,0.0743,0.1457,45.62,0.1607,938,635,0,1
GEN-500665,Control,B02,124.52,4004493,14994,0.0212,0.1599,49.63,0.1576,1804,321,0,0
GEN-500755,TreatmentA,B02,83.74,4735858,14118,0.0414,0.121,47.02,0.0564,1591,298,1,1
GEN-500275,Control,B01,100.87,1418283,15328,0.0027,0.176,48.69,0.0856,1644,283,1,0
GEN-500779,Control,B03,100.05,1339067,11748,0.0759,0.1014,48.21,0.2143,2409,648,0,0
GEN-500959,Control,B03,113.7,3808488,14542,0.0805,0.139,48.28,0.1799,1013,3,0,0
GEN-500157,Control,B02,103.68,868480,11131,0.038,0.1778,47.7,0.117,1371,111,0,0
GEN-500306,TreatmentA,B01,86.57,1351851,14911,0.0842,0.1627,46.62,0.3102,1371,585,0,1
GEN-500341,Control,B03,99.04,874544,13494,0.0674,0.1302,46.05,0.4953,1114,290,0,1
GEN-500127,TreatmentB,B02,84.71,818385,14017,0.0214,0.0821,49.46,0.3338,758,792,0,0
GEN-500296,TreatmentA,B02,107.74,2700739,15863,0.0519,0.1444,45.28,0.0288,1045,628,1,1
GEN-500933,TreatmentA,B01,111.88,2909540,14052,0.0667,0.2295,43.85,0.2867,2061,352,0,1
GEN-500143,TreatmentA,B03,99.65,3232160,18763,0.0358,0.1458,46.76,0.1099,2103,349,1,1
GEN-500298,TreatmentB,B03,119.72,1852991,16912,0.0658,0.087,45.74,0.1808,2081,1344,1,1
GEN-500723,Control,B03,121.52,1509996,13330,0.1167,0.2058,50.51,0.0849,1325,-43,0,0
GEN-500836,TreatmentB,B01,84.06,1392207,16468,0.018,0.1397,47.64,0.1671,2610,489,1,0
GEN-500847,TreatmentA,B01,109.52,2249412,13602,0.0317,0.0702,48.86,0.1336,2382,403,1,1
GEN-500350,TreatmentB,B02,100.22,2072341,14719,0.0462,0.1744,45.67,0.2206,1366,547,0,1
GEN-500577,TreatmentA,B01,101.87,1599795,16411,0.0844,0.2728,44.98,0.1189,2051,392,0,0
GEN-500976,TreatmentA,B01,106.95,1607613,16024,0.1046,0.2351,46.22,0.2201,1206,209,0,1
GEN-500965,TreatmentB,B03,121.21,1598051,15751,0.0761,0.1724,48.55,0.1054,2996,643,1,0
GEN-500500,TreatmentB,B03,103.57,2574968,15391,0.0218,0.0592,45.75,0.2647,3792,615,0,0
GEN-500797,Control,B01,116.64,2588273,15372,0.0129,0.2288,42.78,0.0737,1082,291,1,0
GEN-500744,TreatmentA,B01,110.39,1611389,16152,0.0298,0.1847,47.01,0.1645,1092,314,1,1
GEN-500393,TreatmentA,B02,108.21,1070958,16296,0.0164,0.1342,45.94,0.1675,1262,203,1,1
GEN-500937,Control,B01,94.9,1216452,15683,0.0185,0.112,44.07,0.1602,1440,-53,0,1
GEN-500582,TreatmentA,B01,139.84,2336810,11401,0.0487,0.2,44.97,0.5003,3719,264,1,1
GEN-500333,Control,B01,106.16,2916900,17584,0.0304,0.1614,44.5,0.2854,2620,197,1,1
GEN-500875,Control,B02,115.78,762616,13879,0.0379,0.1207,48.08,0.1511,692,440,0,1
GEN-500193,TreatmentA,B01,102.77,866611,12553,0.0502,0.1973,46.11,0.2508,1661,325,0,1
GEN-500020,TreatmentA,B01,118.17,1943252,17498,0.0503,0.0782,44.15,0.2565,2143,223,0,0
GEN-500958,Control,B02,118.03,1297555,15758,0.1344,0.1241,46.61,0.1526,1426,660,0,1
GEN-500851,TreatmentA,B03,87.34,2156172,15207,0.0285,0.1451,47.78,0.0443,1619,170,0,0
GEN-500731,Control,B02,132.08,1828300,12527,0.0158,0.0499,48.01,0.159,1930,421,0,0
GEN-500460,TreatmentB,B01,71.53,1303371,15980,0.0324,0.0827,47.1,0.127,2390,914,0,1
GEN-500991,TreatmentA,B03,132.39,1438044,15717,0.0013,0.0782,47.46,0.1964,1600,346,1,0
GEN-500670,Control,B01,82.16,1048135,12507,0.0034,0.1696,49.69,0.2938,1056,133,0,0
GEN-500792,Control,B01,101.96,1406436,15935,0.0142,0.0859,43.76,0.0951,1657,504,0,0
GEN-500271,TreatmentA,B02,97.35,2540726,11688,0.01,0.0448,46.39,0.2722,1250,473,0,0
GEN-500826,TreatmentA,B01,74.12,1168452,17255,0.0117,0.1229,47.56,0.3725,1655,482,1,0
GEN-500973,Control,B02,100.78,3192921,13567,0.0677,0.0717,44.29,0.2603,3318,604,0,0
GEN-500506,Control,B01,102.29,1694588,9909,0.0651,0.1767,45.42,0.1539,933,295,0,1
GEN-500698,Control,B01,81.95,771315,15792,0.0464,0.1447,45.25,0.1077,1462,-45,1,0
GEN-500512,Control,B03,99.19,3186314,11718,0.0088,0.1177,43.51,0.1911,1864,843,1,0
GEN-500849,TreatmentB,B01,104.05,1930558,11341,0.0648,0.2563,43.71,0.1201,1345,914,0,0
GEN-500191,TreatmentA,B02,116.4,1392578,13806,0.0285,0.1125,44.19,0.0755,1599,318,0,1
GEN-500484,TreatmentB,B03,97.56,1330046,16687,0.0535,0.2089,45.56,0.2599,1194,1042,1,1
GEN-500406,Control,B01,76.86,809374,15904,0.0041,0.087,45.51,0.1296,2964,429,1,1
GEN-500019,Control,B03,103.24,1265284,14508,0.0928,0.1927,49.55,0.2948,1347,150,0,1
GEN-500777,TreatmentB,B02,103.16,2199556,14658,0.074,0.108,47.36,0.1964,1169,953,0,1
GEN-500685,TreatmentA,B01,97.28,3346290,11473,0.0224,0.1275,47.2,0.05,1090,378,0,1
GEN-500342,Control,B02,93.03,802148,13974,0.1028,0.1134,48.33,0.1934,757,479,0,0
GEN-500578,Control,B03,89.05,258757,20095,0.0154,0.0749,49.04,0.1783,2648,115,1,0
GEN-500869,Control,B01,126.32,233501,14177,0.0277,0.2258,43.59,0.0674,1650,530,1,0
GEN-500054,Control,B03,95.32,634876,12488,0.0228,0.0597,47.36,0.1104,1340,400,0,0
GEN-500682,TreatmentB,B03,85.29,2177264,12480,0.0915,0.0695,50.06,0.2267,3138,605,0,0
GEN-500065,TreatmentB,B03,103.83,1795547,11411,0.0413,0.0608,50.29,0.0855,1113,768,0,1
GEN-500783,TreatmentA,B01,112.37,1207753,18348,0.0568,0.2314,47.11,0.08,1480,1164,1,0
GEN-500637,TreatmentB,B01,108.86,2939527,14124,0.0796,0.1312,44.61,0.2684,1326,685,0,0
GEN-500964,TreatmentB,B01,106.43,1308645,12896,0.0695,0.1211,47.11,0.1669,2094,538,0,1
GEN-500562,Control,B02,110.79,1179837,14637,0.0462,0.2005,51.39,0.1993,3224,185,0,0
GEN-500482,Control,B01,103.77,930206,17870,0.0714,0.1098,43.13,0.0916,1262,917,1,1
GEN-500456,TreatmentB,B03,97.58,2852537,12813,0.0129,0.2771,47.62,0.1753,2217,746,1,1
GEN-500185,Control,B03,119.85,2364667,14806,0.0321,0.1274,45.68,0.178,1488,590,0,1
GEN-500049,TreatmentB,B02,82.68,451739,16196,0.019,0.2927,47.17,0.1982,1534,1239,1,1
GEN-500553,TreatmentA,B03,86.25,1788313,11300,0.1034,0.1891,45.22,0.1505,2724,502,0,0
GEN-500348,TreatmentB,B01,84.41,1793070,15800,0.0165,0.1678,47.9,0.1745,1252,565,1,1
GEN-500172,Control,B01,101.2,1683449,12185,0.0361,0.092,46.85,0.337,1874,288,1,1
GEN-500074,TreatmentB,B03,81.39,1786178,16824,0.1033,0.2066,49.39,0.1501,2110,1317,0,0
GEN-500942,TreatmentB,B02,90.78,3181076,10403,0.0262,0.1263,46.63,0.2701,1572,787,0,1
GEN-500935,TreatmentB,B03,118.59,2073647,16396,0.0608,0.1214,46.08,0.1072,1048,564,1,1
GEN-500001,TreatmentB,B03,85.4,1413201,16359,0.0453,0.3174,47.93,0.3129,776,564,1,1
GEN-500997,TreatmentB,B02,85.97,1488636,14561,0.0395,0.1004,48.0,0.3319,1587,1012,1,0
GEN-500016,TreatmentB,B01,84.62,2070949,15958,0.0517,0.2116,44.62,0.1251,2412,531,1,0
GEN-500340,TreatmentA,B03,98.9,1168693,13500,0.0408,0.2191,46.01,0.2407,1666,390,0,1
GEN-500518,Control,B03,93.98,2560921,15542,0.0792,0.0754,47.26,0.0454,2693,67,0,1
GEN-500060,Control,B01,82.26,1333492,15274,0.0001,0.0828,51.4,0.1302,1472,21,1,0
GEN-500103,TreatmentA,B02,92.76,2271913,15796,0.0644,0.1125,41.75,0.2413,987,150,0,0
GEN-500062,TreatmentA,B01,77.05,3927556,15692,0.0132,0.2213,44.92,0.2298,1655,757,1,1
GEN-500318,TreatmentB,B03,97.23,731961,17145,0.0658,0.139,45.53,0.2042,2390,889,1,1
GEN-500491,TreatmentB,B03,64.97,2398091,14793,0.0474,0.0687,47.15,0.3065,1418,695,0,0
GEN-500154,TreatmentB,B03,109.14,2883738,15444,0.0163,0.1285,44.69,0.234,1286,672,0,1
GEN-500023,Control,B02,96.03,2386256,12245,0.0329,0.182,48.39,0.5745,1705,11,0,1
GEN-500083,TreatmentB,B01,102.2,1667442,15081,0.0339,0.2546,46.72,0.2072,1215,849,1,1
GEN-500854,TreatmentB,B01,99.24,1468563,18239,0.0047,0.0498,47.32,0.1514,2673,1264,1,1
GEN-500385,TreatmentB,B01,125.02,1526017,16125,0.0225,0.0746,44.12,0.1895,2664,781,1,0
GEN-500636,TreatmentB,B01,107.95,1182043,15391,0.025,0.1426,45.73,0.2665,1198,1656,1,1
GEN-500493,TreatmentB,B02,89.66,2839018,16683,0.1007,0.0985,46.06,0.2514,1533,524,1,0
GEN-500634,TreatmentA,B02,100.32,2404096,14112,0.0281,0.1986,48.36,0.1513,2409,514,0,0
GEN-500544,Control,B02,90.59,1333112,15238,0.0609,0.0651,44.36,0.4357,1842,52,1,0
GEN-500805,TreatmentA,B03,124.59,1509955,12511,0.0166,0.1452,48.43,0.2556,1035,1399,1,0
GEN-500283,Control,B01,94.95,928230,14141,0.0251,0.1279,46.64,0.1782,2975,401,0,1
GEN-500885,Control,B02,125.84,1926311,13594,0.0489,0.1262,48.47,0.0728,1125,1017,0,1
GEN-500691,TreatmentB,B03,122.66,606905,19802,0.0426,0.108,43.26,0.1166,2029,541,1,0
GEN-500258,TreatmentB,B02,118.33,1366974,18022,0.0402,0.1514,45.58,0.1277,964,566,0,1
GEN-500830,TreatmentA,B02,116.07,3810978,14115,0.0111,0.1019,44.93,0.053,2395,206,1,1
GEN-500489,Control,B03,79.82,2783096,11946,0.1206,0.2085,46.11,0.152,1277,1151,0,1
GEN-500254,TreatmentB,B02,84.93,700148,13185,0.0464,0.139,43.4,0.1659,844,749,0,1
GEN-500915,Control,B02,116.15,1559849,16059,0.0333,0.2043,44.35,0.2137,1107,339,1,1
GEN-500879,TreatmentA,B02,80.73,1726839,17291,0.0759,0.1637,45.71,0.2813,921,514,0,1
GEN-500362,TreatmentA,B02,111.75,910422,14671,0.1114,0.1069,48.39,0.11,1379,1592,0,1
GEN-500828,Control,B03,111.18,823058,12429,0.0639,0.2298,47.73,0.2409,1594,-100,0,1
GEN-500397,TreatmentB,B02,102.0,3345958,16198,0.0369,0.135,49.05,0.1345,2167,1288,1,0
GEN-500776,Control,B03,95.77,2490130,15872,0.0231,0.0709,46.24,0.1658,1459,62,1,1
GEN-500021,Control,B02,115.35,2776972,10941,0.0738,0.1499,42.99,0.2364,1253,457,0,0
GEN-500205,Control,B01,82.66,641311,12292,0.0674,0.0588,43.19,0.1565,1548,369,0,0
GEN-500446,Control,B01,113.24,1497106,13220,0.011,0.1835,46.07,0.3181,1454,-23,0,1
GEN-500344,Control,B03,125.46,2617343,14982,0.0302,0.0751,42.23,0.0853,1555,1,0,1
GEN-500300,TreatmentA,B02,96.11,2442082,18578,0.0305,0.1214,46.41,0.2446,2209,767,1,1
GEN-500771,Control,B03,123.51,1247772,14260,0.0284,0.0942,49.25,0.2409,2137,347,0,1
GEN-500743,TreatmentA,B03,110.55,1619432,14638,0.1132,0.1327,46.54,0.2585,1871,509,0,1
GEN-500164,TreatmentB,B03,78.48,2670872,13291,0.0782,0.1605,48.52,0.5401,2525,669,1,1
GEN-500430,TreatmentB,B01,125.19,2676708,16292,0.0254,0.2431,44.9,0.1632,2178,920,1,0
GEN-500129,TreatmentA,B02,118.05,2544385,12252,0.0061,0.08,46.08,0.2467,1387,663,1,1
GEN-500228,Control,B01,92.19,1211236,15498,0.0267,0.1619,46.27,0.1465,1089,694,0,1
GEN-500117,TreatmentA,B01,101.74,1886206,14595,0.0136,0.1525,43.86,0.0914,1730,327,0,0
GEN-500017,TreatmentA,B02,85.77,2732533,12972,0.0318,0.1623,46.45,0.1445,1130,352,0,1
GEN-500458,TreatmentA,B03,99.93,1229650,15909,0.0112,0.2072,46.15,0.1353,881,1158,1,0
GEN-500452,TreatmentB,B02,103.63,2962098,17174,0.0374,0.0925,45.5,0.2562,1437,618,1,1
GEN-500122,Control,B01,111.23,965589,8316,0.0483,0.0536,49.6,0.3329,2753,-10,0,0
GEN-500226,TreatmentB,B02,99.54,2213250,17184,0.0382,0.1427,52.66,0.1354,1402,821,0,0
GEN-500940,TreatmentB,B02,115.32,3798675,19446,0.0871,0.219,44.84,0.1881,1658,973,1,1
GEN-500319,Control,B01,100.94,1683645,15388,0.0914,0.1142,48.35,0.2187,1988,-6,0,0
GEN-500770,Control,B01,92.23,2352371,14359,0.0406,0.0562,46.93,0.237,1215,43,0,0
GEN-500547,TreatmentA,B02,89.07,3680058,16801,0.061,0.0432,44.88,0.2219,1685,1703,1,0
GEN-500069,Control,B02,80.37,276024,12495,0.0192,0.1172,47.63,0.2388,988,685,0,0
GEN-500551,Control,B03,110.36,2800361,13483,0.1441,0.1386,45.98,0.0299,1660,-30,0,1
GEN-500196,TreatmentA,B02,94.36,1995562,12089,0.0019,0.1041,48.6,0.189,2143,643,1,0
GEN-500293,TreatmentB,B01,76.72,1091047,19522,0.1624,0.1045,46.67,0.0553,1827,566,0,1
GEN-500981,Control,B01,124.39,1522251,11640,0.0934,0.0901,47.91,0.2117,2471,220,0,0
GEN-500197,TreatmentB,B01,110.9,4422496,17310,0.0266,0.0897,44.7,0.2613,3016,851,0,0
GEN-500471,Control,B03,124.78,1345214,13882,0.1032,0.1268,45.09,0.2817,2200,173,0,0
GEN-500011,TreatmentA,B01,90.38,1769670,16091,0.0512,0.097,45.27,0.2055,1482,371,0,0
GEN-500604,Control,B02,101.87,3051590,13471,0.0568,0.1595,49.56,0.2269,1815,157,0,0
GEN-500162,TreatmentA,B01,106.01,2304542,13544,0.0452,0.1837,46.93,0.2425,1405,578,0,0
GEN-500785,Control,B03,106.76,2214768,13986,0.0148,0.2353,47.22,0.1075,831,5,0,0
GEN-500105,TreatmentB,B02,86.87,3547669,19771,0.025,0.1473,46.73,0.0636,871,1214,1,1
GEN-500694,Control,B03,95.47,2828688,9107,0.0119,0.1759,45.94,0.2084,2121,303,0,1
GEN-500525,TreatmentA,B01,95.14,1254866,11281,0.0277,0.1625,41.6,0.1629,1179,1211,1,0
GEN-500427,TreatmentA,B01,107.31,2968089,13589,0.1276,0.2191,48.21,0.3399,1917,828,0,1
GEN-500541,TreatmentA,B02,120.76,1061984,22512,0.0345,0.1062,46.05,0.3792,1112,530,1,0
GEN-500297,TreatmentB,B03,116.34,629466,14571,0.0612,0.1128,42.93,0.1704,2383,1064,1,0
GEN-500280,TreatmentB,B02,83.06,479888,15762,0.0511,0.3286,46.61,0.2728,1232,662,0,1
GEN-500681,TreatmentB,B03,85.94,1456482,17428,0.1041,0.1031,49.13,0.1938,1536,547,0,1
GEN-500760,Control,B01,86.67,1085085,19612,0.055,0.0574,44.62,0.1853,1159,369,0,1
GEN-500623,Control,B03,111.21,1704989,14864,0.0267,0.1085,45.55,0.234,2553,14,0,0
GEN-500628,TreatmentA,B01,103.63,1570170,12971,0.0223,0.1908,46.91,0.0852,1036,441,0,0
GEN-500627,Control,B02,65.82,1251083,13721,0.0151,0.1071,48.22,0.146,2947,344,0,0
GEN-500664,TreatmentA,B01,99.43,720664,14406,0.0792,0.1281,49.48,0.1744,1108,234,0,0
GEN-500995,Control,B03,93.88,2682012,14246,0.0218,0.1572,46.43,0.282,1179,-25,0,1
GEN-500438,Control,B03,94.78,660070,9891,0.0375,0.1987,46.38,0.4073,1866,-105,0,1
GEN-500360,TreatmentB,B01,74.33,1771579,13228,0.037,0.2248,44.29,0.3507,1302,2029,1,1
GEN-500422,Control,B03,108.87,2232352,16418,0.0295,0.0864,45.9,0.1874,2012,-97,0,1
GEN-500581,TreatmentB,B02,128.18,712393,12699,0.0199,0.1604,47.82,0.1047,2034,725,1,0
GEN-500450,TreatmentA,B01,85.77,1159324,15975,0.0826,0.2114,48.31,0.3864,1440,222,1,1
GEN-500874,Control,B03,84.03,3063574,14171,0.0993,0.1864,40.55,0.222,1873,72,0,0
GEN-500081,TreatmentA,B01,101.32,1937331,14932,0.0407,0.2962,50.52,0.1854,2020,714,1,0
GEN-500309,TreatmentA,B01,97.84,1050792,15547,0.0137,0.0756,42.67,0.2438,1957,898,1,0
GEN-500927,Control,B03,104.63,1753557,19878,0.0372,0.1512,44.12,0.1338,1809,84,1,0
GEN-500978,Control,B02,95.67,2058416,14817,0.0898,0.0878,47.55,0.1875,2170,418,0,1
GEN-500540,TreatmentA,B01,103.42,1279211,12681,0.0745,0.1514,49.76,0.3312,1099,228,0,0
GEN-500384,Control,B03,118.3,1337938,14188,0.0471,0.1098,46.79,0.0682,1785,226,1,1
GEN-500033,Control,B02,79.19,854914,15653,0.0263,0.3062,49.61,0.0816,1011,-29,0,0
GEN-500050,Control,B01,86.12,2912753,10901,0.072,0.0785,45.83,0.1207,1590,148,0,1
GEN-500240,TreatmentB,B03,97.34,1825582,16380,0.0328,0.0556,46.34,0.242,2422,710,0,0
GEN-500206,TreatmentA,B02,122.31,737368,16001,0.0361,0.1243,47.91,0.283,2019,939,0,0
GEN-500088,TreatmentB,B01,108.63,812610,12841,0.0135,0.0651,46.73,0.1252,1424,840,0,1
GEN-500351,Control,B01,119.4,3899842,13545,0.056,0.1602,46.91,0.1502,1439,493,0,1
GEN-500142,TreatmentA,B03,118.94,4683752,13666,0.0744,0.1261,46.83,0.2332,1905,319,0,1
GEN-500677,Control,B02,99.81,1198888,15693,0.1018,0.1562,41.67,0.2337,1894,179,0,0
GEN-500459,TreatmentA,B02,109.23,1296136,12373,0.065,0.175,46.41,0.3959,1503,443,1,1
GEN-500781,Control,B02,89.98,1662696,12856,0.052,0.0996,45.31,0.2403,1889,-132,0,1
GEN-500653,TreatmentA,B02,101.54,1669852,15443,0.0172,0.0889,45.68,0.3169,1385,434,1,0
GEN-500022,TreatmentB,B03,97.04,3484892,15797,0.0551,0.1244,47.53,0.2558,1324,982,1,0
GEN-500905,Control,B03,75.79,1179833,15506,0.0197,0.0579,44.87,0.1732,1472,529,1,0
GEN-500232,TreatmentA,B02,79.03,2291800,12880,0.1179,0.0697,44.42,0.1423,1532,132,0,0
GEN-500375,TreatmentB,B03,91.31,947704,15947,0.0401,0.1688,49.01,0.4634,3893,1575,1,1
GEN-500171,TreatmentB,B03,109.93,1343065,14254,0.0335,0.112,47.05,0.0979,1803,751,1,1
GEN-500944,TreatmentB,B01,85.64,1691789,16197,0.0196,0.125,47.64,0.1748,1153,736,0,0
GEN-500251,Control,B03,83.98,676268,15807,0.0308,0.1774,47.96,0.1698,1289,-6,1,1
GEN-500712,Control,B03,90.48,2788353,16944,0.0261,0.0779,43.45,0.392,595,241,1,0
GEN-500068,TreatmentA,B02,91.66,1038937,13416,0.0961,0.221,44.55,0.2888,1043,167,0,1
GEN-500646,Control,B03,117.55,2352450,12222,0.0635,0.1559,48.48,0.0635,1320,466,0,0
GEN-500352,TreatmentB,B03,93.25,1459575,12388,0.0304,0.0638,48.15,0.2166,2099,949,1,0
GEN-500012,Control,B02,124.46,1992784,15292,0.0377,0.2765,47.31,0.229,1846,-10,0,1
GEN-500899,TreatmentB,B01,89.47,1389693,17382,0.0477,0.0866,42.75,0.2031,1191,869,0,0
GEN-500827,Control,B02,112.81,3700233,14043,0.0395,0.1109,43.5,0.1643,1679,744,1,0
GEN-500574,Control,B03,115.81,863847,12184,0.0739,0.2573,45.52,0.427,1590,-100,0,1
GEN-500979,Control,B01,105.28,1401880,14392,0.0207,0.0626,48.91,0.2027,2472,198,0,0
GEN-500808,Control,B03,115.34,1827993,12011,0.0072,0.1433,47.04,0.1189,1319,517,1,1
GEN-500894,TreatmentA,B03,84.91,868328,13721,0.0893,0.0836,45.88,0.0579,1788,489,0,1
GEN-500035,Control,B02,113.6,2009334,17111,0.0338,0.1757,46.55,0.1565,1804,536,1,1
GEN-500409,TreatmentA,B01,94.5,1459540,15303,0.0691,0.1996,46.56,0.3002,2729,364,1,1
GEN-500542,TreatmentB,B02,97.07,484757,14437,0.0704,0.1586,44.87,0.1201,1477,1562,0,1
GEN-500907,TreatmentA,B02,101.64,2950793,15017,0.035,0.1582,46.73,0.3117,2070,759,1,1
GEN-500008,TreatmentA,B03,93.8,844452,17181,0.0239,0.1456,45.86,0.0777,1366,303,0,0
GEN-500048,TreatmentB,B02,115.49,4356076,17487,0.0168,0.1389,43.32,0.1249,2494,590,1,0
GEN-500675,TreatmentB,B03,112.32,1071221,17485,0.0911,0.0985,42.37,0.1361,978,869,0,0
GEN-500104,TreatmentB,B01,99.64,2955028,13109,0.0335,0.1272,50.4,0.0812,2229,1952,1,0
GEN-500245,TreatmentB,B02,105.09,681274,16770,0.0309,0.1875,47.89,0.1785,1891,2672,1,1
GEN-500657,TreatmentB,B01,88.47,2762277,10547,0.0456,0.1939,44.41,0.1435,1401,916,1,0
GEN-500464,TreatmentB,B02,119.67,3230210,15133,0.0049,0.1777,46.15,0.2501,1926,663,1,1
GEN-500947,TreatmentA,B03,98.61,2421216,10430,0.0261,0.1546,42.11,0.1632,1299,459,0,0
GEN-500024,TreatmentA,B02,107.23,1130228,12132,0.0084,0.089,41.6,0.1366,1311,551,1,0
GEN-500923,Control,B02,120.99,1777059,15042,0.0465,0.1905,46.93,0.3999,882,-59,0,1
GEN-500366,TreatmentB,B03,98.86,1217950,17528,0.0435,0.201,46.38,0.4862,1212,1277,1,1
GEN-500524,TreatmentA,B01,105.17,3381113,15560,0.0467,0.1098,46.34,0.2965,1252,525,0,0
GEN-500483,Control,B01,75.85,2762476,14494,0.1155,0.1057,44.86,0.2819,1245,56,0,0
GEN-500216,Control,B03,79.39,1689381,14049,0.032,0.1088,49.44,0.4571,1490,317,0,0
GEN-500326,TreatmentA,B01,106.19,969256,16149,0.01,0.1737,49.33,0.433,1954,287,1,1
