sample_id,group,batch,measure_1,tx_count_total,genes_detected,mito_fraction,ribo_fraction,mean_gc_percent,duplication_rate,median_tx_length,counts_gene_of_interest,target_a,target_b
GEN-502529,TreatmentB,B03,109.46,1722747,13425,0.0171,0.1464,48.02,0.242,1500,694,1,1
GEN-505644,Control,B02,123.53,1594688,13348,0.0298,0.1766,45.41,0.2379,2515,32,0,1
GEN-504527,Control,B01,83.13,1457242,11786,0.0147,0.1997,45.68,0.2339,1961,-22,0,1
GEN-500991,TreatmentA,B01,94.62,1876543,13883,0.094,0.051,47.6,0.1128,1700,359,0,1
GEN-508069,TreatmentA,B02,95.63,2945597,15921,0.0529,0.1496,44.63,0.1983,1030,733,1,1
GEN-503259,TreatmentA,B01,92.49,857166,16575,0.0244,0.0795,40.39,0.2067,2191,221,1,0
GEN-500526,TreatmentB,B01,77.03,3415946,17104,0.1329,0.1587,44.54,0.3958,1522,993,1,1
GEN-502522,TreatmentB,B03,124.37,1396805,16478,0.0275,0.1589,42.48,0.2458,2086,539,0,0
GEN-500023,TreatmentB,B02,100.79,1132647,19539,0.0239,0.2849,45.27,0.0813,1143,556,1,0
GEN-500148,Control,B02,113.31,1168571,11354,0.0221,0.0791,44.59,0.4294,2041,224,0,0
GEN-509880,TreatmentB,B01,99.14,2994470,16441,0.0811,0.1732,49.54,0.3264,1195,947,1,1
GEN-503120,TreatmentA,B02,122.32,645889,12444,0.0405,0.1948,46.11,0.0767,1626,617,0,0
GEN-506689,Control,B03,85.1,840444,15603,0.0505,0.074,49.52,0.176,1843,-33,0,0
GEN-504483,Control,B02,90.49,1046451,16027,0.0217,0.0623,43.44,0.2395,1698,1187,1,0
GEN-504279,TreatmentB,B01,86.81,2646759,13684,0.0697,0.1193,48.36,0.1394,1400,868,0,0
GEN-500600,TreatmentB,B03,121.88,2160301,17225,0.0958,0.1463,46.95,0.2005,1978,714,0,1
GEN-504492,Control,B01,99.38,1991318,15202,0.0288,0.1938,46.68,0.1107,723,424,1,0
GEN-501527,TreatmentB,B02,92.14,455346,14309,0.0687,0.0831,50.8,0.1519,1732,554,0,0
GEN-508801,TreatmentB,B03,78.5,1990238,17405,0.0441,0.1482,46.86,0.2115,1595,479,1,1
GEN-504920,TreatmentB,B01,80.58,558219,11935,0.0207,0.1396,47.85,0.1302,1888,1048,0,1
GEN-505447,Control,B01,109.42,2138840,10765,0.0146,0.1486,46.62,0.1044,640,317,0,1
GEN-504488,Control,B03,113.93,3903561,17216,0.0443,0.1682,48.3,0.0897,1610,219,1,0
GEN-505802,TreatmentB,B03,93.56,945209,12365,0.0163,0.1434,45.98,0.2179,1948,1213,0,1
GEN-502564,TreatmentA,B03,117.65,2116272,12452,0.0464,0.1746,50.7,0.3772,2352,361,1,0
GEN-504842,TreatmentB,B02,111.19,1181001,13970,0.0216,0.1763,46.21,0.1446,1590,690,0,0
GEN-508275,Control,B03,118.18,3439248,11458,0.0207,0.1901,45.65,0.1459,822,284,0,0
GEN-508600,Control,B01,104.7,1952624,14275,0.1104,0.2094,46.59,0.3567,2310,-4,0,1
GEN-503237,TreatmentB,B01,92.54,857537,13857,0.0151,0.0736,48.34,0.1602,732,518,0,1
GEN-505410,Control,B03,100.38,2152454,15931,0.013,0.2301,46.65,0.5217,704,225,1,1
GEN-505472,Control,B03,116.08,1147256,11916,0.0109,0.1462,49.03,0.1591,852,774,0,0
GEN-500933,Control,B02,83.85,4545571,12594,0.0234,0.1229,49.6,0.3078,3831,1449,1,0
GEN-506435,TreatmentB,B03,114.26,564485,16784,0.1271,0.0755,49.18,0.2136,1569,1042,1,0
GEN-508485,TreatmentB,B01,103.37,878830,18371,0.0828,0.0671,43.77,0.1997,2176,432,0,0
GEN-502348,TreatmentA,B02,117.51,944810,12443,0.123,0.1011,47.36,0.0842,1796,573,0,1
GEN-503867,TreatmentB,B01,88.03,878865,13764,0.0185,0.273,46.12,0.1471,1469,757,0,0
GEN-508371,TreatmentA,B03,73.48,963120,16186,0.0264,0.2681,46.81,0.0785,859,591,0,0
GEN-508497,Control,B02,109.28,1667394,12785,0.0233,0.1246,46.81,0.4343,3446,177,0,1
GEN-507624,Control,B03,114.08,671094,15199,0.0815,0.1799,47.58,0.2508,1985,115,1,1
GEN-509149,TreatmentB,B02,107.85,3376101,17949,0.062,0.1365,44.96,0.1133,947,760,0,0
GEN-501512,TreatmentA,B02,88.35,533014,15793,0.0211,0.1583,45.85,0.216,882,659,0,1
GEN-501469,TreatmentB,B03,101.13,817224,16026,0.03,0.048,47.1,0.2039,1359,685,1,1
GEN-502308,TreatmentA,B01,112.38,469166,15738,0.0982,0.1716,45.03,0.3718,1131,427,0,1
GEN-509321,Control,B03,98.76,382604,15014,0.08,0.1199,50.84,0.2588,1641,115,0,0
GEN-509747,TreatmentB,B03,90.42,1875894,17286,0.0665,0.1657,47.39,0.1709,1325,656,1,1
GEN-507888,Control,B01,66.97,472932,16173,0.0567,0.124,41.72,0.424,1982,-119,0,0
GEN-503513,Control,B03,92.18,1386977,13588,0.0549,0.1655,45.67,0.3081,2991,-54,1,1
GEN-505755,Control,B01,107.13,4314934,16736,0.0131,0.1315,49.22,0.1453,1213,609,1,0
GEN-501059,TreatmentA,B02,74.4,3205526,15886,0.0127,0.1097,47.09,0.2648,1663,291,1,1
GEN-503145,Control,B03,94.12,2996448,15010,0.0742,0.2336,42.89,0.0728,1150,339,0,0
GEN-505141,TreatmentB,B02,111.71,4048979,16431,0.035,0.1939,48.48,0.177,2481,2282,1,0
GEN-504908,Control,B01,75.7,1903693,13591,0.0414,0.1793,47.37,0.2322,1269,297,1,1
GEN-501620,TreatmentB,B03,89.26,1991412,17054,0.0106,0.0772,47.52,0.1912,1173,432,1,1
GEN-501549,TreatmentA,B02,91.48,1766508,14345,0.0448,0.2066,45.97,0.3732,1420,521,1,1
GEN-501454,TreatmentA,B01,96.52,1538128,16443,0.0314,0.0776,48.0,0.1463,1381,1620,1,1
GEN-500422,TreatmentB,B02,102.14,1400901,16037,0.0965,0.1572,51.38,0.238,2257,604,0,0
GEN-500859,TreatmentB,B03,95.98,1919785,13195,0.0286,0.1044,44.77,0.1559,2236,1497,1,1
GEN-500304,TreatmentA,B01,101.32,1228397,15350,0.0323,0.1334,47.83,0.1953,2129,429,1,0
GEN-503080,TreatmentA,B01,93.91,2455121,16012,0.1359,0.1494,51.27,0.1234,1104,417,0,0
GEN-509289,TreatmentA,B03,103.51,605006,13313,0.0663,0.1154,44.47,0.1237,1113,498,0,0
GEN-509294,Control,B03,91.62,809951,12304,0.005,0.3151,45.52,0.1113,2431,84,0,0
GEN-508777,TreatmentB,B03,68.17,1051667,16251,0.0486,0.0934,47.87,0.0912,1707,811,1,1
GEN-509435,Control,B02,93.94,1125553,14676,0.0111,0.0913,47.13,0.1705,2461,166,1,1
GEN-507956,TreatmentA,B02,87.14,764813,15054,0.0653,0.2269,47.88,0.092,2366,430,1,0
GEN-501202,TreatmentB,B02,117.1,1213067,14564,0.1033,0.1565,48.08,0.137,2231,954,0,1
GEN-500763,TreatmentA,B03,104.86,2779912,13388,0.0615,0.1911,45.83,0.4135,2743,344,0,1
GEN-501581,Control,B03,116.84,1003449,10263,0.0774,0.1342,47.13,0.3618,1583,1048,1,1
GEN-507202,Control,B03,107.48,2269436,13994,0.0407,0.1587,47.25,0.2867,1293,-7,0,0
GEN-500129,Control,B01,77.36,799175,17143,0.0288,0.0644,45.98,0.1113,4262,918,1,1
GEN-506278,TreatmentB,B03,107.02,429396,16284,0.0383,0.2136,48.74,0.198,2282,506,1,0
GEN-505377,Control,B01,116.38,1703193,12785,0.0765,0.1645,44.32,0.0519,2334,-41,0,0
GEN-507145,TreatmentB,B02,83.6,3581894,19362,0.0312,0.0991,45.55,0.1347,1670,642,1,1
GEN-503347,TreatmentB,B02,86.97,1802994,17713,0.0966,0.069,47.24,0.1251,1820,870,0,1
GEN-500597,Control,B03,113.73,1462079,15149,0.0565,0.1951,44.0,0.0495,1088,354,0,0
GEN-500697,TreatmentB,B01,117.88,884855,16616,0.0313,0.1457,49.16,0.0548,2096,617,0,1
GEN-503509,Control,B02,96.58,1262925,14824,0.0454,0.0913,47.79,0.1768,1329,272,1,0
GEN-500922,Control,B03,93.07,1149131,14539,0.0194,0.0869,45.58,0.2046,1222,471,1,1
GEN-506380,TreatmentB,B03,117.35,2450848,15151,0.0506,0.1229,49.35,0.1148,1581,814,1,0
GEN-505491,TreatmentA,B01,104.38,1582583,17739,0.1119,0.1458,44.86,0.3214,1279,434,0,1
GEN-508264,Control,B01,87.1,1750106,11244,0.0319,0.1519,47.74,0.3016,1612,126,0,1
GEN-509114,TreatmentA,B01,135.97,3585661,14856,0.0356,0.1095,48.77,0.134,1759,505,0,1
GEN-500274,Control,B03,109.85,1860387,13944,0.0234,0.1575,45.41,0.2075,1672,128,1,1
GEN-509260,Control,B02,76.51,2312669,12241,0.0806,0.1126,42.73,0.2677,1611,660,0,0
GEN-500646,Control,B03,89.43,2578937,18010,0.025,0.0166,45.38,0.2529,1618,372,1,0
GEN-501688,TreatmentA,B03,121.13,1357980,14318,0.0288,0.1111,46.19,0.1532,1666,473,1,1
GEN-503333,TreatmentB,B01,92.93,185243,14847,0.0505,0.036,43.39,0.1597,733,702,0,0
GEN-502559,TreatmentA,B02,95.56,1485100,17959,0.1016,0.1078,49.21,0.1566,1217,352,0,1
GEN-507669,Control,B03,79.24,754828,12566,0.0721,0.1431,49.36,0.11,2437,327,0,0
GEN-507447,TreatmentA,B01,61.5,4388085,15145,0.0179,0.1579,49.57,0.3677,2174,1022,1,1
GEN-509142,TreatmentB,B01,99.46,1438071,18679,0.0458,0.1153,44.7,0.0162,2039,575,1,1
GEN-506270,TreatmentB,B02,111.57,2564783,17044,0.0227,0.132,43.16,0.5119,747,1696,1,0
GEN-506075,TreatmentB,B03,69.81,2163903,16440,0.0532,0.0895,45.93,0.1898,1334,736,1,1
GEN-503055,Control,B02,116.24,1145739,16566,0.0515,0.1137,42.67,0.1464,2567,655,1,0
GEN-500838,Control,B01,104.06,2882872,13063,0.0326,0.168,46.88,0.1853,1788,775,1,1
GEN-501001,TreatmentA,B02,123.57,1583939,15276,0.0428,0.0538,48.25,0.1207,1375,975,1,1
GEN-505322,TreatmentB,B03,93.52,593696,15872,0.0326,0.1479,44.87,0.2659,2696,866,1,1
GEN-504606,Control,B02,103.94,1900938,12777,0.0081,0.0456,50.11,0.1325,2077,563,1,0
GEN-504310,TreatmentB,B02,99.41,1058155,16762,0.0785,0.0447,46.35,0.0723,1998,693,1,1
GEN-506824,TreatmentB,B02,77.67,346412,18124,0.0379,0.1495,44.69,0.2178,2148,598,1,1
GEN-502718,TreatmentA,B01,114.43,799045,16213,0.0691,0.1665,51.33,0.2822,1765,977,1,0
GEN-507427,Control,B02,93.91,1962428,13200,0.0546,0.145,46.31,0.2994,750,387,0,1
GEN-501749,Control,B01,104.72,1647390,15381,0.0106,0.1638,45.1,0.0965,1950,274,0,1
GEN-503240,TreatmentA,B02,101.71,858901,14836,0.0317,0.0633,42.98,0.0756,1542,805,1,1
GEN-505380,TreatmentB,B03,102.84,1657954,16704,0.0595,0.1121,46.48,0.141,1376,673,1,1
GEN-500213,TreatmentB,B02,120.71,1456974,18551,0.0153,0.0726,43.51,0.0698,2460,578,1,1
GEN-504366,Control,B01,91.11,1177193,13080,0.0712,0.0492,46.32,0.338,1127,450,0,0
GEN-501737,TreatmentA,B02,99.69,902415,14185,0.0646,0.0684,47.73,0.1788,1292,745,0,1
GEN-500104,Control,B01,89.36,2140921,14305,0.0823,0.2227,44.14,0.0919,1599,712,1,0
GEN-504625,Control,B03,94.47,1905276,17519,0.0974,0.1039,44.8,0.2507,1238,906,1,0
GEN-506217,TreatmentB,B01,106.02,1420255,15130,0.0448,0.0805,46.49,0.3701,2041,1401,0,0
GEN-503695,TreatmentA,B03,108.19,784262,14675,0.0528,0.0645,48.48,0.1906,1361,746,0,0
GEN-504603,TreatmentA,B01,98.85,918327,12941,0.0244,0.1966,45.75,0.3308,1558,728,1,1
GEN-505655,TreatmentB,B01,100.84,1875526,19513,0.0791,0.0871,41.29,0.2107,1183,704,1,0
GEN-509187,Control,B01,102.48,4800050,12140,0.0838,0.1465,47.06,0.0965,953,-36,0,1
GEN-505641,TreatmentB,B03,59.05,1399499,16358,0.0353,0.1573,46.46,0.3259,2310,1347,1,1
GEN-504181,TreatmentA,B03,97.71,1081648,16164,0.0264,0.0708,49.48,0.4309,2310,453,1,0
GEN-509027,Control,B03,133.27,4200103,16413,0.0194,0.1394,44.44,0.1579,1844,198,0,0
GEN-502514,TreatmentA,B03,107.3,2459127,14595,0.0436,0.1064,45.09,0.3147,1517,580,0,0
GEN-507866,Control,B02,96.78,2455266,16159,0.0172,0.0866,47.66,0.1474,2432,12,0,1
GEN-503839,Control,B02,103.85,2262265,13726,0.0284,0.1464,43.33,0.1099,1306,445,1,0
GEN-505747,TreatmentA,B03,87.86,735268,15310,0.0225,0.2379,47.92,0.1994,1248,281,0,0
GEN-501485,TreatmentA,B01,95.58,1737651,17814,0.0649,0.1633,44.76,0.1653,1253,266,1,0
GEN-503318,Control,B03,96.85,2227781,15356,0.0423,0.2398,45.8,0.1923,2538,208,0,1
GEN-508118,TreatmentA,B02,93.36,1144356,17200,0.0162,0.1539,47.49,0.3068,1340,766,1,1
GEN-509953,TreatmentA,B02,90.53,747390,15917,0.0777,0.1185,41.58,0.179,1316,200,0,0
GEN-507318,TreatmentA,B03,90.45,593778,16041,0.0275,0.1726,46.37,0.1463,1736,930,1,1
GEN-509306,TreatmentA,B01,96.44,694239,11479,0.0097,0.1101,44.44,0.1241,1636,435,0,0
GEN-500543,Control,B01,115.86,1983104,14097,0.0654,0.0713,42.72,0.1731,1440,651,1,1
GEN-507108,TreatmentA,B01,94.16,2985337,15246,0.0667,0.2342,49.02,0.2575,1511,896,1,1
GEN-508413,TreatmentB,B01,98.43,1828901,14990,0.1499,0.1024,48.6,0.3984,1683,784,0,0
GEN-500383,TreatmentA,B02,96.4,982583,9376,0.0344,0.036,49.39,0.152,3579,302,1,1
GEN-501199,Control,B03,117.2,2189142,14102,0.03,0.2038,44.89,0.3116,1104,22,0,1
GEN-501113,TreatmentB,B03,125.64,1946307,14253,0.0789,0.1058,47.46,0.1736,1798,672,0,1
GEN-506608,TreatmentA,B02,105.63,1763205,14255,0.0519,0.1703,44.75,0.087,2351,262,0,0
GEN-502177,TreatmentA,B02,95.96,2491797,16411,0.1051,0.1368,47.7,0.2887,1932,533,0,0
GEN-501064,TreatmentB,B03,119.43,1930942,12277,0.0442,0.1498,48.28,0.257,1151,689,1,1
GEN-508013,Control,B02,116.81,3189832,14753,0.0685,0.0961,45.13,0.1702,1806,1012,1,1
GEN-504143,Control,B02,74.2,259438,11770,0.0587,0.1591,44.75,0.2346,1606,25,0,0
GEN-500095,Control,B03,120.82,2067885,17505,0.029,0.1442,44.27,0.0529,1006,104,1,1
GEN-509099,TreatmentB,B03,64.57,1303859,13862,0.0534,0.0913,41.06,0.0963,1298,605,0,0
GEN-507082,TreatmentB,B03,98.25,1294516,17251,0.0256,0.2179,48.48,0.0797,2779,1837,1,0
GEN-509018,TreatmentA,B03,103.62,2128933,14913,0.0883,0.0913,49.67,0.3951,2675,1196,1,0
GEN-508146,TreatmentA,B02,117.56,1210511,14220,0.0574,0.1498,48.39,0.2337,1429,463,1,0
GEN-508246,TreatmentB,B03,83.1,923200,15194,0.0431,0.1564,44.16,0.4477,3834,421,0,0
GEN-504422,TreatmentA,B02,96.96,1068871,18134,0.0257,0.2029,46.14,0.1282,975,684,1,1
GEN-509291,TreatmentA,B03,108.05,909094,10893,0.1151,0.1855,46.96,0.1017,1337,212,0,0
GEN-504739,TreatmentB,B02,113.87,2498531,13433,0.0479,0.1252,41.85,0.2464,2047,891,1,0
GEN-505294,TreatmentA,B02,110.64,2882731,17164,0.0449,0.1163,46.87,0.4085,1225,992,1,0
GEN-507049,TreatmentB,B01,118.15,928004,12575,0.1069,0.1123,45.31,0.0996,1288,826,0,1
GEN-502547,Control,B02,79.6,1719823,13734,0.0665,0.0701,48.86,0.1206,1631,869,1,1
GEN-502636,Control,B03,118.73,1562804,12988,0.0096,0.2518,46.29,0.0476,1987,610,1,0
GEN-509489,TreatmentB,B02,102.93,1636874,13275,0.0297,0.2007,47.93,0.2781,2408,728,0,1
GEN-507593,Control,B02,117.29,4623604,12159,0.0253,0.0847,47.06,0.2434,2274,108,0,1
GEN-501230,TreatmentA,B02,120.71,2568911,16448,0.0034,0.0683,46.02,0.0459,1819,725,1,1
GEN-505602,TreatmentB,B01,106.51,2859063,14749,0.1117,0.1534,43.14,0.2066,1388,964,0,0
GEN-502369,TreatmentB,B01,122.21,463020,19252,0.0411,0.0666,44.06,0.5017,1412,931,0,0
GEN-501468,Control,B03,64.12,1853879,13484,0.0533,0.0836,52.54,0.0977,1798,127,0,0
GEN-502584,Control,B01,118.86,2167008,10901,0.0186,0.1156,47.01,0.2421,933,389,0,0
GEN-501220,TreatmentA,B02,105.75,1511804,13422,0.0207,0.2299,47.64,0.1863,1454,685,1,1
GEN-500915,TreatmentB,B01,89.94,558270,16839,0.0217,0.0691,44.34,0.2213,2318,612,1,0
GEN-509209,TreatmentB,B02,102.73,1723969,13851,0.0216,0.1903,47.03,0.0974,1079,729,1,1
GEN-500293,TreatmentA,B01,96.74,3348046,16840,0.0689,0.1456,46.09,0.41,2878,217,0,1
GEN-504139,Control,B01,102.79,603434,12151,0.0509,0.1176,48.11,0.1433,1472,129,0,1
GEN-509172,TreatmentB,B02,90.07,264801,17720,0.088,0.3162,50.87,0.1693,2129,1487,1,0
GEN-502880,Control,B03,92.61,220530,12705,0.0211,0.1766,45.13,0.2264,2285,58,0,1
GEN-500103,TreatmentB,B03,83.89,2072682,15548,0.1076,0.1311,42.24,0.297,1639,718,1,0
GEN-505637,TreatmentB,B02,99.45,860044,13967,0.0489,0.14,48.4,0.1238,2940,530,0,0
GEN-509188,TreatmentB,B03,86.7,2408830,12889,0.0947,0.0604,42.45,0.4717,840,815,1,0
GEN-505555,TreatmentA,B03,100.91,3571667,17716,0.0769,0.0813,46.92,0.2239,979,560,1,1
GEN-506391,TreatmentB,B02,101.27,1615834,15356,0.0809,0.1907,47.46,0.4028,2629,464,0,1
GEN-502688,TreatmentB,B02,79.22,1652467,17164,0.0355,0.0757,46.88,0.0425,1587,686,1,1
GEN-500918,TreatmentB,B03,98.04,1722519,13349,0.0602,0.1066,45.24,0.1753,1235,486,0,1
GEN-503659,TreatmentB,B01,113.77,4220079,17590,0.0994,0.1002,48.73,0.129,1767,514,0,1
GEN-502783,Control,B01,91.44,1477651,15535,0.0715,0.1468,45.55,0.4098,1339,381,0,0
GEN-501989,Control,B01,117.7,1469704,14243,0.0892,0.1518,45.57,0.2655,639,-106,0,1
GEN-506022,TreatmentA,B01,125.93,618515,15755,0.0712,0.2123,46.88,0.1699,1472,388,0,0
GEN-505930,TreatmentA,B03,108.13,2262255,17075,0.0598,0.1057,47.1,0.1729,1945,405,1,0
GEN-503723,TreatmentB,B02,108.86,1716174,16409,0.0232,0.2198,46.64,0.2055,2152,1076,1,1
GEN-500087,TreatmentB,B01,95.82,1640993,17842,0.0767,0.1138,48.53,0.1746,2210,675,0,1
GEN-507311,TreatmentB,B01,100.09,990523,14843,0.0185,0.0824,42.66,0.2079,1458,1115,1,0
GEN-501955,TreatmentB,B01,83.82,1872126,14529,0.0143,0.1753,49.03,0.1453,1447,2437,1,0
GEN-501207,Control,B01,79.72,3476106,9421,0.0265,0.2565,46.43,0.1274,1733,351,0,1
GEN-508278,TreatmentB,B02,93.33,737131,12860,0.0989,0.2339,48.59,0.2746,1238,1282,0,1
GEN-507491,TreatmentB,B02,109.43,1415391,13608,0.0393,0.1705,48.96,0.1769,1949,1502,1,0
GEN-509987,TreatmentA,B02,81.71,2012095,11753,0.0924,0.03,45.86,0.1827,1898,326,0,1
GEN-504204,Control,B01,120.0,2861186,13581,0.0332,0.0337,49.09,0.3034,1482,87,0,0
GEN-500550,TreatmentA,B03,73.76,1049230,16237,0.0439,0.1784,45.93,0.2068,1500,877,1,1
GEN-506659,Control,B01,109.91,2865343,14686,0.0452,0.2498,43.38,0.1813,1139,156,0,0
GEN-506102,TreatmentA,B01,90.3,737994,12379,0.0167,0.0874,47.05,0.0801,1079,370,0,1
GEN-507249,TreatmentB,B02,84.32,817146,17234,0.0584,0.2023,44.98,0.1102,1437,1052,1,0
GEN-500824,Control,B03,77.18,1955423,11694,0.0327,0.1424,45.43,0.0938,1417,325,0,1
GEN-507770,TreatmentB,B03,114.18,1968546,18495,0.0672,0.0923,49.93,0.1099,1908,890,1,0
GEN-504324,TreatmentB,B02,126.06,3154021,14444,0.0582,0.0866,50.59,0.1599,1640,1513,1,0
GEN-503795,TreatmentB,B03,117.39,1694187,11225,0.0436,0.0371,48.84,0.212,1405,645,0,0
GEN-507836,Control,B03,109.77,1999104,16105,0.0411,0.089,45.83,0.4024,2014,73,0,1
GEN-503749,TreatmentA,B03,113.51,1290668,17184,0.0421,0.0409,41.16,0.1729,1714,163,1,0
GEN-506699,TreatmentA,B02,117.1,2667512,10552,0.0217,0.0758,47.06,0.0248,1478,411,1,1
GEN-505997,TreatmentB,B03,97.82,1576903,16312,0.0538,0.199,46.39,0.3613,1897,576,1,1
GEN-508670,TreatmentB,B02,67.9,1684095,19480,0.0698,0.1183,44.65,0.1852,1573,674,1,1
GEN-505957,TreatmentA,B03,111.01,3565372,17229,0.0469,0.0631,47.6,0.2537,1807,416,0,0
GEN-501882,TreatmentA,B01,102.25,1878063,14715,0.024,0.109,47.14,0.1742,1187,171,1,1
GEN-509352,TreatmentA,B01,78.51,699240,13653,0.044,0.1985,46.64,0.3673,2006,688,1,1
GEN-507548,TreatmentB,B03,99.84,1621441,18415,0.0551,0.1605,48.0,0.1017,1332,1035,1,1
GEN-503767,TreatmentA,B01,107.68,859380,15689,0.0996,0.1204,45.61,0.1132,2354,435,0,1
GEN-500952,Control,B03,94.35,1129051,11711,0.0712,0.1558,47.56,0.2755,1407,312,0,1
GEN-502142,TreatmentB,B02,113.15,1854955,12731,0.0894,0.1111,47.27,0.3076,1027,842,0,1
GEN-500656,Control,B02,128.87,1301255,14322,0.0619,0.0981,46.75,0.3531,1391,860,0,0
GEN-503044,Control,B02,96.07,985835,16215,0.0744,0.0561,45.54,0.1576,1137,606,1,1
GEN-504353,Control,B03,108.47,4197632,14448,0.1035,0.068,41.42,0.0361,937,591,0,1
GEN-506467,Control,B03,86.68,1434077,14345,0.0217,0.1311,48.92,0.3932,1662,195,1,1
GEN-509820,TreatmentB,B03,115.4,329336,17415,0.0585,0.0899,45.38,0.3296,2958,708,1,0
GEN-502885,TreatmentA,B01,91.38,2924146,15897,0.0173,0.15,48.41,0.2718,1835,393,1,1
GEN-501892,TreatmentB,B03,99.0,1563907,16774,0.0219,0.1141,40.74,0.1256,2412,585,0,0
GEN-507100,TreatmentA,B03,91.03,3755091,13912,0.0366,0.111,44.48,0.1632,2308,721,0,1
GEN-501960,Control,B02,91.6,5185528,16263,0.1197,0.0801,46.03,0.0297,1335,32,0,1
GEN-505917,TreatmentA,B01,88.62,1010042,15282,0.0688,0.0566,45.66,0.1462,1833,461,0,1
GEN-503514,TreatmentB,B02,112.37,1191969,17075,0.018,0.1747,48.82,0.0591,1405,798,1,0
GEN-500706,Control,B02,89.36,2453062,14380,0.0392,0.1054,45.23,0.3324,2141,334,0,1
GEN-507854,Control,B01,111.34,1341555,17190,0.0448,0.2558,47.34,0.2398,2803,318,0,1
GEN-509848,TreatmentA,B02,122.68,3866563,15999,0.0364,0.1157,46.44,0.061,1807,389,0,1
GEN-505088,Control,B02,97.3,2174035,11758,0.0188,0.1567,43.95,0.2577,924,84,1,0
GEN-502421,TreatmentA,B03,105.68,1306392,15423,0.0341,0.1284,51.24,0.1737,1892,351,1,0
GEN-503063,TreatmentB,B01,92.88,1183455,14428,0.0341,0.217,46.1,0.1598,2483,1657,1,1
GEN-505438,Control,B03,113.15,2990774,16803,0.0361,0.1518,47.9,0.2638,1364,646,0,1
GEN-502628,TreatmentB,B02,82.15,3082997,13816,0.1263,0.1014,48.53,0.1316,1851,866,0,1
GEN-506227,TreatmentB,B03,117.91,1997219,14996,0.0184,0.1482,42.84,0.1851,2239,911,1,0
GEN-506120,Control,B02,109.16,791916,12517,0.1106,0.2092,47.81,0.2704,871,350,0,1
GEN-505252,Control,B01,120.47,3078128,15762,0.0548,0.2239,50.08,0.1483,1218,360,0,0
GEN-505524,Control,B01,77.77,1166385,11432,0.0722,0.1553,45.31,0.2166,1282,251,0,1
GEN-508744,TreatmentB,B03,99.12,1534289,12984,0.0175,0.0577,46.8,0.3076,1629,462,1,0
GEN-504352,Control,B01,85.25,647325,11436,0.0922,0.1209,50.05,0.1335,2521,1281,0,0
GEN-503116,Control,B02,107.24,1713862,15205,0.0484,0.1258,45.77,0.1439,1556,1135,1,1
GEN-502429,TreatmentB,B01,104.45,1407259,16547,0.0237,0.2617,43.04,0.3086,1786,607,1,1
GEN-505016,TreatmentB,B01,93.72,2219903,17895,0.0215,0.1702,50.9,0.2262,2590,902,1,0
GEN-507043,TreatmentA,B01,131.8,727286,19937,0.0686,0.1424,48.62,0.2309,1398,405,1,1
GEN-502211,Control,B03,93.0,1728158,16163,0.0666,0.1656,45.57,0.0889,1381,172,0,1
GEN-509360,TreatmentB,B01,73.05,773369,14585,0.0291,0.0838,46.39,0.055,2194,731,0,1
GEN-502686,TreatmentA,B01,128.67,766206,17956,0.0398,0.2438,47.76,0.0928,1356,1107,1,0
GEN-503132,TreatmentA,B02,82.31,727609,14173,0.0584,0.1391,46.52,0.169,1118,546,0,0
GEN-509659,TreatmentB,B01,109.26,1894629,13253,0.0259,0.1608,47.0,0.2811,3871,864,0,1
GEN-505487,TreatmentA,B02,109.65,1242870,13864,0.1196,0.1636,49.83,0.234,1509,587,0,0
GEN-508996,TreatmentB,B02,116.44,2925581,19892,0.0124,0.152,46.67,0.3748,1575,606,1,1
GEN-500146,TreatmentA,B02,89.96,3457691,15862,0.1073,0.2027,47.11,0.1482,961,806,0,1
GEN-507840,Control,B02,88.54,4946121,11760,0.0081,0.3277,45.14,0.1444,2670,13,0,0
GEN-503566,TreatmentB,B02,92.06,1462686,17892,0.1071,0.145,44.61,0.0386,1755,466,0,0
GEN-506190,Control,B03,119.18,2386819,16179,0.0699,0.2129,47.14,0.0608,1883,594,1,0
GEN-500725,Control,B02,103.3,2270422,17025,0.0919,0.2188,45.84,0.1997,2059,-49,0,1
GEN-501611,TreatmentA,B01,81.9,1193259,15447,0.029,0.1947,46.22,0.1922,1740,290,1,1
GEN-509447,Control,B03,102.84,2519897,15538,0.0331,0.0514,46.03,0.4023,1772,338,1,0
GEN-506830,TreatmentB,B03,105.86,458678,20391,0.0117,0.1337,44.75,0.2552,1523,847,1,0
GEN-507865,Control,B02,113.86,1461992,16477,0.0443,0.1432,45.49,0.0601,1161,303,1,0
GEN-503056,TreatmentB,B01,90.9,522204,15462,0.0301,0.1521,46.79,0.1723,1983,598,1,1
GEN-501452,Control,B02,96.46,1413130,14283,0.0561,0.1332,43.45,0.2947,1691,301,0,0
GEN-501980,TreatmentB,B03,110.64,2280458,12622,0.0487,0.1442,46.55,0.0744,2040,621,0,1
GEN-505419,TreatmentB,B03,116.04,1671899,18819,0.0159,0.044,47.26,0.1145,1359,727,1,1
GEN-505613,Control,B01,102.57,2099248,15821,0.0249,0.1207,47.36,0.1944,1891,205,1,1
GEN-500344,TreatmentB,B01,90.03,1018327,15235,0.0533,0.2091,38.57,0.4274,1265,911,0,1
